GEO_ID,B27001H_001E,B27001H_001M,B27001H_002E,B27001H_002M,B27001H_003E,B27001H_003M,B27001H_004E,B27001H_004M,B27001H_005E,B27001H_005M,B27001H_006E,B27001H_006M,B27001H_007E,B27001H_007M,B27001H_008E,B27001H_008M,B27001H_009E,B27001H_009M,B27001H_010E,B27001H_010M,B27001H_011E,B27001H_011M,B27001H_012E,B27001H_012M,B27001H_013E,B27001H_013M,B27001H_014E,B27001H_014M,B27001H_015E,B27001H_015M,B27001H_016E,B27001H_016M,B27001H_017E,B27001H_017M,B27001H_018E,B27001H_018M,B27001H_019E,B27001H_019M,B27001H_020E,B27001H_020M,B27001H_021E,B27001H_021M,B27001H_022E,B27001H_022M,B27001H_023E,B27001H_023M,B27001H_024E,B27001H_024M,B27001H_025E,B27001H_025M,B27001H_026E,B27001H_026M,B27001H_027E,B27001H_027M,B27001H_028E,B27001H_028M,NAME,B27001H_001EA,B27001H_001MA,B27001H_002EA,B27001H_002MA,B27001H_003EA,B27001H_003MA,B27001H_004MA,B27001H_004EA,B27001H_005EA,B27001H_005MA,B27001H_006EA,B27001H_006MA,B27001H_007EA,B27001H_007MA,B27001H_008EA,B27001H_008MA,B27001H_009EA,B27001H_009MA,B27001H_010EA,B27001H_010MA,B27001H_011EA,B27001H_011MA,B27001H_012EA,B27001H_012MA,B27001H_013EA,B27001H_013MA,B27001H_014EA,B27001H_014MA,B27001H_015MA,B27001H_015EA,B27001H_016EA,B27001H_016MA,B27001H_017EA,B27001H_017MA,B27001H_018EA,B27001H_018MA,B27001H_019EA,B27001H_019MA,B27001H_020MA,B27001H_020EA,B27001H_021EA,B27001H_021MA,B27001H_022EA,B27001H_022MA,B27001H_023EA,B27001H_023MA,B27001H_024EA,B27001H_024MA,B27001H_025MA,B27001H_025EA,B27001H_026MA,B27001H_026EA,B27001H_027EA,B27001H_027MA,B27001H_028EA,B27001H_028MA,state
0400000US01,3156182,3066,203051,3121,195873,3323,7178,1576,460886,3526,440479,5008,20407,3661,287827,1804,231810,4829,56017,4322,364686,2457,279798,6088,84888,5899,400770,1503,323234,5534,77536,5526,473447,965,399226,4478,74221,4410,444436,723,402523,3580,41913,3652,298863,781,298458,819,405,211,222216,1095,221790,1228,426,388,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,444477,1645,32488,946,30206,1115,2282,878,65331,1002,59758,1558,5573,1182,38675,915,29867,1553,8808,1418,62035,1350,45232,2276,16803,2113,58812,757,47704,1985,11108,1753,76426,580,61898,2362,14528,2265,68591,204,58951,1357,9640,1390,27579,350,27506,350,73,83,14540,363,14359,417,181,197,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3664302,3312,214436,3653,199448,4490,14988,3252,453792,3796,419247,6126,34545,4615,293294,1607,237965,4852,55329,4743,426691,2419,345178,6741,81513,5986,432912,1932,366635,5965,66277,5994,535026,1194,456649,6544,78377,6463,559032,712,494131,4490,64901,4629,419622,815,417577,1260,2045,1039,329497,907,328147,1365,1350,852,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2147245,1783,146270,2464,140374,2503,5896,1241,313078,2450,298086,3174,14992,2231,192333,1724,133411,4071,58922,4003,258813,2907,181141,5856,77672,5236,265067,1764,202354,4772,62713,4468,311552,918,249756,4362,61796,4173,295819,894,256692,3429,39127,3457,207712,908,207114,1008,598,365,156601,843,156395,889,206,185,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14692607,9565,777456,6572,740624,7443,36832,4496,1714247,6753,1625230,9468,89017,6876,1224131,3539,1000163,8882,223968,8018,1814189,4255,1435837,12052,378352,11254,1827933,2773,1570373,11896,257560,11184,2402829,3919,2079590,12239,323239,10487,2296894,1753,2050578,6905,246316,6955,1385316,1593,1377110,2512,8206,1617,1249612,2683,1247483,2882,2129,664,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3509787,3572,226248,3169,212925,3811,13323,2486,477661,3382,446952,4695,30709,3515,308476,1339,254401,5344,54075,5054,483388,2237,385876,5427,97512,5287,474439,1995,408979,5061,65460,5111,555201,1449,479896,4990,75305,4649,512388,938,454529,3957,57859,3923,270507,984,269440,1144,1067,473,201479,1131,201253,1139,226,213,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2495657,3109,132597,1945,129671,2380,2926,1214,351626,2121,344319,2808,7307,1803,203334,964,185061,2653,18273,2348,254303,1424,220122,3643,34181,3246,310937,948,286874,2938,24063,2882,437135,1061,403488,3488,33647,3522,376586,822,350676,3018,25910,2754,219317,597,219038,590,279,203,209822,1057,208955,1162,867,675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,582208,932,32993,1108,31907,1238,1086,595,75188,1091,71355,1724,3833,1306,53433,233,48117,1443,5316,1454,64873,619,55601,1778,9272,1645,68582,382,62944,1615,5638,1452,92388,205,83883,1503,8505,1519,87855,347,81125,1604,6730,1573,60179,308,60083,341,96,143,46717,498,46717,498,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,214969,527,10922,485,10875,488,47,74,9382,488,8632,999,750,1030,33721,649,32602,925,1119,763,66502,439,63238,1127,3264,1027,31403,197,30331,696,1072,654,21146,96,19834,835,1312,830,20564,165,19768,413,796,393,12514,170,12514,170,0,200,8815,210,8755,230,60,103,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10770477,7097,557719,6544,513309,9002,44410,5818,1244817,6474,1113170,11167,131647,9948,830230,3589,595701,11545,234529,11051,1106293,4064,796630,10575,309663,10502,1208759,3742,927489,9715,281270,9506,1629920,2543,1288550,11731,341370,11899,1666896,1799,1413420,10358,253476,10432,1319569,1340,1312383,2375,7186,1971,1206274,2152,1203159,2435,3115,1216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5352353,4238,363570,6150,344258,6826,19312,3325,797088,6485,736769,9436,60319,6650,477978,3795,357641,7484,120337,7885,636023,4583,469142,8969,166881,9187,735238,3165,584907,9337,150331,9467,823966,2046,676576,9117,147390,9300,738763,1002,648909,6128,89854,5888,460558,1883,459868,1942,690,382,319169,1943,318300,2015,869,585,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,291137,1871,15820,678,15632,664,188,232,26216,697,24000,1263,2216,1117,21581,1232,19141,1254,2440,887,41827,1723,36179,2283,5648,1524,36202,834,32268,1304,3934,1166,45781,418,40097,1303,5684,1161,55318,63,50637,1111,4681,1104,29174,695,28996,697,178,141,19218,323,19183,330,35,57,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1308626,2556,105802,2562,98834,2937,6968,1577,219970,2569,203243,4050,16727,2833,121886,834,92820,3315,29066,3301,164970,904,124672,3436,40298,3505,157027,618,124561,3849,32466,3747,179221,1385,145189,3464,34032,3325,172698,692,145806,2634,26892,2546,106664,546,106311,614,353,273,80388,685,80212,717,176,217,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8023512,5407,499018,4789,488744,5221,10274,2190,1127371,5290,1091989,6453,35382,4117,691940,1679,590387,5948,101553,5955,1031331,2246,859500,7762,171831,7634,1017004,2234,900082,7598,116922,7042,1277990,1857,1134948,7222,143042,6823,1128637,1421,1025121,5883,103516,5600,660022,1395,656198,1839,3824,956,590199,1888,589380,2046,819,549,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5225891,3538,367239,3467,337540,4853,29699,3436,807377,3670,745158,6643,62219,5666,504188,924,399626,4888,104562,4893,636063,1757,483709,6396,152354,5982,661359,1524,548494,4806,112865,4626,792075,1479,668360,6225,123715,6117,707401,872,628473,4259,78928,4167,414965,965,412870,1457,2095,1231,335224,1439,334539,1476,685,413,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2669187,1395,190455,2652,184285,2968,6170,1544,396508,2699,380308,3673,16200,2509,257932,819,224274,2708,33658,2753,326570,1140,274601,3437,51969,3336,313711,657,276283,3549,37428,3411,396281,639,359887,2764,36394,2735,366852,648,343829,2103,23023,2070,217861,592,217400,629,461,247,203017,920,202601,985,416,271,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2190447,1853,159127,2253,152550,2943,6577,1847,331735,2186,315307,3295,16428,2454,206503,1297,174170,3362,32333,3193,275606,1511,221396,4025,54210,3851,256638,1220,222945,2745,33693,2634,328477,1038,289801,3330,38676,3168,300430,845,273024,2768,27406,2606,173323,713,172464,820,859,520,158608,899,158171,986,437,468,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3698444,3533,262261,3006,247319,3436,14942,2043,559500,3097,524228,4777,35272,4583,338316,1632,252181,4352,86135,4171,460875,1763,339527,4993,121348,5004,480878,1380,387808,5504,93070,5563,560113,907,471849,5131,88264,4950,505758,923,448864,4245,56894,4161,306543,962,305417,1078,1126,528,224200,1223,223840,1210,360,275,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
