GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001EA,B15002_001MA,B15002_002MA,B15002_002EA,B15002_003EA,B15002_003MA,B15002_004EA,B15002_004MA,B15002_005MA,B15002_005EA,B15002_006EA,B15002_006MA,B15002_007MA,B15002_007EA,B15002_008EA,B15002_008MA,B15002_009EA,B15002_009MA,B15002_010MA,B15002_010EA,B15002_011MA,B15002_011EA,B15002_012MA,B15002_012EA,B15002_013MA,B15002_013EA,B15002_014EA,B15002_014MA,B15002_015EA,B15002_015MA,B15002_016MA,B15002_016EA,B15002_017MA,B15002_017EA,B15002_018MA,B15002_018EA,B15002_019EA,B15002_019MA,B15002_020EA,B15002_020MA,B15002_021EA,B15002_021MA,B15002_022MA,B15002_022EA,B15002_023MA,B15002_023EA,B15002_024EA,B15002_024MA,B15002_025EA,B15002_025MA,B15002_026EA,B15002_026MA,B15002_027EA,B15002_027MA,B15002_028MA,B15002_028EA,B15002_029MA,B15002_029EA,B15002_030EA,B15002_030MA,B15002_031EA,B15002_031MA,B15002_032EA,B15002_032MA,B15002_033MA,B15002_033EA,B15002_034MA,B15002_034EA,B15002_035MA,B15002_035EA,state
0400000US01,3193078,4624,1508892,4211,22377,2576,10093,1872,18912,2436,42109,3106,44914,3716,58712,4197,54824,3381,31881,2673,469536,9588,86080,4120,238953,7360,95523,4715,208506,7611,80316,4239,27147,2160,19009,2091,1684186,4273,19306,2023,6764,1092,15867,1774,42494,3211,40539,3424,58311,3617,58880,3465,25763,2557,515914,8105,107604,5108,276551,9083,140639,5738,234982,7692,110661,5194,15970,1907,13941,1761,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456862,1804,234211,1512,1180,388,1356,469,1178,580,3132,731,2120,655,3792,809,4186,746,2746,752,72749,3806,17618,1917,51977,2989,16153,2329,34964,2947,13335,1882,4796,1030,2929,770,222651,1293,1502,577,1272,413,1377,521,2997,897,1783,645,3355,832,3737,919,1908,558,55624,2976,18114,1902,48698,3545,17847,1898,42189,2456,15934,1762,3204,905,3110,1158,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4211223,3828,2059722,2911,23708,2846,18647,2818,42177,3725,45840,4342,37613,3982,44509,4954,52361,4714,45043,4593,500421,14888,138407,7046,384446,12254,156927,8163,362261,11042,139730,6992,39626,3328,28006,3328,2151501,2879,27202,3634,19302,3145,45854,4208,38924,3692,39362,4254,36236,3344,46318,4080,39001,3785,536166,12675,169877,9554,412414,11086,191270,8806,357285,9506,152162,7526,24586,2657,15542,2011,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1943427,3997,935804,3974,9953,1356,7985,1351,13089,2594,30491,2836,22177,2674,27227,2407,31471,2828,17623,2305,344737,8136,54750,3778,142652,6285,42484,3455,123627,5125,39516,3300,15684,1912,12338,2054,1007623,3185,11793,1789,5897,1211,13370,2156,28530,2487,19703,2488,28195,2383,33037,3030,15000,2000,348479,9808,71758,4657,157616,6395,70590,4588,131276,5547,56797,4204,9446,1583,6136,1513,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24443872,5625,11937927,4691,268141,7497,218683,9633,483099,13821,231139,8884,266357,8743,209361,7228,286319,10539,325872,8948,2564950,31992,650237,13247,1951467,21733,830883,15362,2255027,27141,854603,14468,322095,9399,219694,8349,12505945,3324,321495,10012,243483,8878,506197,10927,239397,10622,268036,9041,200628,7753,254517,9096,299367,9946,2586044,23950,748723,15248,2041603,24211,1041554,17116,2442395,22470,937167,14095,237146,9006,138193,7554,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3387310,3216,1675846,3036,15122,2227,11803,2065,25687,3065,21179,2308,21996,2509,22104,2429,32526,3286,25306,2508,376171,9220,100402,5145,274983,7659,125219,5434,391459,9383,159820,6665,42957,3550,29112,2275,1711464,2126,14831,2042,9352,1861,18208,2527,19265,2426,20525,2329,22917,2269,27425,2904,23039,2488,381529,8506,117574,6002,280846,7819,156209,6697,398400,10844,171549,5584,27944,2724,21851,2643,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2444403,1883,1161569,1652,13896,1874,8603,1664,12902,2378,19110,2067,14529,2024,23295,2661,19424,2526,20250,2443,333072,7929,59924,3151,145982,6766,65753,3742,240380,5768,118729,5603,41518,2506,24202,2452,1282834,1276,14300,1958,6914,1260,11214,1640,21419,2490,16778,2079,20330,2427,23929,2555,19801,1970,343441,8263,68914,4332,163198,6112,113366,4861,259723,7834,156278,6302,29444,2714,13785,1704,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,611120,929,289532,972,4623,1155,1920,671,2504,1022,5666,1341,5765,1487,7221,1363,8472,1717,5189,1104,91149,4211,18058,2366,39075,2855,14827,2292,49071,3082,21604,2206,7063,1344,7325,1614,321588,772,3329,857,1573,668,2435,847,6482,1321,3992,1190,8270,1580,7234,1168,4841,1019,101782,4769,19526,2035,43169,2556,27775,3003,55528,3461,28258,2992,4154,1106,3240,929,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,428261,167,200665,258,4355,1372,1507,904,2620,904,4109,1142,3601,1066,3804,939,4339,1071,3023,698,34739,3165,5789,1113,20956,2205,5152,956,48242,3146,32642,2858,16820,1916,8967,1698,227596,252,2765,938,1384,437,2431,713,2745,894,3201,802,4152,890,6907,1322,3747,834,41158,2780,8033,1354,26225,2456,6755,1442,51380,2911,41492,2668,17279,1787,7942,1301,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13267581,9014,6351556,7234,87261,6476,57927,5763,106327,7711,121889,7727,123850,6314,148996,6782,162297,7375,151784,7951,1915604,26217,371154,10490,901188,18559,509071,14531,1051623,18030,397430,11268,155499,7328,89656,6701,6916025,5526,94877,6324,56435,5038,108593,7066,115953,6126,99302,6093,132561,7109,145076,6389,154674,7619,2117470,25842,470116,13232,1019034,22169,666913,17270,1139157,19469,445584,13681,95269,5829,55011,4055,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
