GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002EA,B20017D_002MA,B20017D_003EA,B20017D_003MA,B20017D_004MA,B20017D_004EA,B20017D_005EA,B20017D_005MA,B20017D_006EA,B20017D_006MA,B20017D_007MA,B20017D_007EA,state
0400000US01,26449,3715,33129,8446,43135,7509,10006,1809,22324,4898,37309,6505,10267,1515,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27051,1927,26601,2888,31350,2396,17841,5074,27310,2480,33029,3687,16057,1486,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32451,4840,41714,2681,54218,11121,11566,2801,25581,2968,37367,4925,10687,1495,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,26945,8940,32401,9254,49185,7277,15547,3729,20970,7105,36389,8011,10054,4172,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36882,406,42176,500,56715,1022,12907,848,31966,404,48251,1154,12074,315,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,32228,2590,38814,5540,52455,9503,17049,4847,28599,3735,37447,6156,12173,1809,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,37284,4129,41665,7811,64994,7172,10024,1816,33662,5240,50316,4285,11732,1731,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,41437,9470,52559,9521,62523,16015,32225,23386,26289,15104,55470,9189,9758,3685,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51409,6007,49861,14146,52162,26533,11855,11796,53171,6102,66007,15892,9315,10160,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29611,1735,31959,1089,40832,2402,12061,1516,25504,1665,35045,2414,10680,847,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28950,3710,35526,5413,49697,3304,11590,1117,22857,1901,32400,2397,10258,1090,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,32475,855,36650,1107,44147,2988,14562,1528,30310,795,36528,754,11431,682,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21024,8837,22457,18296,23411,38862,20660,17273,20081,10456,58608,21235,8523,2619,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35492,1273,40129,2376,58075,2502,11694,788,31560,1083,45101,3486,11436,836,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25497,3632,32038,7195,51652,4986,10549,2321,21387,1962,35718,1946,8172,3645,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,26721,2129,31812,3473,44588,5358,4397,1773,24014,2431,32332,6135,9641,3810,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,29224,2508,37174,8726,55081,13166,12621,6713,22990,2388,36495,3809,7373,2116,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31400,5570,50096,11863,65426,10849,7473,7142,23047,4946,37021,7786,10621,3182,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,25847,1988,30011,5085,42977,4402,12046,5432,21881,4252,32365,4970,10281,1558,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24108,4654,24755,13737,46742,13987,11182,936,23966,4152,32162,11383,10863,5502,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45185,3566,51157,1431,65921,3733,11593,2370,37083,5090,57244,3700,11937,1800,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,35501,2052,41080,1556,60718,5412,11235,1744,31404,1283,50123,3182,9559,946,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,35854,3361,46784,3901,66048,3369,10683,1596,24459,2593,46100,4216,10183,1441,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,29439,1881,31636,1556,46957,5763,10554,1101,26575,1878,36864,1904,9176,1458,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23344,5772,28990,5672,41646,11671,8496,2729,20594,1826,31622,7904,6764,6079,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,30008,3170,37481,4184,52082,13976,10217,3953,21815,1580,34354,6958,9905,1466,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16414,10003,20412,48430,67054,14873,10628,10744,16059,11147,22320,41474,10011,9492,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,22654,2880,26118,5602,38288,4967,9072,1783,21517,1991,32794,3935,7063,1311,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30401,1537,30985,1566,36147,2851,13854,2261,29679,3116,36155,3495,12105,1823,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38902,7111,55883,19099,84344,21166,7595,8141,30399,4202,42365,13923,11229,6415,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,51321,884,60623,1266,71803,1697,15690,2704,41274,1667,60642,1305,15039,1546,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,23125,4482,22928,5839,49190,15531,11613,3435,23307,5736,40431,7282,14927,3758,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,31336,637,31951,767,45001,2885,11754,468,30424,1048,47073,1505,10551,529,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,30937,2478,42219,5761,53838,6852,10559,2299,21522,1343,36548,3996,9472,1610,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14881,7696,18017,7710,27139,48746,6805,5137,13914,8427,31766,9950,6583,4128,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,35347,3113,48843,4873,64424,5924,13700,1792,24764,2450,41122,3704,9219,2141,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25640,1585,28173,3532,36564,3102,12662,2446,24026,1529,29151,2180,10583,2078,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29066,2502,37070,3332,52032,9885,9878,2059,23195,2232,35958,3525,9537,2448,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31365,899,40516,2127,55174,5286,10048,2393,25665,1856,39376,2660,10299,864,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
