GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002EA,B20017D_002MA,B20017D_003EA,B20017D_003MA,B20017D_004MA,B20017D_004EA,B20017D_005EA,B20017D_005MA,B20017D_006EA,B20017D_006MA,B20017D_007MA,B20017D_007EA,state
0400000US44,28849,6469,31257,9186,46275,8348,11657,4160,23292,12822,36430,9621,10028,6029,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25706,2232,25788,3557,37258,18215,10287,2851,25613,3364,32133,4154,10163,4132,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25457,9714,44722,23123,51141,9318,6338,849,18182,8640,25421,7519,8528,10461,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,32476,5117,42721,7888,56920,9530,12154,4930,24660,2909,37483,3930,10354,1049,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,35121,1627,40526,1408,52362,3906,11964,1101,28550,2370,42480,3227,10533,769,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26392,2381,26491,2872,38854,3054,9451,2966,26211,4250,36745,3894,9915,2339,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25994,2063,37664,24103,39302,4079,3628,9437,25700,3617,26712,1438,12976,9597,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,40525,1909,50847,3034,68788,5842,11135,846,31663,1680,49529,4557,10178,1185,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,33521,2347,42415,2552,55141,6666,13590,1937,26295,1594,39814,2338,12006,665,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23836,21535,17188,21804,55774,29119,6128,5339,34459,26634,51808,4112,8865,4500,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,22391,1716,29920,3514,42189,4987,11804,3454,19025,2111,30359,1690,9425,1412,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22152,7972,22083,31115,46601,17401,9023,11195,22229,9755,26817,15585,4947,12492,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,11200,3706,10111,6180,16815,46612,6340,2052,11555,4569,27892,3086,5363,2414,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
