GEO_ID,B12001_001E,B12001_001M,B12001_002E,B12001_002M,B12001_003E,B12001_003M,B12001_004E,B12001_004M,B12001_005E,B12001_005M,B12001_006E,B12001_006M,B12001_007E,B12001_007M,B12001_008E,B12001_008M,B12001_009E,B12001_009M,B12001_010E,B12001_010M,B12001_011E,B12001_011M,B12001_012E,B12001_012M,B12001_013E,B12001_013M,B12001_014E,B12001_014M,B12001_015E,B12001_015M,B12001_016E,B12001_016M,B12001_017E,B12001_017M,B12001_018E,B12001_018M,B12001_019E,B12001_019M,NAME,B12001_001MA,B12001_001EA,B12001_002MA,B12001_002EA,B12001_003MA,B12001_003EA,B12001_004EA,B12001_004MA,B12001_005MA,B12001_005EA,B12001_006MA,B12001_006EA,B12001_007MA,B12001_007EA,B12001_008EA,B12001_008MA,B12001_009EA,B12001_009MA,B12001_010EA,B12001_010MA,B12001_011MA,B12001_011EA,B12001_012MA,B12001_012EA,B12001_013EA,B12001_013MA,B12001_014EA,B12001_014MA,B12001_015EA,B12001_015MA,B12001_016MA,B12001_016EA,B12001_017MA,B12001_017EA,B12001_018EA,B12001_018MA,B12001_019EA,B12001_019MA,state
0400000US13,7736263,6684,3739449,6625,1345344,16065,1938479,18075,1732605,19283,205874,10874,83947,6356,121927,8120,84211,4794,371415,11772,3996814,5885,1219446,15283,1920386,20669,1688297,21345,232089,9708,126289,7482,105800,6905,346498,8698,510484,14664,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1121353,683,558393,1015,205093,5267,293560,6304,256829,6228,36731,2866,7311,1590,29420,2657,13300,1664,46440,3429,562960,1147,159458,5025,288470,5840,251794,5927,36676,3044,8601,1671,28075,2846,56471,2862,58561,3772,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1224412,1966,609408,2137,175841,5497,351309,7428,329000,8474,22309,3577,6496,1393,15813,3174,11128,2001,71130,4756,615004,1973,141249,5192,343887,7401,319338,7753,24549,3006,8793,1536,15756,2551,48733,2972,81135,4958,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10316699,2433,5009508,3372,1876251,14162,2561879,16945,2356356,17991,205523,8248,76790,5047,128733,6919,126505,5212,444873,11338,5307191,3215,1693848,13519,2532249,15978,2312005,15085,220244,8189,108596,6144,111648,5397,496474,7988,584620,12065,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5194347,3254,2532594,3460,848257,10881,1334094,13547,1250338,14807,83756,5283,32441,2906,51315,4333,60109,3007,290134,7962,2661753,2995,730864,8593,1320371,14342,1228428,15007,91943,4928,50200,3500,41743,3869,252255,7287,358263,10085,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2461674,2155,1206487,2566,388597,6203,663687,8853,632219,8471,31468,2729,13609,1965,17859,2074,30802,2433,123401,5675,1255187,2605,319280,6071,664186,7799,627793,8000,36393,2790,18201,2133,18192,2171,128492,3928,143229,4577,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2267066,2221,1114875,2893,364910,6493,610642,6869,570703,7451,39939,3792,13267,2048,26672,3014,25836,2157,113487,4773,1152191,2495,288863,6428,605276,8553,560853,8844,44423,3523,20365,2338,24058,2645,106707,3900,151345,5552,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3518242,3244,1710913,3874,533733,8863,918989,11969,848874,13333,70115,4844,38022,3405,32093,3309,49699,3485,208492,6956,1807329,3048,445483,6502,921748,12671,840403,13561,81345,4828,44931,3509,36414,3861,185762,4913,254336,9118,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3641422,2429,1758929,3091,662690,9336,857900,10119,771112,10092,86788,3698,39010,3149,47778,3178,48641,2957,189698,6343,1882493,3339,594052,9576,846952,11513,748696,11735,98256,6167,61895,4915,36361,3439,195819,5328,245670,6427,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1107596,1310,536592,1587,165947,4286,288303,5803,275985,6080,12318,1829,4969,1115,7349,1418,15245,1321,67097,4069,571004,1535,139017,3936,291930,7365,274932,7643,16998,2287,8066,1644,8932,1535,55811,2534,84246,4496,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4717856,2208,2256241,2677,846285,9499,1156252,13218,1032450,13427,123802,6335,51441,4210,72361,4902,54719,3504,198985,7983,2461615,2322,811897,10188,1149709,11776,1016006,12536,133703,6978,74057,5196,59646,4186,213772,5904,286237,8667,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5440246,1157,2601690,1712,994302,10416,1331904,13107,1220232,12770,111672,5828,40859,3335,70813,4594,69099,3871,206385,8102,2838556,1713,942325,10509,1326216,14428,1196255,14569,129961,5815,66015,3940,63946,4447,259743,6546,310272,8034,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8005678,3029,3890962,3564,1395316,11562,1977702,14835,1854940,15454,122762,5166,49208,3207,73554,4365,105506,4213,412438,8789,4114716,2620,1203080,10055,1996268,12977,1854000,13249,142268,5667,68932,3673,73336,4297,403714,6711,511654,9751,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4283571,2642,2113814,2506,741758,7838,1142002,10097,1081101,10291,60901,3610,23011,2641,37890,2527,46458,2192,183596,5940,2169757,2762,609556,8268,1143275,10359,1076543,10295,66732,4293,28945,2335,37787,3309,180658,3951,236268,6440,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2350019,2263,1122460,2887,402920,8347,573378,8334,508994,9724,64384,4633,32316,3312,32068,3492,29936,2823,116226,5660,1227559,3691,383433,8432,554521,11048,486152,12090,68369,4813,43378,3505,24991,2874,135009,4427,154596,5974,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4841501,3725,2348195,3734,767491,9692,1258526,12003,1169064,11958,89462,4861,40301,3489,49161,3409,61975,3320,260203,7440,2493306,3505,659092,8593,1262732,12761,1159862,13562,102870,4840,51694,3479,51176,3883,248594,5572,322888,7289,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,814821,2086,405999,1918,132191,4421,214460,4868,202779,4953,11681,1529,3905,878,7776,1225,10205,1128,49143,3111,408822,1735,98063,3970,215495,5873,201262,5833,14233,1775,5834,1216,8399,1513,40960,2033,54304,3451,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1456792,1639,715219,2046,230278,5485,397356,5849,374115,6096,23241,2560,8620,1560,14621,1810,18092,1799,69493,4043,741573,2004,192895,4756,396346,6054,372321,5707,24025,2518,9743,1716,14282,1720,65913,2321,86419,3966,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2172537,1505,1090897,1751,384147,8484,536331,9895,470453,10220,65878,5609,26732,3417,39146,4368,23969,2380,146450,7185,1081640,1757,307934,7943,532531,10691,468025,10546,64506,5778,32183,4077,32323,4365,84367,4370,156808,7574,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1090942,1111,534297,1466,165024,4190,302646,5890,285377,5986,17269,2121,5733,1168,11536,1911,11705,1474,54922,3661,556645,1366,140855,3565,295496,5254,278474,5346,17022,2595,8102,1775,8920,1840,46640,2593,73654,3499,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7142414,1172,3440823,1777,1264259,12123,1837740,17427,1679111,15617,158629,6396,54615,4181,104014,5697,93369,4734,245455,9008,3701591,1789,1147599,11846,1815399,15997,1637424,16603,177975,7053,91992,5258,85983,5662,367186,5766,371407,8994,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1648114,2276,812152,2718,289273,6762,402252,8597,364466,8384,37786,3328,10769,1688,27017,2872,21207,2438,99420,5204,835962,2061,248066,6199,393104,8685,352081,8689,41023,4259,19988,2871,21035,2846,73445,3123,121347,5525,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15957521,2927,7642666,3361,3105939,19363,3775687,21853,3312730,21892,462957,11440,172613,6535,290344,9772,202558,7175,558482,10732,8314855,2880,2905094,18124,3787503,22901,3247058,24722,540445,11126,273985,8606,266460,7145,792914,10842,829344,12378,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7740082,5462,3718727,5897,1247017,14078,2032207,18676,1830312,19462,201895,9887,105930,6428,95965,7874,94484,4790,345019,11724,4021355,5982,1116514,14334,2042471,21298,1809044,21186,233427,10947,147930,8121,85497,6774,385276,9740,477094,12450,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,557188,1180,280190,1398,96741,3143,151298,3783,144150,3800,7148,1117,2023,667,5125,935,6423,888,25728,2398,276998,1247,72880,3352,148745,4116,141766,4219,6979,1268,2508,864,4471,849,27678,1509,27695,2364,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9326330,2868,4505750,3595,1535368,13654,2335885,18014,2178756,18362,157129,7145,73099,4120,84030,5686,135491,4239,499006,11454,4820580,3454,1358691,12476,2340393,18833,2159595,18424,180798,7672,101510,5502,79288,5007,480442,6976,641054,12435,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3007125,2477,1476110,2495,445201,7436,805485,9748,731877,9179,73608,4413,27594,2231,46014,3516,42903,2784,182521,5175,1531015,2529,357595,7184,806230,9392,733798,9485,72432,3951,36507,2868,35925,2633,150027,4086,217163,6574,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3154977,2389,1546819,2717,514054,8191,814806,10320,751064,10801,63742,4972,23531,2937,40211,3910,35761,2672,182198,6359,1608158,2256,426026,7944,822533,10753,752697,10584,69836,4229,32525,3287,37311,3362,134000,4468,225599,7677,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10488199,2574,5063080,3607,1840825,11987,2637885,15368,2431029,18086,206856,7998,101901,5144,104955,6301,161258,5412,423112,10410,5425119,3135,1646965,12218,2622769,19307,2404436,20620,218333,7877,134148,5522,84185,5621,591986,8548,563399,12003,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,872663,811,416897,1100,162214,4281,203815,5590,187142,5386,16673,2772,6717,1498,9956,2083,11272,1554,39596,3224,455766,868,146041,4170,204735,5765,185016,5731,19719,2693,10275,1728,9444,1838,45535,2594,59455,3631,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3776148,3735,1818218,3612,624932,11681,970873,12970,872751,13263,98122,6113,55743,4095,42379,4562,50795,3547,171618,7405,1957930,3086,553637,9473,983787,13834,863001,14262,120786,7899,80887,6322,39899,4680,209093,6111,211413,8912,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,655380,1117,324608,1987,107240,4185,175015,5372,164727,5303,10288,1439,3297,772,6991,1223,8674,1158,33679,2668,330772,1821,90226,3491,174629,4207,165159,4305,9470,1332,4172,1015,5298,1056,30465,1865,35452,2715,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5168315,3916,2490152,5003,797739,11441,1323860,13887,1215010,15493,108850,5742,48015,4142,60835,4153,70919,3719,297634,8777,2678163,4528,689287,9939,1337410,13760,1210464,14517,126946,5844,71582,4969,55364,3894,274082,7246,377384,9775,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19838518,5831,9761236,6595,3390793,22254,5215009,27747,4650266,31788,564743,15126,219194,10707,345549,11840,218222,8074,937212,16333,10077282,6628,2844458,23382,5161131,32533,4531230,32841,629901,18348,326070,11999,303831,13214,822946,13145,1248747,22211,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2065211,2224,1031388,2278,334989,7842,594720,8793,557151,8941,37569,4176,13916,2379,23653,3014,16028,1929,85651,3725,1033823,2404,268030,5772,599001,8390,554206,8485,44795,4376,19149,2723,25646,3028,58307,2890,108485,4868,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,524589,924,256055,850,86573,2568,135479,3450,129393,3338,6086,950,2321,617,3765,788,5158,736,28845,2054,268534,970,74750,2390,137502,3838,130265,3803,7237,1338,3468,773,3769,944,21917,1529,34365,2321,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6556778,4112,3191036,5421,1106826,14441,1738607,15052,1562545,16714,176062,8430,74964,4654,101098,6516,72513,3590,273090,9122,3365742,4420,950106,11740,1729957,15597,1555533,17024,174424,8647,97603,5866,76821,5583,296078,7142,389601,8244,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5516743,2703,2735194,3518,930503,10902,1446479,14023,1337378,14223,109101,6223,39515,3572,69586,5278,57654,3478,300558,10152,2781549,3262,737006,9872,1440542,13046,1319577,13322,120965,6155,55799,4255,65166,4333,218402,6879,385599,8441,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1536058,2247,749911,2912,237676,5284,392435,7380,366469,7457,25966,2435,11532,1595,14434,1721,26409,2435,93391,4108,786147,2484,186274,5990,396631,7162,363930,7589,32701,3216,18742,2266,13959,2094,98018,3751,105224,5339,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4618557,2447,2276263,3070,784853,9815,1218342,10468,1154585,11943,63757,4300,24274,2518,39483,3123,54072,2792,218996,6025,2342294,2533,657745,9012,1206322,12213,1141476,12675,64846,3646,29327,2452,35519,2784,214262,4222,263965,7528,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,454581,1245,230621,1802,74624,3638,123448,4504,116415,4389,7033,1413,3200,898,3833,1126,5266,1020,27283,2561,223960,1462,52869,2794,121224,3727,114263,3701,6961,1385,2878,832,4083,1045,18357,1447,31510,2468,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2996646,1100,1408693,2235,583195,8832,618694,9843,541807,9570,76887,4422,41442,3170,35445,3303,42659,2403,164145,7094,1587953,2304,547586,9011,632374,10753,540726,10442,91648,5053,55714,4056,35934,3230,167598,5041,240395,7939,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
