GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001MA,C15002D_001EA,C15002D_002MA,C15002D_002EA,C15002D_003MA,C15002D_003EA,C15002D_004EA,C15002D_004MA,C15002D_005EA,C15002D_005MA,C15002D_006MA,C15002D_006EA,C15002D_007MA,C15002D_007EA,C15002D_008MA,C15002D_008EA,C15002D_009MA,C15002D_009EA,C15002D_010EA,C15002D_010MA,C15002D_011EA,C15002D_011MA,state
0400000US01,35803,2079,16162,1440,2220,609,2486,823,2795,684,8661,1141,19641,1513,3764,893,3323,849,3563,1109,8991,1141,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25736,941,10658,639,2080,609,3126,790,3836,713,1616,506,15078,781,3741,1013,3429,836,3991,801,3917,897,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,123310,2934,53682,1920,8548,2137,6294,1971,11451,2169,27389,2999,69628,2016,11751,1669,11210,1839,14991,2587,31676,2861,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21558,1598,9549,1071,1726,898,1355,702,2232,866,4236,917,12009,1097,2019,677,2852,1046,2402,757,4736,1062,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3493200,10510,1598637,6403,192506,7396,228459,8342,371439,9554,806233,9965,1894563,6428,303282,8590,288241,9200,406984,9656,896056,11340,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,93835,2338,40499,1487,4434,930,7653,1377,8749,1374,19663,1648,53336,1558,7911,1347,10650,1813,13024,1699,21751,2146,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,90763,1771,41904,1235,3713,963,4999,1136,5849,1516,27343,2086,48859,1081,7474,1547,6313,1192,6891,1461,28181,2060,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20187,719,9492,704,1045,482,1201,429,479,254,6767,847,10695,449,1812,560,1112,451,1443,522,6328,717,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16440,680,6763,541,1505,1003,445,528,354,318,4459,930,9677,473,1002,419,488,330,441,204,7746,540,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,322108,5532,143790,3740,20683,2818,23553,2903,31059,3117,68495,4190,178318,3756,28439,3292,35964,3438,36410,3581,77505,4446,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,212914,5130,98897,2914,10074,1821,17215,2994,18571,2530,53037,3367,114017,3512,20514,2456,20287,2510,20697,3525,52519,3680,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,409738,6067,186024,3695,21646,2375,50508,3270,55920,3403,57950,3371,223714,3483,30036,2312,59117,3158,66221,3255,68340,3259,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14209,1703,6535,1273,1279,999,1004,603,781,434,3471,1356,7674,1067,1149,467,1651,890,1542,805,3332,937,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,408636,4401,191143,2942,16889,2345,21338,2611,32163,3532,120753,4795,217493,2829,28610,2951,28807,3151,33070,2989,127006,4877,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61147,2739,28210,1708,3086,896,3319,906,3071,958,18734,1570,32937,2032,5594,1301,5537,1383,5219,1041,16587,1526,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,33014,1793,15290,1142,2399,747,2761,784,3164,842,6966,1070,17724,1206,3111,736,2908,700,2521,704,9184,1372,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41475,1698,19595,1143,3026,792,3027,926,3897,1043,9645,1402,21880,1031,4126,965,4301,847,3767,891,9686,1105,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,29388,2003,12713,1258,1287,719,1712,613,1210,492,8504,1235,16675,1231,3231,1120,2253,640,2820,761,8371,1325,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,47610,2316,21613,1493,5636,1288,4818,1134,3370,1118,7789,1325,25997,1600,7579,1396,4697,1070,5446,1421,8275,1184,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8492,1196,3832,913,492,334,902,352,1067,561,1371,476,4660,710,1352,479,554,332,936,408,1818,468,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,225890,2831,104305,1924,8616,1722,9630,1756,19845,1986,66214,2628,121585,1838,14651,2012,16340,2031,19163,2132,71431,2967,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,236601,2622,111089,1602,16849,1983,15510,1810,12374,1878,66356,2671,125512,1862,24447,2184,19538,2132,17351,2288,64176,2726,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,150940,2948,70812,1680,7187,1206,6614,1167,9738,1492,47273,2120,80128,1803,12066,1475,10038,1500,12510,1680,45514,2254,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,119248,2317,55793,1862,9683,1278,8386,1254,11600,1603,26124,2068,63455,1665,15914,1538,10226,1411,11968,1562,25347,1721,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16660,1889,7700,1286,1924,628,1849,720,911,391,3016,804,8960,1158,2849,793,2739,1060,1204,498,2168,557,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,62800,2120,29331,1418,2889,731,3183,814,5075,1144,18184,1616,33469,1632,4896,1076,5068,1295,5613,1311,17892,1639,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3287,917,916,482,0,165,160,163,178,233,578,321,2371,670,167,163,535,352,642,462,1027,484,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20983,1132,9402,774,2232,583,1552,635,1826,694,3792,812,11581,830,3628,807,1700,770,1822,597,4431,792,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,140789,3465,60007,2334,6744,2063,12301,2431,19502,2858,21460,2861,80782,2150,11026,1914,19600,2879,23162,2951,26994,3262,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,18298,1262,8796,906,1010,519,937,576,1402,702,5447,1023,9502,871,1609,792,1248,472,1484,572,5161,790,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,510945,3684,245076,2306,14452,2206,27822,2974,30601,3064,172201,4681,265869,2323,30173,2170,32726,2813,32018,2399,170952,3963,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16948,1441,6201,968,555,300,935,447,1497,617,3214,755,10747,1017,1261,569,1486,515,3023,746,4977,1042,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1003271,6168,469803,4226,100599,5179,80448,3918,69047,3930,219709,6465,533468,3209,124745,4282,94700,5104,73109,4428,240914,5791,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,135688,4028,64164,2161,9335,1456,8173,1815,9135,1705,37521,2586,71524,2723,14475,2232,11282,1627,13729,2232,32038,3255,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4550,997,2075,683,70,75,393,277,292,224,1320,617,2475,491,311,219,475,327,642,275,1047,440,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,127785,3270,59158,1885,3808,1006,5166,1228,7547,1057,42637,2284,68627,2173,10292,1686,7761,1219,9998,1514,40576,2274,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,43920,1877,19111,1298,2241,764,4762,1045,3568,794,8540,1215,24809,1245,5158,1127,5480,1161,4147,795,10024,1299,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,100212,2782,43681,1923,4614,1132,7051,1321,9675,1724,22341,2013,56531,1699,8762,1275,9153,1432,15249,2019,23367,2343,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,232117,2584,108423,1878,18286,1922,16598,2022,14803,2062,58736,2946,123694,1789,25648,2476,20487,2425,17066,2048,60493,2198,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20319,1027,9349,774,2386,631,1386,568,695,296,4882,904,10970,638,3011,907,2081,588,2140,766,3738,915,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42455,2823,19330,2232,3232,1741,2714,869,4589,1227,8795,1346,23125,1541,4757,1206,3379,918,5972,1279,9017,1507,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4262,865,2099,525,170,208,33,60,593,464,1303,575,2163,592,426,246,272,254,339,216,1126,472,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,60807,2589,26945,1909,4154,1137,4572,1471,3334,999,14885,2260,33862,1511,5302,1164,7003,1506,6739,1271,14818,1675,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,659432,6144,311195,4039,37625,2860,35006,3250,60328,5086,178236,6415,348237,3806,56430,4037,57244,4278,66443,4720,168120,6508,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36227,1458,16319,964,2249,614,2527,908,3473,926,8070,1037,19908,995,3007,780,4142,815,4857,1004,7902,1203,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4808,820,1854,593,677,438,329,264,191,184,657,347,2954,444,498,372,569,464,631,430,1256,443,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,307816,5402,139186,3105,8548,1774,17441,2365,23478,2708,89719,4539,168630,3373,19407,2780,25771,2846,30618,2579,92834,4314,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,345182,4356,152050,2668,19240,2164,25151,3098,37650,2644,70009,3585,193132,2904,33427,3104,36929,3460,42497,3057,80279,3761,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6945,1031,2407,767,222,241,166,129,597,315,1422,536,4538,870,888,434,349,197,370,203,2931,818,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69868,2100,33641,1385,6232,1263,5147,944,6044,1140,16218,1319,36227,1482,6354,925,7769,1304,5850,1097,16254,1539,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3311,765,1305,396,32,46,222,224,89,144,962,322,2006,619,19,33,401,276,635,452,951,446,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6402,1525,1856,777,394,357,658,455,494,346,310,238,4546,1102,892,369,1694,628,519,289,1441,775,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
