GEO_ID,B12503_001E,B12503_001M,B12503_002E,B12503_002M,B12503_003E,B12503_003M,B12503_004E,B12503_004M,B12503_005E,B12503_005M,B12503_006E,B12503_006M,B12503_007E,B12503_007M,B12503_008E,B12503_008M,B12503_009E,B12503_009M,B12503_010E,B12503_010M,B12503_011E,B12503_011M,NAME,B12503_001MA,B12503_001EA,B12503_002MA,B12503_002EA,B12503_003EA,B12503_003MA,B12503_004EA,B12503_004MA,B12503_005EA,B12503_005MA,B12503_006MA,B12503_006EA,B12503_007EA,B12503_007MA,B12503_008MA,B12503_008EA,B12503_009MA,B12503_009EA,B12503_010MA,B12503_010EA,B12503_011EA,B12503_011MA,state
0400000US35,1648114,2276,812152,2718,289273,6762,522879,6353,9513,1901,513366,6644,835962,2061,248066,6199,587896,6205,10162,1841,577734,6241,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15957521,2927,7642666,3361,3105939,19363,4536727,19296,52371,3736,4484356,20422,8314855,2880,2905094,18124,5409761,18341,63905,4000,5345856,18111,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7740082,5462,3718727,5897,1247017,14078,2471710,13847,37583,4015,2434127,14420,4021355,5982,1116514,14334,2904841,14836,40133,4529,2864708,15298,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,557188,1180,280190,1398,96741,3143,183449,3255,1877,657,181572,3348,276998,1247,72880,3352,204118,3161,2191,613,201927,3061,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9326330,2868,4505750,3595,1535368,13654,2970382,13701,44322,3201,2926060,14126,4820580,3454,1358691,12476,3461889,12246,46594,3692,3415295,12808,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3007125,2477,1476110,2495,445201,7436,1030909,7189,21684,2051,1009225,7323,1531015,2529,357595,7184,1173420,6867,19915,2072,1153505,6737,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3154977,2389,1546819,2717,514054,8191,1032765,8275,14716,2399,1018049,8393,1608158,2256,426026,7944,1182132,7639,19255,2691,1162877,8515,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10488199,2574,5063080,3607,1840825,11987,3222255,12030,37214,3303,3185041,11876,5425119,3135,1646965,12218,3778154,12558,41570,2892,3736584,12620,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,872663,811,416897,1100,162214,4281,254683,4077,3947,963,250736,3971,455766,868,146041,4170,309725,4259,3810,1075,305915,4227,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3776148,3735,1818218,3612,624932,11681,1193286,11154,16382,3005,1176904,11489,1957930,3086,553637,9473,1404293,9811,17036,2293,1387257,10082,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,655380,1117,324608,1987,107240,4185,217368,4327,3912,959,213456,4329,330772,1821,90226,3491,240546,3291,3331,916,237215,3454,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5168315,3916,2490152,5003,797739,11441,1692413,11751,29228,3157,1663185,12047,2678163,4528,689287,9939,1988876,10330,34904,3894,1953972,10405,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19838518,5831,9761236,6595,3390793,22254,6370443,23418,100353,5871,6270090,23911,10077282,6628,2844458,23382,7232824,22515,119973,7584,7112851,23637,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2065211,2224,1031388,2278,334989,7842,696399,8106,10354,1738,686045,8231,1033823,2404,268030,5772,765793,6269,13121,2074,752672,6917,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,524589,924,256055,850,86573,2568,169482,2588,2837,706,166645,2613,268534,970,74750,2390,193784,2460,2527,886,191257,2591,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6556778,4112,3191036,5421,1106826,14441,2084210,13947,32002,3027,2052208,14071,3365742,4420,950106,11740,2415636,11121,30050,2863,2385586,11816,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5516743,2703,2735194,3518,930503,10902,1804691,11047,32268,2998,1772423,11324,2781549,3262,737006,9872,2044543,9891,29470,2662,2015073,9904,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1536058,2247,749911,2912,237676,5284,512235,5730,6996,1236,505239,6018,786147,2484,186274,5990,599873,5468,10199,1637,589674,5724,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4618557,2447,2276263,3070,784853,9815,1491410,9695,19312,2206,1472098,9946,2342294,2533,657745,9012,1684549,8635,17634,1923,1666915,8901,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,454581,1245,230621,1802,74624,3638,155997,3729,2725,869,153272,3802,223960,1462,52869,2794,171091,2894,2340,694,168751,2798,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2996646,1100,1408693,2235,583195,8832,825498,8654,9505,1425,815993,8675,1587953,2304,547586,9011,1040367,8671,11213,1636,1029154,8682,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
