GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002EA,B06007_002MA,B06007_003MA,B06007_003EA,B06007_004MA,B06007_004EA,B06007_005MA,B06007_005EA,B06007_006EA,B06007_006MA,B06007_007EA,B06007_007MA,B06007_008EA,B06007_008MA,B06007_009MA,B06007_009EA,B06007_010MA,B06007_010EA,B06007_011EA,B06007_011MA,B06007_012MA,B06007_012EA,B06007_013MA,B06007_013EA,B06007_014MA,B06007_014EA,B06007_015MA,B06007_015EA,B06007_016EA,B06007_016MA,B06007_017EA,B06007_017MA,B06007_018EA,B06007_018MA,B06007_019MA,B06007_019EA,B06007_020MA,B06007_020EA,B06007_021EA,B06007_021MA,B06007_022EA,B06007_022MA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025MA,B06007_025EA,B06007_026EA,B06007_026MA,B06007_027EA,B06007_027MA,B06007_028EA,B06007_028MA,B06007_029EA,B06007_029MA,B06007_030MA,B06007_030EA,B06007_031EA,B06007_031MA,B06007_032EA,B06007_032MA,B06007_033EA,B06007_033MA,B06007_034EA,B06007_034MA,B06007_035MA,B06007_035EA,B06007_036EA,B06007_036MA,B06007_037EA,B06007_037MA,B06007_038EA,B06007_038MA,B06007_039EA,B06007_039MA,B06007_040MA,B06007_040EA,state
0400000US01,4504275,2738,4268445,8582,153845,7053,76566,6055,77279,5121,81985,4803,54120,3872,27865,3203,3107533,19576,3061302,19678,32522,3893,23458,3038,9064,2347,13709,2188,11838,2056,1871,638,1197961,18472,1149398,18113,36192,4480,29393,4155,6799,1374,12371,1981,10747,1834,1624,610,37525,4027,28368,3222,6520,1622,4127,1290,2393,1293,2637,953,2360,909,277,202,161256,6809,29377,3310,78611,5472,19588,3417,59023,4538,53268,3268,29175,2576,24093,2895,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,668687,875,557368,5537,25183,2159,19670,2326,5513,1158,86136,4830,57392,4026,28744,2988,241861,6151,200034,6347,5962,1564,5467,1549,495,359,35865,3010,27416,2530,8449,1215,360699,5713,338203,5485,10217,1552,9523,1556,694,333,12279,2096,10315,1818,1964,1044,14774,2336,8306,1583,2381,1095,1852,1071,529,407,4087,1153,3466,1086,621,248,51353,4018,10825,1758,6623,1420,2828,1254,3795,1032,33905,3407,16195,2557,17710,2395,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6034541,2472,4404688,25490,1242875,19611,799115,20433,443760,13906,386978,13248,268814,11302,118164,6007,2090112,27826,1497704,27927,472554,15848,404287,15606,68267,6050,119854,5486,95279,5495,24575,2556,3001370,26234,2715323,26166,224023,12901,189841,11495,34182,5027,62024,5360,55369,4874,6655,1310,77330,5885,53213,4786,16006,2578,12032,2189,3974,1577,8111,2316,6197,2053,1914,1112,865729,17560,138448,8924,530292,14751,192955,9477,337337,12446,196989,10151,111969,6886,85020,5747,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2740313,2124,2535647,7450,149088,5963,78310,6350,70778,5293,55578,4492,33739,3980,21839,2501,1627704,16278,1584481,16255,35060,3621,25392,3355,9668,1734,8163,1895,6702,1804,1461,703,968177,16016,921338,15004,34472,3713,25812,3475,8660,2162,12367,2206,9925,1971,2442,867,17443,2101,13082,1741,2776,1225,1551,763,1225,659,1585,924,1241,800,344,418,126989,5478,16746,2629,76780,5092,25555,4218,51225,4229,33463,3158,15871,2642,17592,2151,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35158257,2934,19768046,63328,10124555,52522,5598726,40493,4525829,38772,5265656,39517,2974814,30969,2290842,29863,18087383,47718,12734913,58214,4422762,38304,3779239,38857,643523,15772,929708,19433,797115,18647,132593,5391,6493115,39904,5842414,37015,420489,12964,334654,10932,85835,6480,230212,8430,201522,8320,28690,2545,426119,13537,220378,8076,102271,7001,66672,5482,35599,3787,103470,7622,78739,6302,24731,3140,10151640,49778,970341,17318,5179033,42051,1418161,22883,3760872,34819,4002266,32376,1897438,23917,2104828,28848,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4775755,1953,3976832,17567,558763,15807,334635,13197,224128,9025,240160,11000,160698,9044,79462,5154,1872735,22772,1661346,22389,175094,7782,146661,7337,28433,2884,36295,4056,31476,4008,4819,1204,2344348,19667,2185731,20655,113538,6744,95494,6208,18044,2258,45079,4233,40446,3977,4633,1099,68584,5261,50350,4067,10429,2214,7709,1864,2720,917,7805,1794,5892,1458,1913,899,490088,14173,79405,4654,259702,11711,84771,6593,174931,8568,150981,7992,82884,6244,68097,4836,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3384503,1187,2660477,13792,367816,6551,210777,8117,157039,7300,356210,11944,234245,8652,121965,6696,1818698,16363,1650494,16311,95846,5437,82976,5008,12870,1930,72358,5021,66167,4951,6191,1136,963141,14743,876351,14155,50648,4616,43844,4385,6804,1275,36142,2921,31913,2642,4229,886,128121,7117,24207,2827,96559,6141,48818,4189,47741,4627,7355,1895,5498,1486,1857,859,474543,13060,109425,6160,124763,6886,35139,3189,89624,6735,240355,8678,130667,5643,109688,6701,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,851887,253,736170,6199,60762,4204,37475,3908,23287,2436,54955,5006,37803,4434,17152,2663,364488,9605,342467,9271,15103,2258,12176,2042,2927,1035,6918,1534,6182,1424,736,407,395810,10860,371582,10663,12819,2183,11043,1918,1776,925,11409,1875,9801,1883,1608,722,15773,2846,5679,1189,8461,2369,5375,1914,3086,1451,1633,1418,589,388,1044,1335,75816,5277,16442,2595,24379,3207,8881,2167,15498,2385,34995,3592,21231,3029,13764,2256,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581764,153,494248,5489,41851,3510,28019,3292,13832,2292,45665,4418,35392,3768,10273,1908,208762,6726,196798,6603,9536,1824,8856,1805,680,338,2428,773,2284,779,144,155,280333,6908,262741,6990,8299,1251,7097,1238,1202,590,9293,1335,8099,1341,1194,586,10159,1672,7136,1249,1375,720,1159,698,216,253,1648,716,1648,716,0,200,82510,5097,27573,3803,22641,2692,10907,2260,11734,2060,32296,3945,23361,3133,8935,1831,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17983218,4530,13024032,36576,3646758,23788,2013004,31637,1633754,26859,1312428,26563,812215,20825,500213,17738,5807783,52360,4921786,48492,704917,18598,618483,17770,86434,7927,181080,10025,159450,9397,21630,3540,7884291,46446,7215256,48051,497436,15735,436409,15685,61027,6138,171599,9524,149514,8511,22085,3149,601840,19685,176965,8901,395504,17626,238774,13412,156730,10332,29371,4065,22890,3169,6481,2039,3689304,37971,710025,21348,2048901,25587,719338,17784,1329563,24529,930378,22390,480361,16620,450017,16015,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
