GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001MA,B08503_001EA,B08503_002MA,B08503_002EA,B08503_003EA,B08503_003MA,B08503_004EA,B08503_004MA,B08503_005EA,B08503_005MA,B08503_006MA,B08503_006EA,B08503_007MA,B08503_007EA,state
0400000US36,42.4,0.1,44.9,0.2,41.5,0.5,38.9,0.2,36.8,0.8,39.3,0.9,47.3,0.5,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42.0,0.2,42.5,0.2,38.2,0.7,36.4,2.2,30.9,2.1,35.2,2.4,46.1,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,41.2,0.5,41.3,0.5,37.1,2.1,45.1,16.4,42.4,7.0,33.3,5.1,48.8,1.6,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,43.0,0.2,43.5,0.2,38.7,0.4,40.3,1.2,28.5,1.4,38.8,2.4,48.6,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.0,0.3,41.6,0.3,37.8,0.8,41.1,4.7,30.3,1.7,36.5,1.7,48.3,1.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42.4,0.3,43.6,0.4,40.7,0.9,35.6,0.6,31.8,2.0,34.2,1.5,46.1,1.3,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.7,0.2,44.6,0.2,40.0,0.5,39.0,0.9,32.6,1.1,38.9,1.1,47.0,0.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,42.9,0.5,43.8,0.5,40.2,1.8,32.0,4.7,23.5,1.6,35.1,7.3,45.9,1.9,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.8,0.3,42.5,0.3,38.3,0.9,42.8,3.9,25.0,1.2,35.8,2.4,46.7,1.6,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.9,0.3,43.0,0.4,40.3,1.7,37.6,16.5,36.5,6.2,36.4,5.4,51.0,1.8,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.0,0.2,42.4,0.3,37.9,0.7,44.1,1.6,32.6,2.9,39.8,2.5,48.2,1.0,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.6,0.2,40.9,0.2,37.5,0.3,39.8,1.2,32.3,1.8,37.1,1.0,46.5,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.5,0.3,38.0,0.3,35.1,1.1,37.1,3.7,27.2,1.7,32.8,2.6,42.2,1.6,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,44.7,0.3,45.4,0.5,42.4,2.1,38.1,10.0,30.6,3.7,39.8,1.9,51.2,1.7,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.2,0.2,42.8,0.2,38.7,0.8,38.0,1.3,29.6,1.6,38.0,3.1,46.0,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.9,0.2,42.6,0.2,39.3,0.8,38.1,1.4,31.8,1.4,40.1,1.6,46.6,1.0,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.6,0.3,44.2,0.4,38.2,2.0,36.1,13.5,38.1,5.4,45.1,6.0,48.2,2.4,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.8,0.2,43.4,0.2,39.7,0.8,33.1,2.4,33.1,1.5,40.3,2.9,48.0,0.8,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,42.4,0.6,42.7,0.6,40.1,1.6,45.0,11.0,39.6,11.1,38.1,8.3,51.2,2.1,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,40.8,0.3,40.5,0.4,41.5,0.9,42.3,2.4,43.0,1.5,38.5,3.6,46.5,1.9,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
