GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001MA,B13002_001EA,B13002_002MA,B13002_002EA,B13002_003MA,B13002_003EA,B13002_004MA,B13002_004EA,B13002_005EA,B13002_005MA,B13002_006MA,B13002_006EA,B13002_007EA,B13002_007MA,B13002_008MA,B13002_008EA,B13002_009MA,B13002_009EA,B13002_010MA,B13002_010EA,B13002_011MA,B13002_011EA,B13002_012EA,B13002_012MA,B13002_013MA,B13002_013EA,B13002_014MA,B13002_014EA,B13002_015MA,B13002_015EA,B13002_016EA,B13002_016MA,B13002_017EA,B13002_017MA,B13002_018EA,B13002_018MA,B13002_019MA,B13002_019EA,state
0400000US01,1173490,4143,70601,4956,42216,4264,570,336,33128,3719,8518,1473,28385,2827,4367,1124,20346,2602,3672,1059,1102889,6384,500203,10951,1441,593,165709,6719,333053,7999,602686,10760,158123,3654,263718,7210,180845,6594,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178692,1847,12883,2123,8310,1798,77,73,5399,987,2834,1570,4573,1154,462,274,3665,1081,446,254,165809,2745,78198,3229,326,183,29618,2253,48254,2456,87611,3797,23310,1490,38150,2627,26151,2349,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1529727,4606,84696,6441,51256,4786,749,461,36167,4022,14340,2619,33440,4003,5800,1662,23415,3320,4225,1565,1445031,7609,620960,13222,3494,1031,216628,9385,400838,9161,824071,14638,212412,4310,366959,9590,244700,8851,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693482,3922,36586,3760,23419,2865,1076,569,18995,2542,3348,1240,13167,2092,2116,708,9882,1735,1169,681,656896,5108,317914,7314,2159,736,122642,5978,193113,5269,338982,6800,88030,2983,140100,5955,110852,4227,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9542324,11302,518722,12551,342864,10098,4533,1141,232243,7633,106088,5810,175858,7386,26025,3347,127666,6352,22167,2414,9023602,18670,3922967,29503,15467,1993,1226900,17039,2680600,20212,5100635,31375,1280924,6149,2428978,19558,1390733,19373,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1260971,4155,75261,5050,53281,4296,583,403,40867,4195,11831,2117,21980,2730,3384,1101,15045,2452,3551,1051,1185710,6674,554197,9539,2102,737,183687,5517,368408,7311,631513,11262,156208,3541,294682,7081,180623,6391,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,869059,3310,39770,3134,24603,2180,64,62,16124,1845,8415,1285,15167,2324,1292,451,12173,2102,1702,770,829289,4543,361491,6671,706,337,87493,4271,273292,4894,467798,6340,123246,1288,206986,4623,137566,4518,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,220541,1737,10066,1528,5960,1148,0,192,4446,1027,1514,623,4106,1098,331,264,3057,1011,718,401,210475,2157,84419,3248,323,239,24216,2129,59880,2607,126056,3086,29550,1229,58958,2235,37548,2337,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,189049,987,7070,1539,3479,967,0,200,2011,643,1468,665,3591,1117,301,258,2833,1015,457,354,181979,1952,37180,2551,83,103,14233,1671,22864,1869,144799,2912,21365,1793,84195,2516,39239,1983,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4423846,9181,206786,9924,124030,7260,1673,884,85672,5353,36685,3777,82756,6765,12337,2190,59134,5819,11285,2519,4217060,12435,1764035,21922,7583,1454,519821,12927,1236631,15202,2453025,21328,567942,6764,1113435,14058,771648,13931,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
