GEO_ID,B18101D_001E,B18101D_001M,B18101D_002E,B18101D_002M,B18101D_003E,B18101D_003M,B18101D_004E,B18101D_004M,B18101D_005E,B18101D_005M,B18101D_006E,B18101D_006M,B18101D_007E,B18101D_007M,B18101D_008E,B18101D_008M,B18101D_009E,B18101D_009M,B18101D_010E,B18101D_010M,NAME,B18101D_001MA,B18101D_001EA,B18101D_002MA,B18101D_002EA,B18101D_003MA,B18101D_003EA,B18101D_004MA,B18101D_004EA,B18101D_005EA,B18101D_005MA,B18101D_006MA,B18101D_006EA,B18101D_007MA,B18101D_007EA,B18101D_008MA,B18101D_008EA,B18101D_009MA,B18101D_009EA,B18101D_010EA,B18101D_010MA,state
0400000US01,53772,2216,12994,1011,69,90,12925,1021,37034,1831,1486,653,35548,1936,3744,897,812,379,2932,874,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37159,2056,8658,1286,268,180,8390,1238,24960,1321,1283,513,23677,1449,3541,752,1399,399,2142,812,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,175837,6202,37181,3948,553,406,36628,3938,122266,3353,5870,1641,116396,3672,16390,1235,3884,1092,12506,1228,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34342,2594,9061,1506,78,137,8983,1498,23621,1600,1152,625,22469,1807,1660,645,510,332,1150,600,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4944665,17970,995177,10196,18786,2446,976391,10301,3359045,11522,145728,5632,3213317,11604,590443,3804,204407,6045,386036,6144,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,142057,3877,36033,2597,958,614,35075,2659,94492,2633,4835,1336,89657,2672,11532,794,3809,753,7723,936,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,140560,2423,36652,1353,1162,551,35490,1449,95786,1895,2470,671,93316,1912,8122,495,2204,588,5918,709,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29831,1200,7137,672,155,166,6982,689,19635,684,475,445,19160,821,3059,663,350,317,2709,698,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22443,964,1629,543,0,200,1629,543,19634,777,687,591,18947,726,1180,261,335,205,845,258,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,460242,8833,93318,4893,2190,724,91128,4793,319721,6171,10736,2116,308985,6274,47203,2269,13524,2016,33679,2496,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,321376,7527,77362,3576,883,653,76479,3567,222649,5276,6459,1435,216190,5214,21365,1926,4763,1063,16602,1866,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,516360,9859,79797,4917,2455,826,77342,4924,322293,6471,17593,2402,304700,6662,114270,1873,39752,2081,74518,2446,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20746,2499,4589,1272,67,155,4522,1218,13744,1800,622,301,13122,1789,2413,866,1048,685,1365,722,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,596077,6561,132694,3639,2064,652,130630,3793,408095,4277,13813,2235,394282,4669,55288,1963,17112,2031,38176,2269,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102591,4394,24400,2377,930,463,23470,2319,71576,2926,2099,694,69477,2819,6615,1154,1514,540,5101,1106,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,55733,2339,12967,1372,283,194,12684,1400,40092,1706,1589,566,38503,1661,2674,522,768,390,1906,509,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,67081,3046,16580,1785,766,397,15814,1842,46026,2067,2941,1027,43085,1997,4475,626,1737,574,2738,726,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50017,2733,14633,1549,208,188,14425,1561,31565,2024,1199,557,30366,1947,3819,631,902,384,2917,617,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,71908,2829,16910,1667,166,156,16744,1672,49590,2340,1857,728,47733,2329,5408,1085,1902,683,3506,941,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13456,1854,3403,997,194,156,3209,1009,8573,1279,447,299,8126,1192,1480,500,491,285,989,436,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,327511,4527,73542,2859,1547,706,71995,2766,223221,2733,9242,1597,213979,3005,30748,875,8901,1626,21847,1565,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,365280,4998,82586,2502,2485,1010,80101,2684,257330,3472,9886,1570,247444,3506,25364,889,8515,1215,16849,1519,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,241292,5050,60326,2816,989,412,59337,2790,163930,3477,5723,1313,158207,3676,17036,830,4449,742,12587,986,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,215580,3749,65343,3041,1692,507,63651,3044,139842,2349,7441,1145,132401,2500,10395,925,4106,788,6289,810,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26391,3188,7483,1735,160,162,7323,1779,17129,2123,860,555,16269,2101,1779,570,886,371,893,407,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,95612,3162,21327,2051,578,387,20749,2075,67663,1996,2359,831,65304,2070,6622,714,2418,816,4204,872,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5652,1171,860,422,0,165,860,422,4366,1062,204,258,4162,1086,426,297,141,135,285,257,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34346,1781,8410,1033,84,126,8326,1069,24301,1345,933,437,23368,1324,1635,504,300,205,1335,453,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,193315,6088,36938,3593,1165,944,35773,3563,132661,3898,6720,1618,125941,4079,23716,825,6621,1410,17095,1385,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28967,2161,7239,1288,145,156,7094,1291,20441,1423,726,426,19715,1457,1287,474,491,385,796,471,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,745667,6864,177608,3691,3030,704,174578,3791,508346,4110,12593,2006,495753,4402,59713,1188,16489,1874,43224,1974,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25368,1944,5004,998,82,114,4922,1013,17517,1603,870,470,16647,1543,2847,597,1060,401,1787,525,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1443820,9724,289141,4838,4978,928,284163,4873,1019872,6160,42423,3450,977449,6816,134807,1960,39559,3071,95248,2933,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,209469,5562,53149,3139,1037,645,52112,3351,144535,4484,6396,1417,138139,4286,11785,1246,3320,715,8465,1161,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6885,1035,1330,643,0,143,1330,643,5437,824,175,145,5262,843,118,130,0,143,118,130,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,194086,5011,45263,2998,1414,619,43849,2955,134189,3103,4003,771,130186,3110,14634,1189,3918,768,10716,1404,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,64937,3147,13784,1753,481,338,13303,1715,46214,2124,2723,857,43491,2281,4939,761,1553,557,3386,641,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,152534,4401,34799,2506,1674,779,33125,2540,104528,2918,4407,1078,100121,3032,13207,1319,3973,1089,9234,1382,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,356816,4388,81160,3180,1762,549,79398,3116,249511,2826,11294,1642,238217,3302,26145,1347,8453,1027,17692,1582,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32711,1459,7661,753,41,71,7620,755,22771,1125,1279,576,21492,1181,2279,551,394,251,1885,574,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,62563,2760,13785,1704,227,356,13558,1630,44529,2630,1987,1126,42542,2620,4249,1262,1269,555,2980,1191,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
