GEO_ID,B18101D_001E,B18101D_001M,B18101D_002E,B18101D_002M,B18101D_003E,B18101D_003M,B18101D_004E,B18101D_004M,B18101D_005E,B18101D_005M,B18101D_006E,B18101D_006M,B18101D_007E,B18101D_007M,B18101D_008E,B18101D_008M,B18101D_009E,B18101D_009M,B18101D_010E,B18101D_010M,NAME,B18101D_001MA,B18101D_001EA,B18101D_002MA,B18101D_002EA,B18101D_003MA,B18101D_003EA,B18101D_004MA,B18101D_004EA,B18101D_005EA,B18101D_005MA,B18101D_006MA,B18101D_006EA,B18101D_007MA,B18101D_007EA,B18101D_008MA,B18101D_008EA,B18101D_009MA,B18101D_009EA,B18101D_010EA,B18101D_010MA,state
0400000US46,7787,911,2158,547,119,179,2039,512,5190,754,348,202,4842,799,439,250,77,109,362,262,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,92181,4036,22851,2218,529,375,22322,2195,62119,2791,2131,875,59988,2774,7211,1164,2228,737,4983,1140,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,992848,9901,245125,6665,4736,1466,240389,6896,672535,6096,23646,3064,648889,6827,75188,2132,21136,2360,54052,2426,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,56340,3039,13186,2035,77,90,13109,2039,39430,1809,821,362,38609,1937,3724,546,991,317,2733,543,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7730,984,1649,429,57,93,1592,443,5570,804,566,421,5004,650,511,198,336,86,175,173,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,451155,8153,105917,3834,1415,603,104502,3677,311284,5591,10543,1757,300741,5311,33954,1776,7837,1561,26117,1907,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,498894,7668,106129,4446,1679,664,104450,4511,345293,5377,16725,2170,328568,5557,47472,1686,17215,1421,30257,1630,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11436,1374,2558,861,391,327,2167,715,8105,998,540,356,7565,911,773,356,196,161,577,333,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130018,3386,40094,2259,1043,507,39051,2162,84245,1878,4822,1163,79423,1951,5679,927,1834,636,3845,951,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4726,1093,907,368,0,189,907,368,3289,858,240,203,3049,866,530,428,43,67,487,419,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9472,2373,2229,1054,303,393,1926,886,5893,1747,1334,550,4559,1502,1350,671,756,459,594,419,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
