GEO_ID,B05003F_001E,B05003F_001M,B05003F_002E,B05003F_002M,B05003F_003E,B05003F_003M,B05003F_004E,B05003F_004M,B05003F_005E,B05003F_005M,B05003F_006E,B05003F_006M,B05003F_007E,B05003F_007M,B05003F_008E,B05003F_008M,B05003F_009E,B05003F_009M,B05003F_010E,B05003F_010M,B05003F_011E,B05003F_011M,B05003F_012E,B05003F_012M,B05003F_013E,B05003F_013M,B05003F_014E,B05003F_014M,B05003F_015E,B05003F_015M,B05003F_016E,B05003F_016M,B05003F_017E,B05003F_017M,B05003F_018E,B05003F_018M,B05003F_019E,B05003F_019M,B05003F_020E,B05003F_020M,B05003F_021E,B05003F_021M,B05003F_022E,B05003F_022M,B05003F_023E,B05003F_023M,NAME,B05003F_001EA,B05003F_001MA,B05003F_002EA,B05003F_002MA,B05003F_003EA,B05003F_003MA,B05003F_004EA,B05003F_004MA,B05003F_005MA,B05003F_005EA,B05003F_006EA,B05003F_006MA,B05003F_007MA,B05003F_007EA,B05003F_008EA,B05003F_008MA,B05003F_009EA,B05003F_009MA,B05003F_010EA,B05003F_010MA,B05003F_011EA,B05003F_011MA,B05003F_012EA,B05003F_012MA,B05003F_013EA,B05003F_013MA,B05003F_014EA,B05003F_014MA,B05003F_015EA,B05003F_015MA,B05003F_016MA,B05003F_016EA,B05003F_017EA,B05003F_017MA,B05003F_018EA,B05003F_018MA,B05003F_019EA,B05003F_019MA,B05003F_020EA,B05003F_020MA,B05003F_021EA,B05003F_021MA,B05003F_022EA,B05003F_022MA,B05003F_023EA,B05003F_023MA,state
0400000US01,58499,7039,33847,4339,8852,1933,6706,1800,2146,694,30,55,2116,703,24995,3317,5146,1407,19849,3169,4307,1937,15542,2734,24652,3615,8459,1760,7610,1793,849,429,0,190,849,429,16193,3009,5347,2247,10846,2059,2729,1303,8117,1786,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8599,1933,4196,1111,912,323,912,323,0,149,0,149,0,149,3284,994,1912,876,1372,555,704,445,668,404,4403,1122,1069,427,1069,427,0,149,0,149,0,149,3334,965,1777,709,1557,696,622,388,935,613,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,402195,21457,209109,11532,66509,5871,59751,5383,6758,2415,560,786,6198,2222,142600,8321,80910,6583,61690,5588,15992,2565,45698,4680,193086,12034,69331,6694,64716,6058,4615,1738,696,726,3919,1498,123755,7411,67887,5399,55868,5114,17690,2551,38178,4299,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,62745,7426,33935,4486,14080,2428,12899,2163,1181,964,0,192,1181,964,19855,2769,5651,1623,14204,2361,3578,1449,10626,2010,28810,3912,11059,2123,8659,1601,2400,1246,0,192,2400,1246,17751,2525,6515,1399,11236,2019,3279,1260,7957,1744,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4738489,66403,2421232,36874,754305,17421,703443,16739,50862,5159,5578,1695,45284,4539,1666927,26141,699919,20394,967008,19804,276838,9606,690170,18851,2317257,36650,734561,19128,682768,18518,51793,4231,5503,1347,46290,3933,1582696,20813,665833,14623,916863,16501,315319,9308,601544,16638,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,221207,15837,114303,8836,37122,4403,33499,4082,3623,1317,407,486,3216,1328,77181,5756,39215,3494,37966,4581,7968,1808,29998,4158,106904,8681,35889,4467,32228,4194,3661,1119,859,786,2802,998,71015,5301,38471,3635,32544,3941,5676,1332,26868,3765,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,195293,10646,100420,5955,30300,3404,27260,3119,3040,1366,670,479,2370,1256,70120,4356,36386,3842,33734,3861,5798,1828,27936,3550,94873,5971,29993,3127,27578,2916,2415,948,91,94,2324,952,64880,3820,40523,3746,24357,2894,6891,1337,17466,2720,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19682,4485,9820,2801,3702,1382,3269,1313,433,332,0,192,433,332,6118,1790,1970,783,4148,1649,665,478,3483,1623,9862,2212,2649,1186,2513,1167,136,133,0,192,136,133,7213,1552,4038,1242,3175,914,727,501,2448,909,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,24420,3654,11761,2299,3710,898,3262,893,448,436,41,73,407,425,8051,1780,2213,1073,5838,1459,2649,1135,3189,1053,12659,1934,3405,1004,3079,954,326,338,64,113,262,332,9254,1462,2418,843,6836,1374,2047,685,4789,1187,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,512411,27599,266547,14097,76193,7173,68104,6667,8089,1964,1754,821,6335,1667,190354,11343,73753,6604,116601,9144,31428,3844,85173,8888,245864,17055,71614,7847,64426,7450,7188,1696,2111,1202,5077,1385,174250,11614,71294,6703,102956,7552,39070,4621,63886,6000,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
