GEO_ID,C08006_001E,C08006_001M,C08006_002E,C08006_002M,C08006_003E,C08006_003M,C08006_004E,C08006_004M,C08006_005E,C08006_005M,C08006_006E,C08006_006M,C08006_007E,C08006_007M,C08006_008E,C08006_008M,C08006_009E,C08006_009M,C08006_010E,C08006_010M,C08006_011E,C08006_011M,C08006_012E,C08006_012M,C08006_013E,C08006_013M,C08006_014E,C08006_014M,C08006_015E,C08006_015M,C08006_016E,C08006_016M,C08006_017E,C08006_017M,C08006_018E,C08006_018M,C08006_019E,C08006_019M,C08006_020E,C08006_020M,C08006_021E,C08006_021M,C08006_022E,C08006_022M,C08006_023E,C08006_023M,C08006_024E,C08006_024M,C08006_025E,C08006_025M,C08006_026E,C08006_026M,C08006_027E,C08006_027M,C08006_028E,C08006_028M,C08006_029E,C08006_029M,C08006_030E,C08006_030M,C08006_031E,C08006_031M,C08006_032E,C08006_032M,C08006_033E,C08006_033M,C08006_034E,C08006_034M,C08006_035E,C08006_035M,C08006_036E,C08006_036M,NAME,C08006_001EA,C08006_001MA,C08006_002MA,C08006_002EA,C08006_003EA,C08006_003MA,C08006_004EA,C08006_004MA,C08006_005MA,C08006_005EA,C08006_006MA,C08006_006EA,C08006_007MA,C08006_007EA,C08006_008EA,C08006_008MA,C08006_009EA,C08006_009MA,C08006_010MA,C08006_010EA,C08006_011MA,C08006_011EA,C08006_012MA,C08006_012EA,C08006_013MA,C08006_013EA,C08006_014EA,C08006_014MA,C08006_015EA,C08006_015MA,C08006_016EA,C08006_016MA,C08006_017MA,C08006_017EA,C08006_018MA,C08006_018EA,C08006_019MA,C08006_019EA,C08006_020EA,C08006_020MA,C08006_021EA,C08006_021MA,C08006_022EA,C08006_022MA,C08006_023MA,C08006_023EA,C08006_024MA,C08006_024EA,C08006_025EA,C08006_025MA,C08006_026EA,C08006_026MA,C08006_027EA,C08006_027MA,C08006_028MA,C08006_028EA,C08006_029EA,C08006_029MA,C08006_030MA,C08006_030EA,C08006_031EA,C08006_031MA,C08006_032EA,C08006_032MA,C08006_033MA,C08006_033EA,C08006_034EA,C08006_034MA,C08006_035MA,C08006_035EA,C08006_036EA,C08006_036MA,state
0400000US01,1953274,17253,1851463,17298,1657419,17029,194044,9491,149855,8394,29767,3559,14422,2439,9329,1497,2886,994,21156,2707,17314,2244,51126,4304,1019461,11275,959229,11577,850385,10873,108844,6340,81443,5597,17984,3054,9417,1866,4645,1198,2465,887,12499,1992,12337,1875,28286,3317,933813,12023,892234,11802,807034,11828,85200,5208,68412,4627,11783,1859,5005,1120,4684,1117,421,275,8657,1569,4977,1234,22840,2136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,281191,6184,237947,6151,43244,3560,35067,3264,4556,968,3621,816,6474,1704,3558,868,26407,1773,14272,1440,16875,2033,189514,3283,148870,3981,126293,4170,22577,2389,17543,2044,2151,677,2883,747,3418,1300,2758,835,15614,1579,9790,1146,9064,1583,159263,4474,132321,4358,111654,4405,20667,2317,17524,2121,2405,810,738,338,3056,1076,800,293,10793,1263,4482,688,7811,1386,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,2318617,19908,2009959,20339,308658,11901,244617,11886,36555,4370,27486,3543,52557,4841,29186,3738,58221,6439,45801,4208,145782,8522,1422670,14682,1239793,16472,1072170,15930,167623,8761,130769,8637,21010,3099,15844,2796,26597,3410,22575,3379,29382,3477,31188,3446,73135,5731,1227494,13838,1078824,14709,937789,13939,141035,8123,113848,7822,15545,2225,11642,2114,25960,3064,6611,1529,28839,5069,14613,2663,72647,4879,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,1131228,11544,1006040,12866,125188,7263,97386,5888,16028,2078,11774,2703,5271,1187,2143,873,22777,2684,13849,2297,40569,3617,641090,8414,591531,8707,526078,9588,65453,4881,51283,3789,7098,1353,7072,1916,2899,942,1782,837,13777,1861,10139,2029,20962,2368,574747,7958,539697,7704,479962,7835,59735,4171,46103,3924,8930,1436,4702,1184,2372,767,361,279,9000,1728,3710,829,19607,2472,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,13535660,39379,11754858,46377,1780802,26860,1346967,24391,251021,10263,182814,9605,827736,16053,176659,9502,445440,12870,204220,8445,857352,17561,8742310,27503,7395888,28437,6418430,33062,977458,19176,726566,17148,143084,7622,107808,6277,421908,11483,129197,7910,232232,9086,130987,6935,432098,11897,7304757,29648,6139772,27703,5336428,29977,803344,15407,620401,13629,107937,5204,75006,5447,405828,9282,47462,4189,213208,8320,73233,4372,425254,10355,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,2111387,14544,1869617,13390,241770,7994,187226,8370,32164,3866,22380,3015,77042,4988,33549,3894,72487,4928,28329,3323,154954,7327,1331573,9245,1129257,11020,990449,10806,138808,6797,106696,6149,17767,2800,14345,2194,43028,3873,23805,3317,41394,3512,17764,2057,76325,4361,1146175,8818,982130,10193,879168,10709,102962,4635,80530,4805,14397,2097,8035,1802,34014,2905,9744,1583,31093,3054,10565,2219,78629,5117,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1485715,12330,1336932,12437,148783,8231,114491,7062,21842,3347,12450,2217,80026,4791,5079,1245,51370,4101,16463,2460,72435,4059,884552,7780,759874,8758,678901,8617,80973,5515,59261,4494,14050,2596,7662,1823,44299,3506,3850,1002,28442,3330,10615,1883,37472,2825,826536,8275,725841,8931,658031,9396,67810,4886,55230,4183,7792,1557,4788,1051,35727,3255,1229,563,22928,2167,5848,1371,34963,2780,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,373596,6675,336725,7468,36871,3571,28027,3104,4535,1219,4309,1139,13588,2199,922,489,8758,1772,3176,901,15023,1984,212315,3661,190069,4235,170612,4910,19457,2485,15402,2247,1975,742,2080,659,6167,1418,490,284,5223,1530,2628,898,7738,1451,202748,4290,183527,4490,166113,4385,17414,2111,12625,1746,2560,752,2229,832,7421,1401,432,399,3535,883,548,301,7285,1117,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,121413,4725,101621,4559,19792,2593,14755,2145,3385,1037,1652,764,121460,5348,9669,1400,36200,3038,3359,956,14700,2159,150382,3659,59614,3393,49688,3210,9926,1749,6690,1251,2235,902,1001,652,57098,3888,5915,1004,19194,2130,1358,561,7203,1558,156419,4335,61799,3306,51933,3214,9866,1500,8065,1484,1150,408,651,388,64362,3596,3754,1109,17006,2156,2001,735,7497,1369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,7162582,36361,6370889,38977,791693,21826,616545,20090,105023,7561,70125,7046,167591,9709,46365,4321,121801,7502,125428,7427,368113,13214,4131243,23571,3663286,24528,3248275,26001,415011,12850,317910,12270,56850,5629,40251,4825,83360,7534,35659,3737,66930,6262,84523,6434,197485,8991,3860637,23822,3499296,24109,3122614,25130,376682,12606,298635,11418,48173,4299,29874,4223,84231,6100,10706,1923,54871,4112,40905,4322,170628,8641,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
