GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,NAME,B18130_001MA,B18130_001EA,B18130_002MA,B18130_002EA,B18130_003MA,B18130_003EA,B18130_004MA,B18130_004EA,B18130_005MA,B18130_005EA,B18130_006EA,B18130_006MA,B18130_007MA,B18130_007EA,B18130_008EA,B18130_008MA,B18130_009MA,B18130_009EA,B18130_010EA,B18130_010MA,B18130_011EA,B18130_011MA,B18130_012MA,B18130_012EA,B18130_013MA,B18130_013EA,B18130_014MA,B18130_014EA,B18130_015EA,B18130_015MA,B18130_016EA,B18130_016MA,B18130_017EA,B18130_017MA,B18130_018MA,B18130_018EA,B18130_019EA,B18130_019MA,B18130_020MA,B18130_020EA,B18130_021EA,B18130_021MA,B18130_022EA,B18130_022MA,B18130_023MA,B18130_023EA,B18130_024MA,B18130_024EA,B18130_025MA,B18130_025EA,B18130_026EA,B18130_026MA,B18130_027EA,B18130_027MA,B18130_028EA,B18130_028MA,B18130_029MA,B18130_029EA,B18130_030EA,B18130_030MA,B18130_031MA,B18130_031EA,B18130_032EA,B18130_032MA,B18130_033EA,B18130_033MA,B18130_034MA,B18130_034EA,B18130_035EA,B18130_035MA,B18130_036MA,B18130_036EA,B18130_037EA,B18130_037MA,B18130_038EA,B18130_038MA,B18130_039EA,B18130_039MA,B18130_040MA,B18130_040EA,B18130_041EA,B18130_041MA,B18130_042MA,B18130_042EA,B18130_043EA,B18130_043MA,state
0400000US01,4673858,3005,294989,2922,1815,690,657,374,1158,623,293174,2970,92462,5067,200712,4862,817139,3776,51927,4130,20034,2643,31893,3343,765212,5052,193820,9312,571392,9109,1028438,5193,79190,4764,27006,2910,52184,3482,949248,6968,229019,9374,720229,10497,1879374,5449,352029,10078,100033,6314,251996,8828,1527345,10895,161466,7176,1365879,13569,376223,2236,120081,4309,16657,1802,103424,4021,256142,4517,17069,1846,239073,4436,277695,1792,157558,3620,21721,2190,135837,4165,120137,3839,12027,1653,108110,3869,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,694928,2150,53394,966,208,116,68,63,140,100,53186,973,7525,1242,45661,1422,131771,920,4854,1202,761,351,4093,1140,126917,1468,18587,3353,108330,3524,167031,2574,9172,1518,3103,1118,6069,1140,157859,2885,18475,2037,139384,3302,285748,2194,34694,2777,5886,1104,28808,2576,251054,3792,15714,1678,235340,4074,37250,1141,13073,1360,619,353,12454,1389,24177,1542,1169,450,23008,1569,19734,704,11146,968,1260,474,9886,864,8588,938,514,235,8074,968,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6326436,4595,442524,3154,4045,1385,1501,854,2544,1266,438479,3565,129560,7975,308919,8955,1155172,4436,50792,5095,16087,2367,34705,4391,1104380,6908,287802,14737,816578,15734,1434866,4007,81516,6816,23721,3197,57795,6003,1353350,8020,310862,12015,1042488,13618,2382858,3625,292725,11000,78765,5958,213960,9379,2090133,10902,277344,13833,1812789,16120,520981,2148,116152,5893,15508,2032,100644,5479,404829,5817,27637,3199,377192,6147,390035,2020,185079,5696,20016,2104,165063,5549,204956,5925,14698,2032,190258,6188,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2851802,2423,194413,2315,2337,796,844,479,1493,726,192076,2497,64239,4503,127837,4621,505124,2974,34810,3525,13224,2060,21586,2629,470314,4475,118231,6474,352083,7718,624708,4800,49178,3906,17253,2390,31925,3084,575530,6443,136000,6770,439530,7595,1114961,4537,218956,6599,62446,3800,156510,5569,896005,7316,100432,6522,795573,8963,234925,1795,80112,3067,11075,1520,69037,3213,154813,3191,10672,1576,144141,3571,177671,1627,97818,3031,14132,1462,83686,3263,79853,3163,7272,1106,72581,2910,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36867154,9004,2493319,4727,19210,2602,6865,1713,12345,2082,2474109,5348,609380,13989,1864729,13965,6634094,7441,263327,9443,80146,6152,183181,7846,6370767,11922,1388131,25907,4982636,27611,8977364,7032,387315,12174,110803,6147,276512,10512,8590049,12300,1624945,29287,6965104,27499,14460522,7050,1487157,20816,392684,13200,1094473,17965,12973365,20440,1472176,22860,11501189,27718,2354764,3692,568085,11646,82576,4830,485509,10166,1786679,11492,133252,6292,1653427,12731,1947091,3873,1013143,12152,132231,5836,880912,12366,933948,11891,84253,4629,849695,11495,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4982341,3771,336852,2621,1936,974,476,359,1460,882,334916,2918,72122,4589,262794,5527,876827,2762,41401,4040,11129,2441,30272,3167,835426,4941,133322,8534,702104,9785,1171400,4869,59814,4650,17803,2298,42011,3829,1111586,6144,212929,9136,898657,9199,2038030,4399,220533,6864,49477,3928,171056,7209,1817497,8916,133197,7376,1684300,10204,324765,1950,72751,3471,8014,1228,64737,3227,252014,4121,14986,1632,237028,4496,234467,1864,116666,3191,12178,1636,104488,3390,117801,3605,8399,1183,109402,3657,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3467152,1947,194598,1287,1597,720,757,516,840,479,193001,1469,33543,3186,159458,3578,600139,1586,27265,2856,7065,1586,20200,2165,572874,3377,77444,6427,495430,7198,693937,2503,38313,2832,10263,2223,28050,2424,655624,3695,94613,5721,561011,6181,1485417,3066,145825,4924,35713,3018,110112,4819,1339592,5542,84706,5587,1254886,7793,260700,1379,55126,3556,6283,1087,48843,3418,205574,3514,8591,1282,196983,3314,232361,1255,107484,3321,9611,1580,97873,3225,124877,3574,9267,1514,115610,3523,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879324,1571,54379,759,623,333,115,146,508,298,53756,829,11157,1710,42599,2026,147212,1044,7867,1649,1707,671,6160,1535,139345,1945,22237,3656,117108,4026,189162,1645,11442,2049,2653,1138,8789,1752,177720,2419,29434,3249,148286,3519,358511,1413,44097,3244,9819,1839,34278,2865,314414,3578,20136,2194,294278,4346,75250,997,18259,1855,1537,513,16722,1879,56991,1948,2413,697,54578,1888,54810,898,25079,1855,1654,499,23425,1884,29731,1881,1832,647,27899,2010,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583595,383,36205,161,355,310,297,300,58,74,35850,343,10405,1507,25445,1501,68545,359,5408,1234,2444,751,2964,855,63137,1203,18623,3117,44514,3085,188979,676,7656,1452,2832,934,4824,1173,181323,1517,34174,3153,147149,3503,222171,777,28348,2641,11336,1930,17012,1948,193823,2579,20813,2210,173010,3316,37460,434,9284,1417,1669,582,7615,1276,28176,1566,2184,591,25992,1589,30235,699,15653,1342,2918,691,12735,1425,14582,1301,1668,566,12914,1294,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18615924,5629,1062241,4820,5465,1694,1495,899,3970,1350,1056776,5118,297397,12429,759379,13033,2871750,7481,144011,6757,48078,4387,95933,5782,2727739,9818,633032,18937,2094707,21826,3919090,8370,202599,8901,63642,5021,138957,7983,3716491,12313,762239,15787,2954252,18915,7465982,8413,926936,21176,255277,12147,671659,17556,6539046,22061,782991,21776,5756055,30925,1765100,5265,404057,10831,57779,4714,346278,10096,1361043,10417,107674,6792,1253369,11016,1531761,3724,732315,12320,88933,5037,643382,11792,799446,11348,74177,5536,725269,12273,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
