GEO_ID,B09002_001E,B09002_001M,B09002_002E,B09002_002M,B09002_003E,B09002_003M,B09002_004E,B09002_004M,B09002_005E,B09002_005M,B09002_006E,B09002_006M,B09002_007E,B09002_007M,B09002_008E,B09002_008M,B09002_009E,B09002_009M,B09002_010E,B09002_010M,B09002_011E,B09002_011M,B09002_012E,B09002_012M,B09002_013E,B09002_013M,B09002_014E,B09002_014M,B09002_015E,B09002_015M,B09002_016E,B09002_016M,B09002_017E,B09002_017M,B09002_018E,B09002_018M,B09002_019E,B09002_019M,B09002_020E,B09002_020M,NAME,B09002_001EA,B09002_001MA,B09002_002MA,B09002_002EA,B09002_003MA,B09002_003EA,B09002_004EA,B09002_004MA,B09002_005EA,B09002_005MA,B09002_006EA,B09002_006MA,B09002_007MA,B09002_007EA,B09002_008MA,B09002_008EA,B09002_009MA,B09002_009EA,B09002_010EA,B09002_010MA,B09002_011MA,B09002_011EA,B09002_012EA,B09002_012MA,B09002_013MA,B09002_013EA,B09002_014EA,B09002_014MA,B09002_015EA,B09002_015MA,B09002_016EA,B09002_016MA,B09002_017MA,B09002_017EA,B09002_018MA,B09002_018EA,B09002_019EA,B09002_019MA,B09002_020EA,B09002_020MA,state
0400000US13,2153587,16030,1420750,18630,220375,8425,151221,6714,87054,6587,494389,13896,467711,12439,732837,22614,135578,12343,22047,3252,17219,2990,9367,2129,43172,5172,43773,5747,597259,19103,79374,5887,63292,5561,32066,3269,211936,10288,210591,9827,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,239063,5449,176991,6555,27844,2293,20472,2117,7806,1413,61259,3840,59610,3046,62072,5118,16667,2904,2017,940,1738,724,893,555,5286,1461,6733,1490,45405,4786,6919,1289,5574,1114,1800,750,15250,2775,15862,2223,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,384904,4099,296639,6821,48474,3097,35767,2774,17251,2511,104168,4982,90979,4760,88265,7129,21408,3961,2854,929,1856,772,999,605,7126,1795,8573,1776,66857,6712,8613,1730,7253,1483,3362,1096,24539,3195,23090,3257,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2754993,10974,1930422,17940,283415,7377,213171,5984,107238,5362,671596,11990,655002,11398,824571,16769,167286,9290,31139,3329,18041,2768,9042,1891,47399,4163,61665,5212,657285,17191,85029,4529,70066,4751,33316,3495,220928,8941,247946,8950,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1414243,8698,958515,15652,139944,5159,108556,5040,51821,3322,326138,9312,332056,8354,455728,15766,97244,7593,16539,2232,11254,1765,4678,1103,31236,3846,33537,3783,358484,13615,50102,4579,40166,3533,21424,2682,126266,7284,120526,5880,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,671447,4623,483425,7982,77826,2972,54924,2876,26295,2322,158451,4606,165929,5382,188022,8652,44421,4142,7938,1411,4361,1057,2597,859,15063,2363,14462,1661,143601,7254,19710,2192,17175,2226,8272,1396,52213,3794,46231,3527,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,653878,5247,471667,8490,73205,3115,52615,3039,25957,2374,156721,5263,163169,4933,182211,8260,40073,4607,7667,1430,5303,1293,2794,898,12018,2356,12291,1839,142138,8231,21321,2450,19012,2514,7142,1327,49054,4138,45609,3656,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,889717,7089,599002,12765,94460,3852,67822,3762,33964,2835,197454,8082,205302,5585,290715,12640,65686,5834,9159,1747,6659,1235,2442,894,23609,2774,23817,3382,225029,11700,34869,3736,26698,2684,11909,1707,79226,6398,72327,5268,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,952144,10483,565988,10974,82750,4089,65985,3725,31988,3139,193533,6101,191732,5419,386156,12001,63754,5865,11256,2034,8754,2033,2357,714,18226,2696,23161,2702,322402,12461,46142,4149,40593,3290,17857,2368,108834,5739,108976,5447,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,247082,2993,165621,5889,23005,1866,17512,1802,8599,1303,58105,2996,58400,3271,81461,4619,22596,3111,4189,1057,1506,644,782,391,7041,1450,9078,2117,58865,4246,6441,1095,6252,1363,3392,916,21779,2237,21001,2302,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1175875,7622,795813,14786,123996,4901,84269,3814,44747,3567,268870,8274,273931,7663,380062,13470,77820,9082,13124,2847,9427,2464,5591,1424,24602,4456,25076,3759,302242,11008,37759,3840,33017,3168,15531,2371,99813,5523,116122,6341,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1285742,6891,913529,11731,132235,4565,100667,4230,49505,3242,311184,7358,319938,8487,372213,12810,63599,5728,12021,1937,5971,1434,2881,914,20297,3210,22429,2648,308614,11682,39524,3615,29776,3098,13661,2069,105191,5938,120462,6027,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2065690,8225,1411893,14777,198691,5057,146149,4836,73418,3533,491145,9226,502490,9325,653797,14512,144953,8953,22428,2959,13940,1903,8664,1498,45899,4302,54022,4645,508844,14432,68523,4541,54368,4216,27614,2886,169723,7441,188616,7258,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1186501,6726,877716,11364,139289,4283,97518,3440,47995,2890,302728,6151,290186,6290,308785,10219,83581,5635,14429,2053,10329,1784,4910,1117,26980,2654,26933,2632,225204,9566,32981,3239,25579,2317,12377,1704,78163,4350,76104,4458,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,630832,7287,360314,9138,53241,3807,39849,2905,17885,2091,119910,4200,129429,6166,270518,8850,36283,4075,6904,1432,2939,1006,1654,746,11084,2291,13702,2720,234235,8642,30005,3120,29748,3208,12909,1993,81976,5018,79597,4593,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1263788,9381,859129,13516,130369,4531,92995,4445,50841,3553,288808,7498,296116,7109,404659,14879,87725,7198,15488,2660,11540,1802,5824,1462,26156,3316,28717,3315,316934,13692,43745,3485,36695,3137,17687,2503,107729,6260,111078,6211,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,201969,2926,146531,4960,23026,1858,16466,1560,9829,1392,48723,3150,48487,2636,55438,4372,15528,2558,1905,636,1564,653,1118,669,4899,1545,6042,1299,39910,3751,5200,1237,5456,1115,2280,977,13868,2251,13106,1662,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,421742,3531,308970,7281,50483,2471,34200,2294,14914,1629,108337,3828,101036,3802,112772,6893,28796,3097,5422,1368,3221,836,2247,776,8614,1615,9292,1902,83976,6207,13230,1676,12018,2094,5011,1207,27501,3037,26216,2742,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,584109,6747,394393,11981,63753,4232,46389,3440,23967,3948,138881,8063,121403,6336,189716,12776,50983,6784,9558,2165,6611,1912,2234,909,17250,4367,15330,2818,138733,11158,19786,3310,14673,2421,7952,2240,46551,4986,49771,4440,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,259042,2867,190097,5140,26526,2435,19023,1873,9648,1397,67996,3487,66904,3389,68945,4655,17486,3004,2952,1080,1734,702,136,102,6159,1543,6505,1536,51459,4866,6049,1333,5451,1159,2654,954,16064,2829,21241,3075,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1861053,8185,1350794,14441,199080,6821,149133,4588,79101,3818,460461,8705,463019,9419,510259,13450,106479,7937,19573,2644,11296,2094,5672,1295,32411,3567,37527,3779,403780,12537,47687,3762,44617,4343,21001,2512,135283,6680,155192,6154,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,446176,6167,275463,10504,43174,3052,29630,2995,15479,2000,96502,6050,90678,5649,170713,9927,39164,4974,5330,1511,4781,1262,2590,893,13462,2715,13001,2228,131549,8981,20319,2791,15540,2166,9155,1723,43268,4365,43267,3592,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3784601,14955,2585195,23659,406523,8783,279575,7261,140744,5786,869057,12077,889296,12412,1199406,24737,228327,12878,40086,4020,27032,2714,12126,2003,70590,5473,78493,6028,971079,23988,128031,7059,97912,5883,51760,4151,313759,10294,379617,11980,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2027622,14432,1310148,20912,202137,6285,144347,5902,73820,5216,453186,11605,436658,12309,717474,17966,142421,8608,25121,3354,19018,2358,8669,1734,45310,4585,44303,5101,575053,17226,77180,5932,64006,5114,30601,3413,200586,8682,202680,9144,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,140520,2285,107729,3263,19975,1526,11916,1230,5569,985,38297,1871,31972,1763,32791,2713,9096,1696,1342,586,1208,568,135,107,3260,949,3151,877,23695,2654,4421,1089,3721,1142,860,399,7332,1269,7361,981,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2412526,13008,1603021,19097,231049,5780,174582,5965,86548,4914,554205,10078,556637,10072,809505,18328,154426,9861,26234,3108,13922,1972,8744,2084,47628,4959,57898,4094,655079,15677,94591,4430,75779,4814,37791,3274,219997,7957,226921,8306,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,821244,5992,554852,9385,87437,3729,64014,3041,31484,2440,188430,5631,183487,5513,266392,8735,66094,5096,10365,1547,7603,1634,3201,779,24398,3143,20527,2769,200298,8312,34050,3213,21250,1956,12391,1556,66924,4793,65683,4164,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,774006,7570,546399,11536,89624,4155,64203,4032,29254,2662,183333,6919,179985,5924,227607,10886,66923,6786,8608,1743,7457,1554,4174,1131,22968,3835,23716,3338,160684,9816,20638,3159,18026,2425,7860,1834,54026,5083,60134,5045,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2482249,11210,1714156,19154,242942,6661,184200,5960,93767,4887,576814,10535,616433,11265,768093,15033,165444,9301,27414,3449,20145,2935,7742,1478,50981,4152,59162,4678,602649,15947,80770,4627,67143,4515,30491,2776,204270,9011,219975,7818,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,195548,3524,126445,5683,16168,1760,12872,1639,8105,1532,46062,2655,43238,3059,69103,5453,12273,2252,1710,689,1452,668,1379,663,2726,928,5006,1093,56830,4848,9040,1761,6028,1406,2323,804,18595,2572,20844,2574,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,935576,9058,587068,13071,86858,4902,66003,4350,31684,3551,205593,6441,196930,7804,348508,13276,67521,6108,10164,2262,8221,1995,3757,1135,22088,3177,23291,3407,280987,12679,40533,4277,36710,3316,15341,2721,90010,5913,98393,7027,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,181224,2559,127321,4822,21052,1779,15428,1396,6568,1128,41499,2946,42774,2760,53903,4361,15526,2663,2671,793,1933,819,958,584,5244,1472,4720,1115,38377,4019,6066,1191,5367,980,1994,624,12689,2228,12261,1777,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1295778,11215,872179,16132,130566,6465,97865,5145,46194,3552,299151,8827,298403,9554,423599,15419,81162,6611,12634,2422,7230,1617,5018,1320,27267,2972,29013,3881,342437,14015,46417,4158,40857,3975,14950,2422,123210,7031,117003,7068,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6035404,23465,4156079,33046,639959,12060,480556,12820,241499,9987,1442439,21430,1351626,16535,1879325,32825,364032,18381,64322,5278,41815,5059,20255,2835,120713,10433,116927,8163,1515293,33137,204169,9367,165578,8088,83520,6824,532833,14996,529193,14247,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,795566,6486,652760,11183,113462,4375,84034,3779,36601,2576,225876,6453,192787,6363,142806,9409,33303,4666,5098,1650,3841,1349,1920,811,11124,2530,11320,2260,109503,8400,12843,2382,11832,1920,6814,1997,38331,4372,39683,3824,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,115738,1792,80487,2543,10326,1055,7732,942,4855,984,27368,1607,30206,1875,35251,2633,10450,1845,2040,692,1101,498,365,239,2726,690,4218,1321,24801,2564,4183,861,2095,670,1035,341,7868,1253,9620,1502,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1657191,11419,1198519,17141,192682,6327,134540,4460,66271,4325,411492,9563,393534,10730,458672,15372,96617,7467,14471,2236,9423,1815,6171,1471,29408,3531,37144,3688,362055,15574,49361,4627,40814,3592,21720,2656,123268,7945,126892,6088,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1435615,8701,1039978,14099,168770,5655,119522,5193,60240,4260,358246,7914,333200,8742,395637,12204,96616,7098,18960,3121,9551,1642,2543,869,30341,3637,35221,3354,299021,10728,39653,4100,31109,3016,14645,2619,100622,5570,112992,6117,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,332359,4940,226053,7299,32749,2816,24360,1916,12307,1614,77945,4467,78692,4473,106306,6235,25883,3021,4395,1101,2528,840,1110,537,7034,1516,10816,1938,80423,5759,10882,1860,11841,1888,3940,1113,24041,2589,29719,3531,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1218497,6106,856508,9788,128368,4434,91867,3089,47391,2823,288558,6011,300324,6290,361989,10500,92203,6171,16110,2423,10246,1582,3243,870,32166,3320,30438,2987,269786,9893,34875,2944,32688,2532,15213,2319,92064,4871,94946,5668,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,123321,2045,88946,3484,15499,1398,11266,1311,5199,1274,27862,2270,29120,2263,34375,3228,9823,2212,1542,685,990,655,576,415,3429,1144,3286,910,24552,3232,4314,1160,2084,763,1158,496,9086,1796,7910,1732,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,739179,7465,346841,10093,41804,3128,32281,2845,17888,2373,118868,5245,136000,5991,392338,9543,75872,5724,16053,2061,8649,1568,4421,1103,19907,2329,26842,3412,316466,9318,35033,3315,32176,2926,14875,2016,108283,5263,126099,5420,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
