GEO_ID,B13001_001E,B13001_001M,B13001_002E,B13001_002M,B13001_003E,B13001_003M,B13001_004E,B13001_004M,B13001_005E,B13001_005M,B13001_006E,B13001_006M,B13001_007E,B13001_007M,B13001_008E,B13001_008M,B13001_009E,B13001_009M,NAME,B13001_001EA,B13001_001MA,B13001_002EA,B13001_002MA,B13001_003EA,B13001_003MA,B13001_004MA,B13001_004EA,B13001_005MA,B13001_005EA,B13001_006EA,B13001_006MA,B13001_007EA,B13001_007MA,B13001_008MA,B13001_008EA,B13001_009EA,B13001_009MA,state
0400000US20,675447,3264,328877,7206,2150,726,123603,3939,203124,4628,346570,6968,97708,3124,160689,4804,88173,4029,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1045111,4414,507119,9532,2739,714,184675,5060,319705,6498,537992,9300,143017,3574,242644,6309,152331,5486,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130949,4132,471029,8999,2419,681,173952,5915,294658,6901,659920,9038,153319,4034,320792,6769,185809,6440,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,302470,2060,136210,4550,196,191,39755,2471,96259,3463,166260,4439,41736,1114,70837,2369,53687,3285,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1474692,4933,626311,9797,1778,1008,188507,5453,436026,7837,848381,9784,193149,3100,401875,5706,253357,7466,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1662748,3949,710405,10395,1827,764,206808,6603,501770,7605,952343,10160,227406,2416,469348,6934,255589,7659,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2346515,4324,1027275,9190,3917,872,328454,5791,694904,6960,1319240,9757,345694,2625,598773,6126,374773,6922,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1280224,4015,615964,8717,1395,498,210296,5454,404273,6188,664260,8593,179204,2229,318423,5808,166633,5240,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,730613,4358,300616,8342,1228,488,107990,4925,191398,6030,429997,8410,115740,4662,185021,5166,129236,5995,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1436980,4368,672085,10090,2335,582,247350,7076,422400,7078,764895,10493,200971,3137,351023,7090,212901,6882,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,225927,2358,107555,4155,415,365,39788,2505,67352,2922,118372,4192,32790,1313,54655,3049,30927,2687,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,432881,2046,212739,4550,1348,548,80031,3110,131360,3288,220142,4778,63968,1825,103851,3781,52323,3323,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,667563,3110,306636,8587,1202,611,113429,5915,192005,6748,360927,8113,87111,2189,164291,5923,109525,5985,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,314984,2006,151100,3534,524,391,43401,2236,107175,2886,163884,3019,44748,1116,70653,2360,48483,2605,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2162631,4377,1004059,11722,1793,651,283612,7098,718654,8547,1158572,11710,282429,2457,543285,7006,332858,8435,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482571,2754,204423,6015,1468,626,79084,4294,123871,4231,278148,6416,68009,2345,125370,4729,84769,4199,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4925924,6557,2042347,15197,7562,1433,620739,11147,1414046,10616,2883577,15055,643325,3539,1450217,11519,790035,9955,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2387696,7613,1125575,15598,4982,1462,391005,9117,729588,10886,1262121,15042,323011,6472,569704,9591,369406,10134,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159215,1700,76640,3130,586,378,31146,2108,44908,1923,82575,3787,22065,1034,41357,2698,19153,2084,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2724129,5099,1207922,12369,4151,834,401871,8459,801900,8317,1516207,12908,387250,3415,696251,8809,432706,8193,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,896290,3469,449507,6706,3786,867,183240,4343,262481,5271,446783,6799,123111,2944,201358,4530,122314,4832,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,917582,3417,434549,7718,1416,552,164216,5744,268917,5178,483033,7739,117103,2614,230132,5780,135798,4818,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3006756,5310,1318413,12834,2423,813,395470,8286,920520,10283,1688343,13525,435212,3718,802693,9381,450438,10917,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,260804,1691,106228,4259,183,188,33235,2471,72810,2920,154576,4057,39361,1091,71334,2550,43881,2751,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1130039,4598,520097,10204,1327,569,179699,6522,339071,7107,609942,10981,155152,4280,285775,7044,169015,7077,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,189125,2010,89321,3262,160,160,34032,2192,55129,2242,99804,3450,30375,1892,44938,2045,24491,2159,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1562359,6240,735428,9937,3836,1060,269556,7128,462036,8433,826931,10750,204711,4117,374570,6642,247650,7628,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6462476,11699,3127839,25750,22405,2555,1188079,16621,1917355,19602,3334637,27780,885026,7049,1545018,17524,904593,18306,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,704892,2940,387064,6520,3168,1034,190568,4610,193328,4725,317828,6136,106731,2355,141477,4428,69620,4018,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,148474,1363,68187,2472,109,120,19656,1480,48422,1822,80287,2226,22213,864,37586,1776,20488,1549,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2035117,5872,977899,10749,4159,1239,326029,8380,647711,8168,1057218,11755,263663,5585,505433,9090,288122,8396,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1662393,4767,810437,10057,4085,1104,301501,6535,504851,6369,851956,9992,217288,3923,395458,6694,239210,6517,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,421455,3247,199360,5086,1423,637,65636,3281,132301,3426,222095,5390,57461,2224,101339,3620,63295,3457,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1351815,3840,630431,9351,1979,700,210304,6166,418148,6667,721384,9238,193639,2072,336528,6088,191217,6009,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130765,1540,64494,3043,208,230,26221,1857,38065,2350,66271,3086,18260,1360,30399,2052,17612,2046,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,929232,3519,325843,7980,2550,902,108466,4377,214827,6636,603389,8325,140663,3012,267643,5068,195083,6448,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
