GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002EA,B14001_002MA,B14001_003EA,B14001_003MA,B14001_004MA,B14001_004EA,B14001_005MA,B14001_005EA,B14001_006MA,B14001_006EA,B14001_007EA,B14001_007MA,B14001_008EA,B14001_008MA,B14001_009MA,B14001_009EA,B14001_010MA,B14001_010EA,state
0400000US01,4629405,5297,1241786,11680,65528,4149,66517,4572,248088,6344,265479,6431,259573,5929,288103,8448,48498,4087,3387619,11099,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689159,1880,196240,4645,9140,1394,10259,1208,41122,1991,41899,2309,42751,2061,39714,3427,11355,1750,492919,5076,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6224083,6185,1751916,16496,81638,5333,83383,6312,370729,9401,357864,9722,363517,6831,417787,14531,76998,6488,4472167,16169,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2823970,4097,752121,7603,51732,3956,36735,3651,156128,5294,160691,6034,154329,3980,164423,6296,28083,2918,2071849,7755,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36215114,13757,10584220,32765,588092,12084,512746,12244,2012122,20833,2052154,19270,2258239,15442,2662975,26313,497892,10328,25630894,33473,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4918469,5833,1377803,12129,89850,4738,67775,4171,277976,6674,267369,7368,272164,5906,327763,9667,74906,4480,3540666,11563,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3471993,3905,943212,7911,59983,3826,43015,3129,183835,5381,185969,5418,209490,4300,206289,5902,54631,3793,2528781,7312,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,877242,1796,237520,4693,14665,1755,13437,1531,44598,2509,46373,2792,47238,2832,57855,3555,13354,1686,639722,4552,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,597078,1755,160469,4751,10970,1587,8170,1496,19400,1792,21470,2082,24566,1935,51913,3760,23980,2784,436609,4538,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18441948,8338,4682575,27242,298557,11005,219985,7201,882164,14597,914677,17207,948343,12338,1193923,23291,224926,10400,13759373,27445,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9421810,8662,2782980,19844,177581,8298,153712,7147,553924,11730,571646,13771,559081,11627,633840,13514,133196,7843,6638830,17465,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1323495,2376,336724,5814,19353,1965,16286,1863,65446,2469,64970,3202,69938,2997,83109,4863,17622,2550,986771,5816,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1516203,2886,452340,6695,23824,2589,23546,2772,100006,4219,89339,3984,94891,3379,104939,5757,15795,1905,1063863,7037,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12392392,7296,3516919,16414,240046,6245,170538,5611,687922,11706,689704,10474,742710,8074,776596,13115,209403,7255,8875473,15901,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
