GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001MA,C25121_001EA,C25121_002EA,C25121_002MA,C25121_003EA,C25121_003MA,C25121_004MA,C25121_004EA,C25121_005MA,C25121_005EA,C25121_006MA,C25121_006EA,C25121_007MA,C25121_007EA,C25121_008EA,C25121_008MA,C25121_009MA,C25121_009EA,C25121_010EA,C25121_010MA,C25121_011MA,C25121_011EA,C25121_012MA,C25121_012EA,C25121_013EA,C25121_013MA,C25121_014MA,C25121_014EA,C25121_015EA,C25121_015MA,C25121_016MA,C25121_016EA,C25121_017EA,C25121_017MA,C25121_018EA,C25121_018MA,C25121_019EA,C25121_019MA,C25121_020EA,C25121_020MA,C25121_021EA,C25121_021MA,C25121_022MA,C25121_022EA,C25121_023MA,C25121_023EA,C25121_024EA,C25121_024MA,C25121_025EA,C25121_025MA,C25121_026EA,C25121_026MA,C25121_027MA,C25121_027EA,C25121_028MA,C25121_028EA,C25121_029EA,C25121_029MA,C25121_030EA,C25121_030MA,C25121_031EA,C25121_031MA,state
0400000US01,1289217,12212,74638,4162,34889,3058,16113,1987,15771,2492,7865,1315,140432,6455,60438,3605,35647,2439,31614,2828,12733,1824,214456,7612,64976,3385,58707,3858,65546,4034,25227,2606,190639,6312,44186,2888,47173,3231,70597,4141,28683,2703,250434,6477,34895,2585,56453,3165,109453,5272,49633,3669,418618,9147,21594,2215,41920,2867,163974,6216,191130,7172,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,4172,921,969,497,418,224,1250,404,1535,642,7015,1173,1576,637,862,252,1699,537,2878,721,13879,1628,2469,614,2138,712,5040,1024,4232,847,15629,1946,1391,450,1180,454,5598,1205,7460,1270,31780,2584,2040,672,1914,590,9874,1774,17952,2030,89837,4024,2973,887,2739,855,15649,1801,68476,3644,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,75027,5602,24929,2766,13159,1840,22067,3946,14872,2855,124017,6128,36042,3344,31276,3291,36804,3261,19895,2632,228752,9085,51702,3705,49484,4041,79249,5456,48317,4639,222001,9275,34889,3316,44960,3399,90518,5441,51634,4384,296547,9875,31010,3226,53284,4863,128729,8400,83524,4449,555184,12157,19403,2324,39235,3833,188836,8386,307710,9610,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,40639,3062,18104,1790,10055,1463,9051,1534,3429,1285,87926,4204,39358,2914,23957,2433,19674,1962,4937,1135,127820,4795,45671,2886,36406,2747,33239,2791,12504,1685,121305,4684,31019,2457,34718,2443,41688,3042,13880,1816,151472,5475,26493,2493,39255,3274,62669,3558,23055,2687,221822,6302,17928,1826,32092,2454,89458,4262,82344,4349,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,218147,7251,26440,2375,16531,2037,38866,3022,136310,5368,406750,10169,66911,3548,38962,3078,84191,5201,216686,6673,718301,13628,79829,4586,60306,3666,157983,7385,420183,9478,752165,13855,50602,3618,51714,3857,182520,6181,467329,11194,1175938,17928,47375,3844,58121,4363,250308,8374,820134,15777,3572068,25805,45364,3043,50328,3545,344639,10335,3131737,24878,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,42399,3017,6424,947,4272,904,14537,1826,17166,2164,72568,4070,13237,1581,7956,1224,26303,2247,25072,2362,140634,4680,18205,2013,13544,1762,54135,3284,54750,3351,158065,6621,12590,1752,12368,1732,64191,3952,68916,4974,252835,8431,11168,1589,13508,1787,98687,4742,129472,5650,605303,10915,8854,1298,7154,1175,112815,4792,476480,9636,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,22254,1950,977,331,906,482,6310,956,14061,1788,40678,3026,3256,770,2241,691,14532,1822,20649,2115,82095,4590,4266,895,3961,925,26839,2468,47029,3445,90027,4199,3727,837,4812,1203,27977,2848,53511,3150,152856,4574,3921,919,4682,989,49573,3233,94680,4555,523149,7846,4662,962,5171,1141,77416,3845,435900,7712,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,7076,1223,1224,511,372,245,2697,856,2783,799,14171,1707,3032,766,1587,683,4545,995,5007,807,26532,2050,3737,894,1846,591,8451,1194,12498,1514,30647,2356,2350,561,1906,628,11372,1466,15019,1897,47437,3228,2420,810,1718,494,14672,1835,28627,2262,112697,3943,2411,912,1116,419,21343,2399,87827,3708,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,3163,765,98,93,0,200,309,216,2756,739,3905,658,144,108,277,201,781,299,2703,541,7652,1324,126,105,244,241,1599,587,5683,1151,8987,1422,269,201,195,144,1340,599,7183,1136,15861,1795,367,238,77,95,1872,614,13545,1662,71057,2847,644,434,426,335,2337,696,67650,2627,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,249106,9237,66480,4098,58015,4525,71559,6775,53052,4497,466413,13505,130867,5966,117297,5729,139332,7644,78917,4584,781433,15330,167858,7040,188257,7515,267907,9654,157411,7573,699000,15245,107763,6290,156318,8168,273488,9227,161431,7969,926299,19755,95533,6396,170305,7622,388404,11055,272057,8481,1618918,22640,62929,4810,137796,7030,518525,14561,899668,15023,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2256703,18001,110984,5723,36926,3275,25122,3131,30467,4073,18469,2215,195291,7166,65298,3547,45800,3537,56757,3747,27436,2920,317332,8261,75813,4839,78127,4767,112685,5754,50707,3596,310342,11061,53033,3867,68596,4521,131934,7080,56779,4980,457492,11555,45733,3147,91349,5061,211105,8466,109305,5478,865262,13957,30099,2867,70369,4632,312013,11084,452781,10007,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,5895,1022,280,228,565,447,952,415,4098,952,11730,1705,735,455,460,317,1245,399,9290,1562,22954,1874,944,379,1161,620,3191,824,17658,1550,28616,2641,729,454,465,212,2431,586,24991,2484,47884,3329,687,332,733,465,3882,1060,42582,3064,137621,4709,629,297,570,301,3665,914,132757,4629,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
