GEO_ID,C17003_001E,C17003_001M,C17003_002E,C17003_002M,C17003_003E,C17003_003M,C17003_004E,C17003_004M,C17003_005E,C17003_005M,C17003_006E,C17003_006M,C17003_007E,C17003_007M,C17003_008E,C17003_008M,C17003_009E,C17003_009M,C17003_010E,C17003_010M,C17003_011E,C17003_011M,NAME,C17003_001EA,C17003_001MA,C17003_002EA,C17003_002MA,C17003_003MA,C17003_003EA,C17003_004MA,C17003_004EA,C17003_005EA,C17003_005MA,C17003_006EA,C17003_006MA,C17003_007MA,C17003_007EA,C17003_008MA,C17003_008EA,C17003_009MA,C17003_009EA,C17003_010EA,C17003_010MA,C17003_011EA,C17003_011MA,state
0400000US01,3133935,4578,452346,12506,154678,8401,157309,7546,111434,5907,28925,3199,2681589,13196,372945,11176,808467,11572,822333,12606,677844,12342,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450471,1797,34419,2539,6522,1108,14493,1912,10759,1643,2645,840,416052,3151,30065,2762,111072,4183,157882,5584,117033,5668,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4135643,4316,588852,18747,193227,11485,170812,8480,165425,9737,59388,4855,3546791,19637,385944,12001,841077,18311,1265146,21999,1054624,17541,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1902447,4064,286055,9012,86334,5847,111671,6262,71745,4683,16305,2392,1616392,10096,214070,9373,563717,13081,461879,11212,376726,10297,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24085354,6349,3125429,39146,1180615,21048,779992,16931,785459,17644,379363,11704,20959925,40477,3316637,37888,4263408,38085,6380827,37113,6999053,43548,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3330945,3430,332720,11064,77851,5912,96198,6240,100262,5991,58409,4513,2998225,11638,233593,8248,641308,12622,942957,15323,1180367,17675,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2399147,2004,208379,9062,61219,4660,69685,5086,47549,3598,29926,3007,2190768,9789,192710,8907,588639,12175,561148,11032,848271,13212,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,601137,897,53165,4112,15913,2312,21225,2662,11132,2085,4895,1385,547972,4207,59627,4059,167611,6363,149977,5705,170757,4941,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,421168,879,57622,4332,18660,2237,16729,2241,12807,2126,9426,1884,363546,4364,33764,3136,56562,4126,58722,3587,214498,4531,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13049187,9039,1763052,29838,508907,13937,636720,17223,424642,12771,192783,10145,11286135,28881,1280641,24579,3313822,35833,3471241,37139,3220431,32262,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
