GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001MA,B18101_001EA,B18101_002MA,B18101_002EA,B18101_003MA,B18101_003EA,B18101_004MA,B18101_004EA,B18101_005EA,B18101_005MA,B18101_006EA,B18101_006MA,B18101_007MA,B18101_007EA,B18101_008MA,B18101_008EA,B18101_009MA,B18101_009EA,B18101_010EA,B18101_010MA,B18101_011EA,B18101_011MA,B18101_012MA,B18101_012EA,B18101_013MA,B18101_013EA,B18101_014MA,B18101_014EA,B18101_015MA,B18101_015EA,B18101_016EA,B18101_016MA,B18101_017EA,B18101_017MA,B18101_018MA,B18101_018EA,B18101_019MA,B18101_019EA,B18101_020MA,B18101_020EA,B18101_021EA,B18101_021MA,B18101_022EA,B18101_022MA,B18101_023EA,B18101_023MA,B18101_024MA,B18101_024EA,B18101_025EA,B18101_025MA,B18101_026MA,B18101_026EA,B18101_027EA,B18101_027MA,B18101_028EA,B18101_028MA,B18101_029EA,B18101_029MA,B18101_030MA,B18101_030EA,B18101_031MA,B18101_031EA,B18101_032MA,B18101_032EA,B18101_033EA,B18101_033MA,B18101_034EA,B18101_034MA,B18101_035MA,B18101_035EA,B18101_036MA,B18101_036EA,B18101_037MA,B18101_037EA,B18101_038EA,B18101_038MA,B18101_039EA,B18101_039MA,state
0400000US01,4720067,2155,2262898,5633,152700,2698,849,548,151851,2803,416407,3671,33866,3267,382541,4566,515415,3907,43328,3289,472087,4985,899283,3969,171447,6488,727836,7080,171501,1563,56829,3118,114672,3106,107592,1452,60387,2486,47205,2320,2457169,5482,145765,2674,966,457,144799,2665,407253,3626,18626,2253,388627,4115,549194,2867,37685,3783,511509,4644,980132,3430,180582,6427,799550,6749,204722,1433,63252,2732,141470,3126,170103,1485,97171,2827,72932,2674,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,27602,927,318,302,27284,937,68083,1045,3361,946,64722,1374,85584,2039,5435,1168,80149,2194,144403,1781,19380,2271,125023,2981,18879,724,6972,1030,11907,1078,8861,529,5415,668,3446,597,345860,1555,26429,948,56,60,26373,954,65594,1012,1774,749,63820,1208,83173,1477,3874,1008,79299,1853,141420,1675,15314,1557,126106,2108,18371,919,6101,926,12270,1266,10873,414,5731,660,5142,723,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,228954,2545,1391,749,227563,2587,601166,3600,32229,3682,568937,5408,733523,3357,48022,5365,685501,6282,1158942,3284,141208,6641,1017734,7359,246149,1443,55825,4134,190324,3821,172663,1141,81747,3689,90916,3438,3236883,4797,218874,2684,2679,1288,216195,3240,572836,2017,20198,3243,552638,3588,728673,2502,34255,3572,694418,4125,1224296,2590,151517,7938,1072779,7862,274832,1575,60327,4050,214505,4492,217372,1632,103332,4322,114040,4801,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,101924,2704,1854,654,100070,2874,264789,2861,22305,2544,242484,3562,320988,3594,25860,2754,295128,4601,543255,3659,108292,4963,434963,5572,110563,1268,40568,2337,69995,2385,70914,1344,38205,2007,32709,1984,1472779,4226,95501,2472,621,496,94880,2470,246674,2522,13832,2108,232842,2972,327733,2839,24006,3047,303727,4347,571752,2627,110664,4668,461088,5150,124362,1227,39544,2257,84818,2418,106757,1364,59613,2213,47144,2294,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1295005,2869,9441,1627,1285564,3079,3436648,4108,169167,7237,3267481,8325,4622555,6143,223303,8894,4399252,9697,7094300,6035,721246,13729,6373054,14157,1092291,2538,262731,7147,829560,7171,796374,2679,387923,7152,408451,7595,18824616,6478,1238320,2978,10253,2028,1228067,3320,3282493,3324,100142,5868,3182351,6301,4523005,4457,169101,6900,4353904,6812,7367608,4216,765911,14318,6601697,13731,1262473,2583,305354,7675,957119,7806,1150717,2960,625220,8469,525497,8468,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,176488,2340,1140,616,175348,2440,453559,2596,29145,3695,424414,4480,605876,3524,31669,3199,574207,4919,1012334,3571,111379,4447,900955,5956,154588,1301,36980,2340,117608,2781,96026,1395,47000,2267,49026,2221,2526014,4098,164547,2060,942,668,163605,2120,432234,2719,13561,2037,418673,3340,594565,2946,29728,3254,564837,4214,1026050,3187,109154,5090,916896,6043,170177,1363,35771,2185,134406,2530,138441,1350,69666,2655,68775,2886,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,100746,1133,1339,626,99407,1332,309787,1412,18287,2033,291500,2370,368293,1990,21989,2096,346304,2680,716698,2351,68134,4022,648564,4750,120443,1037,26706,2274,93737,2298,91448,1083,40854,1982,50594,1972,1815294,2210,95446,929,291,274,95155,939,296371,1005,9947,1703,286424,1909,373549,1313,17559,2088,355990,2416,768758,1592,77691,3625,691067,3452,140257,883,28420,2237,111837,2182,140913,1267,66630,2765,74283,2824,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,28049,349,347,244,27702,453,76245,863,5111,1371,71134,1584,96233,1214,6455,1420,89778,1749,170860,985,17903,1951,152957,2099,35027,624,8720,1267,26307,1242,22478,651,9317,992,13161,1171,463240,1136,27199,289,276,216,26923,372,72802,833,2814,887,69988,1329,103031,984,5221,1426,97810,1731,187653,1003,26194,2504,161459,2712,40223,612,9539,1217,30684,1301,32332,745,15762,1708,16570,1531,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,18547,167,306,304,18241,340,34909,427,3326,1008,31583,1239,96369,582,4291,1015,92078,1109,108278,671,13779,1958,94499,2179,16200,382,3205,861,12995,955,10868,549,5022,894,5846,785,322994,788,17658,63,49,60,17609,88,34198,429,2082,646,32116,759,116442,475,4070,1024,112372,1155,114069,613,14595,1802,99474,1688,21260,249,6079,951,15181,1013,19367,539,10631,1029,8736,953,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,549021,4180,2297,1140,546724,4446,1491065,5500,88309,5323,1402756,6928,1990278,7254,120579,6821,1869699,9907,3585805,6843,466527,14370,3119278,16031,821680,3876,193936,7278,627744,7124,651136,2667,301752,7908,349384,7681,9663309,8195,525037,3621,3291,1363,521746,3751,1421823,5184,58105,5273,1363718,7465,2012209,5809,84146,5286,1928063,7802,3880195,5622,460409,13390,3419786,14483,943420,3543,210121,7284,733299,7316,880625,2977,430563,9015,450062,8427,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9619740,3609,4653967,8192,350499,5340,4409,1444,346090,5723,928309,7555,54902,5128,873407,7680,1095062,6597,72602,5551,1022460,8630,1832363,6994,247956,9899,1584407,12249,291177,2849,81188,4044,209989,4215,156557,2414,75972,3215,80585,3167,4965773,7238,323482,4130,3052,1274,320430,4029,882425,5624,36287,3631,846138,6855,1157828,5609,65741,5560,1092087,7677,2003685,5403,277605,9558,1726080,10550,343060,2904,97924,4861,245136,5151,255293,3101,144328,4676,110965,4320,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
