GEO_ID,C17001A_001E,C17001A_001M,C17001A_002E,C17001A_002M,C17001A_003E,C17001A_003M,C17001A_004E,C17001A_004M,C17001A_005E,C17001A_005M,C17001A_006E,C17001A_006M,C17001A_007E,C17001A_007M,C17001A_008E,C17001A_008M,C17001A_009E,C17001A_009M,C17001A_010E,C17001A_010M,C17001A_011E,C17001A_011M,C17001A_012E,C17001A_012M,C17001A_013E,C17001A_013M,C17001A_014E,C17001A_014M,C17001A_015E,C17001A_015M,C17001A_016E,C17001A_016M,C17001A_017E,C17001A_017M,C17001A_018E,C17001A_018M,C17001A_019E,C17001A_019M,NAME,C17001A_001EA,C17001A_001MA,C17001A_002MA,C17001A_002EA,C17001A_003MA,C17001A_003EA,C17001A_004MA,C17001A_004EA,C17001A_005EA,C17001A_005MA,C17001A_006EA,C17001A_006MA,C17001A_007EA,C17001A_007MA,C17001A_008MA,C17001A_008EA,C17001A_009MA,C17001A_009EA,C17001A_010EA,C17001A_010MA,C17001A_011EA,C17001A_011MA,C17001A_012EA,C17001A_012MA,C17001A_013MA,C17001A_013EA,C17001A_014MA,C17001A_014EA,C17001A_015MA,C17001A_015EA,C17001A_016EA,C17001A_016MA,C17001A_017EA,C17001A_017MA,C17001A_018EA,C17001A_018MA,C17001A_019MA,C17001A_019EA,state
0400000US01,3249176,8875,439025,17482,191051,9922,61327,4903,118071,7356,11653,1685,247974,10179,64787,5807,154098,6013,29089,2539,2810151,18415,1392828,11090,294588,5631,880607,7929,217633,1778,1417323,10828,281725,6242,868766,6434,266832,2956,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,473209,2795,34515,4190,15368,2741,4807,1628,9898,1780,663,396,19147,2537,4803,1235,12585,1660,1759,533,438694,5052,230749,3423,48755,1959,160666,2186,21328,552,207945,3021,45953,1483,142609,1991,19383,558,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5037547,23363,842838,30825,397942,16918,152859,9942,220884,10895,24199,2432,444896,17436,137067,9927,270795,11407,37034,3240,4194709,37610,2080844,20340,443189,10329,1280510,13427,357145,2923,2113865,21137,427801,10553,1277552,14051,408512,3384,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2238738,8031,361654,14147,161614,7960,59710,4837,90515,4802,11389,1449,200040,8499,51568,4631,126367,6371,22105,2084,1877084,15015,940994,7705,196361,4874,592254,4804,152379,1908,936090,9798,189753,4994,565584,7392,180753,2380,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23270926,64368,3422342,55990,1585583,31345,567507,16034,927441,20413,90635,5160,1836759,30541,553093,16102,1104753,21337,178913,5854,19848584,68833,9989031,37796,2172207,17831,6502720,27437,1314104,6793,9859553,39283,2052046,18336,6217221,24953,1590286,8087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4232958,17051,499133,17778,236948,11414,79540,6855,146423,6758,10985,1282,262185,9172,66772,5167,169903,5882,25510,1909,3733825,19677,1875998,12072,415285,7574,1242628,7829,218085,1737,1857827,11953,398752,5766,1202292,8255,256783,2131,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2712659,11697,209913,12835,91189,6474,24486,3442,57950,4217,8753,1134,118724,7903,25244,3526,74363,5238,19117,2045,2502746,14597,1231623,8343,262859,3757,785315,6011,183449,1558,1271123,8534,247960,3405,789696,6480,233467,2337,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,623213,4791,53453,6171,21316,3698,7128,2019,13040,2334,1148,362,32137,3800,6624,1595,22364,2725,3149,755,569760,7465,281570,4736,55244,2422,178818,3110,47508,595,288190,4461,54927,1823,176137,3070,57126,968,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228001,4166,18136,3625,9549,2594,591,657,8669,2104,289,280,8587,1819,192,241,8056,1746,339,208,209865,3936,106361,2953,12234,775,83802,2539,10325,466,103504,2241,11800,856,80127,2024,11577,348,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14278253,32495,1997079,45739,918199,25041,257372,12664,568343,16800,92484,6204,1078880,26584,258857,12617,654321,16844,165702,7558,12281174,48179,6052220,26975,1105397,14880,3716292,19168,1230531,7212,6228954,28623,1036816,14347,3745744,18942,1446394,8515,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
