GEO_ID,B14006_001E,B14006_001M,B14006_002E,B14006_002M,B14006_003E,B14006_003M,B14006_004E,B14006_004M,B14006_005E,B14006_005M,B14006_006E,B14006_006M,B14006_007E,B14006_007M,B14006_008E,B14006_008M,B14006_009E,B14006_009M,B14006_010E,B14006_010M,B14006_011E,B14006_011M,B14006_012E,B14006_012M,B14006_013E,B14006_013M,B14006_014E,B14006_014M,B14006_015E,B14006_015M,B14006_016E,B14006_016M,B14006_017E,B14006_017M,B14006_018E,B14006_018M,B14006_019E,B14006_019M,B14006_020E,B14006_020M,B14006_021E,B14006_021M,NAME,B14006_001EA,B14006_001MA,B14006_002EA,B14006_002MA,B14006_003MA,B14006_003EA,B14006_004MA,B14006_004EA,B14006_005EA,B14006_005MA,B14006_006EA,B14006_006MA,B14006_007EA,B14006_007MA,B14006_008EA,B14006_008MA,B14006_009MA,B14006_009EA,B14006_010MA,B14006_010EA,B14006_011EA,B14006_011MA,B14006_012EA,B14006_012MA,B14006_013EA,B14006_013MA,B14006_014MA,B14006_014EA,B14006_015MA,B14006_015EA,B14006_016MA,B14006_016EA,B14006_017EA,B14006_017MA,B14006_018EA,B14006_018MA,B14006_019EA,B14006_019MA,B14006_020MA,B14006_020EA,B14006_021MA,B14006_021EA,state
0400000US01,4515873,5683,837059,23808,313634,12912,15812,2492,20439,2558,73247,4819,67510,4868,54021,3965,74673,5745,7932,1815,523425,14189,3678814,22583,879857,15147,49078,3669,45383,3780,171715,6343,195230,6843,202717,6541,175194,7819,40540,3924,2798957,16669,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,673597,2134,68545,5462,26474,3932,1133,368,1230,444,5773,1215,6169,1766,6741,1633,5052,1114,376,331,42071,2815,605052,5820,165124,5016,7918,1343,8738,1075,34536,2143,34984,2225,35516,2318,32453,3149,10979,1717,439928,5367,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6080315,6804,1124002,34452,431084,18070,18690,2936,22705,3135,101665,7166,87712,6542,89049,6398,97815,7089,13448,2259,692918,22288,4956313,35427,1264302,23339,61362,5206,58461,5566,261307,8663,264175,9913,270151,9120,286162,13285,62684,5961,3692011,24124,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2744454,4086,516943,16645,186365,8835,12933,1775,11209,2073,41667,3868,41655,3733,33723,3089,41513,3441,3665,1004,330578,11193,2227511,17462,531104,10518,37715,3932,24639,3245,111691,5006,116331,5325,118052,3883,98588,5503,24088,2825,1696407,12174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35490975,15215,5761257,68501,2239306,37153,107641,6029,117559,6743,458777,13100,444886,13434,476951,12089,554191,15770,79301,5328,3521951,43609,29729718,69648,8042754,41886,473601,11152,387247,9784,1523351,22567,1569836,18596,1749670,15516,1925794,23376,413255,9463,21686964,52691,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4806314,6390,631460,19920,248550,10856,14590,2178,13328,1804,52122,4456,38643,3843,43527,4402,75518,4910,10822,1822,382910,12719,4174854,21740,1079243,14825,73971,4589,53712,4038,222618,7217,225230,7233,224757,6165,215047,8388,63908,4451,3095611,15988,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3363487,4225,357388,16146,128534,8910,7248,1521,7671,1394,26871,3117,25270,3436,27101,3020,27672,3384,6701,1750,228854,10266,3006099,15913,755951,10596,52307,3271,34434,2524,154368,5563,158417,5457,180293,5041,129479,5421,46653,3335,2250148,11297,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,852624,1988,98361,7954,37557,4722,2219,665,2587,990,7671,1446,6545,1818,7184,1700,10293,1983,1058,669,60804,5023,754263,7892,187124,6393,12232,1774,10301,1131,36169,2572,39435,2841,39265,2685,37638,3177,12084,1538,567139,6558,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,563692,1801,103499,7503,40156,4608,2715,1066,3294,896,5187,1280,6642,1426,7935,1928,9500,2349,4883,1443,63343,4790,460193,7458,95472,5172,8147,1239,4876,1084,14096,1893,14666,1977,16463,1534,18964,2746,18260,2336,364721,5800,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18041986,9664,3003435,50286,1049559,27499,69766,5956,60385,4576,222279,9706,205851,10047,200811,9926,249828,11664,40639,5306,1953876,32438,15038551,50425,3488745,33870,222775,10072,156143,6382,645215,14071,690798,16040,734978,14815,855413,20684,183423,8908,11549806,37959,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
