GEO_ID,B23022_001E,B23022_001M,B23022_002E,B23022_002M,B23022_003E,B23022_003M,B23022_004E,B23022_004M,B23022_005E,B23022_005M,B23022_006E,B23022_006M,B23022_007E,B23022_007M,B23022_008E,B23022_008M,B23022_009E,B23022_009M,B23022_010E,B23022_010M,B23022_011E,B23022_011M,B23022_012E,B23022_012M,B23022_013E,B23022_013M,B23022_014E,B23022_014M,B23022_015E,B23022_015M,B23022_016E,B23022_016M,B23022_017E,B23022_017M,B23022_018E,B23022_018M,B23022_019E,B23022_019M,B23022_020E,B23022_020M,B23022_021E,B23022_021M,B23022_022E,B23022_022M,B23022_023E,B23022_023M,B23022_024E,B23022_024M,B23022_025E,B23022_025M,B23022_026E,B23022_026M,B23022_027E,B23022_027M,B23022_028E,B23022_028M,B23022_029E,B23022_029M,B23022_030E,B23022_030M,B23022_031E,B23022_031M,B23022_032E,B23022_032M,B23022_033E,B23022_033M,B23022_034E,B23022_034M,B23022_035E,B23022_035M,B23022_036E,B23022_036M,B23022_037E,B23022_037M,B23022_038E,B23022_038M,B23022_039E,B23022_039M,B23022_040E,B23022_040M,B23022_041E,B23022_041M,B23022_042E,B23022_042M,B23022_043E,B23022_043M,B23022_044E,B23022_044M,B23022_045E,B23022_045M,B23022_046E,B23022_046M,B23022_047E,B23022_047M,B23022_048E,B23022_048M,B23022_049E,B23022_049M,NAME,B23022_001MA,B23022_001EA,B23022_002MA,B23022_002EA,B23022_003EA,B23022_003MA,B23022_004MA,B23022_004EA,B23022_005MA,B23022_005EA,B23022_006MA,B23022_006EA,B23022_007MA,B23022_007EA,B23022_008EA,B23022_008MA,B23022_009MA,B23022_009EA,B23022_010MA,B23022_010EA,B23022_011MA,B23022_011EA,B23022_012MA,B23022_012EA,B23022_013EA,B23022_013MA,B23022_014EA,B23022_014MA,B23022_015MA,B23022_015EA,B23022_016MA,B23022_016EA,B23022_017MA,B23022_017EA,B23022_018EA,B23022_018MA,B23022_019EA,B23022_019MA,B23022_020MA,B23022_020EA,B23022_021MA,B23022_021EA,B23022_022MA,B23022_022EA,B23022_023EA,B23022_023MA,B23022_024EA,B23022_024MA,B23022_025EA,B23022_025MA,B23022_026MA,B23022_026EA,B23022_027MA,B23022_027EA,B23022_028EA,B23022_028MA,B23022_029MA,B23022_029EA,B23022_030EA,B23022_030MA,B23022_031MA,B23022_031EA,B23022_032MA,B23022_032EA,B23022_033EA,B23022_033MA,B23022_034EA,B23022_034MA,B23022_035EA,B23022_035MA,B23022_036EA,B23022_036MA,B23022_037MA,B23022_037EA,B23022_038EA,B23022_038MA,B23022_039EA,B23022_039MA,B23022_040EA,B23022_040MA,B23022_041EA,B23022_041MA,B23022_042MA,B23022_042EA,B23022_043EA,B23022_043MA,B23022_044MA,B23022_044EA,B23022_045MA,B23022_045EA,B23022_046MA,B23022_046EA,B23022_047MA,B23022_047EA,B23022_048MA,B23022_048EA,B23022_049MA,B23022_049EA,state
0400000US13,6525324,9867,3212032,7908,2383430,16563,1975693,16081,1639005,16316,30968,3626,78366,6175,83846,6126,68401,4674,75107,5550,328039,11778,138594,8360,9285,3066,31538,3693,42406,4119,45844,4488,60372,5278,79698,5793,21410,2879,1253,526,3945,1152,7314,1452,9738,2027,36038,4440,828602,17156,3313292,7196,2188233,20480,1544104,17666,1277656,16844,29083,3324,70576,5615,61938,4528,51089,4998,53762,4972,516158,13886,263998,10761,13357,2305,44785,4549,70283,6406,53810,4327,69925,5675,127971,6986,35468,4380,2899,982,9055,1767,15527,2542,14914,2088,50108,4176,1125059,20800,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,898678,2128,458108,1563,364159,4904,298598,5413,260666,5877,4680,1233,8354,1430,9623,1744,7344,1355,7931,1411,54250,3976,28534,3157,1909,587,5414,1256,6675,1455,5537,1035,6181,1165,11311,1715,2996,838,704,483,647,354,1514,669,1064,515,4386,1038,93949,5074,440570,1596,318021,4604,227602,5440,194642,5180,4071,872,9045,1608,6716,1215,5933,1245,7195,1415,72404,4291,39245,3424,3333,1046,6375,1366,9473,1404,6827,1443,7151,1274,18015,2255,6453,1501,497,445,1684,549,2372,726,1995,650,5014,1118,122549,4880,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,996395,3275,503985,2455,407989,5150,329750,6004,258006,6557,5211,1231,16140,2524,19670,2504,15940,2564,14783,2324,59052,4076,20159,2591,1206,624,7412,1634,9722,1829,8350,1643,12203,2102,19187,2643,5175,1540,181,200,1188,489,2245,882,3168,1194,7230,1824,95996,4930,492410,2549,354861,6431,214048,6423,171969,5766,4660,1386,9353,1463,12683,2229,8013,1830,7370,1916,110359,5523,56449,4243,3631,979,9541,1443,14232,1918,11355,1872,15151,1975,30454,3082,8105,1459,695,499,2016,858,4445,1726,4464,1127,10729,1530,137549,6505,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8499085,6815,4223245,5596,3304003,12526,2716311,14416,2232778,15424,43913,3618,116890,5369,131623,6386,89983,4961,101124,4711,466766,11337,194746,7884,9651,1472,40980,3215,68020,4046,66910,3954,86459,4158,120926,4999,28286,3127,2683,813,9512,1332,15131,1881,14604,1665,50710,3440,919242,12606,4275840,5291,3043886,14656,2075913,15075,1730462,14463,32409,2946,91497,5174,84825,4484,66251,3918,70469,4158,770596,13230,423730,10187,19915,1916,65935,3316,93981,5687,77891,4662,89144,4777,197377,6702,56869,4258,3547,818,16070,1777,28904,2712,26963,2570,65024,4068,1231954,15448,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4246577,5085,2119615,4264,1670395,9891,1390305,10374,1130068,11388,20158,2591,60378,3757,68273,4958,50929,3353,60499,3901,222785,7450,85767,4778,4199,1003,20608,2705,38811,3023,29981,2966,43419,3152,57305,3727,12984,2063,1069,516,4238,956,7044,1162,9086,1258,22884,2221,449220,9644,2126962,3565,1522673,9841,1017643,11320,817964,10397,17229,2307,51447,3601,49060,4162,39573,3792,42370,3483,410077,8414,219251,7337,11045,1380,33975,3007,50719,3951,43170,3964,51917,3484,94953,4275,24066,2208,1594,494,10829,1659,14322,1780,14609,1837,29533,2330,604289,10121,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1962821,3249,990548,3031,847200,5557,697392,7091,583934,7512,11848,1427,28104,2459,29301,2459,22908,2275,21297,2260,109632,5104,45347,3580,2521,715,9666,1473,17455,2293,16743,1817,17900,2072,40176,2709,11697,1562,1229,775,2405,690,5230,906,6596,1080,13019,1600,143348,5171,972273,2318,777539,5854,526076,7405,445075,7117,8213,1415,23853,2276,19141,2180,13219,1710,16575,1823,195943,5990,107314,5258,6158,1109,19656,1954,23694,2291,20431,2244,18690,1772,55520,3002,15866,2197,1728,517,5627,900,7904,1149,8117,1269,16278,1557,194734,5809,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1843792,3372,929343,2582,777906,5251,646145,7483,550460,7943,8591,1479,22060,2261,25349,2355,19850,1899,19835,1960,103215,4700,43710,3461,2117,719,7914,1340,16820,2321,13628,1570,19026,1657,28546,2667,7496,1582,528,322,1688,571,2718,651,4522,1025,11594,1690,151437,5670,914449,2785,705179,6556,486001,6632,403871,6492,6678,1468,24838,2175,20892,2437,12442,1560,17280,1947,168287,6074,87868,4474,4017,947,17282,2212,21353,2300,16283,1872,21484,1887,50891,3356,14888,1735,960,408,4881,1248,6804,1447,7798,1310,15560,1859,209270,6045,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2862637,4055,1424459,4026,1047316,8815,868066,7999,703854,7817,15934,2251,36169,3561,40624,3074,33872,3097,37613,3652,145235,5218,59527,3846,3640,960,13745,1748,19235,2215,20468,2647,28620,2470,34015,3114,8264,1462,411,268,2375,880,4445,1206,5149,1089,13371,1623,377143,9050,1438178,3670,966324,9780,660407,9237,537468,8837,8006,1476,31531,2422,31428,3275,25234,2724,26740,2466,254631,8927,133011,6614,8181,1578,25266,2383,29621,2876,26512,2225,32040,2733,51286,3469,14028,1845,1793,761,4086,991,6246,1261,6614,1145,18519,2076,471854,9270,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3012274,4766,1487024,3451,1102320,8575,925835,9431,758544,11231,12871,1883,37751,3533,46278,4064,37925,3637,32466,3478,145851,7757,61451,5355,3686,1171,11488,1949,20961,2448,19298,2681,28967,2947,30634,2389,8012,1383,281,247,1437,548,4379,1171,3209,825,13316,1523,384704,8939,1525250,4164,1032448,9308,737059,10169,607007,9995,10987,1753,29712,2720,35036,3026,28458,3189,25859,3062,243080,7265,123085,5652,5096,1348,18968,2639,29574,2936,29883,2853,36474,3804,52309,3697,18566,2357,1157,504,3371,947,6090,1213,6187,1285,16938,1863,492802,9173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,872577,2136,431555,1968,349259,3742,280738,4422,224404,5027,4073,1141,15198,1778,14682,1777,11006,1433,11375,1320,52752,3169,21160,1973,1413,467,4646,1066,7161,1227,7104,1425,11268,1572,15769,1779,3939,923,306,192,967,389,1774,554,2307,762,6476,1100,82296,3636,441022,1832,341679,3599,221033,5089,182709,4450,3552,798,9841,1289,10791,1667,7186,1500,6954,1250,97680,4242,51092,2882,2764,834,10272,1444,11360,1489,10047,1607,12145,2050,22966,1926,5676,1170,814,365,1630,409,2612,692,4149,1002,8085,1222,99343,3532,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3911067,4459,1906741,3383,1542659,9152,1299517,8436,1098748,11055,21091,2656,50443,3781,43236,3543,41118,4460,44881,3296,195141,7746,77581,4703,6185,1485,18810,2344,23871,2473,31043,3085,37651,3015,48001,3373,10506,1544,964,650,4064,875,6025,1314,5982,1254,20460,2146,364082,9686,2004326,3343,1518924,10685,1125736,12805,943938,12670,19744,2110,55170,4427,36062,3442,32805,3599,38017,3642,310790,10139,161564,6340,11401,1711,25518,2503,38673,3690,31053,3332,42581,3677,82398,3991,21417,2337,1226,598,7042,1170,11712,1851,13313,1850,27688,2581,485402,10606,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4437683,4342,2173869,3036,1779786,8271,1440399,10319,1184639,9778,23218,2676,59076,4026,64851,4361,53831,4459,54784,3600,260159,8132,109610,5362,4583,1089,23334,2722,37547,3098,35531,3682,49554,3474,79228,4849,20135,2661,1435,629,5570,1137,11432,2002,11974,1708,28682,2499,394083,7957,2263814,3484,1729826,10987,1103861,11387,920058,11291,19585,2166,55569,3793,43645,3754,29250,3049,35754,3593,489975,8216,272148,7440,12170,1593,51142,3562,54658,3216,44945,3521,54912,3245,135990,6090,36074,3966,3308,638,12972,1445,19518,2001,22302,2279,41816,3329,533988,11256,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
