GEO_ID,C22002_001E,C22002_001M,C22002_002E,C22002_002M,C22002_003E,C22002_003M,C22002_004E,C22002_004M,C22002_005E,C22002_005M,C22002_006E,C22002_006M,C22002_007E,C22002_007M,NAME,C22002_001EA,C22002_001MA,C22002_002EA,C22002_002MA,C22002_003EA,C22002_003MA,C22002_004EA,C22002_004MA,C22002_005MA,C22002_005EA,C22002_006EA,C22002_006MA,C22002_007EA,C22002_007MA,state
0400000US01,1844546,11416,313871,8277,174481,6995,139390,5509,1530675,10586,421465,8812,1109210,10222,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,26807,2450,17132,2010,9675,1205,230523,3279,77649,3669,152874,4060,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,325811,10308,193039,8454,132772,6399,2030244,13791,570447,14470,1459797,15061,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,172475,7533,99141,5273,73334,5189,955146,8493,263962,7903,691184,8675,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,1040799,14953,776635,12538,264164,8622,11427944,25858,3789156,22330,7638788,25977,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,164571,6275,95840,5255,68731,3980,1810817,10896,542044,10355,1268773,12186,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,152131,5261,70688,3868,81443,3432,1199512,8434,363816,7425,835696,8732,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,39761,2908,23154,2319,16607,1834,293431,3938,84689,4189,208742,4691,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,38777,2972,16224,1797,22553,2286,229893,4238,38218,2331,191675,4282,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,1009671,16292,501522,13592,508149,12488,6096612,34131,1513499,17759,4583113,32807,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,528925,11735,309917,9230,219008,8156,2965617,15052,941527,13961,2024090,18555,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,48347,3770,25896,2662,22451,2551,400216,6354,126731,4899,273485,6127,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,78411,4431,46244,3160,32167,3229,501782,6576,152667,5265,349115,6173,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,574248,10994,323529,9318,250719,7095,4162960,15855,1229424,13276,2933536,16515,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,309162,8196,179819,6416,129343,6244,2157949,12996,629201,9751,1528748,12843,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,131640,5418,69078,3642,62562,3680,1085125,8270,298200,6503,786925,7202,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,107137,4443,59376,3517,47761,3123,994564,7378,303860,6158,690704,7364,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,290470,7415,149338,6296,141132,4718,1381664,10026,389802,8132,991862,9111,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,279937,8094,153468,5889,126469,5149,1422093,10446,414919,9430,1007174,9487,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,96409,4677,41485,2716,54924,3130,455642,6085,107325,4434,348317,5281,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,212016,7143,118970,5802,93046,4504,1922501,10879,588973,10322,1333528,11788,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,307473,7794,142526,7381,164947,5184,2224594,11646,638925,11628,1585669,11564,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,683932,9276,333355,7595,350577,6202,3088501,13401,822067,10338,2266434,12556,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,179303,5379,95572,4117,83731,4292,1917174,8979,561815,8072,1355359,9512,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,186626,6405,103435,4458,83191,4499,894365,8171,269470,7235,624895,7866,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,328652,8229,174350,6434,154302,5664,2012422,12300,563831,9214,1448591,12416,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,43998,3042,23571,2062,20427,2036,360252,4789,84380,3487,275872,4523,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,723800,4514,66679,3508,37568,2844,29111,2331,657121,4941,194950,4370,462171,5250,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,982352,9598,105596,5587,61972,5196,43624,3394,876756,10582,267505,7553,609251,9822,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,516454,4150,42705,3173,20308,2238,22397,2408,473749,4944,136263,3891,337486,5188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3167629,9918,252112,6424,138302,5508,113810,4509,2915517,12691,950671,11845,1964846,14491,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767285,6715,117904,4825,69163,4206,48741,2926,649381,7690,176304,6366,473077,8339,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7187938,18167,1090747,15280,517281,10785,573466,11879,6097191,20793,1758164,15492,4339027,25133,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3683364,19202,543033,12447,297284,9689,245749,8410,3140331,19018,891738,15663,2248593,18323,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,283440,2528,24881,2117,14343,1531,10538,1531,258559,3239,67686,3139,190873,3128,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4538555,15280,687866,11504,350137,9392,337729,8128,3850689,16293,1036174,11900,2814515,17426,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1442731,7338,205876,5351,113508,3994,92368,3456,1236855,7562,364062,7588,872793,8104,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516979,8379,286711,8110,133527,6259,153184,5734,1230268,10754,312395,7447,917873,9102,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4937333,13801,627156,11239,304187,8444,322969,6951,4310177,14987,1145486,14232,3164691,15513,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,412259,3948,60367,3235,28867,2878,31500,2650,351892,4866,93582,3899,258310,4612,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1768834,12783,273282,9639,149919,7338,123363,5964,1495552,12891,418955,10422,1076597,12201,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323215,3255,34242,2650,19672,2178,14570,1740,288973,3968,79616,3551,209357,4598,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2467428,12592,435209,9539,226470,7010,208739,6649,2032219,13369,541344,11130,1490875,12581,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8850370,21114,1205123,16422,805462,12611,399661,10735,7645247,26035,2572094,25667,5073153,29789,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,884253,5722,87628,4506,57242,4198,30386,2863,796625,6792,313620,6579,483005,5871,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257358,2656,35258,2573,16073,1489,19185,1816,222100,3039,54799,2482,167301,3397,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2990650,13887,287378,9050,160006,6509,127372,5887,2703272,14719,834660,12485,1868612,15129,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2632621,9876,382422,8810,196935,6554,185487,6922,2250199,10782,637425,9832,1612774,10948,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735408,6147,117950,4471,57108,3804,60842,2936,617458,6785,144374,5695,473084,6404,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2275352,8388,289996,7227,153707,5138,136289,4790,1985356,10509,529305,8315,1456051,9819,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222539,3310,13161,1730,7364,1254,5797,1287,209378,3619,57527,3106,151851,3489,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1256151,8804,471272,8107,191870,6270,279402,5939,784879,9411,246348,6455,538531,8827,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
