GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001MA,B16010_001EA,B16010_002MA,B16010_002EA,B16010_003EA,B16010_003MA,B16010_004EA,B16010_004MA,B16010_005EA,B16010_005MA,B16010_006MA,B16010_006EA,B16010_007MA,B16010_007EA,B16010_008EA,B16010_008MA,B16010_009EA,B16010_009MA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012EA,B16010_012MA,B16010_013MA,B16010_013EA,B16010_014EA,B16010_014MA,B16010_015EA,B16010_015MA,B16010_016MA,B16010_016EA,B16010_017EA,B16010_017MA,B16010_018MA,B16010_018EA,B16010_019EA,B16010_019MA,B16010_020EA,B16010_020MA,B16010_021MA,B16010_021EA,B16010_022EA,B16010_022MA,B16010_023EA,B16010_023MA,B16010_024MA,B16010_024EA,B16010_025EA,B16010_025MA,B16010_026EA,B16010_026MA,B16010_027EA,B16010_027MA,B16010_028EA,B16010_028MA,B16010_029EA,B16010_029MA,B16010_030MA,B16010_030EA,B16010_031EA,B16010_031MA,B16010_032MA,B16010_032EA,B16010_033EA,B16010_033MA,B16010_034EA,B16010_034MA,B16010_035EA,B16010_035MA,B16010_036EA,B16010_036MA,B16010_037MA,B16010_037EA,B16010_038EA,B16010_038MA,B16010_039EA,B16010_039MA,B16010_040EA,B16010_040MA,B16010_041EA,B16010_041MA,B16010_042EA,B16010_042MA,B16010_043MA,B16010_043EA,B16010_044EA,B16010_044MA,B16010_045EA,B16010_045MA,B16010_046MA,B16010_046EA,B16010_047EA,B16010_047MA,B16010_048MA,B16010_048EA,B16010_049EA,B16010_049MA,B16010_050EA,B16010_050MA,B16010_051MA,B16010_051EA,B16010_052EA,B16010_052MA,B16010_053EA,B16010_053MA,state
0400000US01,3193078,4624,551746,14373,208410,9170,175257,7821,29129,3219,812,435,2616,867,596,531,343336,10781,329446,10360,9762,2166,1104,404,2569,852,455,366,985450,12657,555557,12118,526423,11190,22375,3717,2310,978,3873,1217,576,343,429893,9086,420256,9025,5471,1616,2575,811,1349,537,242,265,945350,13152,631660,12592,609761,12768,12168,1728,5209,1121,3710,1097,812,409,313690,8926,304095,8839,4514,1002,3211,892,1380,596,490,383,710532,12099,526486,12425,495967,11730,10104,1833,9273,1528,9037,1568,2105,869,184046,5777,174233,5462,3442,882,3789,1038,2131,746,451,278,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456862,1804,37621,2878,19182,2439,11544,1742,1673,912,814,562,3276,1033,1875,397,18439,1463,10434,1205,430,246,527,306,2158,744,4890,535,128373,4664,85322,4351,70294,4061,2969,873,1205,541,5187,1091,5667,789,43051,3013,36027,2929,1144,510,735,428,2032,700,3113,400,170407,5688,126453,5424,109660,5451,3420,832,2514,966,6235,928,4624,973,43954,3024,39322,2926,954,408,848,422,1094,388,1736,435,120461,5752,99239,5635,86799,5422,3403,925,4100,1035,3548,962,1389,695,21222,1888,19079,1823,502,400,745,295,731,531,165,83,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4211223,3828,602097,14551,290536,12153,90684,7098,178491,8922,2778,1241,9516,1680,9067,1717,311561,9159,143009,7229,136066,6715,6647,1463,7193,1481,18646,1816,1036587,20711,563472,17072,394288,13064,133232,8570,8968,2266,8414,2040,18570,2047,473115,13058,375452,12062,69305,4480,9553,1821,4840,1354,13965,1845,1453341,22959,944332,18030,758461,16843,132943,6941,17481,3458,11697,2493,23750,2814,509009,13525,429772,12174,50491,4361,12128,2224,6644,1763,9974,1499,1119198,17134,774187,15957,645887,14737,59840,5004,29578,3351,26308,3569,12574,2266,345011,12063,298351,10854,19765,3121,15179,2891,9224,2191,2492,688,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1943427,3997,315541,10594,118471,6707,86031,5153,28814,3024,754,468,2872,1145,0,192,197070,8207,181817,7466,12143,2021,1121,517,1425,595,564,499,693216,14689,391718,11147,370420,10757,15414,2530,1784,716,3768,1426,332,307,301498,8116,292988,8000,5350,1761,1435,694,1249,541,476,498,539850,12564,358981,9911,344214,9675,9095,1835,2299,1147,2762,965,611,410,180869,7936,173444,7564,4019,1212,1877,534,1351,656,178,253,394820,10674,292668,9103,275055,8691,7127,1665,4898,1353,4779,1265,809,430,102152,4998,95430,4694,2745,1057,1836,909,2092,887,49,67,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24443872,5625,4622091,38750,2471333,32758,392032,13322,1855538,28682,41839,5204,170650,7313,11274,1909,2150758,21380,637337,15487,1113395,17005,109192,6898,265087,8480,25747,3761,5150994,40373,3144158,31995,1666559,24013,1096618,20826,101098,6210,252724,9280,27159,3406,2006836,24505,1316876,20237,401575,10350,96880,6150,175998,7436,15507,2257,7264467,36266,4961946,29649,3312325,29224,1008166,18744,188802,9311,413963,10470,38690,4460,2302521,23720,1731993,21664,268790,8920,97039,6224,184705,7769,19994,2813,7406320,43401,5593698,39408,3695109,36028,507713,12717,443215,12962,879059,12798,68602,5429,1812622,23644,1230550,17498,111005,5215,159058,6500,287548,9919,24461,3545,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3387310,3216,331285,9330,175885,7883,75475,5600,90631,5446,1977,837,5744,1344,2058,833,155400,6040,88036,4890,55080,3198,4404,1064,5857,1152,2023,871,757700,13160,477614,11744,393979,10515,64353,5615,6722,1258,8792,1818,3768,1200,280086,7550,241084,7004,26135,2693,5530,1126,5282,1245,2055,797,1055233,15452,760412,14233,682167,13699,48979,4263,12885,1696,10324,1679,6057,1723,294821,7843,264350,7717,17297,1991,7282,1513,4892,1399,1000,582,1243092,18741,961300,16389,859174,14761,37727,3473,36061,3786,21049,2641,7289,2119,281792,9408,252920,8616,10506,1889,10903,1810,5094,1042,2369,1196,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2444403,1883,266694,8473,114258,6501,48798,3733,45048,4449,13913,2360,5752,1662,747,442,152436,5791,86883,5360,37118,2857,23955,2607,3205,968,1275,564,676513,12158,432511,11260,332395,10055,58531,4401,33145,3489,5973,1459,2467,976,244002,6130,203147,5503,16495,2559,20856,2343,1781,677,1723,750,617137,11801,468329,10231,381858,8373,47009,3814,30874,3508,6064,1813,2524,947,148808,5844,127460,5338,9226,1746,10097,1552,1448,627,577,320,884059,13371,682618,11276,567605,10518,31232,3133,52307,4058,23710,2257,7764,2125,201441,6436,169796,5731,5045,1016,16790,1897,7719,1539,2091,916,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,611120,929,79516,4724,36237,2998,21659,2535,11066,1672,1493,910,1487,761,532,510,43279,3671,36811,3129,3178,1165,2409,855,512,291,369,270,192931,6829,116056,6456,105386,6187,7658,1899,2029,692,423,269,560,436,76875,3699,71478,3571,2207,838,2048,602,693,372,449,363,162430,6150,115513,5191,102784,5147,7171,1618,3503,1151,685,472,1370,624,46917,2799,43245,2796,1579,602,1574,626,396,259,123,115,176243,5352,132104,4291,111048,4217,5519,1516,8058,1434,5306,1040,2173,1000,44139,3207,36715,2935,1566,966,3335,1459,2107,761,416,342,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,428261,167,54690,3958,26106,2710,18607,2741,5968,1448,293,280,695,386,543,339,28584,2663,25548,2581,1805,787,186,159,627,364,418,280,75897,4546,44567,3635,37713,3400,3605,1069,1214,695,343,280,1692,1303,31330,2768,29839,2656,923,590,232,209,56,69,280,299,72910,4020,49478,3382,41176,3138,4507,1180,1907,939,283,234,1605,774,23432,2303,21805,2299,668,481,567,517,38,60,354,397,224764,4275,187981,4146,157583,4531,9950,1723,12753,1951,4558,1056,3137,1061,36783,3207,31094,3180,2274,1040,2217,678,260,209,938,562,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13267581,9014,1867802,24625,804732,17401,380986,12793,335838,12912,65685,5861,19744,3474,2479,1064,1063070,17435,651006,15729,317994,9926,70634,5287,17971,2787,5465,1620,4033074,39265,2265075,32412,1601761,26576,518152,14633,110216,8322,27646,3471,7300,1772,1767999,24918,1429372,20749,242783,9877,74286,5263,11904,2300,9654,2287,3937476,37708,2600939,33078,1950537,30190,482606,12892,128337,7158,29712,3660,9747,1963,1336537,17691,1101552,15771,153157,8042,62916,5352,11877,2213,7035,1940,3429229,32583,2374462,31886,1718169,26851,431982,17247,134242,7952,68812,4538,21257,3642,1054767,19853,841183,16304,119189,6808,62353,5353,19626,3004,12416,3498,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
