GEO_ID,C11001G_001E,C11001G_001M,C11001G_002E,C11001G_002M,C11001G_003E,C11001G_003M,C11001G_004E,C11001G_004M,C11001G_005E,C11001G_005M,NAME,C11001G_001EA,C11001G_001MA,C11001G_002EA,C11001G_002MA,C11001G_003EA,C11001G_003MA,C11001G_004MA,C11001G_004EA,C11001G_005MA,C11001G_005EA,state
0400000US01,16906,1910,9963,1515,7131,1194,2832,758,6943,1334,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12690,1840,8819,1462,4283,914,4536,1258,3871,1142,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40161,3684,25575,2686,17043,2350,8532,1690,14586,2725,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,14344,2040,8329,1500,5776,1165,2553,728,6015,1427,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,360984,9989,241195,8223,160831,6386,80364,4382,119789,5868,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41507,3036,27495,2594,17933,1837,9562,2087,14012,1657,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21001,2396,13250,1733,7353,1239,5897,1252,7751,1329,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,3881,878,2853,817,1812,618,1041,548,1028,469,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,5230,944,1709,451,1179,442,530,268,3521,940,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,93536,6503,60912,4722,41478,4368,19434,2345,32624,3745,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,37297,3520,25549,3147,15566,2425,9983,1773,11748,1982,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,72304,3710,53113,3139,33415,2619,19698,2251,19191,2326,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7469,1272,4854,1089,3671,990,1183,576,2615,831,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,58049,3505,34761,2503,22211,2068,12550,1741,23288,2578,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28510,2197,18231,2087,10257,1759,7974,1361,10279,1464,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10052,1543,6613,1189,3722,936,2891,806,3439,891,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20323,1893,13397,1791,8416,1378,4981,954,6926,1327,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,17185,2071,10559,1909,5794,1306,4765,1306,6626,1382,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19716,2035,11096,1651,6324,1329,4772,953,8620,1503,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5546,1117,2810,660,2012,668,798,338,2736,803,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,32398,2716,21203,2349,15359,2239,5844,1156,11195,1817,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43952,3536,29433,2939,16594,2221,12839,1867,14519,1867,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54804,3564,37810,2793,22662,2035,15148,1866,16994,1789,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25083,2209,16139,1979,8440,1099,7699,1436,8944,1413,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7066,1272,4635,1025,2490,761,2145,659,2431,762,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,33223,2470,22090,2347,13618,1909,8472,1632,11133,1564,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6141,1173,3858,973,2900,851,958,385,2283,781,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7613,1140,4561,877,2821,622,1740,629,3052,819,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22754,3153,13716,2552,7971,1978,5745,1503,9038,1797,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6342,1000,3797,793,2907,787,890,350,2545,866,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,54412,4003,39267,3016,25086,2062,14181,2123,15145,1995,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17146,1629,10110,1302,6636,1142,3474,825,7036,1327,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,128337,5074,80689,3841,43083,3270,37606,3090,47648,3570,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,39474,4047,25157,3221,14744,1906,10413,2252,14317,2304,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2224,635,1322,458,1075,430,247,140,902,395,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,55014,3471,35019,2477,17665,2154,17354,1927,19995,2227,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,82318,3874,54189,3028,35699,2536,18490,2021,28129,2373,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,36098,3068,20954,2489,13666,1997,7288,1496,15144,1977,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,49289,3519,33224,2936,17299,1758,15925,2181,16065,2184,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6535,1523,4048,885,2038,590,2010,739,2487,1142,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14937,2105,10278,1998,6289,1442,3989,1330,4659,1117,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3871,1218,2569,872,1608,670,961,485,1302,704,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,29359,3261,18554,2497,10773,1889,7781,1633,10805,2077,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,142885,6678,92930,5082,61021,4344,31909,3272,49955,4252,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,12554,1752,9413,1475,6690,1290,2723,781,3141,923,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3510,724,2273,563,1680,502,593,286,1237,488,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,52090,4589,34865,3505,22500,2934,12365,2110,17225,2953,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,72384,4262,45632,3366,31531,2734,14101,1894,26752,2941,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8825,1439,5690,868,3533,645,2157,616,3135,997,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,23868,2749,14118,1995,7809,1328,6309,1267,9750,1775,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3694,842,1570,564,855,404,715,423,2124,675,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,163840,5166,119546,4565,61307,3247,58239,3752,44294,2944,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
