GEO_ID,B27001B_001E,B27001B_001M,B27001B_002E,B27001B_002M,B27001B_003E,B27001B_003M,B27001B_004E,B27001B_004M,B27001B_005E,B27001B_005M,B27001B_006E,B27001B_006M,B27001B_007E,B27001B_007M,B27001B_008E,B27001B_008M,B27001B_009E,B27001B_009M,B27001B_010E,B27001B_010M,B27001B_011E,B27001B_011M,B27001B_012E,B27001B_012M,B27001B_013E,B27001B_013M,B27001B_014E,B27001B_014M,B27001B_015E,B27001B_015M,B27001B_016E,B27001B_016M,B27001B_017E,B27001B_017M,B27001B_018E,B27001B_018M,B27001B_019E,B27001B_019M,B27001B_020E,B27001B_020M,B27001B_021E,B27001B_021M,B27001B_022E,B27001B_022M,B27001B_023E,B27001B_023M,B27001B_024E,B27001B_024M,B27001B_025E,B27001B_025M,B27001B_026E,B27001B_026M,B27001B_027E,B27001B_027M,B27001B_028E,B27001B_028M,NAME,B27001B_001EA,B27001B_001MA,B27001B_002MA,B27001B_002EA,B27001B_003EA,B27001B_003MA,B27001B_004EA,B27001B_004MA,B27001B_005EA,B27001B_005MA,B27001B_006EA,B27001B_006MA,B27001B_007MA,B27001B_007EA,B27001B_008EA,B27001B_008MA,B27001B_009EA,B27001B_009MA,B27001B_010EA,B27001B_010MA,B27001B_011EA,B27001B_011MA,B27001B_012EA,B27001B_012MA,B27001B_013EA,B27001B_013MA,B27001B_014EA,B27001B_014MA,B27001B_015EA,B27001B_015MA,B27001B_016EA,B27001B_016MA,B27001B_017EA,B27001B_017MA,B27001B_018MA,B27001B_018EA,B27001B_019EA,B27001B_019MA,B27001B_020EA,B27001B_020MA,B27001B_021EA,B27001B_021MA,B27001B_022EA,B27001B_022MA,B27001B_023MA,B27001B_023EA,B27001B_024EA,B27001B_024MA,B27001B_025EA,B27001B_025MA,B27001B_026EA,B27001B_026MA,B27001B_027EA,B27001B_027MA,B27001B_028MA,B27001B_028EA,state
0400000US01,1250035,4948,113324,3406,110245,3485,3079,930,233978,3178,220780,3756,13198,2480,152929,2901,103743,4113,49186,3797,166651,4001,112237,4630,54414,4077,155400,3167,115055,3877,40345,3354,170096,3237,135172,3709,34924,3039,139748,1654,120439,2339,19309,1638,67603,1661,67423,1660,180,139,50306,1423,50233,1424,73,82,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21333,2179,1831,604,1831,604,0,149,4138,1168,3937,1146,201,236,1902,888,1183,716,719,492,5235,1440,3806,1357,1429,1008,2855,987,2534,993,321,330,2216,1012,1860,984,356,399,2161,543,1899,519,262,217,344,333,344,333,0,149,651,350,651,350,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,252686,8099,24680,4274,23152,4240,1528,883,53293,4109,48446,4316,4847,2002,32300,3120,21736,2587,10564,2703,37351,2595,25654,2360,11697,2754,32739,2183,25590,2715,7149,2230,31507,1044,24967,2391,6540,2265,22949,1181,19604,1537,3345,1235,11680,898,11288,1179,392,618,6187,495,6187,495,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,448648,4643,42848,2405,40698,2476,2150,1337,93784,2920,89673,2933,4111,1316,52204,2787,33503,2740,18701,2644,62451,2610,38238,3082,24213,2608,54333,2259,39840,2641,14493,2084,58455,2323,47011,2514,11444,1596,47741,1411,40658,1777,7083,1211,21295,1145,21295,1145,0,192,15537,876,15537,876,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2158323,16485,169827,6219,163683,6343,6144,1712,371457,8127,350135,7751,21322,3222,254752,4643,187242,6480,67510,5129,282123,5950,200540,5605,81583,4903,284083,4237,228640,5534,55443,4273,327525,5279,270047,6098,57478,4124,245564,2801,211909,4268,33655,3703,132267,2535,129639,2735,2628,852,90725,1598,89690,1751,1035,728,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,190283,5335,16773,1677,15967,1664,806,553,33663,2750,30479,2859,3184,1299,21155,1782,14712,1927,6443,1271,28028,2285,19789,1582,8239,1834,27233,1618,21435,1843,5798,1497,28879,1290,23839,1695,5040,1232,19355,834,16971,1104,2384,809,9947,680,9742,742,205,303,5250,560,5250,560,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,348406,5949,29124,2071,28137,1989,987,716,68464,2752,65870,2688,2594,1614,39519,1747,30948,2177,8571,1757,49195,2083,39512,2477,9683,1856,49381,1679,42502,1910,6879,1369,50011,1469,41574,1892,8437,1662,33699,1056,28770,1382,4929,1011,17846,852,17671,863,175,200,11167,766,11115,772,52,87,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,187121,3212,15340,1397,14740,1430,600,514,37124,2082,35794,2381,1330,1157,21235,1136,17253,1413,3982,1246,23617,701,19194,1196,4423,1068,25791,1031,22676,1228,3115,983,26599,737,24118,1177,2481,848,20562,382,18461,967,2101,836,11245,538,10908,670,337,380,5608,664,5442,682,166,244,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,303344,2281,24051,1142,23215,1509,836,847,43036,1320,41857,1693,1179,1183,35717,640,32026,1159,3691,989,39012,843,32996,1570,6016,1511,35678,751,31703,1271,3975,1069,45259,559,39871,1390,5388,1269,38771,586,36063,905,2708,732,22005,366,21686,497,319,304,19815,516,19781,517,34,56,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2949071,20304,274805,7865,247516,7651,27289,4449,564285,9971,486012,9656,78273,6609,363378,6175,221738,8593,141640,6682,418605,7930,251752,8170,166853,7629,384275,5701,254117,8197,130158,6947,397222,6400,282728,8268,114494,6625,287443,4174,218380,5804,69063,5476,156196,3699,149016,4387,7180,2220,102862,3052,99403,3318,3459,1244,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
