GEO_ID,B27005_001E,B27005_001M,B27005_002E,B27005_002M,B27005_003E,B27005_003M,B27005_004E,B27005_004M,B27005_005E,B27005_005M,B27005_006E,B27005_006M,B27005_007E,B27005_007M,B27005_008E,B27005_008M,B27005_009E,B27005_009M,B27005_010E,B27005_010M,B27005_011E,B27005_011M,B27005_012E,B27005_012M,B27005_013E,B27005_013M,B27005_014E,B27005_014M,B27005_015E,B27005_015M,B27005_016E,B27005_016M,B27005_017E,B27005_017M,B27005_018E,B27005_018M,B27005_019E,B27005_019M,B27005_020E,B27005_020M,B27005_021E,B27005_021M,B27005_022E,B27005_022M,B27005_023E,B27005_023M,B27005_024E,B27005_024M,B27005_025E,B27005_025M,B27005_026E,B27005_026M,B27005_027E,B27005_027M,B27005_028E,B27005_028M,B27005_029E,B27005_029M,B27005_030E,B27005_030M,B27005_031E,B27005_031M,B27005_032E,B27005_032M,B27005_033E,B27005_033M,B27005_034E,B27005_034M,B27005_035E,B27005_035M,B27005_036E,B27005_036M,B27005_037E,B27005_037M,B27005_038E,B27005_038M,B27005_039E,B27005_039M,B27005_040E,B27005_040M,B27005_041E,B27005_041M,B27005_042E,B27005_042M,B27005_043E,B27005_043M,B27005_044E,B27005_044M,B27005_045E,B27005_045M,B27005_046E,B27005_046M,B27005_047E,B27005_047M,B27005_048E,B27005_048M,B27005_049E,B27005_049M,B27005_050E,B27005_050M,B27005_051E,B27005_051M,B27005_052E,B27005_052M,B27005_053E,B27005_053M,B27005_054E,B27005_054M,B27005_055E,B27005_055M,B27005_056E,B27005_056M,B27005_057E,B27005_057M,NAME,B27005_001EA,B27005_001MA,B27005_002EA,B27005_002MA,B27005_003EA,B27005_003MA,B27005_004EA,B27005_004MA,B27005_005EA,B27005_005MA,B27005_006MA,B27005_006EA,B27005_007MA,B27005_007EA,B27005_008MA,B27005_008EA,B27005_009EA,B27005_009MA,B27005_010EA,B27005_010MA,B27005_011MA,B27005_011EA,B27005_012MA,B27005_012EA,B27005_013EA,B27005_013MA,B27005_014MA,B27005_014EA,B27005_015EA,B27005_015MA,B27005_016MA,B27005_016EA,B27005_017MA,B27005_017EA,B27005_018MA,B27005_018EA,B27005_019MA,B27005_019EA,B27005_020EA,B27005_020MA,B27005_021MA,B27005_021EA,B27005_022MA,B27005_022EA,B27005_023MA,B27005_023EA,B27005_024EA,B27005_024MA,B27005_025EA,B27005_025MA,B27005_026MA,B27005_026EA,B27005_027MA,B27005_027EA,B27005_028MA,B27005_028EA,B27005_029MA,B27005_029EA,B27005_030EA,B27005_030MA,B27005_031EA,B27005_031MA,B27005_032MA,B27005_032EA,B27005_033MA,B27005_033EA,B27005_034MA,B27005_034EA,B27005_035EA,B27005_035MA,B27005_036EA,B27005_036MA,B27005_037MA,B27005_037EA,B27005_038MA,B27005_038EA,B27005_039MA,B27005_039EA,B27005_040EA,B27005_040MA,B27005_041EA,B27005_041MA,B27005_042EA,B27005_042MA,B27005_043MA,B27005_043EA,B27005_044MA,B27005_044EA,B27005_045EA,B27005_045MA,B27005_046EA,B27005_046MA,B27005_047EA,B27005_047MA,B27005_048EA,B27005_048MA,B27005_049EA,B27005_049MA,B27005_050MA,B27005_050EA,B27005_051EA,B27005_051MA,B27005_052EA,B27005_052MA,B27005_053EA,B27005_053MA,B27005_054EA,B27005_054MA,B27005_055EA,B27005_055MA,B27005_056EA,B27005_056MA,B27005_057EA,B27005_057MA,state
0400000US01,4720067,2155,2262898,5633,185616,4083,11013,2102,174603,4083,383491,4927,27439,3447,356052,5914,235435,3207,24411,2517,211024,3604,279980,4180,21439,2699,258541,4595,284399,3324,24891,2655,259508,4536,327164,3015,31334,2698,295830,3862,287720,1701,33701,2704,254019,3088,171501,1563,49855,2989,121646,3253,107592,1452,41297,2106,66295,2526,2457169,5482,172283,3590,10672,1693,161611,4045,380735,4774,28879,3604,351856,5436,239509,2334,26594,2906,212915,3266,309685,3586,27941,3121,281744,4524,313892,3440,27468,2541,286424,4119,349996,2883,32768,2667,317228,3561,316244,1782,43507,2975,272737,3240,204722,1433,66658,2814,138064,3096,170103,1485,62689,3165,107414,3122,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,33525,1292,719,427,32806,1435,62160,1391,2568,749,59592,1557,36558,1332,2346,767,34212,1439,49026,1853,2010,619,47016,1890,43468,1474,1953,634,41515,1499,53827,1388,3619,854,50208,1595,47108,810,3794,849,43314,1162,18879,724,2308,564,16571,895,8861,529,2233,563,6628,743,345860,1555,30868,1199,848,428,30020,1304,61155,1241,2732,671,58423,1443,33476,1036,1392,562,32084,1137,49697,1598,1260,463,48437,1597,45740,1542,3012,905,42728,1696,52364,1319,4243,929,48121,1666,43316,783,3306,769,40010,1000,18371,919,2726,642,15645,1156,10873,414,2701,577,8172,674,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,273955,4932,16490,3373,257465,6473,556165,5588,46073,4259,510092,6842,319414,2860,30510,3341,288904,4534,414109,3603,33983,4466,380126,6185,400454,2645,27017,3471,373437,3663,402493,2432,35642,4048,366851,4538,355995,1385,42384,3271,313611,3549,246149,1443,68551,4477,177598,4560,172663,1141,62642,3064,110021,3503,3236883,4797,264887,5678,18813,3905,246074,6392,526823,5632,48691,5367,478132,6754,308566,2324,26165,3141,282401,3598,420107,2813,28720,3812,391387,4758,403218,2656,35176,4190,368042,4660,425489,2111,39214,3428,386275,3513,395589,1465,59934,4209,335655,4489,274832,1575,85669,5656,189163,5663,217372,1632,77043,4120,140329,4071,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,119246,3475,6052,1593,113194,3618,247467,3317,15999,2168,231468,4131,138726,3214,16389,1948,122337,3244,182262,3921,14077,2034,168185,4413,176043,3284,16667,1843,159376,3932,193582,2637,20610,2275,172972,3246,173630,1736,23975,2365,149655,2742,110563,1268,35960,2077,74603,2269,70914,1344,29789,1914,41125,1944,1472779,4226,114782,3103,3987,1121,110795,3224,227393,3102,17279,2829,210114,4348,138069,2317,10503,1577,127566,2617,189664,3210,12013,1956,177651,3547,181529,2798,16302,2329,165227,3371,203380,2183,19671,2268,183709,2992,186843,1581,28213,2339,158630,2744,124362,1227,47094,2058,77268,2263,106757,1364,42742,2445,64015,2566,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1559703,10345,108330,5602,1451373,11279,3171950,9927,296093,10593,2875857,12476,1971667,5732,232873,7385,1738794,8192,2650888,6226,218259,8503,2432629,11130,2520280,4835,213165,7748,2307115,8368,2562909,4671,268595,8629,2294314,9228,2011111,2808,261523,7789,1749588,8151,1092291,2538,227927,6111,864364,5886,796374,2679,217147,5690,579227,5695,18824616,6478,1495945,9659,104520,6987,1391425,11253,3024868,9757,266798,9475,2758070,12859,1901869,3557,224187,7871,1677682,8368,2621136,4439,214674,8216,2406462,8771,2564538,4815,227991,8152,2336547,9292,2626928,3174,287130,9163,2339798,9909,2176142,2641,305664,8470,1870478,8163,1262473,2583,297872,6296,964601,6390,1150717,2960,340589,8007,810128,7851,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,211664,3709,16751,2476,194913,4247,418383,3952,44637,4449,373746,4966,245747,2706,35492,3829,210255,4200,360129,3347,37355,3579,322774,5291,349106,3094,33209,3364,315897,4165,358068,2229,44303,3172,313765,3515,305160,1537,49613,3507,255547,3587,154588,1301,42796,2587,111792,2738,96026,1395,35732,2305,60294,2747,2526014,4098,198790,3382,16529,2322,182261,3794,397991,3769,41288,3482,356703,5116,236420,2373,34037,2820,202383,3525,358145,3180,31166,2983,326979,4163,343791,2857,35272,3013,308519,3819,363502,2389,46482,3027,317020,3843,318757,1418,55680,3238,263077,3417,170177,1363,56422,3310,113755,3465,138441,1350,53134,2833,85307,2898,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,120568,2238,5705,1125,114863,2668,289965,2513,22943,2559,267022,3588,163422,1483,16784,1963,146638,2409,204871,2089,17730,2009,187141,2810,221423,1747,18197,2016,203226,2678,275188,1739,28759,2545,246429,3220,220087,1154,26080,2429,194007,2741,120443,1037,32025,2010,88418,2141,91448,1083,36857,2004,54591,2098,1815294,2210,116657,2115,5633,1233,111024,2593,275160,2298,20304,2424,254856,3366,160873,1195,16193,1691,144680,1949,212676,1245,16338,2221,196338,2559,239207,1065,17973,2154,221234,2364,292900,1215,28269,2579,264631,2849,236651,935,29884,2294,206767,2494,140257,883,42523,2529,97734,2598,140913,1267,58262,2698,82651,2651,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,34100,1262,1295,532,32805,1323,70194,1286,4570,1225,65624,1588,43346,836,4252,1197,39094,1434,52887,1079,2699,836,50188,1325,54016,969,4207,1105,49809,1388,62592,966,5436,1248,57156,1610,54252,496,6107,1064,48145,1130,35027,624,9342,1143,25685,1188,22478,651,7027,928,15451,984,463240,1136,31943,1122,1645,564,30298,1227,68058,1321,5341,1122,62717,1522,45488,579,4651,1219,40837,1215,57543,1078,2822,810,54721,1299,57813,702,4463,908,53350,1082,68876,651,6770,1206,62106,1359,60964,573,6714,1126,54250,1246,40223,612,11506,1210,28717,1218,32332,745,11786,1306,20546,1475,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,21805,955,1878,777,19927,1219,31651,1049,2868,833,28783,1307,36002,693,6099,1295,29903,1488,60367,517,7546,1444,52821,1601,40822,805,5590,1387,35232,1275,37118,717,5271,1423,31847,1339,30338,525,4020,946,26318,1002,16200,382,3803,784,12397,805,10868,549,2988,601,7880,648,322994,788,21186,899,2019,906,19167,1009,30670,958,3864,1326,26806,1542,45955,307,8842,1442,37113,1410,70487,455,8685,1528,61802,1557,40935,517,4900,1048,36035,1252,37513,520,4445,1002,33068,1066,35621,334,5024,965,30597,1011,21260,249,5810,822,15450,849,19367,539,5777,777,13590,916,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,664588,7751,45310,4901,619278,8772,1375498,8266,117083,7400,1258415,11205,880382,5967,92972,6114,787410,7955,1109896,7423,80158,6395,1029738,10165,1145398,5512,95771,5800,1049627,7673,1311300,5846,124970,7011,1186330,8752,1129107,3351,140342,6627,988765,6900,821680,3876,207739,6661,613941,7475,651136,2667,225327,6259,425809,6494,9663309,8195,633126,8002,41442,4155,591684,8899,1313734,8552,104573,7166,1209161,10990,864757,5267,93946,6061,770811,7407,1147452,5987,87183,7156,1060269,8615,1209801,4703,94036,5876,1115765,7998,1389317,5047,140681,6347,1248636,6606,1281077,3783,187246,7356,1093831,7780,943420,3543,262065,6958,681355,7533,880625,2977,304287,8390,576338,9146,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
