GEO_ID,C08412_001E,C08412_001M,C08412_002E,C08412_002M,C08412_003E,C08412_003M,C08412_004E,C08412_004M,C08412_005E,C08412_005M,C08412_006E,C08412_006M,C08412_007E,C08412_007M,C08412_008E,C08412_008M,C08412_009E,C08412_009M,C08412_010E,C08412_010M,C08412_011E,C08412_011M,C08412_012E,C08412_012M,C08412_013E,C08412_013M,C08412_014E,C08412_014M,C08412_015E,C08412_015M,C08412_016E,C08412_016M,C08412_017E,C08412_017M,C08412_018E,C08412_018M,C08412_019E,C08412_019M,C08412_020E,C08412_020M,C08412_021E,C08412_021M,C08412_022E,C08412_022M,C08412_023E,C08412_023M,C08412_024E,C08412_024M,C08412_025E,C08412_025M,C08412_026E,C08412_026M,C08412_027E,C08412_027M,C08412_028E,C08412_028M,C08412_029E,C08412_029M,C08412_030E,C08412_030M,NAME,C08412_001EA,C08412_001MA,C08412_002MA,C08412_002EA,C08412_003EA,C08412_003MA,C08412_004MA,C08412_004EA,C08412_005EA,C08412_005MA,C08412_006EA,C08412_006MA,C08412_007MA,C08412_007EA,C08412_008EA,C08412_008MA,C08412_009EA,C08412_009MA,C08412_010MA,C08412_010EA,C08412_011EA,C08412_011MA,C08412_012MA,C08412_012EA,C08412_013EA,C08412_013MA,C08412_014EA,C08412_014MA,C08412_015MA,C08412_015EA,C08412_016EA,C08412_016MA,C08412_017MA,C08412_017EA,C08412_018MA,C08412_018EA,C08412_019EA,C08412_019MA,C08412_020EA,C08412_020MA,C08412_021MA,C08412_021EA,C08412_022EA,C08412_022MA,C08412_023MA,C08412_023EA,C08412_024EA,C08412_024MA,C08412_025EA,C08412_025MA,C08412_026MA,C08412_026EA,C08412_027EA,C08412_027MA,C08412_028MA,C08412_028EA,C08412_029MA,C08412_029EA,C08412_030EA,C08412_030MA,state
0400000US01,1863630,18277,248543,10694,289000,8241,318831,9480,290345,8629,108965,5559,264075,8752,98759,6097,133486,6569,111626,5573,970681,11072,122134,6872,135346,5666,158502,5891,150325,6353,54203,3602,139571,6726,55468,4034,78058,4618,77074,4135,892949,12243,126409,6615,153654,5667,160329,7621,140020,6356,54762,3884,124504,5744,43291,3469,55428,4654,34552,2919,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,339050,6130,86416,4187,63471,3668,64643,5578,52295,4314,14653,2288,25751,2669,7363,1682,8283,1440,16175,2643,186364,4007,47171,3090,33075,2774,34478,3439,28296,2748,8315,1605,13874,1895,4308,1249,5052,973,11795,1770,152686,4625,39245,2570,30396,2612,30165,3471,23999,2628,6338,1326,11877,1768,3055,1041,3231,919,4380,1420,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2477654,19011,304098,11051,350383,13311,375785,12978,379875,11051,171095,9032,386858,13999,180676,8046,181684,9856,147200,9284,1331402,15924,147210,7695,177361,8343,198900,8697,207577,8534,91277,6638,211209,10641,100655,6661,108073,7349,89140,7077,1146252,14865,156888,6810,173022,8889,176885,9145,172298,7844,79818,5299,175649,8878,80021,5560,73611,5336,58060,5356,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1174257,11250,231498,8685,211093,8146,196369,8129,165408,7942,62912,5461,131696,6318,54331,3553,63619,4132,57331,4453,621734,8173,117480,6157,109261,5284,98969,5489,83745,5123,33053,3584,73444,4560,30390,2527,36360,2775,39032,3521,552523,7853,114018,5541,101832,5801,97400,5449,81663,5398,29859,3264,58252,4419,23941,2605,27259,2838,18299,2542,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15185137,40309,1646348,21247,2079631,24104,2371167,33168,2221822,23111,843822,18344,2300828,27277,972489,21919,1217722,18888,1531308,24531,8309742,29519,821649,13385,1066519,17032,1241515,22075,1199265,16787,458602,15196,1300799,19978,550650,15512,708545,13354,962198,20235,6875395,28635,824699,16789,1013112,17334,1129652,20677,1022557,15647,385220,9921,1000029,17823,421839,12122,509177,12687,569110,12828,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2307427,14330,328467,8624,334996,11622,380328,11275,351951,8714,147452,6508,320046,10533,141351,6932,154389,6963,148447,8422,1245544,9968,162461,6225,172871,8149,197905,7687,189198,6702,82064,4713,178222,6946,79344,5500,85960,5082,97519,6438,1061883,9701,166006,6773,162125,7085,182423,7511,162753,6379,65388,4169,141824,7330,62007,4170,68429,4191,50928,3875,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1638518,13448,218817,9069,246791,8607,266616,10625,261305,8999,107622,5976,211266,8208,107643,5109,112825,5610,105633,6203,846680,9364,98635,6920,120238,6035,134636,6695,131419,6138,55011,3993,116328,5923,60749,3564,64350,3704,65314,4808,791838,9895,120182,5206,126553,4982,131980,5863,129886,5241,52611,4118,94938,5142,46894,3681,48475,3983,40319,3240,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,392710,7003,46037,3507,57971,4241,69555,4122,70633,3994,24114,2524,48752,4269,23904,2468,26942,3325,24802,2292,197564,4744,24036,2356,24842,2691,34417,3054,34728,3222,11618,1572,25376,2860,13074,1801,14997,2352,14476,1592,195146,4967,22001,1915,33129,2948,35138,2897,35905,2604,12496,1985,23376,2662,10830,1424,11945,1771,10326,1415,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,790881,14253,19720,2360,27041,3291,52109,3540,75102,4331,36538,3210,124165,6099,91508,5177,148317,6767,216381,9537,409464,9934,11184,1790,14598,2917,25213,2519,42287,3183,18596,1997,62964,4369,48790,3740,72735,4749,113097,6764,381417,9504,8536,1422,12443,1728,26896,2585,32815,2944,17942,2241,61201,3820,42718,3149,75582,4788,103284,5808,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7583135,36127,746776,17201,976041,23335,1185830,21216,1265442,26409,525274,14895,1243974,20090,538992,15914,617266,17041,483540,15711,3903507,24417,361253,11882,470215,15958,583235,16058,650510,17964,263447,11083,657586,16769,286613,11421,341756,12119,288892,11931,3679628,24641,385523,12144,505826,12804,602595,14367,614932,16152,261827,10899,586388,14000,252379,9805,275510,9383,194648,8360,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
