GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001EA,B27019_001MA,B27019_002EA,B27019_002MA,B27019_003EA,B27019_003MA,B27019_004EA,B27019_004MA,B27019_005MA,B27019_005EA,B27019_006MA,B27019_006EA,B27019_007EA,B27019_007MA,B27019_008EA,B27019_008MA,B27019_009EA,B27019_009MA,B27019_010MA,B27019_010EA,B27019_011MA,B27019_011EA,B27019_012EA,B27019_012MA,B27019_013EA,B27019_013MA,B27019_014EA,B27019_014MA,B27019_015EA,B27019_015MA,B27019_016MA,B27019_016EA,B27019_017MA,B27019_017EA,B27019_018EA,B27019_018MA,B27019_019EA,B27019_019MA,B27019_020EA,B27019_020MA,B27019_021EA,B27019_021MA,B27019_022MA,B27019_022EA,B27019_023EA,B27019_023MA,B27019_024EA,B27019_024MA,B27019_025EA,B27019_025MA,B27019_026EA,B27019_026MA,B27019_027MA,B27019_027EA,B27019_028MA,B27019_028EA,B27019_029MA,B27019_029EA,B27019_030EA,B27019_030MA,B27019_031EA,B27019_031MA,B27019_032MA,B27019_032EA,B27019_033MA,B27019_033EA,B27019_034MA,B27019_034EA,B27019_035EA,B27019_035MA,B27019_036EA,B27019_036MA,B27019_037EA,B27019_037MA,B27019_038MA,B27019_038EA,B27019_039MA,B27019_039EA,B27019_040MA,B27019_040EA,B27019_041EA,B27019_041MA,B27019_042EA,B27019_042MA,B27019_043MA,B27019_043EA,state
0400000US01,3122998,4932,2469080,4940,356715,12658,219996,8820,124761,6106,112405,6918,136719,7609,739773,10943,557357,11390,460136,11489,133225,6509,182416,8018,783647,12077,645124,10764,577760,10908,108710,4788,138523,7032,588945,12081,555126,11493,541729,11378,35225,3225,33819,3540,653918,2352,170908,4957,169643,5006,81686,3866,168356,4954,1265,731,224634,4898,224304,4894,145940,5014,220677,4984,330,270,144127,5327,143668,5252,106565,4797,140897,5226,459,369,114249,4477,114082,4469,91039,3806,111393,4365,167,209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,441530,2385,384546,2550,25982,2448,13305,1652,7209,1171,6533,1196,12677,1836,109713,4638,71021,4151,58246,3688,15472,2104,38692,2871,145811,5572,111492,4959,100723,4737,18670,2608,34319,3314,103040,5670,93728,5318,92599,5329,5424,1115,9312,1644,56984,1124,10567,1191,10075,1190,4675,1040,9980,1166,492,369,14247,1460,14037,1493,7794,1126,13300,1514,210,200,17794,1528,17683,1527,11470,1488,16952,1409,111,101,14376,1279,14126,1259,10972,1273,13427,1219,250,212,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4128470,4532,3217454,4363,439791,13929,239446,10321,119326,7593,130172,7141,200345,8556,750096,18312,548050,17562,399144,14629,177719,10399,202046,10297,1151258,18879,940385,17015,769020,16063,217917,7368,210873,12428,876309,16422,795162,16495,753968,15681,69286,6274,81147,7763,911016,1963,139380,5716,134973,5580,52100,4317,131874,5340,4407,1454,261333,8323,259290,8350,153252,6675,254122,8319,2043,750,274954,9015,272731,9093,180877,8394,266482,9059,2223,1114,235349,9051,234333,9052,167701,7923,227303,8973,1016,553,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1899529,4064,1486933,4485,199256,8853,116190,7246,64941,5195,60076,4576,83066,5801,517104,12612,365686,11281,291930,10513,96754,4902,151418,7743,445997,11375,348877,10861,302727,9679,67468,4005,97120,6078,324576,9097,298794,9383,288864,9227,22284,2526,25782,2520,412596,2012,101148,4635,100925,4643,45016,2835,100231,4622,223,229,157720,4777,157550,4775,97126,3772,155986,4717,170,142,86511,4538,86385,4544,60606,3784,85006,4521,126,167,67217,3986,66827,3897,52537,3778,64878,3909,390,337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24035787,7657,19733932,8213,3508917,35384,1845919,26454,1046337,20964,859254,17236,1662998,28117,4042732,36177,2786315,31340,2177735,25286,714998,17744,1256417,21098,5999939,32718,4807235,32153,4163524,29247,844204,16151,1192704,18850,6182344,39341,5567442,36677,5400090,35908,281578,8947,614902,15796,4301855,3714,988349,13925,948150,13079,281317,8576,931307,13047,40199,4158,991315,14911,977662,14915,537950,9681,951167,14859,13653,2087,1140267,13136,1131724,13074,721001,10375,1094494,12662,8543,1635,1181924,17569,1169927,17487,784516,14584,1102966,16633,11997,2220,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3315890,4029,2756658,4953,238305,8963,119928,7216,74222,5898,51458,4156,118377,6687,574324,12690,415141,11380,346573,10020,89572,5146,159183,7431,883503,14730,724146,13099,643707,12070,116814,5457,159357,7486,1060526,17658,976714,15965,950373,15757,50493,3721,83812,7074,559232,2003,73141,3605,71272,3689,32534,2990,69904,3636,1869,865,161146,5015,160464,4989,104576,4804,156349,4775,682,359,151709,4031,151081,4030,103909,3964,146612,4043,628,457,173236,5562,172858,5546,125796,5311,165627,5486,378,252,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2396064,2318,1903003,3006,160924,6840,112287,5402,55142,4295,62351,3957,48637,5317,490659,10521,403555,9354,322388,9802,98725,5047,87104,5190,514023,10317,456993,10208,392939,10083,81862,5079,57030,4386,737397,11408,697740,10563,680431,10517,28524,3058,39657,4154,493061,1525,93005,4213,91091,4146,47438,3254,89978,4135,1914,863,166865,4574,165600,4488,112359,4438,160963,4310,1265,675,93186,4286,92742,4231,68084,3819,90335,4170,444,478,140005,4264,139362,4153,107014,4307,131286,4146,643,459,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,599003,1121,468943,1240,50281,3748,34340,3097,17757,2245,18440,2291,15941,2462,144119,6211,121386,5464,93181,5321,34962,3428,22733,3015,131285,5698,117476,5071,103586,5050,21363,2231,13809,2154,143258,4803,134868,5166,130495,5045,7903,1760,8390,1677,130060,874,25260,2244,25052,2206,13516,1647,24598,2184,208,254,44368,2731,44199,2723,31566,2543,43621,2706,169,149,28028,2395,28028,2395,21979,2042,27348,2363,0,192,32404,2596,32107,2575,26563,2526,30855,2538,297,369,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,420896,788,353201,908,37204,3276,30980,3068,12275,2223,21366,2632,6224,1389,57994,3911,49873,3896,28678,3078,26086,2818,8121,2176,60728,3616,54396,3487,38435,2801,20777,2826,6332,1488,197275,3870,186755,3986,182925,4081,7281,1305,10520,2164,67695,543,15220,1553,15099,1578,8326,1248,14694,1540,121,157,15279,1663,14987,1625,10630,1469,13646,1492,292,300,10591,1254,10553,1241,8258,1081,9792,1215,38,64,26605,1538,26556,1539,22959,1633,23525,1489,49,81,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13020209,9653,9723348,11130,1156481,21379,570435,18165,323094,14881,279138,11734,586046,15769,2844231,34964,1814468,30744,1448087,28213,454327,14708,1029763,22614,3084420,37983,2319573,33316,2036191,32861,400625,12354,764847,19967,2638216,29876,2259217,28474,2179712,28286,142310,8100,378999,12761,3296861,5344,633034,13130,610371,12680,219204,7903,600568,12417,22663,3597,1103962,16636,1091257,16905,617171,13322,1072213,17216,12705,2524,796800,15924,789807,15549,507281,13744,772152,15391,6993,1913,763065,13307,757463,13400,518058,13024,731039,13479,5602,1602,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
