GEO_ID,B24042_001E,B24042_001M,B24042_002E,B24042_002M,B24042_003E,B24042_003M,B24042_004E,B24042_004M,B24042_005E,B24042_005M,B24042_006E,B24042_006M,B24042_007E,B24042_007M,B24042_008E,B24042_008M,B24042_009E,B24042_009M,B24042_010E,B24042_010M,B24042_011E,B24042_011M,B24042_012E,B24042_012M,B24042_013E,B24042_013M,B24042_014E,B24042_014M,B24042_015E,B24042_015M,B24042_016E,B24042_016M,B24042_017E,B24042_017M,B24042_018E,B24042_018M,B24042_019E,B24042_019M,B24042_020E,B24042_020M,B24042_021E,B24042_021M,B24042_022E,B24042_022M,B24042_023E,B24042_023M,B24042_024E,B24042_024M,B24042_025E,B24042_025M,B24042_026E,B24042_026M,B24042_027E,B24042_027M,B24042_028E,B24042_028M,B24042_029E,B24042_029M,B24042_030E,B24042_030M,B24042_031E,B24042_031M,B24042_032E,B24042_032M,B24042_033E,B24042_033M,B24042_034E,B24042_034M,B24042_035E,B24042_035M,B24042_036E,B24042_036M,B24042_037E,B24042_037M,B24042_038E,B24042_038M,B24042_039E,B24042_039M,B24042_040E,B24042_040M,B24042_041E,B24042_041M,B24042_042E,B24042_042M,B24042_043E,B24042_043M,B24042_044E,B24042_044M,B24042_045E,B24042_045M,B24042_046E,B24042_046M,B24042_047E,B24042_047M,B24042_048E,B24042_048M,B24042_049E,B24042_049M,B24042_050E,B24042_050M,B24042_051E,B24042_051M,B24042_052E,B24042_052M,B24042_053E,B24042_053M,B24042_054E,B24042_054M,NAME,B24042_001MA,B24042_001EA,B24042_002EA,B24042_002MA,B24042_003MA,B24042_003EA,B24042_004EA,B24042_004MA,B24042_005EA,B24042_005MA,B24042_006MA,B24042_006EA,B24042_007MA,B24042_007EA,B24042_008EA,B24042_008MA,B24042_009EA,B24042_009MA,B24042_010EA,B24042_010MA,B24042_011MA,B24042_011EA,B24042_012MA,B24042_012EA,B24042_013EA,B24042_013MA,B24042_014MA,B24042_014EA,B24042_015EA,B24042_015MA,B24042_016MA,B24042_016EA,B24042_017MA,B24042_017EA,B24042_018MA,B24042_018EA,B24042_019EA,B24042_019MA,B24042_020EA,B24042_020MA,B24042_021MA,B24042_021EA,B24042_022MA,B24042_022EA,B24042_023MA,B24042_023EA,B24042_024EA,B24042_024MA,B24042_025EA,B24042_025MA,B24042_026EA,B24042_026MA,B24042_027MA,B24042_027EA,B24042_028MA,B24042_028EA,B24042_029MA,B24042_029EA,B24042_030EA,B24042_030MA,B24042_031EA,B24042_031MA,B24042_032MA,B24042_032EA,B24042_033MA,B24042_033EA,B24042_034MA,B24042_034EA,B24042_035EA,B24042_035MA,B24042_036EA,B24042_036MA,B24042_037EA,B24042_037MA,B24042_038MA,B24042_038EA,B24042_039MA,B24042_039EA,B24042_040EA,B24042_040MA,B24042_041EA,B24042_041MA,B24042_042EA,B24042_042MA,B24042_043EA,B24042_043MA,B24042_044EA,B24042_044MA,B24042_045MA,B24042_045EA,B24042_046EA,B24042_046MA,B24042_047EA,B24042_047MA,B24042_048EA,B24042_048MA,B24042_049EA,B24042_049MA,B24042_050MA,B24042_050EA,B24042_051MA,B24042_051EA,B24042_052EA,B24042_052MA,B24042_053EA,B24042_053MA,B24042_054EA,B24042_054MA,state
0400000US01,43063,1156,40541,2406,32782,4500,56198,8688,35592,1589,45309,1705,41889,2324,32672,1538,51577,1258,50031,3237,61376,2045,49326,6151,55751,5226,69224,7180,36444,1479,51679,1770,76118,5149,61852,24438,31807,2839,49240,2411,48212,2441,50532,2659,22426,1446,37048,6477,20674,1417,31702,1808,52194,1682,31891,283,26760,8142,25670,3492,53333,57496,30528,1784,29785,1239,36573,3289,23163,1438,43953,5785,45384,5370,40816,6189,35983,4332,34775,1393,35029,1365,31864,4768,34489,2496,40058,3078,30598,1824,24485,2394,36438,818,42065,702,31841,717,18317,1266,27394,5240,17633,1179,23924,2107,41287,1428,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,55669,3757,75243,10448,61406,31908,80866,11502,61087,5524,42114,15121,57715,12366,36673,3252,55689,7259,51880,4608,86875,20489,81429,22755,51716,7046,67708,33094,46162,6031,75637,6414,81579,7384,164432,101004,49142,7980,65777,2673,64118,1750,74886,17040,32262,8822,41496,6697,29724,3949,44029,3711,62496,6964,40463,1169,66904,17513,69091,24210,66701,23255,40069,2435,41875,27308,45110,15227,27904,1721,45487,5698,45758,8565,44453,11207,49832,3832,40492,2937,40769,1941,35124,14344,40886,7600,42412,13744,27454,8613,40530,8632,40667,1742,50146,9702,38563,2683,25007,2968,40417,16216,24242,2307,33763,7990,49840,3124,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42976,1129,46705,10196,28407,4480,61755,2667,38756,2715,52357,3891,41550,1813,35142,2136,48946,3052,43903,2923,70051,11018,56667,9197,47302,3012,51189,4119,40667,4458,46446,4146,75764,6185,114167,219146,28852,3518,45883,2179,45213,2221,46692,5678,27521,3266,34151,4532,24512,2518,33818,3419,52592,4722,36077,463,50538,12407,31509,21867,67198,8861,36635,5667,40568,4734,40651,3717,27000,1096,35333,2659,33421,2199,50379,12085,50692,5606,38517,2027,37956,2293,39725,2105,40618,2084,52520,3815,37334,41080,27269,2011,39262,1275,40474,631,37246,1828,22188,872,27879,7012,21528,933,26142,2100,40381,1405,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37723,1075,31215,2000,27348,2015,48097,6545,33940,2919,37491,1228,40577,4304,32694,2128,42855,3541,42048,2360,47467,6113,46960,11279,48296,6365,52369,8361,36168,3996,45341,7164,59365,6290,79526,143312,26755,4276,45780,3647,44283,4684,47098,5003,22653,2038,30835,871,21284,1719,32027,1556,41994,2240,30807,513,21602,4634,20654,7065,32658,27270,33418,7185,26847,1236,32154,8047,24499,1494,39968,3048,41063,2257,36353,2618,40724,7134,31158,1003,31683,1177,26030,4101,34603,4165,40916,5909,44622,47243,22615,4295,35280,1030,39115,1825,31375,1254,16721,1824,24121,8567,15873,1634,23462,2195,34742,2277,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50001,317,28084,1229,25810,775,67082,7049,44044,2451,53038,1203,45144,1985,37072,541,50025,966,44503,1817,80900,1192,71258,1420,64836,2640,75818,3490,46279,3052,61277,705,87987,3242,81717,12620,30764,592,57335,1502,60459,823,55308,1755,29144,1415,40586,1535,25328,844,34582,1479,74068,2065,41907,188,23352,2244,22089,1072,41751,6481,47033,2530,40604,804,39996,2054,31023,464,47209,1652,41724,1085,70100,5386,57122,3821,47715,1295,50122,902,42039,1638,50861,538,60340,869,56146,3471,31244,832,45851,466,52991,1198,41571,373,25158,692,36667,1563,22649,642,26512,869,53809,1987,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,51327,360,51415,2107,35294,4733,70197,5346,42598,2065,59631,3662,50104,2654,37136,1350,51922,1112,49275,3832,70043,4230,68329,3480,61655,3293,71967,4420,45830,6302,67661,3872,85064,3018,40223,40711,36572,1804,52038,1025,50607,1383,60042,7370,30578,979,36309,3785,28269,2087,41528,2050,64777,2443,40289,441,40364,10000,28365,5044,56979,9237,43984,3571,45014,4809,40355,3419,29833,1344,45567,2001,43677,5113,49572,6687,48026,5166,43133,2455,42509,2016,45561,4692,48556,3670,56138,1762,43992,14414,29795,3575,41263,615,43515,1642,39336,1975,23261,1868,30581,3751,22158,1217,31143,1858,48789,3103,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,60945,592,43761,3903,40241,9178,45781,10362,51557,1050,65292,2077,54864,8345,45283,2051,56589,2728,51225,1628,83251,4802,71293,2089,99570,7052,107461,7799,60945,8829,80999,1589,97423,6388,103841,91100,45237,5684,60352,1997,59661,2820,61133,3161,34791,2405,41603,2821,30796,2569,41249,2020,71862,2806,47519,1009,42952,12808,42535,13684,-666666666,-222222222,42480,7273,47014,3670,56561,6766,34235,2127,45502,4879,38964,7042,57069,10469,52254,5603,57853,3845,60255,2503,46839,7727,56077,2696,59952,4438,87120,10023,44430,7118,48815,1765,55365,1885,44513,1655,28585,2962,32686,3251,24706,3348,34152,3515,61026,2733,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50703,700,41279,15768,41279,15768,-666666666,-222222222,50450,2774,52174,7970,52566,3376,39962,4706,55414,4861,53508,4762,76250,28369,51466,6917,61961,9589,68007,12468,45757,2681,56212,6289,70326,21048,250001,-333333333,37403,7008,55109,4203,51759,2400,61400,9384,29800,5982,39875,7715,26859,4040,38705,4568,54356,4794,40564,1139,42469,35684,42469,35684,-666666666,-222222222,41647,3022,49676,4685,60057,11277,26408,1757,44391,5424,43516,6580,72420,27853,43246,9179,45685,4405,46750,4803,34245,11164,43689,3500,50884,6514,65170,40289,32362,6486,43239,2762,46619,3796,41417,3100,26480,3448,29400,6159,25597,4422,24291,9943,40807,3972,Delaware,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"250,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,67683,3861,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,43660,8954,101355,35418,85324,64200,31771,17214,41178,2494,40409,10897,71806,5748,70923,4226,101456,19793,128224,42464,72950,30462,82411,9442,92613,8049,61962,237712,35070,3932,58478,2865,58969,5209,58098,5352,40934,3914,54813,13171,35968,7637,55681,8216,96006,8472,60545,1689,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,51149,19470,104489,65336,60117,66953,35200,5795,47906,11333,48166,10434,23021,9853,61968,11776,68289,11382,75163,14979,55756,13409,65946,5543,70415,5541,-666666666,-222222222,41923,14364,52318,2631,54797,2768,48130,7100,32289,4210,40019,8055,26983,4677,56641,7020,77533,5599,District of Columbia,null,null,-,**,**,-,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,-,**,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40997,261,22948,2492,21202,2184,49049,6950,36207,833,46874,1648,41862,1549,34001,1334,45814,1211,43040,2501,56900,6478,51462,1276,51045,1144,57779,3343,40047,3546,45552,1656,71475,1553,71902,20172,29268,1639,47130,1220,43757,2437,51054,1034,27170,683,35697,1647,25185,903,32143,854,52249,996,33875,487,19222,4009,17430,2550,67180,91937,35147,3354,32653,2041,39090,3602,26653,621,40561,1438,38039,2616,51176,3774,40040,3365,39719,1217,40293,905,36488,1437,37027,879,45041,2022,38333,8230,28208,1932,36758,436,40146,460,34563,891,21936,508,29571,1833,21069,468,24264,1479,40826,826,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
