GEO_ID,B15002I_001E,B15002I_001M,B15002I_002E,B15002I_002M,B15002I_003E,B15002I_003M,B15002I_004E,B15002I_004M,B15002I_005E,B15002I_005M,B15002I_006E,B15002I_006M,B15002I_007E,B15002I_007M,B15002I_008E,B15002I_008M,B15002I_009E,B15002I_009M,B15002I_010E,B15002I_010M,B15002I_011E,B15002I_011M,B15002I_012E,B15002I_012M,B15002I_013E,B15002I_013M,B15002I_014E,B15002I_014M,B15002I_015E,B15002I_015M,B15002I_016E,B15002I_016M,B15002I_017E,B15002I_017M,B15002I_018E,B15002I_018M,B15002I_019E,B15002I_019M,NAME,B15002I_001EA,B15002I_001MA,B15002I_002EA,B15002I_002MA,B15002I_003MA,B15002I_003EA,B15002I_004MA,B15002I_004EA,B15002I_005EA,B15002I_005MA,B15002I_006EA,B15002I_006MA,B15002I_007EA,B15002I_007MA,B15002I_008MA,B15002I_008EA,B15002I_009MA,B15002I_009EA,B15002I_010MA,B15002I_010EA,B15002I_011EA,B15002I_011MA,B15002I_012EA,B15002I_012MA,B15002I_013EA,B15002I_013MA,B15002I_014MA,B15002I_014EA,B15002I_015MA,B15002I_015EA,B15002I_016EA,B15002I_016MA,B15002I_017EA,B15002I_017MA,B15002I_018EA,B15002I_018MA,B15002I_019MA,B15002I_019EA,state
0400000US20,143351,2172,74084,1526,20382,1810,10106,1612,17428,2120,4115,1014,11443,1700,2131,816,5651,1140,2828,1011,69267,1434,14839,1702,10448,1772,15728,2036,2465,835,13481,1841,3448,1037,6817,1257,2041,614,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,62497,2128,33483,1967,7419,1348,5380,1052,8858,1619,2558,848,4495,1075,897,453,2077,942,1799,801,29014,1372,4684,987,3885,1061,7750,1761,1587,752,4389,1060,2019,803,3135,964,1565,692,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,120103,2318,67135,2097,10981,1847,7728,1967,19980,2625,2908,1211,12170,2163,2978,1034,7095,1507,3295,846,52968,1565,6936,1761,6539,1621,13684,2032,2572,795,10317,1450,2925,1036,6472,1567,3523,897,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9074,693,3935,719,532,344,769,481,1164,533,42,52,323,254,342,292,306,207,457,364,5139,740,221,188,161,151,920,371,226,230,1440,619,580,403,926,449,665,356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,273880,1770,142872,1385,38281,3947,20875,2624,26677,3367,2648,946,24412,2774,3854,1316,15892,2144,10233,1742,131008,1194,28277,2791,17924,2691,22725,2288,2697,1050,23541,2743,5315,1305,18202,2274,12327,1908,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,344449,913,163798,773,33485,2728,26299,2657,39754,3373,7812,1547,22641,2370,5411,1458,17769,2137,10627,1812,180651,572,34758,3079,23953,2425,39602,3284,7333,1287,34711,2818,10093,1765,18545,2111,11656,1739,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,219456,2510,110230,1857,19805,1849,16768,1773,25603,2333,6376,1430,19551,1842,5782,1058,9858,1652,6487,1250,109226,2066,16942,1962,15138,1927,22189,2137,5248,1205,25259,2302,7138,1088,11751,1638,5561,1194,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,121419,1896,65375,1576,14049,1738,9882,1573,17624,2355,3990,888,9081,1462,3009,832,4277,1009,3463,984,56044,1329,10459,1547,9511,1627,13409,1654,2087,642,8222,1152,3331,865,6340,1498,2685,853,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,45010,2677,28001,2377,9254,1585,6263,1388,6151,1326,992,551,2575,819,449,226,1399,698,918,722,17009,1453,3636,875,2595,1072,2822,778,585,387,2924,1112,1767,720,1821,685,859,547,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,104549,2407,55891,2050,11312,1648,8601,1372,10794,1862,2307,719,10238,1585,2333,857,6165,1198,4141,974,48658,1732,7996,1219,7171,1568,9854,1761,1203,518,10730,1439,3102,935,4705,1081,3897,880,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12876,1441,6124,1211,448,274,634,416,1075,455,525,312,2167,1019,404,345,861,517,10,19,6752,1009,414,267,599,400,1336,540,997,564,1517,569,601,371,1099,525,189,182,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,80203,1847,42306,1425,13069,1559,7328,1355,9040,1519,2094,718,5217,1275,1621,680,2512,790,1425,557,37897,1778,9433,1461,7201,1466,9220,1258,1217,456,6525,1165,959,551,2380,754,962,375,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,385743,1155,197944,741,44251,3839,41703,3724,54391,4093,5953,1644,30255,3481,6617,2025,10326,2126,4448,1340,187799,1052,41694,4173,36536,3758,46074,4258,5675,1454,31344,3840,8411,1832,13559,2621,4506,1295,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19281,1035,9272,796,870,444,1213,511,1892,639,704,419,1809,641,294,220,1614,643,876,486,10009,827,843,435,1239,688,2245,717,409,375,2415,767,653,387,1325,488,880,367,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,945616,1223,467730,1130,88172,4931,53983,4177,149832,6972,16372,1874,78930,4379,17440,2277,41901,3276,21100,2353,477886,890,81521,3620,46719,3245,140588,5197,13065,1741,82717,4200,31620,3195,59085,4446,22571,2382,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,557351,1533,271759,945,38781,3210,45850,3269,72652,4076,14961,2030,50700,3715,16971,2260,20181,2610,11663,1681,285592,1003,38777,3025,37926,3219,72751,4251,14646,1719,64111,4518,17433,1909,26499,2661,13449,2206,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2082942,2080,1000503,2010,198014,8182,152565,6197,252060,8505,52615,3431,152121,6658,52006,5126,95463,5825,45659,3720,1082439,1508,211996,6328,149125,7343,244994,8077,38154,2956,170121,6397,78801,5175,121518,7040,67730,4238,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,401821,4847,216646,4127,74683,5179,33151,3294,48035,4949,7866,1920,25747,2744,7665,1863,14029,2380,5470,1593,185175,4007,51195,4185,29515,3103,36524,4175,3686,1307,28436,3987,10834,2081,18355,2210,6630,1421,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6466,767,3876,816,499,263,968,453,1232,532,80,102,724,399,162,189,48,99,163,224,2590,553,207,136,289,237,464,277,80,111,850,387,403,276,211,219,86,132,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,180866,2278,93426,1669,15834,2135,12165,1708,23998,2055,5366,1099,16268,1968,5549,1350,8498,1584,5748,1029,87440,1573,10763,1535,10958,1667,18519,2199,4878,1129,18450,1645,7324,1374,10871,1647,5677,1049,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,164773,1786,88747,1599,28373,2546,13991,1862,17950,2282,4210,882,12412,1785,4263,1149,4976,1019,2572,900,76026,1356,18155,1608,9086,1498,16903,1760,2442,748,14082,1907,4789,1075,7524,1476,3045,963,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,224090,2538,117385,2320,32235,3497,17815,2673,24109,3024,6088,1333,21860,3003,4488,1264,6884,1527,3906,1159,106705,1691,27482,2583,13912,2119,20471,2312,5320,1370,19191,2000,6326,1420,9514,1403,4489,1054,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,382138,2484,193615,2576,31986,3057,32584,2825,50019,3476,16200,2137,28082,3272,8622,1860,15374,2117,10748,1824,188523,1769,28442,2479,30900,2753,45525,3594,10611,2033,37716,3148,11542,1664,16212,2151,7575,1472,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,69426,705,33287,519,8096,1604,4815,1239,8397,1596,1477,602,5933,1302,811,338,2561,862,1197,603,36139,501,9490,1716,4844,1173,6435,1271,1561,693,7450,1352,1388,553,3994,1089,977,415,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,122450,3075,69490,2396,18723,2819,9441,2519,17361,2617,2185,1009,10206,2046,3121,1174,5053,1361,3400,1036,52960,2230,11500,2634,6261,1499,12838,2374,1453,611,9858,2083,3446,1162,5021,1649,2583,919,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10310,954,5531,808,1340,512,780,376,1639,615,422,211,519,286,184,174,544,359,103,158,4779,741,1472,568,531,342,953,434,76,108,840,467,248,194,551,308,108,96,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,148396,2953,82805,2596,19876,2324,14066,2245,23551,2871,5106,1581,9762,2005,1732,774,5818,1539,2894,1201,65591,2423,12062,1923,8622,1753,18239,2424,1419,674,12407,2252,3533,976,6409,1757,2900,1011,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5231791,4779,2593315,4330,622059,14389,432918,13043,567890,12485,130404,7041,433867,12790,118596,6244,203323,8338,84258,5818,2638476,2938,617181,10957,398387,11633,545033,14484,122061,5979,478812,13228,136365,7120,249943,9319,90694,4804,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,176906,1465,91239,1396,17406,2679,18121,2564,22845,2795,1641,787,16575,2283,4808,1366,7213,1718,2630,871,85667,1345,15726,2431,14455,2007,20893,2486,2371,789,15924,2330,4126,932,9367,1637,2805,780,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4904,632,2650,525,279,151,83,94,666,270,0,145,261,188,77,107,431,245,853,494,2254,477,0,145,0,145,405,269,0,145,679,281,217,166,683,365,270,199,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,357349,3829,185587,3338,34626,4279,21027,3217,42835,4232,7509,1849,29655,4008,8140,1499,24951,2949,16844,2574,171762,2714,28916,3323,18730,2673,36461,3959,3397,1143,32497,3088,9677,2004,26445,3001,15639,2678,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,376040,2448,198129,1684,53441,4228,24326,3049,40691,3799,10599,2106,35558,2758,11037,1728,13453,1972,9024,1545,177911,1896,42895,3251,26432,2695,33185,2974,7262,1624,30878,2602,12283,1927,16062,2360,8914,1575,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10255,1235,5175,828,759,377,292,200,1081,464,390,255,891,389,294,204,775,424,693,374,5080,981,268,273,813,421,1180,503,117,106,1183,449,333,279,894,579,292,210,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,165355,2017,86505,1607,18962,2250,15106,1559,19236,2059,5665,1168,15137,2004,3749,1011,5581,1247,3069,680,78850,1645,13942,1779,10820,1590,18834,2162,3964,1080,14950,1860,4456,1063,7404,1521,4480,912,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25540,1374,12114,1412,999,442,1980,749,3500,953,1117,535,2473,746,1038,454,735,407,272,251,13426,1067,1116,501,1746,788,3595,791,457,280,3264,875,815,438,1641,570,792,446,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2416075,4158,1115977,2557,224743,6474,125108,5610,289736,6379,36304,2811,145935,4856,78895,4093,155033,5782,60223,3784,1300098,2611,234175,5824,115892,5057,278554,6598,37067,2653,155895,6008,132982,4842,255948,7568,89585,4446,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
