GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,NAME,B27018_001EA,B27018_001MA,B27018_002MA,B27018_002EA,B27018_003EA,B27018_003MA,B27018_004EA,B27018_004MA,B27018_005EA,B27018_005MA,B27018_006EA,B27018_006MA,B27018_007MA,B27018_007EA,B27018_008MA,B27018_008EA,B27018_009MA,B27018_009EA,B27018_010EA,B27018_010MA,B27018_011EA,B27018_011MA,B27018_012MA,B27018_012EA,B27018_013MA,B27018_013EA,B27018_014MA,B27018_014EA,B27018_015EA,B27018_015MA,B27018_016EA,B27018_016MA,B27018_017EA,B27018_017MA,B27018_018EA,B27018_018MA,B27018_019MA,B27018_019EA,B27018_020MA,B27018_020EA,B27018_021MA,B27018_021EA,B27018_022EA,B27018_022MA,B27018_023EA,B27018_023MA,B27018_024MA,B27018_024EA,B27018_025MA,B27018_025EA,B27018_026MA,B27018_026EA,B27018_027EA,B27018_027MA,B27018_028EA,B27018_028MA,B27018_029EA,B27018_029MA,B27018_030MA,B27018_030EA,B27018_031MA,B27018_031EA,B27018_032EA,B27018_032MA,B27018_033EA,B27018_033MA,B27018_034EA,B27018_034MA,B27018_035MA,B27018_035EA,B27018_036MA,B27018_036EA,B27018_037EA,B27018_037MA,B27018_038EA,B27018_038MA,B27018_039EA,B27018_039MA,B27018_040EA,B27018_040MA,B27018_041MA,B27018_041EA,B27018_042MA,B27018_042EA,B27018_043EA,B27018_043MA,B27018_044EA,B27018_044MA,B27018_045EA,B27018_045MA,B27018_046MA,B27018_046EA,B27018_047MA,B27018_047EA,B27018_048EA,B27018_048MA,B27018_049EA,B27018_049MA,B27018_050EA,B27018_050MA,B27018_051EA,B27018_051MA,B27018_052MA,B27018_052EA,B27018_053MA,B27018_053EA,B27018_054EA,B27018_054MA,B27018_055EA,B27018_055MA,B27018_056EA,B27018_056MA,B27018_057MA,B27018_057EA,B27018_058MA,B27018_058EA,B27018_059EA,B27018_059MA,B27018_060EA,B27018_060MA,B27018_061EA,B27018_061MA,B27018_062MA,B27018_062EA,B27018_063MA,B27018_063EA,B27018_064MA,B27018_064EA,B27018_065EA,B27018_065MA,B27018_066EA,B27018_066MA,B27018_067EA,B27018_067MA,B27018_068MA,B27018_068EA,B27018_069MA,B27018_069EA,B27018_070MA,B27018_070EA,B27018_071EA,B27018_071MA,B27018_072EA,B27018_072MA,B27018_073EA,B27018_073MA,B27018_074MA,B27018_074EA,B27018_075MA,B27018_075EA,B27018_076MA,B27018_076EA,B27018_077EA,B27018_077MA,B27018_078EA,B27018_078MA,B27018_079MA,B27018_079EA,B27018_080MA,B27018_080EA,B27018_081MA,B27018_081EA,B27018_082EA,B27018_082MA,B27018_083EA,B27018_083MA,B27018_084EA,B27018_084MA,B27018_085MA,B27018_085EA,B27018_086MA,B27018_086EA,B27018_087EA,B27018_087MA,B27018_088EA,B27018_088MA,B27018_089EA,B27018_089MA,B27018_090MA,B27018_090EA,B27018_091MA,B27018_091EA,state
0400000US01,4673858,3005,367246,15694,134329,8732,113642,8190,20687,3616,218138,10337,57371,4164,160767,9221,14779,2009,14084,2038,695,319,524725,19640,172644,10024,134009,8996,38635,5942,299386,11652,112681,6760,186705,8304,52695,3423,52166,3313,529,374,407791,16274,109223,8341,70439,6396,38784,5769,231825,9874,65319,4951,166506,9283,66743,4270,65890,4140,853,487,112145,9669,28694,4908,15740,3593,12954,3265,62646,5541,16800,2465,45846,4390,20805,2326,20573,2266,232,239,490609,18066,126361,7627,53002,4790,73359,6286,285887,13134,51590,5135,234297,10656,78361,4561,77418,4491,943,522,441477,19436,105796,8191,30776,3850,75020,6636,261249,12509,33590,3228,227659,11813,74432,4935,73148,4867,1284,620,368201,14836,80746,6400,16534,3011,64212,5522,223852,9554,25246,2796,198606,9309,63603,3674,62973,3663,630,434,610284,19632,130830,7601,16344,2975,114486,6616,389498,13617,34776,3421,354722,12799,89956,4761,87861,4607,2095,788,1351380,24365,223505,9283,12359,2478,211146,8811,935331,19237,52130,4192,883201,18301,192544,6189,187210,6062,5334,1121,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,694928,2150,33460,4270,12856,2829,9696,2602,3160,1111,19301,2171,6609,1637,12692,1536,1303,504,1104,511,199,156,40221,4040,14085,2689,10681,2031,3404,1340,23877,2209,8858,1461,15019,1819,2259,688,2148,674,111,134,41763,5728,14457,2708,9212,2132,5245,1583,23474,3314,8874,1577,14600,2469,3832,841,3572,747,260,297,16941,3520,7111,2243,3805,1428,3306,1681,8630,1715,1676,533,6954,1537,1200,437,1185,437,15,19,65252,6496,24548,4421,13356,3525,11192,2481,34664,3321,6129,1212,28535,3144,6040,1128,5762,1080,278,265,50233,5797,17803,3465,5289,1421,12514,2983,28119,2924,3307,899,24812,2741,4311,1209,3851,1154,460,420,46052,5676,12469,2463,3144,1300,9325,2139,30014,3743,3171,923,26843,3425,3569,880,3507,878,62,49,100513,8261,27284,3486,5336,1710,21948,2986,66277,5796,5041,1364,61236,5380,6952,1165,6822,1151,130,122,300493,10304,54552,4453,3689,943,50863,4339,218423,7794,13275,1983,205148,7822,27518,2104,25708,2171,1810,661,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6326436,4595,551893,22706,196441,13118,141658,11503,54783,9393,329596,13854,135654,8290,193942,10448,25856,3060,21439,2546,4417,1243,651608,31913,238509,17862,176157,14135,62352,8464,361096,16260,170044,10809,191052,13189,52003,3896,50184,3804,1819,831,548761,26086,178041,12685,103200,10709,74841,8563,301153,15503,107449,7635,193704,12118,69567,5802,68260,5792,1307,749,151036,15588,44832,6653,24400,5082,20432,4372,81592,8439,25258,4212,56334,6511,24612,4270,24016,4126,596,534,619844,26808,181164,12327,63137,7152,118027,10349,337376,15738,75339,7237,262037,14336,101304,6261,97552,6097,3752,1338,573150,25986,142159,10689,35197,6336,106962,10530,333145,18380,56728,6409,276417,16434,97846,5586,95474,5532,2372,910,543693,25994,134771,11457,18306,3637,116465,10496,326006,16439,35000,4210,291006,15208,82916,6344,81038,6252,1878,685,846400,35480,187724,15062,19872,4487,167852,14245,522610,21003,52581,6212,470029,20183,136066,8757,133159,8753,2907,1240,1840051,30259,294055,10956,14187,2790,279868,10840,1225150,21318,71104,5872,1154046,21506,320846,9070,308659,8994,12187,2112,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2851802,2423,226213,10212,88384,6182,79874,6417,8510,2004,128898,6100,32303,3388,96595,6132,8931,1538,8316,1492,615,372,329607,14607,108154,8193,95021,7597,13133,2562,187233,8416,70030,4400,117203,7591,34220,2712,34066,2669,154,160,276656,14914,78611,7467,58929,6071,19682,3990,147668,8366,38639,3876,109029,6961,50377,3111,50083,3046,294,316,86009,7070,25847,3287,18697,3026,7150,2296,44923,4388,11078,1954,33845,3759,15239,2002,15067,1942,172,207,320380,17140,82329,6786,48114,4826,34215,5040,185674,11756,35868,4278,149806,9763,52377,3548,52069,3535,308,195,265336,14998,60525,5944,20401,3138,40124,4465,160988,9993,21551,2572,139437,9337,43823,3114,43575,3040,248,259,237713,15335,57036,6387,13432,2494,43604,5614,142759,9488,15616,2105,127143,9329,37918,3145,37512,3152,406,328,378845,18149,72527,6436,14950,2663,57577,6212,244554,12733,27152,3496,217402,11485,61764,4618,60494,4599,1270,577,731043,19385,126124,7484,8544,1834,117580,7088,496972,12920,29729,2561,467243,12527,107947,4960,104919,4881,3028,929,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36867154,9004,2656009,42026,868106,21566,673815,19956,194291,11559,1678301,27806,518392,14640,1159909,24192,109602,5321,92781,5045,16821,2603,3461433,62154,1216416,29938,954094,27949,262322,10076,1922307,35871,759484,18661,1162823,28096,322710,9299,309536,9286,13174,2195,3094650,52677,960196,26362,625807,22589,334389,17245,1759783,31003,503534,15382,1256249,27625,374671,11160,365076,11228,9595,1584,908254,38483,268526,16011,164091,12692,104435,8266,530463,22337,123427,7988,407036,18504,109265,6102,105306,6037,3959,1299,3627629,52986,1023658,21414,481225,18899,542433,19336,2180066,33772,381893,14091,1798173,31912,423905,11098,405570,10654,18335,2369,3085913,56924,782743,22522,277312,13568,505431,17742,1910654,38393,251002,11551,1659652,36124,392516,11214,378134,10987,14382,2037,2647573,42417,624745,19532,152885,8796,471860,18270,1683228,29928,173801,9754,1509427,28699,339600,10821,324914,10613,14686,2462,4326159,70428,974654,28394,143828,10133,830826,26425,2808310,44895,210805,9924,2597505,41547,543195,11026,516998,10461,26197,2631,13059534,80007,2408369,31733,133290,9214,2275079,31398,8964774,54417,377649,10981,8587125,53055,1686391,19889,1581619,17853,104772,5786,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4982341,3771,304970,15930,98881,9320,71606,8124,27275,3838,192559,8798,51832,4833,140727,7818,13530,2082,11182,1958,2348,862,369062,19542,118168,9795,83935,8170,34233,4690,220847,11247,75092,5754,145755,9426,30047,2243,29165,2313,882,530,349267,18325,104988,9194,59499,7531,45489,6659,201876,10744,51601,5447,150275,8799,42403,3056,41701,2973,702,486,99946,10881,32379,5260,18439,3823,13940,2954,54390,6253,10717,2261,43673,5407,13177,1641,13112,1641,65,93,441020,21604,128876,11204,48798,6046,80078,8726,254623,11883,41395,4029,213228,11394,57521,4568,56115,4463,1406,676,399766,15787,105806,7404,24859,3521,80947,6581,237983,10160,30445,3744,207538,9952,55977,3931,55238,3841,739,443,385156,19335,96546,8311,15126,2719,81420,7719,241015,11449,19944,2839,221071,10284,47595,4447,46290,4431,1305,580,659395,21940,156358,9478,14037,2510,142321,9479,424609,14503,26616,2939,397993,13929,78428,4952,76551,4677,1877,914,1973759,26988,371677,12702,15045,2220,356632,12468,1381528,17293,53389,3946,1328139,15948,220554,5977,209138,6108,11416,1782,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3467152,1947,173018,11329,54304,6145,43753,5598,10551,3218,109302,6716,50795,4639,58507,5339,9412,1640,8277,1436,1135,657,204838,13860,64505,6973,55230,6862,9275,2086,115993,8075,66438,5716,49555,5086,24340,2436,23695,2386,645,341,177216,12882,50063,6424,36772,5445,13291,2598,94807,7273,42322,4664,52485,5219,32346,3067,31414,2904,932,513,56574,6298,14013,2900,9437,2099,4576,1453,31472,3981,12713,2198,18759,2989,11089,1750,10744,1672,345,423,228697,13945,59021,5643,31043,4979,27978,3284,122221,9139,34264,4003,87957,7129,47455,3619,46523,3590,932,385,237066,13714,56646,5624,22642,3384,34004,4593,134812,8633,29540,4021,105272,7362,45608,3182,44781,3204,827,455,212543,13250,47020,5360,10426,2236,36594,4737,130594,8647,16868,2686,113726,7485,34929,2964,34451,2971,478,273,445928,17707,106374,7177,14540,2648,91834,6439,273678,11852,25015,3119,248663,11503,65876,4522,63968,4449,1908,573,1731272,19711,342791,8148,14434,2548,328357,8217,1166475,13313,43004,3549,1123471,12467,222006,7144,208709,7068,13297,1773,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879324,1571,50966,5724,17604,3381,13556,2926,4048,1440,31102,3551,14552,2255,16550,2586,2260,596,2191,577,69,104,53728,6219,17612,3275,15047,3036,2565,1221,30940,3778,18078,2590,12862,2178,5176,1091,5038,1084,138,157,54459,6657,17010,3254,13351,3086,3659,1728,29815,3917,13093,2863,16722,3045,7634,1406,7594,1388,40,68,16730,4639,5868,2652,4221,2352,1647,943,7710,2102,2827,1278,4883,1396,3152,768,2855,697,297,314,80250,7426,23159,3486,10401,2608,12758,2470,42517,4386,10804,2179,31713,3647,14574,1998,14413,1961,161,264,61888,6159,17411,3138,5890,1922,11521,2614,33036,3606,7316,1468,25720,3115,11441,1859,11111,1830,330,399,65431,8705,16341,3148,3067,1191,13274,2899,38849,5579,7823,2078,31026,4392,10241,1826,10023,1777,218,172,133053,9296,26836,3574,4916,1500,21920,3043,85856,6681,8464,1617,77392,6194,20361,2357,19759,2204,602,473,362819,12387,59750,4806,4987,1603,54763,5127,247848,8731,14787,2620,233061,8629,55221,3261,53438,3294,1783,635,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583595,383,60274,6558,17317,3410,15125,3220,2192,2149,41072,4204,21592,2873,19480,2616,1885,560,1731,550,154,135,49089,6781,14452,3370,12720,3200,1732,1154,28083,4173,18447,3451,9636,1813,6554,1062,6410,1067,144,169,29706,4830,5551,1997,4410,1513,1141,950,19153,3439,9516,2143,9637,1942,5002,964,4922,949,80,77,8686,2501,2445,1314,1438,934,1007,859,5085,1428,2390,1008,2695,970,1156,411,1028,374,128,125,35009,5284,6867,2003,4992,1617,1875,874,22513,3357,8828,1676,13685,2355,5629,1017,4742,917,887,482,34442,5288,8409,2621,3382,1433,5027,2114,21968,3176,6396,1570,15572,2666,4065,857,3776,853,289,181,29595,4327,5357,1630,2873,1064,2484,1078,20135,3068,6524,2125,13611,2159,4103,1028,3682,941,421,267,60929,6651,9542,2203,3439,1334,6103,2004,44999,4604,8256,1849,36743,3735,6388,1182,5994,1134,394,315,275865,7026,34810,2901,4008,1694,30802,2522,208142,5265,11636,1958,196506,5071,32913,1867,29372,1888,3541,928,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18615924,5629,1403035,39352,425393,21382,334780,18733,90613,8018,885209,21731,233401,9947,651808,19154,92433,6841,74627,6082,17806,2751,1769679,47805,554609,24052,423399,22391,131210,10113,978940,28334,322292,14864,656648,23413,236130,10075,226058,9947,10072,2015,1609452,38573,420143,19714,249663,16605,170480,14363,913027,24346,211261,11434,701766,22056,276282,8881,267688,8733,8594,2089,473689,26694,111387,10390,62925,8588,48462,6938,270340,18259,51340,5889,219000,15236,91962,5917,90162,5852,1800,1433,1981488,45988,452494,19554,193257,13141,259237,14806,1141050,30563,167425,10008,973625,27237,387944,12750,375742,12147,12202,2426,1746513,42724,358103,20186,98405,8487,259698,17343,1027651,25009,121705,8626,905946,23074,360759,12252,351571,12247,9188,2114,1538057,46051,310921,19578,68086,8047,242835,16621,929587,27134,93625,7235,835962,24826,297549,13433,289919,13244,7630,1547,2501533,54289,455310,18041,65107,7436,390203,17658,1576332,37690,115178,6838,1461154,37370,469891,14919,455244,15121,14647,2573,5592478,56018,845631,22436,43848,4845,801783,21309,3662936,43022,177838,7582,3485098,41465,1083911,20677,1044961,20618,38950,4381,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
