GEO_ID,B27001F_001E,B27001F_001M,B27001F_002E,B27001F_002M,B27001F_003E,B27001F_003M,B27001F_004E,B27001F_004M,B27001F_005E,B27001F_005M,B27001F_006E,B27001F_006M,B27001F_007E,B27001F_007M,B27001F_008E,B27001F_008M,B27001F_009E,B27001F_009M,B27001F_010E,B27001F_010M,B27001F_011E,B27001F_011M,B27001F_012E,B27001F_012M,B27001F_013E,B27001F_013M,B27001F_014E,B27001F_014M,B27001F_015E,B27001F_015M,B27001F_016E,B27001F_016M,B27001F_017E,B27001F_017M,B27001F_018E,B27001F_018M,B27001F_019E,B27001F_019M,B27001F_020E,B27001F_020M,B27001F_021E,B27001F_021M,B27001F_022E,B27001F_022M,B27001F_023E,B27001F_023M,B27001F_024E,B27001F_024M,B27001F_025E,B27001F_025M,B27001F_026E,B27001F_026M,B27001F_027E,B27001F_027M,B27001F_028E,B27001F_028M,NAME,B27001F_001EA,B27001F_001MA,B27001F_002EA,B27001F_002MA,B27001F_003EA,B27001F_003MA,B27001F_004EA,B27001F_004MA,B27001F_005MA,B27001F_005EA,B27001F_006EA,B27001F_006MA,B27001F_007EA,B27001F_007MA,B27001F_008EA,B27001F_008MA,B27001F_009EA,B27001F_009MA,B27001F_010EA,B27001F_010MA,B27001F_011EA,B27001F_011MA,B27001F_012EA,B27001F_012MA,B27001F_013EA,B27001F_013MA,B27001F_014EA,B27001F_014MA,B27001F_015EA,B27001F_015MA,B27001F_016MA,B27001F_016EA,B27001F_017EA,B27001F_017MA,B27001F_018EA,B27001F_018MA,B27001F_019EA,B27001F_019MA,B27001F_020EA,B27001F_020MA,B27001F_021MA,B27001F_021EA,B27001F_022EA,B27001F_022MA,B27001F_023EA,B27001F_023MA,B27001F_024EA,B27001F_024MA,B27001F_025EA,B27001F_025MA,B27001F_026MA,B27001F_026EA,B27001F_027MA,B27001F_027EA,B27001F_028EA,B27001F_028MA,state
0400000US01,57643,7063,6121,1539,5387,1420,734,940,11182,2225,7881,2202,3301,1034,8378,1900,2724,1242,5654,1658,14337,2560,3329,1127,11008,2436,8203,1799,2871,998,5332,1561,6257,2294,3240,1196,3017,1811,1910,845,757,437,1153,721,983,792,719,591,264,409,272,280,272,280,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,7912,1846,606,379,548,361,58,124,1375,538,1371,539,4,7,1570,820,1241,719,329,306,1446,730,1231,619,215,215,1059,669,944,666,115,110,1382,580,1008,490,374,328,375,239,299,174,76,165,59,63,59,63,0,149,40,57,40,57,0,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,394538,21376,43271,5392,38227,4920,5044,1674,92539,7632,72798,6462,19741,3954,48086,4693,29662,3952,18424,2506,63824,6733,41501,5620,22323,3969,59863,4903,35942,4670,23921,3926,42106,4308,26056,3539,16050,2717,24011,2678,18012,2455,5999,1245,13737,2458,13355,2489,382,439,7101,1533,7101,1533,0,229,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,62379,7415,9345,1620,8877,1479,468,504,15794,2686,13349,2551,2445,1410,7283,2196,2897,1236,4386,1482,12082,2016,5505,1992,6577,1489,9766,2164,5840,2174,3926,1467,5463,1770,2681,1206,2782,1330,1889,718,899,575,990,593,376,337,376,337,0,192,381,353,297,326,84,139,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4672723,66387,504852,13344,458094,13331,46758,5103,980888,23304,836412,21193,144476,8725,615883,15119,334468,11546,281415,9965,800886,18077,425609,13266,375277,12868,714636,15434,409273,12297,305363,11739,545857,10969,330187,10635,215670,8577,304566,8844,192754,7678,111812,5836,125291,5920,114733,5794,10558,2029,79864,4868,75230,5248,4634,1402,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,219176,15781,26719,3675,24000,3447,2719,1101,45990,5203,35133,4562,10857,2955,25963,3478,12711,2226,13252,2923,35930,3796,17564,2771,18366,2949,33240,4048,17529,2884,15711,2864,24021,2697,15790,2475,8231,1635,14891,1849,11479,1748,3412,1125,8006,1517,7576,1510,430,457,4416,1455,4416,1455,0,201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,189455,10711,19353,2567,18712,2515,641,457,40668,4219,37659,4069,3009,1078,27045,2720,17160,2378,9885,2280,31845,2994,16037,2435,15808,2538,31224,2639,20778,2602,10446,2107,22594,2388,15681,2178,6913,1881,10983,1607,8441,1447,2542,1095,4157,1041,3662,955,495,412,1586,688,1228,636,358,346,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19572,4492,2838,1147,2736,1127,102,177,3513,1329,3172,1319,341,276,2247,802,1568,633,679,509,4702,1308,2008,923,2694,1247,3416,1136,1503,786,1913,912,2039,1136,1241,702,798,638,552,280,342,225,210,243,164,182,164,182,0,192,101,118,101,118,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,24192,3717,2607,761,2607,761,0,200,4508,1297,3453,1312,1055,957,3211,1108,2946,1148,265,269,5596,1304,4639,1234,957,691,3009,1025,2151,948,858,699,2820,934,2435,928,385,401,1145,773,997,665,148,239,515,378,428,351,87,147,781,462,781,462,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,506518,27511,48387,5117,42501,4791,5886,1755,99179,10041,79535,9328,19644,4163,72661,7650,29225,4753,43436,6396,85816,7185,31292,4159,54524,6779,78114,6751,38541,4958,39573,4647,65024,6767,35762,4208,29262,4806,32853,4719,21503,4523,11350,2383,14148,2207,12308,2093,1840,834,10336,2404,9886,2337,450,459,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
