GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001MA,B08113_001EA,B08113_002EA,B08113_002MA,B08113_003EA,B08113_003MA,B08113_004MA,B08113_004EA,B08113_005MA,B08113_005EA,B08113_006MA,B08113_006EA,B08113_007EA,B08113_007MA,B08113_008EA,B08113_008MA,B08113_009MA,B08113_009EA,B08113_010MA,B08113_010EA,B08113_011MA,B08113_011EA,B08113_012MA,B08113_012EA,B08113_013EA,B08113_013MA,B08113_014EA,B08113_014MA,B08113_015MA,B08113_015EA,B08113_016MA,B08113_016EA,B08113_017EA,B08113_017MA,B08113_018EA,B08113_018MA,B08113_019EA,B08113_019MA,B08113_020MA,B08113_020EA,B08113_021MA,B08113_021EA,B08113_022EA,B08113_022MA,B08113_023EA,B08113_023MA,B08113_024EA,B08113_024MA,B08113_025EA,B08113_025MA,B08113_026MA,B08113_026EA,B08113_027EA,B08113_027MA,B08113_028EA,B08113_028MA,B08113_029EA,B08113_029MA,B08113_030EA,B08113_030MA,B08113_031EA,B08113_031MA,B08113_032MA,B08113_032EA,B08113_033EA,B08113_033MA,B08113_034EA,B08113_034MA,B08113_035EA,B08113_035MA,B08113_036EA,B08113_036MA,B08113_037EA,B08113_037MA,B08113_038MA,B08113_038EA,B08113_039EA,B08113_039MA,B08113_040MA,B08113_040EA,B08113_041EA,B08113_041MA,B08113_042EA,B08113_042MA,B08113_043MA,B08113_043EA,B08113_044MA,B08113_044EA,B08113_045MA,B08113_045EA,B08113_046EA,B08113_046MA,B08113_047EA,B08113_047MA,B08113_048MA,B08113_048EA,B08113_049MA,B08113_049EA,B08113_050EA,B08113_050MA,B08113_051MA,B08113_051EA,B08113_052EA,B08113_052MA,B08113_053MA,B08113_053EA,B08113_054MA,B08113_054EA,B08113_055MA,B08113_055EA,B08113_056MA,B08113_056EA,state
0400000US01,1953274,17253,1831688,18609,77704,4583,33504,3117,44200,3770,43882,2885,28747,2597,15135,2265,1657419,17029,1571767,18269,53086,3583,27430,2722,25656,2822,32566,2620,22592,2482,9974,1685,194044,9491,166648,8288,20466,3800,4711,1500,15755,3355,6930,1761,3618,1200,3312,1333,9329,1497,8466,1364,459,438,0,190,459,438,404,327,258,309,146,105,21156,2707,18920,2552,1022,572,574,302,448,392,1214,616,802,524,412,322,20200,2520,17095,2437,1634,929,530,437,1104,818,1471,1055,325,277,1146,993,51126,4304,48792,4287,1037,547,259,317,778,482,1297,523,1152,501,145,173,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,291926,6464,15986,1395,11797,1461,4189,1024,40865,2859,27397,2662,13468,1479,237947,6151,206344,6239,11001,1417,8901,1530,2100,788,20602,2084,14456,2000,6146,1206,43244,3560,34245,3291,2009,770,1112,534,897,527,6990,1174,4045,964,2945,815,6474,1704,5277,1547,315,256,163,207,152,112,882,452,525,347,357,301,26407,1773,18161,1919,1398,468,898,436,500,253,6848,1002,4116,753,2732,610,17830,1646,13344,1617,376,309,153,139,223,276,4110,736,3199,636,911,309,16875,2033,14555,1796,887,534,570,398,317,363,1433,514,1056,462,377,264,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,1955786,19693,523134,13936,318941,15145,204193,8533,171244,7735,123551,6966,47693,4414,2009959,20339,1503264,17186,385292,13873,247647,13196,137645,7517,121403,7304,87952,5727,33451,3808,308658,11901,197110,10368,85227,7148,42535,4779,42692,4894,26321,3592,17795,3086,8526,2009,52557,4841,33803,4099,13738,2944,7999,2193,5739,1683,5016,1147,3805,1070,1211,601,58221,6439,40758,5394,11942,2923,5939,1853,6003,2252,5521,1173,4378,1045,1143,555,74987,5819,55289,5035,15083,3258,7366,2238,7717,2012,4615,1273,3686,1154,929,560,145782,8522,125562,7810,11852,1938,7455,1675,4397,1445,8368,1606,5935,1462,2433,843,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,1117968,12432,70911,3973,30631,4181,40280,3750,26958,2960,15960,2503,10998,1963,1006040,12866,935957,12621,51157,3616,23972,3932,27185,3407,18926,2718,11593,2283,7333,1445,125188,7263,105150,6626,14137,2482,5048,1682,9089,2203,5901,2016,2977,1152,2924,1434,5271,1187,4806,1161,318,303,68,114,250,288,147,169,147,169,0,192,22777,2684,19258,2267,2728,1202,811,467,1917,985,791,536,443,412,348,337,15992,2600,14521,2426,1149,732,148,174,1001,708,322,256,143,146,179,223,40569,3617,38276,3511,1422,733,584,494,838,546,871,384,657,356,214,202,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,8997673,41370,4543271,36878,2262574,29080,2280697,26607,2506123,22511,1524854,19452,981269,18890,11754858,46377,6836472,39871,3107871,34970,1714484,26084,1393387,23772,1810515,19672,1134792,18962,675723,14433,1780802,26860,761758,17749,705659,16985,277989,9193,427670,13038,313385,11607,166417,7877,146968,7606,827736,16053,368202,10996,324777,10840,104840,5924,219937,9012,134757,7223,75219,4862,59538,4756,445440,12870,231508,7117,139009,7391,59093,4129,79916,5914,74923,5378,43360,3853,31563,3377,380879,11803,210836,8420,125642,7874,40850,4009,84792,6561,44401,3529,27797,2886,16604,2538,857352,17561,588897,15970,140313,7284,65318,5201,74995,5054,128142,6625,77269,5092,50873,4071,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,2097910,13195,256474,8851,138720,7158,117754,6110,123364,6722,89002,6043,34362,3329,1869617,13390,1606716,13242,175768,7783,102138,6585,73630,4795,87133,5328,63480,5269,23653,2554,241770,7994,180092,7377,46056,4337,19123,2634,26933,3036,15622,2558,10001,1816,5621,1873,77042,4988,57169,4422,12793,2337,5744,1527,7049,1693,7080,1777,4602,1335,2478,1105,72487,4928,59905,3946,8641,2273,4758,1187,3883,1726,3941,1025,3024,943,917,374,61878,4755,52265,4500,5861,1422,2904,991,2957,1109,3752,911,2782,721,970,533,154954,7327,141763,6661,7355,1612,4053,1156,3302,1077,5836,1321,5113,1196,723,375,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,1345818,10205,182555,5389,96127,5067,86428,5713,182715,6871,124309,5621,58406,4441,1336932,12437,1091305,10834,113044,5402,66498,4145,46546,3983,132583,5705,92832,4801,39751,3728,148783,8231,91633,5340,33634,4532,12664,1911,20970,3935,23516,2995,12284,1947,11232,2165,80026,4791,53523,3558,17949,2593,7505,1642,10444,2495,8554,1540,6084,1348,2470,858,51370,4101,34064,2866,9305,2705,4760,1255,4545,2407,8001,1450,5856,1044,2145,915,21542,3033,13493,2409,5120,1527,2692,1018,2428,1272,2929,1139,1576,646,1353,922,72435,4059,61800,3846,3503,1179,2008,1008,1495,627,7132,1310,5677,1147,1455,638,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,356156,6143,31712,2840,17989,2475,13723,1652,27195,2740,19418,2454,7777,1662,336725,7468,293595,7228,22075,2693,14153,2037,7922,1431,21055,2614,15150,2273,5905,1516,36871,3571,27808,2988,5765,1514,2260,995,3505,1188,3298,908,2012,766,1286,503,13588,2199,9868,1979,2471,1007,906,517,1565,848,1249,593,900,592,349,214,8758,1772,7495,1662,802,589,180,172,622,536,461,386,440,379,21,35,4098,996,3719,963,64,71,35,58,29,38,315,279,185,222,130,166,15023,1984,13671,1904,535,342,455,338,80,93,817,577,731,575,86,86,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,253903,6403,23165,2241,14796,2011,8369,1522,29733,3453,24229,3001,5504,1385,101621,4559,88179,4361,6206,1309,4793,1068,1413,581,7236,1236,6158,1204,1078,577,19792,2593,15030,2338,2611,1057,1472,711,1139,621,2151,738,1234,521,917,435,121460,5348,99881,4905,9038,1755,4783,1174,4255,1207,12541,2744,10153,2291,2388,893,36200,3038,28290,3074,3131,882,2445,897,686,460,4779,1442,4359,1445,420,326,13028,1723,10166,1588,1047,413,483,244,564,425,1815,565,1669,542,146,182,14700,2159,12357,2076,1132,511,820,436,312,274,1211,473,656,320,555,330,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,5627915,34365,1754973,20632,956659,20413,798314,20538,608992,15788,378598,12721,230394,11303,6370889,38977,4592528,30700,1316345,21280,788878,19982,527467,15733,462016,14402,297956,11583,164060,8843,791693,21826,480260,16979,238048,12995,88382,6599,149666,10563,73385,6096,37932,4095,35453,5103,167591,9709,83751,6847,59173,5912,18600,2980,40573,5379,24667,4854,10966,3873,13701,2754,121801,7502,79049,6674,33262,4503,12692,2645,20570,4191,9490,1941,5151,1413,4339,1438,171793,8100,110597,5211,46319,6215,13127,2865,33192,5278,14877,2629,8313,1595,6564,1964,368113,13214,281730,12107,61826,5676,34980,4297,26846,3572,24557,2979,18280,2706,6277,1767,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
