GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001EA,B10056_001MA,B10056_002EA,B10056_002MA,B10056_003EA,B10056_003MA,B10056_004EA,B10056_004MA,B10056_005EA,B10056_005MA,B10056_006MA,B10056_006EA,B10056_007EA,B10056_007MA,B10056_008EA,B10056_008MA,B10056_009EA,B10056_009MA,B10056_010EA,B10056_010MA,B10056_011MA,B10056_011EA,state
0400000US13,264875,12510,91051,5658,43917,3555,27300,2991,16617,2216,47134,4618,173824,8745,73437,5297,49558,4329,23879,2612,100387,6467,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55428,4158,22529,2242,5343,1099,2713,755,2630,725,17186,1905,32899,2504,8215,1307,4251,936,3964,913,24684,2105,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28322,2910,11086,1610,4911,952,2997,837,1914,656,6175,1403,17236,2165,6599,1398,4816,1227,1783,740,10637,1897,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,273239,9257,94572,4385,34439,2970,21899,2445,12540,1677,60133,3871,178667,6552,64129,4291,42426,3047,21703,2382,114538,5393,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,135610,7386,51414,3698,25752,2567,16554,1939,9198,1372,25662,2798,84196,4510,42003,3210,30946,2739,11057,1572,42193,3191,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36181,2855,13661,1609,5686,997,3355,816,2331,512,7975,1206,22520,1908,9815,1431,6654,1196,3161,761,12705,1442,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46063,3829,18906,1896,8355,1026,5648,957,2707,602,10551,1596,27157,2408,11106,1246,7864,1251,3242,628,16051,1895,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97429,6026,36661,2963,20373,2097,12411,1760,7962,1196,16288,2197,60768,3700,34298,2449,23649,2170,10649,1513,26470,2913,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119156,7065,40212,3414,22206,2371,12664,2181,9542,1393,18006,2328,78944,4426,42316,3156,29955,2868,12361,1561,36628,3235,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16669,2391,6622,1131,3136,853,2297,794,839,323,3486,841,10047,1416,4164,890,3347,872,817,316,5883,1040,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,139181,7571,46481,3651,17565,2175,11140,1819,6425,1195,28916,2987,92700,4857,30727,2734,20498,2350,10229,1571,61973,4589,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,121429,6469,44176,3485,14889,1948,8785,1515,6104,1117,29287,2595,77253,4053,22938,2177,14515,2008,8423,1290,54315,3545,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,169478,6403,59924,3085,22611,2241,13836,1871,8775,1049,37313,2623,109554,4169,42538,2995,29370,2874,13168,1449,67016,3275,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67342,4182,25255,2116,10650,1539,7206,1300,3444,731,14605,1563,42087,2638,16442,1673,11533,1521,4909,802,25645,2223,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81066,4729,25684,2458,16619,2056,10926,1575,5693,1191,9065,1423,55382,3183,28284,2143,20317,2111,7967,1399,27098,2749,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110793,6798,38317,3212,17409,1986,11124,1684,6285,1143,20908,2671,72476,4490,29334,2902,19980,2330,9354,1675,43142,3453,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14202,1779,5250,834,2745,652,1840,577,905,308,2505,560,8952,1255,4321,856,3217,817,1104,375,4631,880,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24071,2560,8914,1227,4483,817,2737,655,1746,503,4431,870,15157,1651,7385,1066,5199,939,2186,522,7772,1248,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68247,7039,24745,3229,9770,1980,5662,1531,4108,1129,14975,2591,43502,4874,15523,2330,10679,1987,4844,1369,27979,4471,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19020,2342,7894,1223,2250,570,1463,439,787,405,5644,1116,11126,1490,2816,732,1662,466,1154,503,8310,1402,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,187065,7517,63459,4254,17002,2191,9124,1718,7878,1423,46457,3490,123606,4841,28867,2511,17490,2193,11377,1578,94739,4761,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54584,4571,21158,2121,9964,1366,5698,1079,4266,933,11194,1734,33426,2982,16431,2012,11282,1728,5149,1011,16995,2380,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,430010,10870,142385,5737,44231,3353,27564,2763,16667,1859,98154,4491,287625,7502,88906,4666,60287,4223,28619,2234,198719,6596,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,215690,11726,76069,5624,39074,3801,24902,3419,14172,2077,36995,3922,139621,8045,62503,4582,43140,4239,19363,2042,77118,5966,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6933,1585,2333,834,1063,664,852,654,211,107,1270,477,4600,932,2152,774,1775,767,377,149,2448,623,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223431,8728,80780,3570,39652,2765,25749,2209,13903,1488,41128,3035,142651,6183,65235,3791,46669,3089,18566,2227,77416,5309,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86586,5295,32366,2660,17626,1884,11067,1405,6559,1033,14740,1590,54220,3246,26718,2046,18896,1831,7822,1020,27502,2268,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,65602,5886,25231,2975,9427,1382,4790,1199,4637,893,15804,2458,40371,3659,14994,1978,9699,1596,5295,1189,25377,3180,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,230575,9728,79293,4339,27418,2621,17062,1945,10356,1478,51875,3810,151282,6470,53103,3293,37956,3090,15147,1554,98179,5369,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19988,2693,6972,1520,2309,760,1333,615,976,492,4663,1313,13016,1746,4112,1011,2749,806,1363,589,8904,1518,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,115047,6529,35970,2830,18055,2137,10367,1878,7688,1360,17915,2192,79077,4855,35067,3405,25216,2941,9851,1274,44010,4254,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10829,1829,3988,992,2157,704,946,333,1211,582,1831,712,6841,1247,3476,752,1934,606,1542,454,3365,902,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150320,7225,52046,3446,25852,2220,16173,1861,9679,1288,26194,2867,98274,5179,45186,3594,32404,3275,12782,1618,53088,3605,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,767535,18601,283561,8933,126395,5302,86285,5365,40110,3425,157166,7859,483974,12212,202317,8823,149818,7492,52499,3924,281657,9202,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60926,4841,25954,2186,7933,1437,4840,1157,3093,707,18021,1978,34972,3067,10406,1686,7051,1399,3355,853,24566,2417,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6898,1230,3041,693,1336,539,916,475,420,231,1705,501,3857,672,1715,545,1374,490,341,176,2142,497,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,178237,9457,63962,4470,27449,2831,15825,2135,11624,1725,36513,3381,114275,6108,42902,3383,28514,2690,14388,1944,71373,4812,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,119336,6751,45246,3466,17713,2245,10442,1814,7271,1458,27533,2730,74090,4489,27066,2897,18426,2398,8640,1485,47024,3976,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40205,4015,16083,1952,8352,1094,5457,782,2895,684,7731,1375,24122,2571,12002,1628,8177,1158,3825,1032,12120,1846,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69431,3520,26203,1770,10343,1303,6523,1128,3820,797,15860,1642,43228,2551,15986,1829,12062,1856,3924,686,27242,2409,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7592,1449,3170,735,2167,668,870,435,1297,497,1003,496,4422,956,2251,574,1528,464,723,306,2171,707,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,110953,5185,36382,2826,17936,2110,9609,1534,8327,1335,18446,2034,74571,3582,33653,2676,23466,2273,10187,1426,40918,2782,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
