GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004MA,B17022_004EA,B17022_005EA,B17022_005MA,B17022_006MA,B17022_006EA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009MA,B17022_009EA,B17022_010EA,B17022_010MA,B17022_011MA,B17022_011EA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015MA,B17022_015EA,B17022_016MA,B17022_016EA,B17022_017MA,B17022_017EA,B17022_018EA,B17022_018MA,B17022_019EA,B17022_019MA,B17022_020MA,B17022_020EA,B17022_021EA,B17022_021MA,B17022_022MA,B17022_022EA,B17022_023EA,B17022_023MA,B17022_024EA,B17022_024MA,B17022_025EA,B17022_025MA,B17022_026MA,B17022_026EA,B17022_027MA,B17022_027EA,B17022_028MA,B17022_028EA,B17022_029EA,B17022_029MA,B17022_030EA,B17022_030MA,B17022_031MA,B17022_031EA,B17022_032EA,B17022_032MA,B17022_033MA,B17022_033EA,B17022_034EA,B17022_034MA,B17022_035MA,B17022_035EA,B17022_036EA,B17022_036MA,B17022_037MA,B17022_037EA,B17022_038EA,B17022_038MA,B17022_039MA,B17022_039EA,B17022_040EA,B17022_040MA,B17022_041EA,B17022_041MA,B17022_042MA,B17022_042EA,B17022_043MA,B17022_043EA,B17022_044MA,B17022_044EA,B17022_045EA,B17022_045MA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048MA,B17022_048EA,B17022_049EA,B17022_049MA,B17022_050MA,B17022_050EA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053MA,B17022_053EA,B17022_054MA,B17022_054EA,B17022_055MA,B17022_055EA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059MA,B17022_059EA,B17022_060EA,B17022_060MA,B17022_061MA,B17022_061EA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064MA,B17022_064EA,B17022_065EA,B17022_065MA,B17022_066MA,B17022_066EA,B17022_067EA,B17022_067MA,B17022_068EA,B17022_068MA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071MA,B17022_071EA,B17022_072MA,B17022_072EA,B17022_073EA,B17022_073MA,B17022_074EA,B17022_074MA,B17022_075MA,B17022_075EA,B17022_076EA,B17022_076MA,B17022_077MA,B17022_077EA,B17022_078EA,B17022_078MA,B17022_079EA,B17022_079MA,B17022_080EA,B17022_080MA,B17022_081MA,B17022_081EA,state
0400000US01,1251795,13646,257048,8876,93293,4743,55754,3837,10156,1737,15129,2236,30469,2730,37539,2824,163755,7211,23367,2645,15009,2236,3849,1148,1788,657,9372,1728,8358,1441,140388,6229,114196,5931,23736,2114,26904,2865,63556,4530,26192,2350,47319,3974,28299,2995,13797,2134,2603,983,4917,1410,6277,1101,14502,2042,19020,2644,4157,1167,2512,1045,693,423,393,480,1426,822,1645,593,14863,2118,9585,1787,2120,886,888,512,6577,1323,5278,1031,89806,4599,55155,3801,27584,2898,5203,1245,6616,1281,15765,2358,27571,2350,34651,3317,7013,1323,3855,1102,661,404,329,217,2865,1033,3158,864,27638,3067,17736,2347,4638,1401,1902,678,11196,1949,9902,1661,857622,11992,713063,12297,265271,8602,50929,4558,43348,3425,170994,6957,447792,8390,144559,6007,45041,4018,21507,2702,4561,1220,1540,603,15406,2420,23534,2610,99518,4692,44491,3592,6866,1338,3218,928,34407,3241,55027,3439,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,18017,1909,6170,992,4830,834,746,299,1883,453,2201,670,1340,492,11847,1591,2831,854,2674,872,621,409,465,200,1588,762,157,72,9016,1435,8477,1412,1980,658,2094,551,4403,1220,539,251,5514,1210,2630,696,1846,541,408,316,890,421,548,217,784,388,2884,941,912,463,865,462,493,432,35,32,337,224,47,33,1972,767,1826,742,736,496,169,130,921,502,146,156,9149,1211,4800,974,3349,936,601,353,1144,561,1604,633,1451,503,4349,1015,1204,539,1136,539,323,238,458,379,355,272,68,40,3145,783,2782,773,872,533,338,290,1572,537,363,229,140599,4337,113677,3843,49524,3342,10457,1554,10766,1839,28301,2641,64153,3006,26922,2389,10797,1362,6610,1191,1646,753,1266,710,3698,827,4187,925,16125,1852,9640,1387,1797,792,1210,594,6633,1101,6485,1104,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,294438,10449,129498,7210,89159,5890,13183,2364,33352,3520,42624,3880,40339,3755,164940,8032,39005,4094,30164,3670,5858,1507,8163,2005,16143,2518,8841,2097,125935,6865,107400,7111,17876,3107,31931,3385,57593,4963,18535,2489,59961,5235,35829,4233,20504,3157,3303,1327,7320,1908,9881,2007,15325,2517,24132,3451,7653,1735,5588,1468,1707,885,1230,690,2651,970,2065,860,16479,2601,12951,2363,1369,726,3350,1525,8232,1994,3528,916,92417,6140,58256,4390,31226,3568,3878,1045,9290,1893,18058,2888,27030,2968,34161,4048,10243,2368,7002,1705,2136,908,1210,735,3656,1111,3241,1272,23918,2945,17518,2421,1487,699,2999,850,13032,2102,6400,1445,1097107,13935,886767,13523,322957,10203,62980,5646,61144,5462,198833,7609,563810,10451,210340,9800,70595,5399,37370,4276,8125,1990,2624,1039,26621,3801,33225,3464,139745,7493,73046,5501,11973,2672,8081,2158,52992,4870,66699,5106,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,159955,6159,68487,3565,39728,3027,9340,1527,12373,2006,18015,1783,28759,2380,91468,5175,15256,2266,10869,1887,2311,907,2362,884,6196,1325,4387,1467,76212,4681,64583,4431,14201,2672,15222,2175,35160,2943,11629,1608,36691,2782,20830,2142,10512,1628,2554,832,3165,965,4793,1024,10318,1550,15861,2103,4689,1263,3345,1201,1017,616,423,356,1905,802,1344,733,11172,1707,8530,1574,1376,637,1576,954,5578,1242,2642,719,55287,4075,36386,2839,17099,1805,3505,887,3659,972,9935,1626,19287,2051,18901,2410,5294,1352,3223,1035,1059,616,375,359,1789,710,2071,889,13607,1850,9595,1829,625,349,1687,728,7283,1612,4012,936,505272,8811,430405,8715,155166,5860,27319,2759,27623,2818,100224,4899,275239,6488,74867,4225,22762,2419,11430,2057,1893,634,1447,715,8090,1861,11332,1562,52105,3660,24572,2664,4163,1191,1515,689,18894,2212,27533,2471,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1531858,18572,738817,14038,514389,11112,67190,4959,178857,6921,268342,8099,224428,6784,793041,14361,182561,7093,139658,6193,32152,3155,38758,3762,68748,4625,42903,3207,610480,13781,507308,13612,83959,4814,146751,6920,276598,9562,103172,5764,320932,10096,185690,7163,126141,5315,17408,2204,40817,4292,67916,4729,59549,4142,135242,7063,37097,3670,24988,3014,5492,1533,6777,1883,12719,1743,12109,2067,98145,5881,67322,4227,10296,1861,13831,2109,43195,3565,30823,3563,530145,11625,328474,9698,210859,7054,28808,3029,57120,3664,124931,5951,117615,5563,201671,7102,61399,4258,39158,3710,9519,1364,8128,1846,21511,2939,22241,2524,140272,5989,94900,5421,14739,2204,16468,2538,63693,4602,45372,3081,6135583,31912,4806204,31488,2153455,21151,438898,11121,386777,10631,1327780,18440,2652749,24450,1329379,21439,467375,11834,215829,8311,43267,3304,28152,3118,144410,6920,251546,8920,862004,14576,418495,10714,61361,5029,48904,4054,308230,9107,443509,9699,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,165611,5802,74405,4253,50736,3682,7880,1448,20871,2364,21985,2670,23669,2592,91206,4904,19978,2439,15258,2347,3112,984,3611,1090,8535,1825,4720,1059,71228,4460,60999,4136,13775,2064,16794,2289,30430,2891,10229,1641,37880,3395,24304,2644,15286,2262,2321,759,5657,1474,7308,1530,9018,1591,13576,2010,3320,953,2363,880,713,479,288,320,1362,750,957,472,10256,1686,7698,1563,832,441,1282,601,5584,1484,2558,778,66333,4386,43997,3555,27473,3155,5097,1517,10020,1848,12356,1802,16524,2114,22336,2608,7073,1438,5089,1396,1687,1020,840,475,2562,792,1984,630,15263,2133,9837,1734,1598,707,1671,722,6568,1274,5426,1207,986647,11885,827850,11444,346619,9234,70250,4875,55783,3999,220586,6708,481231,8897,158797,6457,57423,4258,34704,3637,9509,2177,3193,1011,22002,2676,22719,2797,101374,4762,55563,3353,9469,1528,4423,1063,41671,3526,45811,3423,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,96856,5341,30384,2776,18238,1910,4139,1013,4294,1028,9805,1410,12146,1789,66472,4382,8998,1569,6153,1274,2054,958,1517,732,2582,959,2845,1007,57474,4090,49299,3839,8104,1491,13918,1986,27277,2886,8175,1614,20749,2296,8346,1308,4895,1250,941,447,1371,806,2583,751,3451,906,12403,1870,1957,681,1152,475,84,96,384,291,684,363,805,515,10446,1695,8592,1546,1406,766,2341,1033,4845,1144,1854,589,35481,2701,19681,2467,11290,2048,2193,950,2163,852,6934,1451,8391,1317,15800,1880,3169,984,2117,849,718,586,287,264,1112,621,1052,540,12631,1626,9202,1683,1719,760,2170,936,5313,1237,3429,903,740015,9141,601888,8484,252272,6853,46613,3378,37513,3015,168146,5685,349616,8142,138127,5798,39343,3312,17837,2280,3220,1045,1645,688,12972,2112,21506,2132,98784,4642,50016,3279,7662,1612,5006,1386,37348,3009,48768,3498,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,26187,2741,7956,1252,4958,1037,874,354,1244,559,2840,842,2998,768,18231,2527,3673,1096,2908,973,970,630,661,464,1277,590,765,460,14558,2131,12056,1996,2310,904,3392,992,6354,1748,2502,700,6717,1381,3184,808,1830,706,83,101,600,428,1147,539,1354,476,3533,1220,574,442,538,443,17,25,100,104,421,451,36,61,2959,1041,1866,765,388,372,300,273,1178,663,1093,627,13894,1840,6924,1309,3655,1035,980,561,767,449,1908,828,3269,892,6970,1483,2455,1071,2015,989,590,520,63,106,1362,787,440,459,4515,1216,3593,1132,686,391,755,521,2152,965,922,567,180303,3878,143691,3275,54805,3118,10803,1699,7960,1309,36042,2755,88886,2867,36612,2933,11983,2050,6226,1475,2056,867,557,386,3613,1104,5757,1245,24629,2122,11983,1747,1707,653,1233,454,9043,1716,12646,1471,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,22223,2292,3014,905,1352,614,270,253,178,217,904,527,1662,626,19209,2312,2938,931,1701,640,592,495,227,245,882,642,1237,632,16271,1936,12383,1697,2821,858,3297,984,6265,1329,3888,963,2773,982,570,379,231,260,0,200,56,95,175,211,339,293,2203,907,250,290,196,272,45,76,0,200,151,259,54,89,1953,845,1303,640,343,323,43,71,917,553,650,452,4333,993,932,347,482,217,129,141,87,127,266,151,450,286,3401,889,544,391,464,389,204,223,0,200,260,314,80,79,2857,801,1581,682,209,232,250,250,1122,536,1276,487,84716,3629,52731,3002,18818,1793,7493,1015,2808,610,8517,1475,33913,2545,31985,2874,7396,1422,3287,980,824,503,92,109,2371,862,4109,1116,24589,2473,12474,1918,1319,472,1507,670,9648,1513,12115,1548,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,808223,17606,352235,11661,199820,8359,30258,3250,57377,4897,112185,6359,152415,8561,455988,13248,90422,6043,63723,5388,18577,3131,12837,2976,32309,3331,26699,2526,365566,10638,294604,9681,50127,4057,70516,5355,173961,7605,70962,5071,176622,8603,100808,6159,49344,4849,8306,1872,9610,1950,31428,4068,51464,3481,75814,6082,17667,2565,11163,2158,3611,1409,2264,1125,5288,1416,6504,1541,58147,5372,37916,4416,6394,1817,5437,1525,26085,3384,20231,3133,316660,10805,195249,8016,84092,6590,15490,2511,18340,2644,50262,5263,111157,5420,121411,7528,29546,3421,17807,2492,3799,1295,2640,869,11368,1858,11739,2351,91865,6672,59139,4911,8905,1926,7366,1738,42868,3877,32726,3877,3258353,25581,2644763,24506,878033,17082,169347,7158,129974,6462,578712,13465,1766730,18226,613590,12876,186450,7687,84596,6138,19715,2580,7609,1890,57272,6037,101854,5253,427140,11009,206517,8271,30477,3454,17159,2628,158881,7260,220623,8162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
