GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001EA,C27009_001MA,C27009_002MA,C27009_002EA,C27009_003MA,C27009_003EA,C27009_004MA,C27009_004EA,C27009_005EA,C27009_005MA,C27009_006EA,C27009_006MA,C27009_007MA,C27009_007EA,C27009_008MA,C27009_008EA,C27009_009MA,C27009_009EA,C27009_010EA,C27009_010MA,C27009_011EA,C27009_011MA,C27009_012EA,C27009_012MA,C27009_013MA,C27009_013EA,C27009_014MA,C27009_014EA,C27009_015EA,C27009_015MA,C27009_016EA,C27009_016MA,C27009_017EA,C27009_017MA,C27009_018MA,C27009_018EA,C27009_019MA,C27009_019EA,C27009_020EA,C27009_020MA,C27009_021EA,C27009_021MA,state
0400000US01,4720067,2155,2262898,5633,569107,4176,1812,922,567295,4388,1414698,4262,58549,3798,1356149,5563,279093,1597,50521,2659,228572,2840,2457169,5482,553018,4336,1333,799,551685,4372,1529326,3226,12788,1899,1516538,3663,374825,1967,6241,1113,368584,2064,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,95685,1288,174,151,95511,1298,229987,2044,11908,2061,218079,2990,27740,691,5337,1186,22403,1259,345860,1555,92023,1337,86,107,91937,1334,224593,1324,2242,697,222351,1518,29244,918,200,119,29044,926,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,830120,3869,937,581,829183,3854,1892465,3160,68141,6760,1824324,7519,418812,1439,85003,4706,333809,4652,3236883,4797,791710,3468,600,528,791110,3418,1952969,2665,12874,2565,1940095,3766,492204,1546,8920,1551,483284,2282,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,366713,3444,1175,803,365538,3538,864243,2843,39136,2955,825107,3813,181477,1394,43740,2423,137737,2820,1472779,4226,342175,3336,370,282,341805,3363,899485,2675,6697,1347,892788,3093,231119,1618,4438,978,226681,2060,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,4731653,4465,3152,924,4728501,4674,11716855,6623,241373,8828,11475482,10050,1888665,2997,227893,5144,1660772,5950,18824616,6478,4520813,4109,5367,1957,4515446,4145,11890613,4441,36908,2926,11853705,5258,2413190,2783,23716,2618,2389474,3750,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,630047,3241,448,377,629599,3244,1618210,3693,49656,3270,1568554,4645,250614,1187,40246,2790,210368,3082,2526014,4098,596781,3604,649,400,596132,3600,1620615,3014,10389,1739,1610226,3244,308618,1578,4274,840,304344,1723,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,410533,1411,176,169,410357,1404,1084991,1817,20813,2213,1064178,2727,211891,1346,33185,2074,178706,2237,1815294,2210,391817,1419,0,198,391817,1419,1142307,1643,2494,793,1139813,1684,281170,1372,2410,617,278760,1530,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,104294,951,42,77,104252,936,267093,1107,5823,1059,261270,1603,57505,652,7920,1290,49585,1320,463240,1136,100001,916,16,30,99985,918,290684,969,1164,513,289520,1154,72555,728,783,339,71772,772,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,53456,450,0,200,53456,450,204647,794,4864,1017,199783,1230,27068,387,2369,643,24699,738,322994,788,51856,427,0,200,51856,427,230511,708,1175,618,229336,893,40627,548,297,260,40330,588,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,2040086,5645,1911,1102,2038175,5634,5576083,6738,200655,9195,5375428,11734,1472816,3748,273463,7692,1199353,8457,9663309,8195,1946860,6048,2516,873,1944344,6267,5892404,5507,37882,3503,5854522,6467,1824045,4157,28898,3508,1795147,5384,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
