GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001MA,B27001I_001EA,B27001I_002EA,B27001I_002MA,B27001I_003EA,B27001I_003MA,B27001I_004MA,B27001I_004EA,B27001I_005MA,B27001I_005EA,B27001I_006MA,B27001I_006EA,B27001I_007EA,B27001I_007MA,B27001I_008EA,B27001I_008MA,B27001I_009MA,B27001I_009EA,B27001I_010MA,B27001I_010EA,B27001I_011EA,B27001I_011MA,B27001I_012EA,B27001I_012MA,B27001I_013EA,B27001I_013MA,B27001I_014EA,B27001I_014MA,B27001I_015MA,B27001I_015EA,B27001I_016MA,B27001I_016EA,B27001I_017EA,B27001I_017MA,B27001I_018EA,B27001I_018MA,B27001I_019EA,B27001I_019MA,B27001I_020MA,B27001I_020EA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023EA,B27001I_023MA,B27001I_024EA,B27001I_024MA,B27001I_025EA,B27001I_025MA,B27001I_026MA,B27001I_026EA,B27001I_027EA,B27001I_027MA,B27001I_028EA,B27001I_028MA,state
0400000US01,182653,1773,26791,2086,22454,2194,4337,2200,40503,2380,31486,2771,9017,2080,21180,2109,8923,1650,12257,1875,40295,3335,12870,2536,27425,3062,24159,3197,10784,2455,13375,2585,16968,2892,10075,1880,6893,2206,6112,1076,4272,974,1840,678,4145,1310,3462,1138,683,551,2500,869,2500,869,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39551,825,5349,450,4939,506,410,281,9505,449,8427,926,1078,782,5394,938,3631,786,1763,716,6174,1103,4255,790,1919,767,5729,986,4626,1202,1103,577,3499,905,2376,913,1123,464,2609,636,1716,504,893,357,801,321,773,317,28,45,491,218,455,230,36,57,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1915826,2127,242090,4549,209995,6982,32095,4889,463793,4514,369032,6684,94761,6354,238389,1905,143006,6289,95383,6030,287825,2389,182010,6535,105815,6858,260793,2354,155994,6686,104799,6032,197484,2116,132161,5181,65323,4676,122430,1047,91971,2899,30459,2865,63456,1492,61206,2001,2250,973,39566,1439,37738,1871,1828,837,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,187080,1563,30711,1778,29151,1823,1560,752,45333,1637,37618,3123,7715,2639,23045,2516,9706,1921,13339,2422,34447,2718,12478,2439,21969,3213,25694,3117,13498,3063,12196,2525,16228,2432,9262,2116,6966,1666,7900,1130,4742,1234,3158,1334,1742,670,1742,670,0,192,1980,802,1896,782,84,139,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14198572,5032,1629293,9132,1513356,10803,115937,7251,3150073,9101,2755684,16984,394389,13754,1780189,3452,1037614,12209,742575,12115,2261876,4227,1283719,16944,978157,16182,2053351,3355,1240258,14564,813093,13924,1591042,3124,1031374,12616,559668,12781,952270,1651,648760,8552,303510,8342,460482,1797,432140,3752,28342,3216,319996,1838,306865,2849,13131,2446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1051033,1886,135729,2517,120400,3238,15329,2902,244565,2565,202467,4901,42098,4562,123622,2447,71411,3786,52211,3828,167147,3042,94297,5068,72850,5134,147998,2418,92424,3655,55574,3817,107589,2083,74680,3753,32909,3103,69110,1507,55112,2614,13998,2348,34642,1196,33620,1340,1022,704,20631,952,19980,959,651,394,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,485938,1118,55525,1507,53456,1760,2069,878,106439,1516,100538,1974,5901,1465,60595,1169,42288,2443,18307,2514,80810,1334,49626,3074,31184,2923,70961,1321,51287,2770,19674,2472,57635,1388,42826,2396,14809,2038,30962,533,25543,1347,5419,1473,15149,650,14424,796,725,472,7862,452,7036,748,826,577,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,75778,197,11072,682,10505,843,567,436,16929,682,15250,1037,1679,719,9839,871,6833,1147,3006,690,14353,1285,6621,1581,7732,1105,10466,1009,5837,1127,4629,1187,6925,1091,4912,1135,2013,842,3349,438,2635,569,714,408,927,376,927,376,0,192,1918,470,1876,468,42,66,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,58394,320,5870,352,5762,321,108,175,7591,351,6428,968,1163,956,7536,270,6341,907,1195,868,14597,90,12447,831,2150,846,9614,4,7749,901,1865,901,6210,99,5527,441,683,422,3937,3,3610,313,327,313,1896,329,1809,309,87,147,1143,329,1143,329,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4311893,2609,381224,5231,345829,7057,35395,4228,738348,5343,604430,11769,133918,11099,472910,4501,247211,9801,225699,9580,633949,5876,305208,9383,328741,9648,660810,4081,358807,9815,302003,10838,589415,3492,356480,8946,232935,8453,384637,2677,242474,7762,142163,7642,249728,2465,234340,3353,15388,2704,200872,2421,193649,3009,7223,2025,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,862265,4036,128459,5095,110040,4507,18419,4321,194962,4468,146207,6028,48755,4901,105566,5263,40506,4759,65060,4945,165057,5720,50273,5511,114784,6343,132139,5159,53857,4549,78282,6076,81903,5161,37642,4884,44261,5043,34897,2827,18972,2962,15925,2884,14459,1950,12029,1924,2430,942,4823,1235,4377,1200,446,375,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,120712,1173,17468,948,17144,1028,324,343,28719,948,27591,1153,1128,950,14219,1072,11685,1306,2534,991,19558,1623,17464,1577,2094,1093,14545,963,12445,1141,2100,986,11574,889,10090,903,1484,708,7739,513,6800,612,939,473,4009,573,3917,526,92,134,2881,500,2614,415,267,335,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,178946,785,27768,1319,25020,1978,2748,1236,46234,1312,37010,2467,9224,2160,23452,1784,12953,1848,10499,1469,27133,2393,13141,2133,13992,1585,25064,2016,12531,1492,12533,1964,15062,1505,7739,1406,7323,1316,8182,862,6083,913,2099,689,3966,693,3945,689,21,39,2085,688,2085,688,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2062677,2638,259799,4431,251722,4371,8077,1868,471117,4578,444212,5900,26905,3291,242819,2222,147857,5138,94962,5119,351983,2339,188090,6984,163893,7493,313600,2518,186298,6028,127302,5862,211199,2035,140955,4627,70244,4430,123859,1218,83610,2968,40249,3022,56318,1516,51031,2443,5287,1777,31983,1190,29435,1479,2548,1025,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,395373,2001,59047,2426,52781,2759,6266,1427,98428,2631,86019,3590,12409,2250,49976,2965,25851,2951,24125,2814,67220,3327,31884,3083,35336,3480,57218,2661,31368,2906,25850,2985,31608,2050,20245,1989,11363,1689,20096,1406,15341,1708,4755,1201,6897,880,6384,934,513,503,4883,722,4537,692,346,297,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,151947,975,22888,1094,21885,1091,1003,489,40173,1362,35860,1707,4313,1306,21681,1974,13532,1556,8149,1321,23335,2099,11880,1664,11455,1784,20792,1980,12490,1974,8302,1640,11822,1681,8681,1570,3141,951,6055,1067,4683,1045,1372,554,3274,668,2545,575,729,446,1927,617,1795,558,132,179,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,301331,1597,44575,1783,41066,1948,3509,1310,78808,1738,66048,2919,12760,2059,38096,1926,23991,2667,14105,1795,43284,2151,21286,2521,21998,2426,42082,1974,22419,1964,19663,2452,28773,1681,19792,1840,8981,1468,15594,1303,10760,1511,4834,1056,5717,837,4665,952,1052,502,4402,888,3948,960,454,332,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,127008,2464,21386,2018,19659,2055,1727,911,30130,1523,26569,1819,3561,983,16113,1366,7279,1529,8834,1267,22573,1716,9092,1518,13481,1936,17038,1937,9197,1827,7841,1830,10453,1511,6748,1446,3705,1017,4274,1293,3664,1265,610,399,3162,831,3066,819,96,164,1879,745,1879,745,0,189,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,191506,1558,21201,1498,19061,1557,2140,1267,34525,1734,29033,2234,5492,1647,20630,2142,9585,1561,11045,1729,37720,2934,12372,2352,25348,3083,31849,1952,15277,2370,16572,2402,20742,2008,11984,1681,8758,1310,12226,1167,8747,1192,3479,848,6613,806,6520,781,93,136,6000,977,5607,901,393,501,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17783,614,2105,722,2083,718,22,27,4544,694,4330,655,214,186,2062,594,1871,586,191,121,2736,684,1751,629,985,486,2542,796,2287,798,255,272,2114,754,1795,711,319,219,659,370,552,334,107,123,568,329,568,329,0,157,453,268,453,268,0,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
