GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001EA,B17007_001MA,B17007_002MA,B17007_002EA,B17007_003EA,B17007_003MA,B17007_004EA,B17007_004MA,B17007_005EA,B17007_005MA,B17007_006EA,B17007_006MA,B17007_007MA,B17007_007EA,B17007_008MA,B17007_008EA,B17007_009EA,B17007_009MA,B17007_010EA,B17007_010MA,B17007_011MA,B17007_011EA,B17007_012MA,B17007_012EA,B17007_013MA,B17007_013EA,B17007_014EA,B17007_014MA,B17007_015EA,B17007_015MA,B17007_016MA,B17007_016EA,B17007_017EA,B17007_017MA,B17007_018MA,B17007_018EA,B17007_019EA,B17007_019MA,B17007_020MA,B17007_020EA,B17007_021MA,B17007_021EA,B17007_022MA,B17007_022EA,B17007_023EA,B17007_023MA,B17007_024MA,B17007_024EA,B17007_025EA,B17007_025MA,B17007_026MA,B17007_026EA,B17007_027EA,B17007_027MA,B17007_028MA,B17007_028EA,B17007_029MA,B17007_029EA,B17007_030MA,B17007_030EA,B17007_031MA,B17007_031EA,B17007_032EA,B17007_032MA,B17007_033EA,B17007_033MA,B17007_034MA,B17007_034EA,B17007_035MA,B17007_035EA,B17007_036EA,B17007_036MA,B17007_037EA,B17007_037MA,B17007_038EA,B17007_038MA,B17007_039MA,B17007_039EA,B17007_040MA,B17007_040EA,B17007_041EA,B17007_041MA,B17007_042EA,B17007_042MA,B17007_043EA,B17007_043MA,state
0400000US01,776460,15814,245313,10175,105637,6105,464,387,1220,513,29533,3330,14631,2110,13088,1868,19874,2520,16082,1792,6948,1281,3797,877,139676,7045,500,427,1041,447,32526,4207,16248,2491,11164,1914,24169,2637,21234,2385,13405,1717,19389,2262,531147,12981,262565,8571,0,190,0,190,21070,2714,54868,4089,43290,3165,47443,3583,48986,3501,23288,2268,23620,1733,268582,8191,0,190,138,133,18748,2360,32047,3208,23071,2995,40812,3673,47467,3071,46170,2817,60129,2972,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,143383,5873,26000,2347,11800,1699,32,40,271,236,2960,933,1912,784,1532,543,2531,740,1876,508,437,209,249,174,14200,1851,33,39,211,143,4377,1141,1671,593,1592,514,2309,703,2067,739,704,366,1236,480,117383,5633,69467,4502,0,149,100,153,7984,1562,16515,1862,11681,1968,14589,2245,11422,1607,4621,912,2555,663,47916,3468,0,149,49,81,4841,920,9218,1674,6451,1260,9381,1541,9508,1522,4554,840,3914,605,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1216398,22770,328230,10601,161634,8841,671,511,2861,1202,37724,4357,28127,3341,22310,3187,29417,4486,24161,3255,10970,1649,5393,979,166596,8107,229,198,2462,939,43206,4185,24656,3040,19704,3172,22153,3039,25171,3010,13517,2322,15498,1836,888168,20328,460899,13662,49,82,116,193,42983,5019,100852,5723,79995,6580,79264,5480,71692,4612,46041,3673,39907,3164,427269,10478,0,229,482,671,31278,3816,70761,4922,39595,3398,64479,4013,75102,4862,70215,4598,75357,4449,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,491678,10472,161960,6294,67642,4027,393,392,1121,453,15113,2467,11056,1694,9379,1951,11901,1757,10977,1662,4246,972,3456,675,94318,4678,240,201,1388,607,17993,2699,14107,2261,9177,1835,16702,2145,14369,2020,9137,1480,11205,1203,329718,9112,167555,6565,0,192,0,192,13605,2484,35661,3388,28522,3567,28662,2599,29670,2688,18062,1818,13373,1459,162163,5806,0,192,0,192,10788,2014,16569,2043,13825,2111,23849,2247,30668,2495,27688,1951,38776,2150,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6625047,53675,1845526,30557,859901,21449,6071,1721,13113,2269,213245,10616,163451,7060,112559,6220,154714,7094,118967,6255,44093,3506,33688,2907,985625,16578,4279,1124,14845,2059,229776,8838,161176,6973,114111,6509,135723,7035,134853,6257,79586,4063,111276,5008,4779521,38386,2487960,26121,52,84,1325,1080,176883,7710,680986,12851,470767,12390,447117,13273,351804,9339,193571,6344,165455,5733,2291561,25130,123,203,406,298,157222,8229,475267,12606,280994,10182,321574,8930,386595,10037,288887,7487,380493,7007,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1047615,18575,250963,9346,121363,6647,873,554,1515,571,39593,3784,26993,3767,14233,2362,15960,2056,14449,2049,4792,942,2955,807,129600,5271,955,461,2412,926,39708,3276,20705,2799,11355,1955,17625,2543,14702,1587,9789,1414,12349,1348,796652,14954,409884,8888,0,201,64,141,42396,3750,115321,5627,70814,4591,71783,4452,58419,3704,29328,2349,21759,1532,386768,9849,0,201,36,62,36842,3315,80833,4984,43391,3553,57622,4397,66867,3801,46633,2785,54544,2639,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,641730,13253,138430,6582,64206,4657,75,123,660,366,12910,2525,11367,1735,10216,1638,11178,1937,11196,1875,3239,779,3365,801,74224,4764,516,391,548,274,13623,2526,11118,2008,7515,1558,11552,1885,12007,1547,7123,1077,10222,1563,503300,11298,245456,7681,0,198,0,198,13989,2132,60222,4921,38162,3065,50521,3067,38075,2847,23471,1937,21016,1936,257844,7186,0,198,41,66,10084,1575,37767,2839,27363,2592,36403,3128,49261,2891,40313,2104,56612,3233,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,163245,6107,39021,3563,15448,2670,597,467,636,420,3807,1342,3101,1223,1852,771,2301,798,2231,914,537,291,386,225,23573,2754,117,143,169,151,6557,1576,3796,1074,2254,855,2846,756,3895,1103,2034,593,1905,543,124224,4864,60788,3606,0,192,0,192,3233,1189,14099,1966,9412,1609,13142,1852,8802,1434,6666,1122,5434,993,63436,3474,0,192,0,192,3377,875,8757,1483,7281,1632,11398,1642,11267,1361,9523,1116,11833,1248,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224065,6230,45798,3464,22109,2578,0,200,103,185,5589,1294,3943,1144,2019,609,4192,1213,3947,1148,1385,520,931,482,23689,2466,0,200,0,200,6145,1480,5320,1332,1456,677,2859,925,3534,847,1796,510,2579,656,178267,6123,87487,4140,0,200,0,200,6560,1591,32277,2289,16773,1805,13217,1748,10676,1330,5538,834,2446,578,90780,3827,0,200,0,200,9049,1744,35309,1909,11417,1305,9806,1542,10128,1090,7271,779,7800,946,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3797792,39659,1037754,19267,492574,15536,1994,813,4521,943,97626,6946,89686,7261,64052,5187,91252,6620,82085,5983,36431,4917,24927,2565,545180,13470,2410,1168,4917,1451,110798,6602,67396,5271,58208,5616,80854,5543,87156,4948,55021,3614,78420,5482,2760038,34621,1379465,24546,44,72,0,238,86222,5455,289899,11179,242053,9732,257747,10383,217818,7779,145924,5691,139758,5831,1380573,21135,0,238,157,185,85868,6529,195069,9386,144589,8925,202731,7468,230837,9037,221811,8471,299511,7152,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1621112,28212,489813,17127,219274,10734,2048,1124,3269,1296,55478,4847,38692,4717,31905,4284,39303,4628,33210,2927,10359,2007,5010,1210,270539,11196,1056,751,1117,604,71866,4885,41461,4756,25881,3152,38802,3933,37866,3174,23080,2519,29410,2968,1131299,22295,577570,13833,0,225,102,123,48020,4862,150529,7916,115301,6639,107733,5868,79008,5693,45764,3773,31113,2806,553729,14591,6,13,277,204,35783,4288,98460,6768,73097,6568,86253,5379,100794,4768,76932,3768,82127,3628,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,225631,8269,57083,4176,25927,2998,177,179,520,357,4030,1110,4868,1437,2500,721,4953,1139,6279,1306,1226,601,1374,765,31156,3108,68,94,254,219,6812,1645,5398,1532,3982,1183,2944,822,5367,1092,3086,892,3245,1101,168548,7086,90074,4848,0,187,0,187,7770,1736,21048,2333,15242,1938,15269,1769,15972,1728,8365,1147,6408,873,78474,4235,0,187,0,187,4200,1312,13968,2264,7701,1490,13240,1620,13614,1691,10164,1165,15587,1514,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
