GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,NAME,B18103_001EA,B18103_001MA,B18103_002EA,B18103_002MA,B18103_003MA,B18103_003EA,B18103_004EA,B18103_004MA,B18103_005EA,B18103_005MA,B18103_006EA,B18103_006MA,B18103_007MA,B18103_007EA,B18103_008MA,B18103_008EA,B18103_009MA,B18103_009EA,B18103_010EA,B18103_010MA,B18103_011EA,B18103_011MA,B18103_012MA,B18103_012EA,B18103_013MA,B18103_013EA,B18103_014MA,B18103_014EA,B18103_015EA,B18103_015MA,B18103_016EA,B18103_016MA,B18103_017MA,B18103_017EA,B18103_018MA,B18103_018EA,B18103_019MA,B18103_019EA,B18103_020MA,B18103_020EA,B18103_021EA,B18103_021MA,B18103_022EA,B18103_022MA,B18103_023MA,B18103_023EA,B18103_024MA,B18103_024EA,B18103_025MA,B18103_025EA,B18103_026EA,B18103_026MA,B18103_027EA,B18103_027MA,B18103_028MA,B18103_028EA,B18103_029MA,B18103_029EA,B18103_030MA,B18103_030EA,B18103_031MA,B18103_031EA,B18103_032EA,B18103_032MA,B18103_033MA,B18103_033EA,B18103_034MA,B18103_034EA,B18103_035MA,B18103_035EA,B18103_036MA,B18103_036EA,B18103_037EA,B18103_037MA,B18103_038EA,B18103_038MA,B18103_039MA,B18103_039EA,state
0400000US01,4720067,2155,2262898,5633,152700,2698,396,439,152304,2805,416407,3671,4738,1063,411669,3615,515415,3907,6113,1346,509302,3974,899283,3969,28652,3002,870631,4551,171501,1563,9242,1420,162259,1934,107592,1452,11136,1297,96456,1881,2457169,5482,145765,2674,388,343,145377,2739,407253,3626,3926,1019,403327,3630,549194,2867,6317,1283,542877,3144,980132,3430,34183,2878,945949,4518,204722,1433,11953,1406,192769,2238,170103,1485,23005,2044,147098,2304,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,27602,927,202,288,27400,931,68083,1045,392,229,67691,1055,85584,2039,367,267,85217,2063,144403,1781,2355,546,142048,1860,18879,724,1432,873,17447,1078,8861,529,1361,471,7500,590,345860,1555,26429,948,17,27,26412,952,65594,1012,137,90,65457,1013,83173,1477,915,670,82258,1754,141420,1675,1908,530,139512,1859,18371,919,906,315,17465,918,10873,414,1345,449,9528,606,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,228954,2545,1065,593,227889,2546,601166,3600,4627,1445,596539,3994,733523,3357,8721,2370,724802,4081,1158942,3284,20552,2941,1138390,4351,246149,1443,8101,1596,238048,1837,172663,1141,15577,2349,157086,2626,3236883,4797,218874,2684,1792,1064,217082,3167,572836,2017,3852,1162,568984,2331,728673,2502,7346,1821,721327,3246,1224296,2590,21926,3330,1202370,3862,274832,1575,9532,1741,265300,2428,217372,1632,22790,2784,194582,3054,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,101924,2704,1376,552,100548,2798,264789,2861,3419,1032,261370,2939,320988,3594,4730,1216,316258,3880,543255,3659,19825,2165,523430,4131,110563,1268,7324,1161,103239,1461,70914,1344,8341,1258,62573,1806,1472779,4226,95501,2472,459,391,95042,2459,246674,2522,3127,935,243547,2557,327733,2839,7339,1564,320394,3276,571752,2627,23230,2646,548522,3873,124362,1227,6471,1072,117891,1506,106757,1364,13350,1460,93407,2011,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1295005,2869,5409,1409,1289596,3010,3436648,4108,27029,3045,3409619,5360,4622555,6143,40594,4176,4581961,6896,7094300,6035,132865,7125,6961435,8977,1092291,2538,41592,3193,1050699,3656,796374,2679,74790,4617,721584,5570,18824616,6478,1238320,2978,6907,1775,1231413,3108,3282493,3324,23800,2756,3258693,4127,4523005,4457,37778,3344,4485227,5090,7367608,4216,137208,6441,7230400,6938,1262473,2583,49054,4390,1213419,4781,1150717,2960,134095,5776,1016622,6557,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,176488,2340,355,257,176133,2321,453559,2596,4334,1199,449225,2656,605876,3524,4862,1193,601014,3482,1012334,3571,18714,2576,993620,4574,154588,1301,5322,1178,149266,1799,96026,1395,10589,1466,85437,2047,2526014,4098,164547,2060,409,322,164138,2097,432234,2719,3174,873,429060,2758,594565,2946,4715,1302,589850,3106,1026050,3187,16697,2298,1009353,3108,170177,1363,7162,1430,163015,2066,138441,1350,17037,1930,121404,2239,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,100746,1133,535,476,100211,1252,309787,1412,2244,749,307543,1479,368293,1990,2851,845,365442,2211,716698,2351,9889,1411,706809,2631,120443,1037,2601,800,117842,1409,91448,1083,6222,1187,85226,1426,1815294,2210,95446,929,184,198,95262,929,296371,1005,1876,592,294495,1198,373549,1313,2832,882,370717,1543,768758,1592,13143,1573,755615,2139,140257,883,3904,949,136353,1244,140913,1267,12301,1534,128612,1994,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,28049,349,220,206,27829,439,76245,863,709,502,75536,973,96233,1214,699,474,95534,1281,170860,985,3113,709,167747,1201,35027,624,1512,655,33515,802,22478,651,1956,763,20522,1003,463240,1136,27199,289,102,126,27097,318,72802,833,421,291,72381,887,103031,984,353,285,102678,1062,187653,1003,4928,1343,182725,1674,40223,612,1415,542,38808,825,32332,745,2956,910,29376,1080,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,18547,167,0,200,18547,167,34909,427,445,435,34464,706,96369,582,861,440,95508,690,108278,671,3621,993,104657,1291,16200,382,761,521,15439,618,10868,549,622,382,10246,465,322994,788,17658,63,0,200,17658,63,34198,429,205,170,33993,446,116442,475,1584,801,114858,934,114069,613,2517,834,111552,900,21260,249,1493,651,19767,693,19367,539,2361,735,17006,871,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,549021,4180,1343,843,547678,4372,1491065,5500,11694,2258,1479371,5724,1990278,7254,17725,2627,1972553,7652,3585805,6843,75382,5804,3510423,8597,821680,3876,29503,3368,792177,4328,651136,2667,57063,5581,594073,5912,9663309,8195,525037,3621,2375,1166,522662,3626,1421823,5184,9341,1944,1412482,5563,2012209,5809,16862,2609,1995347,6721,3880195,5622,79661,4985,3800534,6910,943420,3543,33684,3381,909736,4520,880625,2977,93120,6828,787505,6909,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
