GEO_ID,B08015_001E,B08015_001M,B08015_002E,B08015_002M,B08015_003E,B08015_003M,NAME,B08015_001EA,B08015_001MA,B08015_002EA,B08015_002MA,B08015_003EA,B08015_003MA,state
0400000US01,1745465,16454,899175,10754,846290,11457,Alabama,null,null,null,null,null,null,01
0400000US02,257755,5883,136395,3932,121355,4206,Alaska,null,null,null,null,null,null,02
0400000US04,2150150,19230,1147915,15598,1002235,13739,Arizona,null,null,null,null,null,null,04
0400000US05,1062525,11731,555550,8890,506975,7482,Arkansas,null,null,null,null,null,null,05
0400000US06,12550670,41401,6851995,29562,5698675,28130,California,null,null,null,null,null,null,06
0400000US08,1978910,13245,1052900,10364,926010,10252,Colorado,null,null,null,null,null,null,08
0400000US09,1404080,11850,714810,8382,689275,8863,Connecticut,null,null,null,null,null,null,09
0400000US10,353130,6903,179405,4452,173730,4295,Delaware,null,null,null,null,null,null,10
0400000US11,110470,4459,53990,3183,56480,3143,District of Columbia,null,null,null,null,null,null,11
0400000US12,6729240,36288,3434775,24570,3294470,23910,Florida,null,null,null,null,null,null,12
0400000US13,3494035,25850,1819155,17011,1674880,16867,Georgia,null,null,null,null,null,null,13
0400000US15,477945,7221,263810,5596,214135,4800,Hawaii,null,null,null,null,null,null,15
0400000US16,550375,9005,294030,6620,256345,6811,Idaho,null,null,null,null,null,null,16
0400000US17,4500255,23261,2352515,15235,2147740,13928,Illinois,null,null,null,null,null,null,17
0400000US18,2525720,16723,1321145,11671,1204575,10688,Indiana,null,null,null,null,null,null,18
0400000US19,1280120,9876,661465,7406,618660,6501,Iowa,null,null,null,null,null,null,19
0400000US20,1190220,11044,625390,7938,564830,8104,Kansas,null,null,null,null,null,null,20
0400000US21,1582785,14373,822455,9746,760330,9835,Kentucky,null,null,null,null,null,null,21
0400000US22,1681845,16327,870120,11047,811725,10386,Louisiana,null,null,null,null,null,null,22
0400000US23,526060,6272,261175,4206,264885,4442,Maine,null,null,null,null,null,null,23
0400000US24,2221100,17428,1136510,10214,1084585,12358,Maryland,null,null,null,null,null,null,24
0400000US25,2442655,17130,1253890,11292,1188760,12259,Massachusetts,null,null,null,null,null,null,25
0400000US26,3552635,16453,1814915,12941,1737720,11980,Michigan,null,null,null,null,null,null,26
0400000US27,2200895,13654,1128965,9621,1071930,8243,Minnesota,null,null,null,null,null,null,27
0400000US28,1029175,10273,534100,7617,495075,8016,Mississippi,null,null,null,null,null,null,28
0400000US29,2321630,16777,1192610,11791,1129025,11614,Missouri,null,null,null,null,null,null,29
0400000US30,379315,7032,193820,4812,185500,4731,Montana,null,null,null,null,null,null,30
0400000US31,796760,8467,418740,5304,378020,6059,Nebraska,null,null,null,null,null,null,31
0400000US32,995105,15037,534425,10093,460675,11198,Nevada,null,null,null,null,null,null,32
0400000US33,568045,7823,295050,5383,272995,5346,New Hampshire,null,null,null,null,null,null,33
0400000US34,3068815,19156,1596605,12754,1472205,14589,New Jersey,null,null,null,null,null,null,34
0400000US35,723615,8535,379615,6918,344000,6298,New Mexico,null,null,null,null,null,null,35
0400000US36,4995175,24726,2642880,18156,2352295,14993,New York,null,null,null,null,null,null,36
0400000US37,3578100,25393,1843705,16148,1734395,17278,North Carolina,null,null,null,null,null,null,37
0400000US38,307825,4800,164820,3118,143010,3478,North Dakota,null,null,null,null,null,null,38
0400000US39,4450270,24258,2287230,14554,2163045,15897,Ohio,null,null,null,null,null,null,39
0400000US40,1445030,12013,773430,7877,671595,8333,Oklahoma,null,null,null,null,null,null,40
0400000US41,1281755,14837,665475,8093,616280,10783,Oregon,null,null,null,null,null,null,41
0400000US42,4622100,22576,2400145,13918,2221960,15696,Pennsylvania,null,null,null,null,null,null,42
0400000US44,421865,7059,213305,4817,208560,5235,Rhode Island,null,null,null,null,null,null,44
0400000US45,1693850,17363,869685,10828,824165,11544,South Carolina,null,null,null,null,null,null,45
0400000US46,338050,5772,173020,4247,165030,3947,South Dakota,null,null,null,null,null,null,46
0400000US47,2417015,19591,1253640,12686,1163375,13562,Tennessee,null,null,null,null,null,null,47
0400000US48,9608390,42571,5219960,26272,4388430,29035,Texas,null,null,null,null,null,null,48
0400000US49,1021660,12605,574175,9187,447485,7396,Utah,null,null,null,null,null,null,49
0400000US50,250820,4608,125665,2975,125150,3089,Vermont,null,null,null,null,null,null,50
0400000US51,3192485,21608,1668180,14291,1524305,14147,Virginia,null,null,null,null,null,null,51
0400000US53,2410160,18586,1304260,13553,1105900,11380,Washington,null,null,null,null,null,null,53
0400000US54,634610,8204,331055,5931,303555,6874,West Virginia,null,null,null,null,null,null,54
0400000US55,2325240,14921,1196655,9440,1128585,10965,Wisconsin,null,null,null,null,null,null,55
0400000US56,236085,4446,125745,3243,110340,3281,Wyoming,null,null,null,null,null,null,56
0400000US72,891675,10676,467085,8084,424590,7524,Puerto Rico,null,null,null,null,null,null,72
