GEO_ID,C25027_001E,C25027_001M,C25027_002E,C25027_002M,C25027_003E,C25027_003M,C25027_004E,C25027_004M,C25027_005E,C25027_005M,C25027_006E,C25027_006M,C25027_007E,C25027_007M,C25027_008E,C25027_008M,C25027_009E,C25027_009M,NAME,C25027_001MA,C25027_001EA,C25027_002MA,C25027_002EA,C25027_003MA,C25027_003EA,C25027_004EA,C25027_004MA,C25027_005MA,C25027_005EA,C25027_006MA,C25027_006EA,C25027_007MA,C25027_007EA,C25027_008MA,C25027_008EA,C25027_009EA,C25027_009MA,state
0400000US01,1289217,12212,769984,10852,118765,5413,539892,8857,111327,4181,519233,10290,26091,2528,246746,8061,246396,5303,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,105715,4095,20203,2309,75900,2913,9612,1188,56597,2674,4020,1076,32585,1993,19992,1398,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,1032658,16346,138045,7150,695354,12264,199259,6041,468870,10367,17894,2693,181631,7877,269345,5987,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,441581,7763,77249,4072,301917,5801,62415,3464,309403,7087,12931,1728,135283,5439,161189,3788,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,5102167,26938,507778,11854,3758827,24746,835562,11095,1741202,18648,60282,4382,650700,13242,1030220,11633,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,954994,11508,139840,5640,697449,9857,117705,4421,316810,6526,15035,1829,136344,5289,165431,4206,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,644372,7533,66390,3990,496460,6575,81522,3552,266687,5457,3975,961,107466,4091,155246,3926,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,166538,4740,19413,1904,120856,4168,26269,2032,72022,3318,1614,551,29205,2170,41203,2356,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,87297,3574,13594,1764,59140,2961,14563,1316,23328,1822,1067,547,7206,974,15055,1368,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,2975808,26290,308384,10459,2073742,21869,593682,10896,1765361,19804,50147,4128,651674,13420,1063540,12866,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2256703,18001,1565587,17156,216717,8081,1151398,14510,197472,5262,691116,12765,36194,3196,323311,10125,331611,6830,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,172002,5256,15152,1902,120528,4300,36322,2460,82698,3364,2053,659,32512,2337,48133,2396,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,268395,6015,45447,3280,185241,5382,37707,2315,130421,4691,5568,1540,55577,3626,69276,2541,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,2170602,16316,319827,8365,1586916,13662,263859,5542,1019680,10859,34411,2686,433836,7798,551433,7512,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,1184826,12589,189411,6336,835723,9050,159692,4822,535236,8785,24535,2424,235119,6770,275582,5272,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,547912,7680,112902,4387,379376,5872,55634,2669,332456,5794,10187,1326,144134,3857,178135,3451,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,472920,7447,83776,3760,336526,6484,52618,2527,274159,6002,12743,1560,121043,4737,140373,4012,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1151479,11521,696506,10453,112271,4807,495586,8612,88649,4014,454973,8287,20849,2025,209348,5928,224776,4433,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130694,10222,618525,9452,106074,4962,439008,8178,73443,3489,512169,8821,31935,3185,253507,7687,226727,4353,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,391697,5080,254013,5110,28826,2164,192894,4218,32293,2253,137684,3811,4454,954,62401,2880,70829,2631,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437447,9760,1093872,10296,128080,5263,813403,10219,152389,4677,343575,7983,8201,1380,137208,5541,198166,4843,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1573279,12931,1132340,11701,118763,5126,865324,10341,148253,5243,440939,8213,7894,1574,175815,5550,257230,5954,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2706280,14314,1750985,14733,228996,5510,1276842,12124,245147,5358,955295,10627,44209,3267,420843,7237,490243,6186,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1525449,9656,1065984,9518,188580,4846,762794,6862,114610,3363,459465,6015,18740,1776,206817,4321,233908,4210,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,754663,8918,409463,9142,63179,4047,291986,7781,54298,3395,345200,6947,18401,2283,173752,6358,153047,3346,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1593031,12451,1042163,10082,170657,5618,734055,9134,137451,3676,550868,8039,22514,2129,228113,5555,300241,6350,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274570,4597,159673,5383,23692,2218,115048,4236,20933,1535,114897,3386,5321,1119,53242,2934,56334,2341,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484308,5955,305164,5726,56012,2586,217781,4370,31371,1689,179144,4080,7044,1205,78916,3561,93184,2676,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552991,9890,407138,10472,54357,5079,278345,8446,74436,4446,145853,5869,7225,1620,59824,4425,78804,3658,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
