GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001MA,B18106_001EA,B18106_002MA,B18106_002EA,B18106_003EA,B18106_003MA,B18106_004EA,B18106_004MA,B18106_005EA,B18106_005MA,B18106_006MA,B18106_006EA,B18106_007EA,B18106_007MA,B18106_008MA,B18106_008EA,B18106_009EA,B18106_009MA,B18106_010EA,B18106_010MA,B18106_011MA,B18106_011EA,B18106_012EA,B18106_012MA,B18106_013MA,B18106_013EA,B18106_014EA,B18106_014MA,B18106_015EA,B18106_015MA,B18106_016EA,B18106_016MA,B18106_017MA,B18106_017EA,B18106_018MA,B18106_018EA,B18106_019MA,B18106_019EA,B18106_020EA,B18106_020MA,B18106_021EA,B18106_021MA,B18106_022MA,B18106_022EA,B18106_023EA,B18106_023MA,B18106_024MA,B18106_024EA,B18106_025EA,B18106_025MA,B18106_026EA,B18106_026MA,B18106_027EA,B18106_027MA,B18106_028MA,B18106_028EA,B18106_029MA,B18106_029EA,B18106_030MA,B18106_030EA,B18106_031EA,B18106_031MA,B18106_032EA,B18106_032MA,B18106_033MA,B18106_033EA,state
0400000US01,4421602,3532,2110198,5019,416407,3671,5152,1090,411255,3754,515415,3907,5695,1299,509720,4052,899283,3969,33528,2917,865755,4958,171501,1563,11409,1483,160092,2150,107592,1452,15348,1633,92244,1917,2311404,4962,407253,3626,3061,1085,404192,3836,549194,2867,4601,1030,544593,3055,980132,3430,37712,3248,942420,4116,204722,1433,13291,1616,191431,2278,170103,1485,31374,2145,138729,2537,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,645241,2023,325810,2056,68083,1045,397,235,67686,1037,85584,2039,495,265,85089,2051,144403,1781,3192,894,141211,2008,18879,724,970,466,17909,717,8861,529,1025,349,7836,546,319431,1414,65594,1012,301,224,65293,1067,83173,1477,623,379,82550,1477,141420,1675,3034,827,138386,1813,18371,919,1060,444,17311,1079,10873,414,2507,566,8366,690,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5930452,3169,2912443,4889,601166,3600,3745,1064,597421,3738,733523,3357,7531,2083,725992,3998,1158942,3284,26356,3262,1132586,4858,246149,1443,9118,1969,237031,2196,172663,1141,18038,2096,154625,2136,3018009,3748,572836,2017,4549,1779,568287,2471,728673,2502,5190,1609,723483,2899,1224296,2590,33807,4273,1190489,4410,274832,1575,12084,2188,262748,2808,217372,1632,28182,2650,189190,3308,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2687787,2553,1310509,4010,264789,2861,4027,1054,260762,2839,320988,3594,3056,1025,317932,3725,543255,3659,17852,1742,525403,3878,110563,1268,6788,1087,103775,1277,70914,1344,8038,1190,62876,1624,1377278,3509,246674,2522,2274,786,244400,2623,327733,2839,3004,1060,324729,2989,571752,2627,21991,2146,549761,3328,124362,1227,7417,1131,116945,1562,106757,1364,17045,1780,89712,2049,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34628464,6052,17042168,7705,3436648,4108,39718,4120,3396930,5728,4622555,6143,35947,3618,4586608,7250,7094300,6035,145364,7447,6948936,8537,1092291,2538,51087,3763,1041204,4369,796374,2679,103855,4767,692519,5363,17586296,6331,3282493,3324,23431,2491,3259062,4079,4523005,4457,31193,2978,4491812,4988,7367608,4216,169603,6875,7198005,7161,1262473,2583,74118,4862,1188355,5388,1150717,2960,230199,7116,920518,7617,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4683850,3211,2322383,4494,453559,2596,5265,1284,448294,2962,605876,3524,4245,1051,601631,3543,1012334,3571,17283,2300,995051,4261,154588,1301,4564,921,150024,1697,96026,1395,8434,1425,87592,2191,2361467,3599,432234,2719,2459,885,429775,2991,594565,2946,3458,942,591107,2845,1026050,3187,18649,2377,1007401,4401,170177,1363,4814,805,165363,1385,138441,1350,17898,1811,120543,2402,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3326517,1588,1606669,2356,309787,1412,3382,830,306405,1705,368293,1990,3390,880,364903,2102,716698,2351,12486,1709,704212,2979,120443,1037,4093,972,116350,1380,91448,1083,9075,1129,82373,1488,1719848,2042,296371,1005,2157,609,294214,1098,373549,1313,1670,618,371879,1497,768758,1592,14514,2076,754244,2474,140257,883,4614,1053,135643,1263,140913,1267,19371,1979,121542,2152,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,836884,896,400843,1266,76245,863,1107,701,75138,1124,96233,1214,1156,575,95077,1311,170860,985,2475,748,168385,1200,35027,624,1570,654,33457,904,22478,651,2401,850,20077,1149,436041,1092,72802,833,555,391,72247,841,103031,984,890,462,102141,1093,187653,1003,4628,1070,183025,1620,40223,612,1606,667,38617,701,32332,745,4170,911,28162,1009,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571960,375,266624,892,34909,427,490,452,34419,740,96369,582,440,300,95929,674,108278,671,2810,812,105468,1119,16200,382,583,311,15617,479,10868,549,1133,538,9735,688,305336,794,34198,429,175,165,34023,449,116442,475,733,514,115709,642,114069,613,2468,810,111601,913,21260,249,858,453,20402,551,19367,539,3631,843,15736,841,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17678236,5716,8539964,8391,1491065,5500,13621,2080,1477444,5782,1990278,7254,20391,3112,1969887,7421,3585805,6843,90130,6179,3495675,9257,821680,3876,32856,3427,788824,4876,651136,2667,66789,4981,584347,5233,9138272,7790,1421823,5184,10804,1880,1411019,5313,2012209,5809,13890,2566,1998319,6320,3880195,5622,90588,5782,3789607,8004,943420,3543,39275,3537,904145,4861,880625,2977,133610,6217,747015,6186,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
