GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001EA,B11003_001MA,B11003_002EA,B11003_002MA,B11003_003EA,B11003_003MA,B11003_004EA,B11003_004MA,B11003_005EA,B11003_005MA,B11003_006EA,B11003_006MA,B11003_007EA,B11003_007MA,B11003_008EA,B11003_008MA,B11003_009MA,B11003_009EA,B11003_010EA,B11003_010MA,B11003_011EA,B11003_011MA,B11003_012EA,B11003_012MA,B11003_013EA,B11003_013MA,B11003_014EA,B11003_014MA,B11003_015EA,B11003_015MA,B11003_016EA,B11003_016MA,B11003_017EA,B11003_017MA,B11003_018MA,B11003_018EA,B11003_019EA,B11003_019MA,B11003_020MA,B11003_020EA,state
0400000US01,1251795,13646,889810,13277,331712,8749,73628,5049,66635,4356,191449,6629,558098,8830,361985,11523,79578,5409,34943,3606,9615,1874,2999,888,22329,3170,44635,3533,282407,9437,152614,7028,36162,3205,26770,3285,89682,5390,129793,5740,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,127277,4123,56973,3252,13125,1533,15116,2084,28732,2448,70304,3083,46002,2663,15744,1682,10324,1527,3193,954,2070,829,5061,999,5420,876,30258,2250,19215,2045,4866,1287,3252,726,11097,1642,11043,1337,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,1110350,16463,428287,12731,90446,6962,103500,7061,234341,8473,682063,12778,433573,12273,127496,7010,69460,5597,19198,2778,10306,2001,39956,4689,58036,4540,306077,10468,176410,8161,30750,4304,37069,3584,108591,6131,129667,6565,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,556108,8896,205856,6633,47637,3623,44520,3355,113699,5500,350252,6944,201097,7113,48001,3822,24594,3084,5766,1407,3762,1035,15066,2313,23407,2607,153096,5798,89603,4673,19396,2761,15329,2267,54878,3573,63493,4015,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,6059185,36520,2793349,22600,607867,12901,617957,11520,1567525,20866,3265836,28112,2459333,27065,748432,13450,353329,10942,91802,4812,64011,4601,197516,7899,395103,9857,1710901,22132,917686,17384,167039,7000,177262,7635,573385,13096,793215,14692,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,970556,12220,420122,9807,98678,5553,90160,4580,231284,7228,550434,9261,285915,8136,87794,5768,50673,4527,15761,2510,6345,1341,28567,2773,37121,3551,198121,6189,116267,4482,23421,2171,21884,2468,70962,4402,81854,4508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,660299,8937,275446,6704,60156,3504,48160,3178,167130,5474,384853,8496,232802,6766,53467,3560,24550,2681,6026,1744,3920,1188,14604,2192,28917,2304,179335,5716,102428,4602,18615,2404,20182,2353,63631,3729,76907,4365,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,161755,3367,59348,2944,13342,1673,10543,1530,35463,2771,102407,3125,65346,3593,18685,2563,9890,1710,3861,1186,1086,510,4943,1329,8795,1622,46661,3154,24991,2945,4704,1147,4209,997,16078,2504,21670,2084,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,57247,3022,19337,1776,8501,1177,2729,655,8107,1438,37910,2747,56798,3347,11128,1753,4787,1187,1575,760,403,332,2809,845,6341,1345,45670,2779,22416,2233,4702,1109,4035,998,13679,1981,23254,2028,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,3293055,25616,1126757,17804,240897,9029,214088,9586,671772,13946,2166298,20854,1266803,19197,324085,10065,151966,7645,45817,4468,21111,3239,85038,5826,172119,7012,942718,16455,509982,14032,96945,5767,85519,6147,327518,11009,432736,11609,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,1667698,18914,718977,12706,157198,7309,157702,8299,404077,9636,948721,14472,708310,12885,164952,8836,75428,6742,18920,2747,15482,3323,41026,4859,89524,5149,543358,11670,308598,9149,61082,4520,60704,4832,186812,7645,234760,7899,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,229641,6271,89648,4300,20475,2242,20573,2338,48600,3205,139993,4474,82148,4025,25768,2378,10618,1776,2920,1024,997,525,6701,1442,15150,1697,56380,3731,24811,2526,5228,1162,5445,1129,14138,2033,31569,2769,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,319270,7239,132413,5580,28433,2775,36788,3103,67192,4334,186857,5413,79412,5041,25194,3106,14240,2197,2763,1021,1543,723,9934,1769,10954,2339,54218,3635,33604,2782,6592,1251,6950,1213,20062,2083,20614,2463,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,2269243,15549,966588,12069,206098,6883,214424,7632,546066,9466,1302655,14179,829621,11247,212106,6923,100035,4937,25381,2628,16771,2427,57883,3989,112071,4731,617515,9990,338394,9059,64930,4440,66557,3737,206907,6972,279121,7843,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
