GEO_ID,B25100_001E,B25100_001M,B25100_002E,B25100_002M,B25100_003E,B25100_003M,B25100_004E,B25100_004M,B25100_005E,B25100_005M,B25100_006E,B25100_006M,B25100_007E,B25100_007M,B25100_008E,B25100_008M,B25100_009E,B25100_009M,B25100_010E,B25100_010M,B25100_011E,B25100_011M,B25100_012E,B25100_012M,B25100_013E,B25100_013M,NAME,B25100_001MA,B25100_001EA,B25100_002MA,B25100_002EA,B25100_003MA,B25100_003EA,B25100_004MA,B25100_004EA,B25100_005EA,B25100_005MA,B25100_006EA,B25100_006MA,B25100_007MA,B25100_007EA,B25100_008MA,B25100_008EA,B25100_009MA,B25100_009EA,B25100_010EA,B25100_010MA,B25100_011MA,B25100_011EA,B25100_012MA,B25100_012EA,B25100_013MA,B25100_013EA,state
0400000US01,1289217,12212,769984,10852,344576,9072,186232,6857,92300,4951,143788,6532,3088,922,519233,10290,219563,6742,85259,4039,50357,2882,155891,6115,8163,1270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,105715,4095,30565,3049,32343,2306,19391,2309,23366,2368,50,70,56597,2674,19036,1766,9538,1402,7350,1144,20543,1801,130,93,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,1032658,16346,404627,10866,241680,9687,125977,6866,251659,10037,8715,1977,468870,10367,165605,7054,74134,5056,52722,2870,166309,6540,10100,1925,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,441581,7763,222636,5242,99016,5150,47048,3856,69471,4276,3410,994,309403,7087,140211,5259,49480,3119,29663,2471,85653,4288,4396,1003,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,5102167,26938,835929,16492,996156,15524,847206,15807,2385504,23101,37372,3249,1741202,18648,324650,8097,177379,8115,163887,6210,1051233,14417,24053,2516,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,954994,11508,236063,6879,259209,7522,165500,6168,288132,8225,6090,1467,316810,6526,77182,3825,45788,2836,37454,2596,153404,4420,2982,941,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,644372,7533,164251,5364,174568,5267,105773,4462,196924,6132,2856,863,266687,5457,50136,3034,42875,2740,31238,2406,140023,4320,2415,809,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,166538,4740,41165,3186,46542,3488,27381,2511,50670,2945,780,423,72022,3318,18216,1915,10553,1439,8147,1164,34801,2137,305,195,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,87297,3574,10469,1635,18760,1775,18070,2056,39635,2521,363,262,23328,1822,2857,684,2785,653,2545,623,14896,1391,245,172,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,2975808,26290,1140441,18380,663891,13500,375423,12037,767142,15055,28911,3719,1765361,19804,588763,10506,286629,9384,204002,7592,653840,13654,32127,3167,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2256703,18001,1565587,17156,678498,15189,373849,11351,184791,8887,313815,11268,14634,3028,691116,12765,266077,8737,112670,5537,74541,4380,224861,7499,12967,2024,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,172002,5256,11091,1967,21578,2117,28014,2720,110763,4613,556,295,82698,3364,6136,1026,6394,1140,8101,1305,60880,2828,1187,580,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,268395,6015,83815,4900,73089,4271,39082,3379,71604,4136,805,351,130421,4691,36580,2661,22283,2082,18799,2401,51096,3390,1663,598,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,2170602,16316,851894,11285,543017,11036,282309,8178,482681,11393,10701,1794,1019680,10859,350509,6917,178327,5770,118532,4887,362021,7672,10291,1342,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,1184826,12589,595526,10290,289255,8401,127664,6562,165986,5913,6395,1535,535236,8785,225181,6570,101003,4122,62826,3545,139954,4516,6272,1266,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,547912,7680,288803,6850,138440,4892,55517,3222,63769,3487,1383,525,332456,5794,146447,4760,60341,2809,39110,2038,84436,3268,2122,504,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,472920,7447,250667,6550,112780,4976,49073,3237,58184,3442,2216,790,274159,6002,131324,4592,46764,2840,30208,2129,63925,2993,1938,488,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1151479,11521,696506,10453,328872,7734,172840,6982,80944,4573,109990,5034,3860,945,454973,8287,189937,5575,77431,3283,53519,3220,128504,4861,5582,1123,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130694,10222,618525,9452,271222,9179,147457,5445,73981,4464,121665,5338,4200,1186,512169,8821,212045,6757,82532,4199,53099,3316,154194,5107,10299,1546,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,391697,5080,254013,5110,83686,3611,67045,3180,35841,2412,66434,3142,1007,582,137684,3811,38914,2716,22779,1840,16958,1570,57779,2380,1254,425,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437447,9760,1093872,10296,255673,7077,309347,8126,189535,7043,334464,7754,4853,1294,343575,7983,68964,4297,54334,3353,44308,2884,173614,5784,2355,673,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1573279,12931,1132340,11701,206636,7229,298034,8367,210157,6589,413361,9536,4152,1038,440939,8213,61018,3313,54985,3446,50515,3042,270033,6371,4388,1105,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2706280,14314,1750985,14733,967568,13172,365638,7411,162281,6013,246608,5985,8890,1317,955295,10627,411597,7088,168860,5203,101844,3700,260107,5033,12887,1562,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
