GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003MA,B09010_003EA,B09010_004EA,B09010_004MA,B09010_005EA,B09010_005MA,B09010_006EA,B09010_006MA,B09010_007EA,B09010_007MA,B09010_008EA,B09010_008MA,B09010_009EA,B09010_009MA,B09010_010MA,B09010_010EA,B09010_011EA,B09010_011MA,B09010_012MA,B09010_012EA,B09010_013EA,B09010_013MA,state
0400000US17,3089948,1866,833840,20106,825519,20402,297079,15550,67256,6177,461184,15994,8321,2107,2256108,19819,2245060,19746,1758188,19604,147523,8920,339349,13061,11048,2071,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1592326,2506,436677,13508,429553,13455,153628,10199,38798,4412,237127,10658,7124,1530,1155649,13508,1146816,13433,879693,16160,81521,6908,185602,9901,8833,1999,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,720582,2142,169161,8318,166346,8417,65212,5664,16389,3408,84745,6569,2815,1045,551421,8359,546813,8597,440728,9263,32441,3647,73644,4784,4608,1355,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,720997,1568,154879,7783,152057,7634,59740,5697,14617,2721,77700,6754,2822,1117,566118,7811,563164,7826,442830,9050,34112,3919,86222,7155,2954,1056,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1021677,2981,346598,11107,342417,11312,133712,8133,37167,4575,171538,9010,4181,1685,675079,10888,668193,11013,525167,12868,43079,4978,99947,7908,6886,2310,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1116844,1937,381920,12605,376962,12285,96279,7523,26522,3648,254161,10133,4958,2072,734924,12868,731345,12823,524678,12188,54907,5725,151760,9164,3579,1290,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,269189,1255,85295,5206,83660,5203,34398,3930,8578,2155,40684,4082,1635,926,183894,5505,182442,5688,142500,5834,16421,2708,23521,2614,1452,711,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1343193,1254,292737,11944,288847,11854,88577,7451,22305,4540,177965,10562,3890,1533,1050456,11677,1044165,11705,770619,14572,74483,8439,199063,10590,6291,1621,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1399724,1168,316884,12633,314279,12659,101793,7800,24966,4607,187520,10918,2605,1385,1082840,12665,1079578,12465,864012,12819,52982,5310,162584,9230,3262,1208,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2285313,2615,794631,14696,786564,15081,316945,14394,78460,7249,391159,13578,8067,1636,1490682,14412,1480930,14933,1178042,15849,95167,7602,207721,8710,9752,2180,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1274177,2815,247394,10102,244668,10013,97843,6890,23146,3321,123679,7514,2726,822,1026783,9708,1020819,9832,816427,10428,72335,5687,132057,7055,5964,1551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,749206,1960,275159,9670,273603,9858,78860,7121,18409,3450,176334,7575,1556,881,474047,9711,470954,9578,322930,9884,30821,3529,117203,8259,3093,1184,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1407420,3495,408572,14024,404755,14003,147833,8798,38751,4831,218171,10720,3817,1341,998848,13841,991363,13774,770116,13844,67557,6783,153690,10680,7485,1943,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222102,1343,57007,4502,56717,4502,23247,3316,6409,1773,27061,3582,290,206,165095,4625,163759,4630,131681,5398,11831,2598,20247,2406,1336,730,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,457371,1636,92950,6054,91845,5989,34167,3894,7655,1759,50023,5859,1105,699,364421,6000,363066,6019,289890,6362,25514,3123,47662,4215,1355,704,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,662055,937,166151,11297,164575,11469,77466,9906,20774,4108,66335,7002,1576,1360,495904,11271,491985,11249,348875,14142,45105,7158,98005,9780,3919,2015,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,278554,1053,48984,4370,48600,4279,18923,3187,5766,1883,23911,3426,384,384,229570,4215,228427,4334,179691,5217,14849,3020,33887,4258,1143,456,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2036791,1306,361590,13441,359640,13532,129532,8760,32597,4785,197511,10488,1950,946,1675201,13429,1670733,13452,1289956,15367,96281,7956,284496,9801,4468,1282,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,516611,1762,187891,8970,186497,8904,77123,7248,18215,3607,91159,8079,1394,731,328720,9280,328269,9309,230163,10233,29329,4086,68777,7041,451,306,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4256754,4003,1218913,20154,1209679,19604,467732,17465,99801,7457,642146,18983,9234,2136,3037841,20528,3023652,20408,2281288,23436,191536,10028,550828,19018,14189,2789,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2285393,4075,714256,20434,709403,20218,254778,13737,62003,8375,392622,17549,4853,1546,1571137,19743,1562772,19746,1162684,20073,111324,8653,288764,13749,8365,2434,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,150664,1043,29634,2963,29122,2913,10414,2213,2763,1038,15945,2328,512,375,121030,2998,119517,3060,100513,3305,7248,1666,11756,1936,1513,731,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2686860,2489,807767,16643,798949,16019,265732,10183,73482,7048,459735,14138,8818,2320,1879093,16109,1864238,16165,1447506,16770,112969,7900,303763,12085,14855,3461,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,931688,1368,279049,8794,276493,8869,114140,5764,28819,3970,133534,7292,2556,905,652639,8356,649069,8163,492993,8649,51364,4753,104712,6777,3570,1207,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,858079,2179,300676,12221,298193,12255,144620,9901,36758,5096,116815,9879,2483,1130,557403,12176,553264,12083,441100,11764,43665,5959,68499,7505,4139,1821,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2750694,2208,752217,18698,746462,18561,245706,10646,66143,5526,434613,15590,5755,1496,1998477,18721,1988490,18880,1567561,18589,135424,9008,285505,10807,9987,1891,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,217713,631,64953,5471,64798,5459,21597,4018,6603,2108,36598,3718,155,244,152760,5486,151575,5353,113018,4692,10211,2173,28346,4245,1185,1093,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1078704,3034,351715,13539,348498,13736,110851,10502,31826,5281,205821,10177,3217,1516,726989,13264,723354,13516,530013,14734,47222,4691,146119,11052,3635,1467,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,200472,892,50564,3927,50238,4023,17492,2976,8907,2548,23839,3370,326,358,149908,3811,148924,3802,115981,5044,10753,2246,22190,3240,984,560,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1487460,3246,527232,12296,522716,12430,216701,13708,42016,5664,263999,13010,4516,1761,960228,12750,955185,12869,737910,12894,62416,7309,154859,9426,5043,1695,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6941680,4325,2144702,34490,2130753,33876,952353,32375,167137,13274,1011263,27912,13949,3130,4796978,34040,4772957,34352,3626827,34686,306609,16435,839521,27310,24021,5061,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,876839,1654,161209,11107,160564,11097,88471,8268,12695,3805,59398,7478,645,406,715630,11120,713090,11102,608139,11685,31963,5045,72988,7279,2540,1387,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,124796,870,34155,3020,33350,3061,15665,2161,3309,1180,14376,1891,805,414,90641,2996,89843,2925,68381,2974,8822,1879,12640,1954,798,407,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1847446,2853,373908,12613,369094,12801,132393,9788,30257,3602,206444,12180,4814,1806,1473538,12608,1463264,12865,1149371,14146,84960,7231,228933,12041,10274,2539,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574928,2215,457397,14644,449076,14342,212900,11267,47214,5168,188962,8983,8321,1890,1117531,14434,1109155,14411,886656,15138,69819,6192,152680,9984,8376,2088,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,384893,2038,131022,7611,129074,7461,56994,6429,11513,2532,60567,5402,1948,1059,253871,7419,252536,7582,194653,7823,21738,3267,36145,4075,1335,729,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1320869,2245,364313,9639,356326,9199,133501,7777,42211,5193,180614,9710,7987,2764,956556,9305,948366,9351,761452,11190,65235,4871,121679,6127,8190,1909,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,134312,1040,18197,2603,17940,2635,6562,1728,2666,1130,8712,1970,257,287,116115,2731,115674,2752,87206,3709,9559,2489,18909,2977,441,321,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,875006,283,433176,10019,430336,9724,127137,8025,48654,5119,254545,10347,2840,1189,441830,10048,440476,9871,271360,8481,40688,4697,128428,8533,1354,869,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
