GEO_ID,C27001C_001E,C27001C_001M,C27001C_002E,C27001C_002M,C27001C_003E,C27001C_003M,C27001C_004E,C27001C_004M,C27001C_005E,C27001C_005M,C27001C_006E,C27001C_006M,C27001C_007E,C27001C_007M,C27001C_008E,C27001C_008M,C27001C_009E,C27001C_009M,C27001C_010E,C27001C_010M,NAME,C27001C_001EA,C27001C_001MA,C27001C_002EA,C27001C_002MA,C27001C_003EA,C27001C_003MA,C27001C_004MA,C27001C_004EA,C27001C_005MA,C27001C_005EA,C27001C_006EA,C27001C_006MA,C27001C_007EA,C27001C_007MA,C27001C_008MA,C27001C_008EA,C27001C_009MA,C27001C_009EA,C27001C_010MA,C27001C_010EA,state
0400000US18,12426,1884,3257,974,3036,988,221,214,7844,1410,5252,1184,2592,874,1325,526,1325,526,0,190,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,11478,1459,3680,754,3219,838,461,306,7221,1146,4928,949,2293,777,577,265,577,265,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23123,2657,5968,1145,5088,1062,880,680,15118,2151,9749,1643,5369,1388,2037,669,2025,669,12,27,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9395,1725,2554,799,2511,788,43,101,6203,1300,4639,1033,1564,747,638,325,638,325,0,189,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,28355,2267,8621,1518,7807,1510,814,472,18402,1687,10446,1757,7956,1650,1332,537,1332,537,0,198,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8104,1581,2036,655,1877,635,159,139,5251,1249,3704,1046,1547,760,817,347,817,347,0,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,13852,1379,2025,585,1873,560,152,181,10007,1431,8341,1336,1666,705,1820,658,1717,641,103,178,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,12887,2324,3089,1095,2636,943,453,570,8582,1767,8102,1783,480,290,1216,571,1216,571,0,204,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,52961,3646,14480,1604,12974,1474,1506,548,34582,2472,26436,1948,8146,1442,3899,731,3821,713,78,99,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,59443,3082,19772,1924,16265,1967,3507,1132,36485,2025,26627,1953,9858,1673,3186,530,3168,524,18,42,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,11681,1727,3251,426,2182,598,1069,547,7934,1628,5763,1741,2171,619,496,338,475,336,21,36,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21336,2631,4863,1184,4678,1142,185,211,14329,1907,9700,1403,4629,1229,2144,770,2144,770,0,184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,64839,3435,22209,2067,16247,2301,5962,1195,38624,2026,17092,1621,21532,2008,4006,585,3741,597,265,156,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17504,1868,6718,928,5923,926,795,331,9949,1357,5592,919,4357,1019,837,375,837,375,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,32137,3062,8767,1645,7246,1599,1521,570,20332,1883,12892,1852,7440,1410,3038,740,3031,739,7,16,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2144,700,531,310,516,306,15,39,1464,540,786,355,678,432,149,168,149,168,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,20710,3869,6270,2305,6002,2182,268,265,12678,2585,8573,1502,4105,2014,1762,633,1717,637,45,75,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,187264,4702,56217,1904,45307,2714,10910,2270,115737,3218,54477,3464,61260,3164,15310,928,14305,963,1005,340,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,66766,4667,17330,1997,14942,1762,2388,1133,43218,3673,34350,3121,8868,1601,6218,939,6218,939,0,192,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,108851,4118,29815,2287,27472,2413,2343,1372,69187,2925,44035,3401,25152,2615,9849,1048,9768,1029,81,136,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,37491,1683,13832,961,10363,1159,3469,871,22003,1088,12494,1298,9509,1326,1656,219,1656,219,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,18916,2045,3678,1037,3218,1076,460,440,13542,1553,10490,1467,3052,801,1696,483,1696,483,0,187,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,256104,7548,85206,4220,68398,3934,16808,2585,152308,3980,91561,3466,60747,2679,18590,1310,18440,1296,150,113,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,50632,4494,14772,2241,12326,2290,2446,849,32522,3134,20734,2103,11788,2582,3338,841,3323,840,15,27,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,16347,2021,4358,1217,4272,1227,86,90,10165,1479,7887,1421,2278,716,1824,551,1824,551,0,168,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,4278,1277,1743,1031,1702,1025,41,95,2173,508,1549,449,624,446,362,289,362,289,0,207,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12845,1989,2805,1101,2578,1030,227,321,8935,1539,6033,1234,2902,899,1105,356,1105,356,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,69524,2383,26876,1302,21540,1518,5336,1233,37714,1668,18335,1526,19379,1512,4934,915,4934,915,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,18391,3482,3836,1493,3665,1408,171,186,13751,2706,8976,1865,4775,1889,804,338,804,338,0,208,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,126141,11199,38705,7103,33686,6798,5019,1661,78122,5334,53450,4732,24672,3150,9314,1517,9184,1493,130,167,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31339,3125,10841,1869,7396,1418,3445,1478,19013,1817,11162,1697,7851,1177,1485,351,1464,352,21,26,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2137,606,577,278,553,270,24,58,1399,504,1016,409,383,330,161,167,161,167,0,145,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,23066,3346,3412,1005,2822,992,590,335,17112,2841,13072,1855,4040,1828,2542,941,2542,941,0,210,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,89041,5013,23076,2821,20166,2665,2910,820,59780,3485,42351,3398,17429,2096,6185,906,6000,861,185,172,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2511,979,563,453,563,453,0,184,1867,851,1421,772,446,283,81,84,81,84,0,184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,46075,2566,13107,1443,11107,1320,2000,647,29270,1860,20919,1715,8351,1059,3698,522,3666,520,32,34,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11882,1402,4040,651,3712,677,328,246,6999,955,4129,853,2870,661,843,234,843,234,0,189,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8169,2055,1593,879,1593,879,0,210,5303,1548,4493,1347,810,578,1273,544,1250,541,23,39,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
