GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001EA,B17023_001MA,B17023_002MA,B17023_002EA,B17023_003EA,B17023_003MA,B17023_004MA,B17023_004EA,B17023_005MA,B17023_005EA,B17023_006EA,B17023_006MA,B17023_007MA,B17023_007EA,B17023_008EA,B17023_008MA,B17023_009MA,B17023_009EA,B17023_010EA,B17023_010MA,B17023_011MA,B17023_011EA,B17023_012EA,B17023_012MA,B17023_013MA,B17023_013EA,B17023_014EA,B17023_014MA,B17023_015EA,B17023_015MA,B17023_016MA,B17023_016EA,B17023_017MA,B17023_017EA,B17023_018MA,B17023_018EA,B17023_019EA,B17023_019MA,B17023_020EA,B17023_020MA,B17023_021EA,B17023_021MA,B17023_022MA,B17023_022EA,B17023_023EA,B17023_023MA,B17023_024MA,B17023_024EA,B17023_025EA,B17023_025MA,B17023_026EA,B17023_026MA,B17023_027MA,B17023_027EA,B17023_028MA,B17023_028EA,B17023_029MA,B17023_029EA,B17023_030EA,B17023_030MA,B17023_031EA,B17023_031MA,B17023_032EA,B17023_032MA,B17023_033MA,B17023_033EA,B17023_034EA,B17023_034MA,B17023_035MA,B17023_035EA,state
0400000US01,1251795,13646,185909,6956,59150,3773,25892,2512,21394,2565,9963,1915,1901,904,126759,6010,17144,2148,7482,1277,8198,1735,1330,672,134,160,109615,5436,30076,2485,58019,4039,19286,2639,2234,825,1065886,12576,830660,13121,532206,9013,245501,8829,50389,4417,2564,992,235226,9305,62434,4569,37153,3305,22575,2616,2632,972,74,86,172792,7372,99717,5109,67003,4662,5926,1283,146,136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,1154,504,1263,404,667,266,758,382,8182,1485,2416,849,363,351,1407,685,387,259,259,307,5766,1148,1093,424,3268,945,1133,504,272,187,161255,4646,123435,4083,69150,3055,38993,2975,13650,2125,1642,514,37820,2584,13328,1464,5057,903,6265,1151,1935,829,71,61,24492,2226,9950,1306,12182,1657,2071,839,289,289,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,30276,3062,32700,4099,19993,2390,3226,998,131408,7640,29605,3457,10123,2176,15017,2821,4151,1342,314,254,101803,6253,25512,2929,51055,4806,21788,2850,3448,1425,1326320,15922,1024155,15246,651787,11893,287540,9940,79920,5369,4908,1612,302165,11081,97891,6129,47913,4119,42949,4436,6815,1565,214,265,204274,9043,104155,6144,85039,5651,13548,2617,1532,832,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,18365,1933,14807,1859,7270,1680,1209,651,70883,4674,11297,1840,4580,1372,5249,1300,1032,527,436,440,59586,4236,14141,1997,32858,3175,11593,1809,994,579,644671,9383,514457,9045,331887,6698,151952,6234,29487,2445,1131,439,130214,5525,36704,3575,18827,2207,16260,2609,1585,559,32,51,93510,4397,49352,3489,40750,3338,3234,990,174,237,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,142400,5453,184342,6378,114485,5788,14011,2012,600914,12384,126510,6051,39870,3404,60929,4213,22221,2721,3490,1237,474404,11719,106826,5785,253653,9523,101272,5897,12653,1820,7462366,32642,5603947,36627,3123436,27236,2008351,22688,447666,11580,24494,2565,1858419,25132,621922,13214,355233,10076,230168,8845,33450,3541,3071,1610,1236497,18248,686389,13819,484599,11241,62363,4807,3146,1099,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,15603,1766,18245,2620,9067,1476,2735,1186,68896,4246,13492,2118,4315,1122,7039,1748,1828,784,310,281,55404,3914,10873,1979,30538,2935,12470,1992,1523,709,1141925,11786,924906,12060,534831,9310,307350,8735,76309,4664,6416,1908,217019,7600,74302,5184,32806,3385,37933,3978,3431,1233,132,247,142717,5553,70981,4113,65211,3723,6401,1387,124,204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,8064,1354,7058,1462,3236,852,665,543,51528,4149,7519,1540,2698,952,3518,1074,1303,692,0,198,44009,3672,9434,1693,24736,2741,8852,1693,987,479,822550,9225,641276,8599,376789,8410,214657,6479,48273,2993,1557,550,181274,6406,45948,3395,26219,2321,17577,2563,2152,701,0,198,135326,5171,67473,3802,60715,3663,6893,1645,245,280,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,2044,690,1796,576,675,368,26,48,13720,1944,2561,1057,1039,581,1374,800,116,153,32,59,11159,1600,2799,756,5627,1334,2554,894,179,179,208840,3727,157214,3452,100363,3089,46631,2811,9699,1693,521,327,51626,3455,16124,2367,7756,1571,6754,1491,1614,752,0,192,35502,2826,18871,1976,15246,2227,1385,687,0,192,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,1280,502,885,573,0,200,0,200,15443,2076,2022,732,717,364,783,562,522,421,0,200,13421,1862,4144,974,6094,1345,2844,956,339,343,96437,3750,55082,3009,36630,2749,15810,1548,2462,794,180,190,41355,3014,9106,1575,5624,1334,3331,945,151,259,0,200,32249,2514,19110,1845,11723,1711,1416,575,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,106490,7386,80450,5886,34120,3526,6500,1668,336835,10750,64057,5288,21928,2515,32701,3688,8425,2021,1003,600,272778,8881,72803,4916,145816,6677,47153,4230,7006,1517,3995463,26744,3065495,26185,2059808,19842,844253,15682,154587,9073,6847,1352,929968,15536,260028,9424,150191,6996,100961,6221,8158,2136,718,501,669940,12950,359933,9937,279042,10384,29895,3755,1070,651,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,124409,7749,48143,4291,43576,4481,28964,3126,3726,1065,224736,7699,35436,3713,16207,2700,13278,2250,5546,1223,405,383,189300,7234,52417,3794,98758,5321,32961,3458,5164,1369,2026863,18425,1543289,19299,900578,15043,529090,13926,109848,6864,3773,1026,483574,11603,129516,7609,73317,4865,46697,5765,8811,2330,691,546,354058,10443,182343,7603,152903,6873,18108,2407,704,686,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
