GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001MA,B18135_001EA,B18135_002EA,B18135_002MA,B18135_003EA,B18135_003MA,B18135_004MA,B18135_004EA,B18135_005MA,B18135_005EA,B18135_006EA,B18135_006MA,B18135_007EA,B18135_007MA,B18135_008EA,B18135_008MA,B18135_009MA,B18135_009EA,B18135_010MA,B18135_010EA,B18135_011EA,B18135_011MA,B18135_012MA,B18135_012EA,B18135_013EA,B18135_013MA,B18135_014MA,B18135_014EA,B18135_015MA,B18135_015EA,B18135_016MA,B18135_016EA,B18135_017EA,B18135_017MA,B18135_018EA,B18135_018MA,B18135_019MA,B18135_019EA,B18135_020MA,B18135_020EA,B18135_021MA,B18135_021EA,B18135_022EA,B18135_022MA,B18135_023EA,B18135_023MA,B18135_024EA,B18135_024MA,B18135_025MA,B18135_025EA,B18135_026MA,B18135_026EA,B18135_027MA,B18135_027EA,B18135_028EA,B18135_028MA,B18135_029EA,B18135_029MA,B18135_030MA,B18135_030EA,B18135_031MA,B18135_031EA,B18135_032MA,B18135_032EA,B18135_033EA,B18135_033MA,B18135_034EA,B18135_034MA,state
0400000US01,4720067,2155,1122125,2463,54307,4158,51561,4028,17871,2218,36637,3458,2746,1052,1067818,4789,1011503,8068,610305,10772,433346,11421,56315,6771,2944024,3977,433042,12731,350963,11180,181006,8196,229028,9233,82079,4927,2510982,13382,1980379,16713,1826708,17582,222126,8137,530603,15759,653918,2352,277639,5687,277117,5657,164774,5091,275304,5643,522,233,376279,5898,374580,5934,260456,6078,366019,6122,1699,869,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,187708,459,5509,1414,5055,1368,2005,623,3666,1264,454,291,182199,1487,160544,2581,106000,5010,62232,4407,21655,2593,454580,2067,44003,3001,32734,2686,18038,1923,18205,1971,11269,1536,410577,3617,304358,5768,278767,6708,38933,3657,106219,5223,56984,1124,24219,1752,23608,1769,12566,1605,23223,1758,611,471,32765,1868,32313,1835,22345,1734,30436,1850,452,265,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,1621830,1382,56497,5221,51000,4945,24294,3468,33451,4426,5497,1506,1565333,5494,1362411,12742,829510,19946,577594,20965,202922,10685,3845434,2591,375002,12504,320103,11429,151417,7473,208833,8855,54899,5493,3470432,12643,2648429,25168,2211501,25856,521837,18939,822003,21372,911016,1963,301231,8229,298072,8186,168527,6294,294674,8148,3159,925,609785,8526,603255,8381,385403,10328,585107,8433,6530,1773,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,708888,1722,38612,3749,36523,3575,10815,1827,29885,3348,2089,822,670276,3826,632415,5939,321267,9700,336500,9938,37861,4860,1763728,2795,268822,7459,217818,7339,103157,4879,147009,6190,51004,4170,1494906,7456,1094459,14363,997139,14723,136420,6467,400447,12910,412596,2012,177930,4519,177688,4560,101719,4035,176823,4570,242,203,234666,5032,233999,5016,153566,5046,229278,5040,667,378,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,9252466,2198,289003,9768,274168,9748,126222,6813,170243,7784,14835,2105,8963463,9881,8233501,23075,4977335,34685,3518429,34997,729962,20866,23607468,7064,1879561,24051,1539026,22010,754304,15148,966797,16888,340535,11823,21727907,23707,16162027,47036,14180387,47960,2341241,27346,5565880,42978,4301855,3714,1581228,17800,1564971,17914,755279,14136,1542986,17312,16257,2542,2720627,17646,2662492,17583,1569505,15225,2536948,17010,58135,4959,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,1226828,1836,44788,4425,41013,4254,23426,2609,22375,3428,3775,928,1182040,4811,1070089,9008,767054,11398,336586,11400,111951,7714,3238825,3818,281930,8240,230095,8415,139239,7331,123263,5889,51835,3498,2956895,9005,2368394,15516,2192765,15978,238155,8947,588501,15248,559232,2003,189417,4497,188572,4495,119151,4096,186499,4527,845,390,369815,5053,367103,5171,247664,5859,351993,5390,2712,987,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,802350,445,29864,2965,29464,2949,15757,1884,15377,2580,400,287,772486,2920,749509,4765,545047,8265,227634,8113,22977,3562,2227298,1874,185373,5960,167141,5541,87353,4290,98544,4788,18232,2379,2041925,6295,1778855,10020,1591045,11788,224806,9406,263070,8968,493061,1525,162610,5163,161310,5112,102218,4115,158282,5075,1300,773,330451,5250,327485,5307,232677,6135,314280,5527,2966,983,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,204295,414,8548,1683,8472,1656,3954,1011,5513,1343,76,123,195747,1733,186444,2392,122865,5291,72146,5248,9303,2173,557777,1350,55773,4053,50929,3946,26187,2874,31399,2747,4844,1117,502004,4254,432906,6598,380926,7561,66715,4785,69098,5056,130060,874,43338,2580,43200,2604,29469,2256,42644,2652,138,157,86722,2519,86186,2500,64155,2814,83778,2477,536,458,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,105312,258,5763,1321,5407,1129,1482,604,4412,1052,356,429,99549,1328,95772,2604,55876,3982,48172,3676,3777,2391,435158,685,36735,3363,33863,3337,15770,2220,22288,2505,2872,917,398423,3263,363921,4582,306596,5983,71623,4326,34502,3447,67695,543,24937,2118,24841,2124,16606,1817,23794,2012,96,95,42758,2108,42354,2106,33567,2061,37863,2038,404,386,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,3986946,3274,152002,7329,143050,7251,56890,4730,94929,6389,8952,2084,3834944,8389,3368784,19122,1981068,29066,1476589,27459,466160,18812,11468487,6803,1131661,20511,889024,17813,443051,13068,574327,16519,242637,10498,10336826,21259,7191157,42477,6467742,45717,921653,19154,3145669,39265,3296861,5344,1136372,16777,1123787,16846,607344,14361,1112242,16246,12585,2602,2160489,16153,2125111,16718,1254370,15904,2063730,17591,35378,4567,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
