GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001MA,B08101_001EA,B08101_002MA,B08101_002EA,B08101_003EA,B08101_003MA,B08101_004EA,B08101_004MA,B08101_005MA,B08101_005EA,B08101_006MA,B08101_006EA,B08101_007MA,B08101_007EA,B08101_008MA,B08101_008EA,B08101_009EA,B08101_009MA,B08101_010EA,B08101_010MA,B08101_011MA,B08101_011EA,B08101_012MA,B08101_012EA,B08101_013EA,B08101_013MA,B08101_014EA,B08101_014MA,B08101_015EA,B08101_015MA,B08101_016MA,B08101_016EA,B08101_017MA,B08101_017EA,B08101_018EA,B08101_018MA,B08101_019EA,B08101_019MA,B08101_020EA,B08101_020MA,B08101_021EA,B08101_021MA,B08101_022MA,B08101_022EA,B08101_023EA,B08101_023MA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026EA,B08101_026MA,B08101_027MA,B08101_027EA,B08101_028MA,B08101_028EA,B08101_029MA,B08101_029EA,B08101_030EA,B08101_030MA,B08101_031EA,B08101_031MA,B08101_032EA,B08101_032MA,B08101_033EA,B08101_033MA,B08101_034MA,B08101_034EA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037EA,B08101_037MA,B08101_038EA,B08101_038MA,B08101_039MA,B08101_039EA,B08101_040EA,B08101_040MA,B08101_041MA,B08101_041EA,B08101_042EA,B08101_042MA,B08101_043EA,B08101_043MA,B08101_044EA,B08101_044MA,B08101_045EA,B08101_045MA,B08101_046EA,B08101_046MA,B08101_047EA,B08101_047MA,B08101_048EA,B08101_048MA,B08101_049MA,B08101_049EA,B08101_050MA,B08101_050EA,B08101_051MA,B08101_051EA,B08101_052MA,B08101_052EA,B08101_053EA,B08101_053MA,B08101_054EA,B08101_054MA,B08101_055MA,B08101_055EA,B08101_056MA,B08101_056EA,state
0400000US01,1953274,17253,57716,3757,191046,5819,847816,9370,458172,6470,184950,6156,125363,5424,88211,3782,1657419,17029,45572,3183,156777,5673,714337,10629,396840,6347,161305,5631,107879,4939,74709,3748,194044,9491,7589,1496,23123,2485,95038,6612,39028,3332,14310,1860,9418,1505,5538,1159,9329,1497,529,319,1701,653,3540,914,1869,637,956,508,210,189,524,291,21156,2707,2481,554,4155,958,7590,1863,3521,974,1194,438,945,363,1270,642,20200,2520,880,468,2796,1077,8180,1616,4308,1097,1777,706,1172,481,1087,486,51126,4304,665,418,2494,715,19131,2905,12606,2112,5408,1034,5739,1183,5083,962,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,348777,5794,12477,1423,40901,2300,148363,3476,79372,2930,35434,2841,20610,1913,11620,1329,237947,6151,6560,1100,25977,2528,103072,4444,55776,3256,24812,2710,14483,1689,7267,1061,43244,3560,3131,1003,6014,1308,19632,2839,8562,1559,3321,870,1405,525,1179,469,6474,1704,380,289,1147,680,2709,852,886,587,1038,589,234,207,80,88,26407,1773,1338,355,3744,701,9572,1351,7007,1325,2355,691,1589,468,802,327,17830,1646,572,255,2387,523,7589,1154,3854,657,1964,649,828,324,636,275,16875,2033,496,385,1632,676,5789,1312,3287,748,1944,676,2071,630,1656,641,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2650164,18238,90342,6080,269762,7435,1183521,10642,583133,7980,242090,8155,168487,7190,112829,5974,2009959,20339,56959,5285,195923,7863,907597,13577,444785,8449,185094,6836,134451,6059,85150,4805,308658,11901,16579,3416,36713,3400,142847,8568,69018,4661,22817,2758,12304,1902,8380,1550,52557,4841,2534,1126,8632,2038,23948,3033,9135,1671,4959,993,1984,648,1365,810,58221,6439,7343,2128,11466,2496,20899,3287,9471,1960,4227,1328,2623,825,2192,788,74987,5819,3370,1272,10178,2234,35835,4373,14644,2181,6799,1543,2235,787,1926,650,145782,8522,3557,1183,6850,1628,52395,5465,36080,3256,18194,2520,14890,2516,13816,2404,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1215837,12175,38591,3114,127289,4853,525655,8383,271988,5380,118175,4766,75710,3780,58429,3130,1006040,12866,27784,2844,102208,5063,435323,9318,228635,5695,98409,4487,65743,3349,47938,2958,125188,7263,5483,1273,16008,2628,57673,5216,25401,2855,11493,2038,4172,763,4958,1146,5271,1187,25,42,588,412,2585,976,996,400,590,426,122,134,365,258,22777,2684,3577,816,4188,1045,6684,1878,3767,989,1905,1093,1660,756,996,430,15992,2600,580,303,2383,1156,7254,1643,3169,863,759,442,1353,774,494,254,40569,3617,1142,550,1914,666,16136,2564,10020,1646,5019,1173,2660,734,3678,862,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16047067,39617,404743,9382,1609376,14549,7399336,25502,3646070,19766,1423330,16129,936186,15787,628026,11206,11754858,46377,244732,7814,1114993,13882,5450186,33116,2734851,22131,1067636,15870,697612,14711,444848,9844,1780802,26860,64537,4062,203292,8543,862237,19876,385841,10765,135965,5239,81431,4793,47499,3629,827736,16053,29280,2672,108460,6065,402832,12876,155551,6812,60144,3880,42826,2997,28643,2887,445440,12870,35285,3343,81230,5142,187786,10477,72310,3801,29728,2786,21732,2319,17369,1863,380879,11803,16186,2240,58811,4349,182663,8806,71558,4261,28892,3014,14827,1866,7942,1131,857352,17561,14723,1983,42590,3928,313632,11397,225959,8017,100965,5009,77758,4425,81725,4764,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2477748,12566,83109,4640,242270,6267,1112423,8950,551395,6784,240676,6994,151704,6222,96171,4547,1869617,13390,52006,3618,171390,6871,846782,10328,425636,7092,187525,6513,115964,4810,70314,4022,241770,7994,12992,2329,29561,3521,120829,6032,48387,3818,15238,1770,9051,1838,5712,1127,77042,4988,4717,1311,11535,1892,33091,2994,15226,1935,6308,1536,3758,836,2407,915,72487,4928,9327,1597,16659,2156,24344,2978,9701,1511,5644,1226,3698,931,3114,1030,61878,4755,1957,607,8739,2047,30318,3678,11353,1388,4455,1155,3750,986,1306,463,154954,7327,2110,693,4386,1304,57059,4550,41092,4030,21506,2754,15483,2267,13318,1845,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1711088,11556,61967,3884,139286,4119,676528,7632,441762,4177,175313,4770,123851,4428,92381,3468,1336932,12437,35853,3194,99050,4360,528467,8745,354292,4706,142951,4877,102714,4011,73605,3341,148783,8231,12377,1714,15179,2809,62547,4996,33589,2605,13481,1985,6940,1390,4670,926,80026,4791,3038,739,7760,1495,37855,3584,18169,1952,6248,1308,3953,984,3003,778,51370,4101,7027,1311,11817,1665,18056,2580,7969,1267,2475,710,1467,594,2559,847,21542,3033,1933,772,2188,753,9614,1657,4095,1132,1974,859,1103,430,635,323,72435,4059,1739,662,3292,858,19989,2238,23648,2230,8184,1270,7674,1515,7909,1113,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415063,5667,12170,1349,39960,2269,171087,3582,100581,2741,39883,2456,29741,2641,21641,2045,336725,7468,8846,1396,30458,2252,135986,4435,84894,2801,33353,2246,25490,2582,17698,1902,36871,3571,2247,718,5115,1227,17805,2675,6139,1343,2449,804,1645,759,1471,523,13588,2199,190,235,1638,687,6642,1730,3498,1228,1042,423,476,241,102,90,8758,1772,427,282,1563,567,3417,1356,1337,711,1489,693,265,165,260,226,4098,996,391,358,610,560,1499,475,1063,477,234,210,181,124,120,116,15023,1984,69,82,576,387,5738,1147,3650,978,1316,436,1684,712,1990,712,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,306801,5723,4606,1025,30394,2456,167529,3914,51450,2435,20282,1873,18359,1585,14181,1343,101621,4559,974,521,5360,1197,50351,3143,20911,1956,8912,1636,8193,1297,6920,1230,19792,2593,191,178,1134,545,10636,1570,3832,1270,1672,602,1292,463,1035,502,121460,5348,2099,776,15465,1745,69322,4219,18784,2193,6052,1139,5633,1111,4105,731,36200,3038,750,473,5870,1372,22093,2447,3744,1095,1242,433,1530,566,971,447,13028,1723,386,577,1380,601,8638,1284,1333,497,680,333,266,211,345,238,14700,2159,206,189,1185,671,6489,1451,2846,773,1724,777,1445,536,805,335,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7991880,34064,217258,8227,734235,12352,3383508,18649,1924077,16398,773843,15714,545643,11029,413316,9335,6370889,38977,148273,7677,557056,12220,2699998,20951,1557947,16059,639262,14676,445335,9797,323018,8339,791693,21826,35660,4915,89806,6906,362899,15171,174065,9797,57140,5089,42244,3710,29879,3701,167591,9709,6928,1633,25904,4753,72892,6263,33566,4299,12542,2245,8963,1697,6796,1374,121801,7502,13458,2544,21657,3149,41803,4803,23803,3214,7880,1465,6041,1426,7159,1716,171793,8100,7142,1842,21941,3120,74265,6145,38598,4362,13889,2148,8238,1607,7720,1582,368113,13214,5797,1242,17871,2266,131651,7855,96098,6792,43130,4453,34822,3150,38744,3390,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
