GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001EA,C14007G_001MA,C14007G_002EA,C14007G_002MA,C14007G_003MA,C14007G_003EA,C14007G_004MA,C14007G_004EA,C14007G_005MA,C14007G_005EA,C14007G_006MA,C14007G_006EA,C14007G_007EA,C14007G_007MA,state
0400000US01,56308,4533,23112,2510,3334,838,10309,1574,5195,1289,4274,988,33196,3271,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,54037,4437,27469,2657,4668,1183,13522,1973,5862,1286,3417,951,26568,2725,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,174675,10611,89266,6651,13537,2508,39186,4684,17950,2817,18593,2435,85409,6990,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,52423,5062,21976,2889,3572,911,10913,2004,4576,1074,2915,1205,30447,3151,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1453612,32245,693813,18977,95393,6004,287659,10934,144302,7188,166459,8131,759799,19394,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,159259,9064,76628,6060,12050,2088,34483,3713,14886,2046,15209,2085,82631,5254,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,80380,5597,38449,3849,6922,1283,16176,2330,7238,1216,8113,1564,41931,3881,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21517,3139,10917,2226,1576,651,5224,1330,2786,1120,1331,687,10600,2138,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11514,1631,3858,903,821,400,990,454,453,310,1594,587,7656,1215,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,384749,18270,187188,12258,27046,3957,82131,7669,36189,3838,41822,3900,197561,12304,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,170712,11231,89158,7865,14448,2288,43035,5081,17236,3045,14439,2254,81554,6277,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310124,12745,123478,6273,17943,2331,53725,3974,26205,2466,25605,2598,186646,9074,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36576,3641,19415,2403,3347,1199,9206,1620,2658,911,4204,1081,17161,2785,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,238727,11827,124538,7720,22016,2692,56213,4356,22424,2850,23885,2898,114189,6758,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,128857,6901,70922,5463,11128,1729,31404,3387,14842,2352,13548,1895,57935,4332,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,53944,4544,31826,3363,3825,993,16271,2081,6566,1218,5164,1031,22118,2817,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,86542,6016,43952,4541,5140,1205,21318,3088,10490,1854,7004,1444,42590,3575,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,70327,5739,39607,4313,5820,1641,19547,2981,7466,1453,6774,1576,30720,3395,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,70702,6074,32230,4413,3969,1092,15444,2796,6020,1335,6797,1644,38472,3531,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22995,2685,12398,2109,1541,703,7001,1452,2082,642,1774,742,10597,1655,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,137819,7871,73610,4890,11814,2067,34039,3794,11220,1632,16537,2347,64209,5030,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,153528,10625,68600,5751,8350,1758,29333,3126,14273,1929,16644,2565,84928,6909,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,229789,9108,119128,6681,19047,2109,54481,4081,24046,2747,21554,2572,110661,5076,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,119500,7978,65690,5738,11981,2022,30454,3177,13745,1939,9510,1565,53810,3988,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,29833,4335,15452,3165,2329,737,8044,2108,2768,1315,2311,827,14381,2209,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,130698,7575,64545,5124,9887,1760,27900,2939,14290,2279,12468,1749,66153,4336,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22537,2590,10846,1641,1633,702,4772,1112,2671,807,1770,698,11691,1866,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
