GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001EA,C14007G_001MA,C14007G_002EA,C14007G_002MA,C14007G_003MA,C14007G_003EA,C14007G_004MA,C14007G_004EA,C14007G_005MA,C14007G_005EA,C14007G_006MA,C14007G_006EA,C14007G_007EA,C14007G_007MA,state
0400000US31,35314,3586,20294,2553,2550,881,8844,1753,4422,972,4478,1281,15020,2327,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,96420,9836,45088,5678,6268,1825,19272,3921,9732,1823,9816,1897,51332,6407,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20760,2034,9731,1493,1687,700,5140,1110,1470,642,1434,491,11029,1500,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,196093,12140,86083,6658,14943,2148,36733,3395,16844,2333,17563,2620,110010,7575,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,57861,4990,25956,3549,4404,1304,11237,2455,4172,1041,6143,1247,31905,2805,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,480715,16306,211683,10313,33334,3367,87214,5540,40373,3682,50762,3775,269032,10188,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,183733,13058,96491,8476,17010,3109,43934,5436,18482,2695,17065,2535,87242,7180,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,10995,1488,6130,1305,1551,804,2423,596,872,357,1284,576,4865,1002,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,234716,10731,129135,6962,21913,2718,63524,4929,22555,2268,21143,2532,105581,6166,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,278225,8785,113237,5784,18102,2249,53300,3406,23093,2245,18742,2037,164988,5258,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,124543,6588,55987,4812,7047,1227,22775,2797,10958,1995,15207,2443,68556,4490,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,219641,10307,120846,6753,20055,2576,57850,4230,22411,2481,20530,2395,98795,5514,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26929,4136,12829,2557,1559,801,5475,1447,2663,906,3132,837,14100,2499,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74538,6857,39579,4689,5507,1621,19188,3126,7558,1779,7326,1892,34959,4468,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18379,2603,7973,1659,968,461,4324,1177,2064,802,617,266,10406,1630,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,111098,7078,53507,4867,6945,1454,28338,3718,10364,2399,7860,1697,57591,4684,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,547486,17213,261574,12385,41230,4776,121635,7509,43288,4100,55421,4998,285912,9447,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,61194,5843,32353,3489,5016,1429,14957,2115,5666,1430,6714,1317,28841,3667,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12794,1464,5699,947,1095,471,2066,592,798,375,1740,540,7095,1325,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,217184,13411,108475,8089,14399,2400,48095,4869,19971,2643,26010,3284,108709,8559,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,292854,12385,146435,7777,24204,2832,63378,5386,29734,3091,29119,2875,146419,7945,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35218,2717,15906,1730,1789,538,7776,1113,3161,693,3180,975,19312,2184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,104960,5694,52582,3832,8360,1318,25563,2558,9929,1724,8730,1579,52378,3730,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13618,2035,5819,1285,563,255,2413,821,1108,546,1735,630,7799,1519,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,479265,15224,147717,7386,17013,2933,64403,4152,29958,2795,36343,3193,331548,11152,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
