GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001EA,C27001A_001MA,C27001A_002EA,C27001A_002MA,C27001A_003EA,C27001A_003MA,C27001A_004EA,C27001A_004MA,C27001A_005EA,C27001A_005MA,C27001A_006EA,C27001A_006MA,C27001A_007EA,C27001A_007MA,C27001A_008MA,C27001A_008EA,C27001A_009MA,C27001A_009EA,C27001A_010EA,C27001A_010MA,state
0400000US41,3248444,12482,666901,5859,622206,8300,44695,5571,2070521,7767,1650439,12412,420082,11650,511022,1626,509858,1696,1164,547,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10356467,12155,2085885,6398,1970998,9434,114887,6269,6544468,7980,5729256,18124,815212,16645,1726114,2653,1719512,2881,6602,1385,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,846493,5790,158566,2817,153538,2716,5028,1323,551356,3958,480902,5956,70454,6183,136571,904,136190,948,381,315,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3079252,9681,645350,4409,596160,6578,49190,5132,1932679,6622,1536119,12250,396560,12888,501223,1609,500082,1635,1141,543,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,693608,2634,156017,1168,150886,1494,5131,1251,430924,1876,374729,4010,56195,3923,106667,345,106193,509,474,332,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4922243,9083,1066613,4441,1009409,5703,57204,5462,3102637,6221,2515828,14121,586809,14995,752993,1618,750842,1662,2151,863,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18826788,46885,4976661,23442,4327408,27582,649253,23111,11638800,28885,8220707,39227,3418093,38470,2211327,6140,2177869,7274,33458,3878,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2464359,10386,751866,5524,676759,8700,75107,6673,1469674,6320,1208258,9621,261416,10071,242819,1234,241188,1285,1631,807,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,590510,1097,116135,681,113346,1443,2789,1160,385198,815,350731,2755,34467,2602,89177,357,88958,404,219,178,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5489747,15948,1170198,6742,1107557,7962,62641,6029,3531405,11741,3023606,17287,507799,17478,788144,1948,785000,1933,3144,1036,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5272731,16389,1115324,7988,1051025,10100,64299,6269,3402751,10383,2805135,14381,597616,15805,754656,1951,750966,1745,3690,1131,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1720342,2454,351273,1925,336146,3236,15127,2650,1086519,1891,849773,8967,236746,9392,282550,776,282054,886,496,383,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4924996,8404,1064823,4240,1021036,5465,43787,3907,3133767,5036,2785778,10356,347989,9662,726406,1429,724441,1500,1965,654,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,507818,2970,117613,1667,108764,2032,8849,1787,323341,1791,261477,4291,61864,4537,66864,483,66600,560,264,326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2522513,21399,579057,8773,555066,9088,23991,3026,1519676,14429,1369961,15643,149715,7279,423780,5398,420824,5384,2956,866,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
