GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001EA,C27001A_001MA,C27001A_002EA,C27001A_002MA,C27001A_003EA,C27001A_003MA,C27001A_004EA,C27001A_004MA,C27001A_005EA,C27001A_005MA,C27001A_006EA,C27001A_006MA,C27001A_007EA,C27001A_007MA,C27001A_008MA,C27001A_008EA,C27001A_009MA,C27001A_009EA,C27001A_010EA,C27001A_010MA,state
0400000US01,3269515,8896,709363,4078,673136,6867,36227,5940,2034945,6234,1667111,13135,367834,13083,525207,1653,524188,1651,1019,597,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,466353,3000,105566,1389,97303,1933,8263,1489,317654,2255,252461,4392,65193,4866,43133,401,42815,465,318,236,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5068886,23537,1178715,11774,1037320,13007,141395,11025,3063281,14056,2417186,21705,646095,20690,826890,3457,820043,3794,6847,1518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2259755,7846,505024,3649,478502,4807,26522,3691,1388105,5180,1053096,11866,335009,11602,366626,1508,365822,1477,804,448,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23389626,64674,5419624,30061,5000721,28830,418903,16484,14796064,38700,11385244,40330,3410820,40499,3173938,8760,3138173,9315,35765,3642,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4252010,17369,970701,8705,888616,9602,82085,6925,2769946,10381,2264620,13933,505326,13000,511363,2181,508874,2411,2489,861,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2749750,11782,565423,5996,551559,6038,13864,2494,1739541,7223,1563010,9471,176531,7900,444786,1700,442942,1664,1844,894,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,628933,4920,124593,2300,118199,2832,6394,1682,395409,3207,348572,4383,46837,4209,108931,599,108793,600,138,157,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,243473,3699,25093,1443,24080,1672,1013,1079,195850,2622,184830,3229,11020,2321,22530,479,22470,475,60,103,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14346067,32349,2695058,14449,2387000,18986,308058,17533,8715898,21974,6297503,33695,2418395,36584,2935111,5461,2904991,6636,30120,4342,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5861851,20235,1342864,9931,1226890,12851,115974,10268,3725790,12084,2869083,22476,856707,23423,793197,2547,790128,2567,3069,941,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317272,3582,49478,1800,46992,2103,2486,1141,217077,2542,192275,3882,24802,2828,50717,1047,50307,896,410,340,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1448718,5752,386819,2428,353585,4419,33234,4467,870676,4269,671702,9369,198974,9592,191223,1121,190694,1172,529,361,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9217670,26948,2043219,12069,1974977,12684,68242,6011,5864264,17136,4958325,23905,905939,19571,1310187,3769,1301647,4028,8540,1912,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5440140,9120,1261278,4924,1159779,9051,101499,7627,3420128,6417,2801700,15105,618428,14960,758734,1638,755314,1955,3420,1395,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2762888,4952,626321,2948,600095,4131,26226,3789,1711899,3308,1512245,6761,199654,6795,424668,1074,423193,1031,1475,577,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2397997,6664,575078,3600,540676,5010,34402,3986,1483360,4454,1251091,9576,232269,9487,339559,1305,336831,1803,2728,1139,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3772577,5847,850581,3033,797595,6736,52986,5687,2387062,4347,1921236,12886,465826,12353,534934,1318,533352,1448,1582,640,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2827521,7214,620691,2844,584854,4887,35837,4965,1793045,5530,1417719,10884,375326,11236,413785,1440,411579,1709,2206,937,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251337,1650,245600,934,232407,2436,13193,2297,799922,1318,681243,5579,118679,5612,205815,598,205484,648,331,202,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3365520,13515,696941,6429,668926,7565,28015,5162,2157330,8512,1915347,10842,241983,10791,511249,2229,508251,2173,2998,1025,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5242841,12320,1042308,6398,1024564,7063,17744,3289,3400178,8478,3233698,11253,166480,9218,800355,2178,799033,2355,1322,602,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7761963,9656,1681245,5423,1617388,7054,63857,5750,4899182,6095,4130224,15235,768958,14692,1181536,1753,1177516,1996,4020,1208,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4531711,7668,994138,4015,941865,5193,52273,4850,2895522,4743,2610153,8225,285369,9338,642051,1006,641252,1036,799,300,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1737101,4773,386368,2302,353970,4438,32398,4176,1071371,3664,838706,10057,232665,9704,279362,1313,278488,1434,874,531,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4910675,7840,1098920,4191,1027737,6731,71183,6490,3070130,5389,2538999,13451,531131,13865,741625,1722,739264,1811,2361,979,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,878958,2270,184559,1243,168363,3005,16196,3004,554084,1528,431033,6066,123051,5934,140315,520,139488,623,827,501,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1600664,5891,378799,3380,359039,4087,19760,2942,994170,3411,852920,6445,141250,5972,227695,1035,227417,1065,278,191,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1924839,15683,434097,7649,359898,10071,74199,8042,1212858,9665,890514,14969,322344,14495,277884,2000,271939,3159,5945,2624,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1227747,2888,253136,1493,244164,2526,8972,1981,801297,1781,685394,5188,115903,5190,173314,521,172555,646,759,479,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6045880,21362,1304702,9089,1243898,8978,60804,6366,3781467,14852,3216500,18597,564967,15715,959711,3345,952319,3768,7392,1570,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1468823,14961,336585,8602,315139,8895,21446,2784,898882,8168,683787,9177,215095,9092,233356,2324,231179,2389,2177,902,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12561895,29520,2537201,11944,2451121,13587,86080,6083,8039132,19874,7054000,24103,985132,23196,1985562,5884,1972759,6017,12803,2421,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6644760,17531,1444660,8653,1340796,12588,103864,10371,4190285,11208,3345600,18155,844685,19068,1009815,2156,1007151,2409,2664,1128,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,601979,1777,125589,738,120310,1607,5279,1604,386742,1409,345031,3660,41711,3493,89648,301,89518,327,130,100,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9445948,8580,2077647,4534,1955971,9300,121676,8744,5950154,5215,5035175,17131,914979,16429,1418147,2656,1413046,2904,5101,1147,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2740357,7967,598292,4745,545423,5518,52869,4451,1710329,4545,1321060,11329,389269,11609,431736,1110,429686,1179,2050,615,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
