GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001EA,B05009_001MA,B05009_002MA,B05009_002EA,B05009_003EA,B05009_003MA,B05009_004EA,B05009_004MA,B05009_005MA,B05009_005EA,B05009_006EA,B05009_006MA,B05009_007MA,B05009_007EA,B05009_008EA,B05009_008MA,B05009_009EA,B05009_009MA,B05009_010MA,B05009_010EA,B05009_011MA,B05009_011EA,B05009_012MA,B05009_012EA,B05009_013MA,B05009_013EA,B05009_014EA,B05009_014MA,B05009_015EA,B05009_015MA,B05009_016MA,B05009_016EA,B05009_017MA,B05009_017EA,B05009_018MA,B05009_018EA,B05009_019EA,B05009_019MA,B05009_020EA,B05009_020MA,B05009_021EA,B05009_021MA,B05009_022MA,B05009_022EA,B05009_023MA,B05009_023EA,B05009_024EA,B05009_024MA,B05009_025EA,B05009_025MA,B05009_026EA,B05009_026MA,B05009_027EA,B05009_027MA,B05009_028MA,B05009_028EA,B05009_029MA,B05009_029EA,B05009_030EA,B05009_030MA,B05009_031EA,B05009_031MA,B05009_032EA,B05009_032MA,B05009_033MA,B05009_033EA,B05009_034MA,B05009_034EA,B05009_035MA,B05009_035EA,B05009_036EA,B05009_036MA,B05009_037EA,B05009_037MA,state
0400000US01,1058901,5317,344333,5693,199387,6485,198112,6412,1275,590,179157,6253,12993,2279,11933,2149,1060,548,7237,2196,7237,2196,0,190,144946,6525,144620,6487,326,325,136986,6045,7960,1966,7726,1977,234,288,714568,6822,442870,9199,431655,9350,11215,2160,405599,9389,24748,3124,16131,2776,8617,2131,12523,2656,11771,2563,752,519,271698,10506,269760,10550,1938,1040,263410,10547,8288,1877,6469,1587,1819,1014,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,181091,1362,62859,1415,40272,2763,40095,2746,177,141,35555,2748,2678,1033,2542,991,136,122,2039,542,2022,544,17,27,22587,2392,22547,2400,40,34,21277,2304,1310,727,1270,732,40,34,118232,1681,77352,3642,73663,3600,3689,1618,65770,3700,7681,2266,4562,1487,3119,1549,3901,944,3503,874,398,298,40880,3738,40003,3805,877,662,38537,3836,2343,973,2065,924,278,201,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1542548,7629,520440,7523,309562,10925,304765,10737,4797,1378,216499,10076,56443,5527,52419,5409,4024,1307,36620,4439,36398,4452,222,267,210878,11328,208581,11241,2297,1259,167106,10591,43772,5636,41696,5278,2076,1217,1022108,9782,618930,13959,583046,13759,35884,5116,418490,13770,138577,9221,107900,7782,30677,4868,61863,5740,59541,5538,2322,1019,403178,14869,384480,13926,18698,3758,310422,14285,92756,8685,75169,7686,17587,3476,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,666051,4356,223235,4394,137164,5966,135524,5852,1640,956,115674,5617,14528,2447,13213,2618,1315,881,6962,1550,6962,1550,0,192,86071,5793,85764,5775,307,262,79616,5279,6455,1564,6148,1567,307,262,442816,4851,274422,8295,264807,8465,9615,2500,235168,7803,28579,3188,19617,3700,8962,2405,10675,2355,10417,2401,258,289,168394,8004,165543,8138,2851,1196,160682,8065,7712,2110,5443,1807,2269,1040,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8830346,13244,2943221,15683,1889861,20929,1852536,21311,37325,3508,882826,16114,674453,15436,642430,15916,32023,3265,332582,12357,329353,12435,3229,1059,1053360,18612,1034519,18256,18841,2690,681970,16442,371390,12141,355074,11953,16316,2488,5887125,15919,3899565,35727,3593195,34538,306370,12390,1692145,25479,1665891,30990,1382440,28095,283451,12408,541529,18350,525084,18543,16445,2750,1987560,32323,1872558,33075,115002,7194,1191946,24813,795614,23008,686233,22048,109381,7122,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1179069,4921,398085,4782,275173,6360,269872,6454,5301,1383,208388,6434,39311,3917,35593,3848,3718,1056,27474,3572,26996,3519,478,353,122912,5969,122117,5973,795,624,103958,6254,18954,2962,18159,2894,795,624,780984,5714,556477,10630,529205,11028,27272,3165,422222,10493,85043,6675,65463,5990,19580,2863,49212,5635,45719,5615,3493,1160,224507,9652,216879,9349,7628,1755,192945,8966,31562,4361,25838,3929,5724,1507,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,778282,2829,231588,3000,152228,4335,149377,4450,2851,1079,106619,5075,28047,3156,25723,2949,2324,1038,17562,2749,17252,2681,310,269,79360,3786,77898,4032,1462,785,65349,4070,14011,2490,12819,2468,1192,724,546694,3280,378654,6878,359488,6807,19166,2513,284866,7573,58214,4936,43039,3843,15175,2498,35574,4022,34160,3898,1414,519,168040,6404,160959,6382,7081,1492,140030,6187,28010,3139,21845,2809,6165,1425,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191327,2500,62436,2193,35779,2899,35319,2921,460,298,26030,2677,5968,1429,5662,1438,306,255,3781,1484,3721,1482,60,102,26657,2074,26468,2011,189,307,23028,2049,3629,1311,3440,1247,189,307,128891,2472,77915,4690,75860,4714,2055,721,63711,4180,9506,1969,7937,1916,1569,638,4698,1220,4571,1233,127,192,50976,4121,49767,4017,1209,1023,45812,3919,5164,1819,4068,1461,1096,1001,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,99355,1866,41391,1271,18091,1390,17313,1560,778,552,11578,1209,3898,1117,3370,1136,528,479,2615,813,2500,804,115,196,23300,1811,23068,1815,232,295,19857,1909,3443,1345,3377,1337,66,113,57964,1973,18036,2159,17022,2175,1014,529,11826,1815,4056,1303,3248,1140,808,497,2154,721,2154,721,0,200,39928,2240,38392,2382,1536,807,34273,2186,5655,1341,4378,1226,1277,746,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3791541,11485,1247835,11464,732006,15324,719568,15539,12438,2552,450020,14975,175142,9827,166429,9743,8713,2210,106844,9602,104798,9678,2046,1079,515829,17627,511314,17723,4515,1492,400259,16224,115570,8836,111477,8752,4093,1429,2543706,14051,1566768,25366,1450867,26731,115901,7476,1002178,21561,379868,13796,279324,12946,100544,7505,184722,11808,174767,11012,9955,2538,976938,21447,915988,20280,60950,6151,729961,19930,246977,11771,190188,9826,56789,5870,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
