GEO_ID,C06007_001E,C06007_001M,C06007_002E,C06007_002M,C06007_003E,C06007_003M,C06007_004E,C06007_004M,C06007_005E,C06007_005M,C06007_006E,C06007_006M,C06007_007E,C06007_007M,C06007_008E,C06007_008M,C06007_009E,C06007_009M,C06007_010E,C06007_010M,C06007_011E,C06007_011M,C06007_012E,C06007_012M,C06007_013E,C06007_013M,C06007_014E,C06007_014M,C06007_015E,C06007_015M,C06007_016E,C06007_016M,C06007_017E,C06007_017M,C06007_018E,C06007_018M,C06007_019E,C06007_019M,C06007_020E,C06007_020M,C06007_021E,C06007_021M,C06007_022E,C06007_022M,C06007_023E,C06007_023M,C06007_024E,C06007_024M,C06007_025E,C06007_025M,NAME,C06007_001EA,C06007_001MA,C06007_002MA,C06007_002EA,C06007_003EA,C06007_003MA,C06007_004EA,C06007_004MA,C06007_005MA,C06007_005EA,C06007_006EA,C06007_006MA,C06007_007MA,C06007_007EA,C06007_008EA,C06007_008MA,C06007_009EA,C06007_009MA,C06007_010MA,C06007_010EA,C06007_011EA,C06007_011MA,C06007_012EA,C06007_012MA,C06007_013MA,C06007_013EA,C06007_014EA,C06007_014MA,C06007_015MA,C06007_015EA,C06007_016EA,C06007_016MA,C06007_017EA,C06007_017MA,C06007_018MA,C06007_018EA,C06007_019EA,C06007_019MA,C06007_020EA,C06007_020MA,C06007_021MA,C06007_021EA,C06007_022EA,C06007_022MA,C06007_023EA,C06007_023MA,C06007_024MA,C06007_024EA,C06007_025EA,C06007_025MA,state
0400000US01,4504275,2738,4268445,8582,235830,9088,130686,7579,105144,6146,3107533,19576,3061302,19678,46231,4690,35296,3883,10935,2430,1197961,18472,1149398,18113,48563,4797,40140,4480,8423,1473,37525,4027,28368,3222,9157,1856,6487,1545,2670,1308,161256,6809,29377,3310,131879,6349,48763,4536,83116,5634,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,668687,875,557368,5537,111319,5264,77062,4709,34257,3303,241861,6151,200034,6347,41827,3156,32883,2795,8944,1186,360699,5713,338203,5485,22496,2563,19838,2290,2658,1145,14774,2336,8306,1583,6468,1548,5318,1575,1150,466,51353,4018,10825,1758,40528,3707,19023,2911,21505,2732,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6034541,2472,4404688,25490,1629853,25342,1067929,24432,561924,14628,2090112,27826,1497704,27927,592408,17068,499566,16506,92842,6883,3001370,26234,2715323,26166,286047,13792,245210,12119,40837,5082,77330,5885,53213,4786,24117,3570,18229,3372,5888,1810,865729,17560,138448,8924,727281,16597,304924,11619,422357,12451,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2740313,2124,2535647,7450,204666,7182,112049,7096,92617,5958,1627704,16278,1584481,16255,43223,4006,32094,3772,11129,1962,968177,16016,921338,15004,46839,4166,35737,3792,11102,2163,17443,2101,13082,1741,4361,1569,2792,1132,1569,828,126989,5478,16746,2629,110243,5574,41426,4985,68817,4616,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35158257,2934,19768046,63328,15390211,63268,8573540,53366,6816671,50668,18087383,47718,12734913,58214,5352470,39474,4576354,41085,776116,16250,6493115,39904,5842414,37015,650701,15112,536176,13240,114525,6898,426119,13537,220378,8076,205741,10192,145411,8637,60330,4903,10151640,49778,970341,17318,9181299,53285,3315599,34686,5865700,47436,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4775755,1953,3976832,17567,798923,17847,495333,13931,303590,9626,1872735,22772,1661346,22389,211389,7740,178137,7572,33252,3089,2344348,19667,2185731,20655,158617,7978,135940,7427,22677,2500,68584,5261,50350,4067,18234,2954,13601,2375,4633,1328,490088,14173,79405,4654,410683,13649,167655,8691,243028,9049,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3384503,1187,2660477,13792,724026,13696,445022,10986,279004,9538,1818698,16363,1650494,16311,168204,7312,149143,6961,19061,2432,963141,14743,876351,14155,86790,5418,75757,5094,11033,1376,128121,7117,24207,2827,103914,6490,54316,4718,49598,4651,474543,13060,109425,6160,365118,11397,165806,6779,199312,9032,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,851887,253,736170,6199,115717,6154,75278,6031,40439,3788,364488,9605,342467,9271,22021,2872,18358,2623,3663,1123,395810,10860,371582,10663,24228,2938,20844,2665,3384,1199,15773,2846,5679,1189,10094,2866,5964,1828,4130,2075,75816,5277,16442,2595,59374,4713,30112,3855,29262,3477,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581764,153,494248,5489,87516,5462,63411,4748,24105,3113,208762,6726,196798,6603,11964,1988,11140,1949,824,386,280333,6908,262741,6990,17592,1826,15196,1686,2396,810,10159,1672,7136,1249,3023,1045,2807,1038,216,253,82510,5097,27573,3803,54937,4814,34268,3898,20669,2947,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17983218,4530,13024032,36576,4959186,35813,2825219,37973,2133967,30852,5807783,52360,4921786,48492,885997,21658,777933,20936,108064,8288,7884291,46446,7215256,48051,669035,15920,585923,16530,83112,6921,601840,19685,176965,8901,424875,18129,261664,13469,163211,10485,3689304,37971,710025,21348,2979279,35617,1199699,24493,1779580,28684,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
