GEO_ID,B15010_001E,B15010_001M,B15010_002E,B15010_002M,B15010_003E,B15010_003M,B15010_004E,B15010_004M,B15010_005E,B15010_005M,B15010_006E,B15010_006M,B15010_007E,B15010_007M,B15010_008E,B15010_008M,B15010_009E,B15010_009M,B15010_010E,B15010_010M,B15010_011E,B15010_011M,B15010_012E,B15010_012M,B15010_013E,B15010_013M,B15010_014E,B15010_014M,B15010_015E,B15010_015M,B15010_016E,B15010_016M,NAME,B15010_001MA,B15010_001EA,B15010_002MA,B15010_002EA,B15010_003EA,B15010_003MA,B15010_004EA,B15010_004MA,B15010_005EA,B15010_005MA,B15010_006MA,B15010_006EA,B15010_007MA,B15010_007EA,B15010_008MA,B15010_008EA,B15010_009EA,B15010_009MA,B15010_010EA,B15010_010MA,B15010_011EA,B15010_011MA,B15010_012MA,B15010_012EA,B15010_013MA,B15010_013EA,B15010_014EA,B15010_014MA,B15010_015EA,B15010_015MA,B15010_016EA,B15010_016MA,state
0400000US27,1152851,12600,51464,2986,76729,4223,34209,2669,53682,3666,93240,4452,74834,3626,5139,930,109322,4328,224128,6440,170948,5213,50457,3166,49577,2997,44783,2932,48169,2799,66170,3458,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,379625,12209,10240,1744,27572,2878,9127,1701,13809,1952,15716,2120,20398,2398,1643,703,42213,3625,83919,5150,86404,4992,9923,1764,17245,2022,7998,1863,9461,1657,23957,2555,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1044982,16009,41243,3776,75165,4048,31546,3052,44730,3040,54940,3615,66145,4380,3388,686,98114,5069,223416,7715,187058,6344,33509,3109,45677,3565,35812,3152,42613,3127,61626,4418,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,190918,6972,4846,917,25279,2606,8189,1997,6483,1412,12846,2012,9968,1580,977,487,19217,2165,27954,2692,37158,2797,7200,1321,7746,1227,6833,1418,5362,1014,10860,1623,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,334127,7275,10705,1514,27613,2140,8081,1142,14946,2000,16083,1718,13777,1813,1950,479,34335,2729,74861,3477,65827,3083,8414,1186,13247,1575,8392,1259,12785,1938,23111,2101,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,406875,12649,10690,2268,19657,2774,14662,2802,16484,2384,30472,3982,24877,2781,2053,998,40202,4386,98775,6728,58236,4373,15386,2710,15951,2702,16386,2628,15918,2786,27126,4406,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,305313,7087,13185,1801,17643,1978,11566,1689,16585,2019,21398,2168,28903,2501,1697,549,27399,2255,59333,3545,39537,3009,17923,1717,15769,1948,10746,1678,9414,1538,14215,1492,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2118903,19751,120929,5309,112780,5427,86673,5217,100208,4928,181687,7686,180966,6676,7581,1273,171110,6903,469276,11162,247422,7110,99669,3915,102014,5552,81916,4534,70840,4074,85832,4934,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,345995,8553,12385,2117,24804,2669,18554,2583,17584,2222,23909,2574,29391,2420,2359,754,26224,2220,53414,3826,55400,3355,16737,2042,17823,2302,17869,2341,10721,1888,18821,2265,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4345667,27876,180365,8107,195723,7935,138847,6188,244845,8202,425639,9951,265363,7696,26542,2947,371238,11086,818428,14919,524795,12244,262659,8737,255402,8507,287921,9847,165957,7216,181943,7049,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1722474,23808,71374,4909,120556,6678,58876,4972,82895,5797,133972,6784,110310,6662,7986,1576,149656,7904,347218,12442,245655,8176,78921,5227,91274,5588,59103,4729,61022,4343,103656,5382,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,117900,4117,3337,844,9860,1357,3325,844,3360,795,5550,1301,5938,1195,900,355,15681,1722,20246,1867,25943,2131,3177,814,4101,746,2598,807,4071,1048,9813,1568,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1910745,19287,68800,4436,104474,4525,66699,4093,79428,4561,113685,4958,148099,4725,9131,1543,188405,7123,409926,9511,337138,9664,70393,4392,83175,4712,62513,3498,77802,4588,91077,5163,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,588085,10295,18119,2003,37607,2629,18009,1904,24548,2305,28960,2555,30541,2432,2892,761,56982,3612,132499,5743,118801,4983,15679,1994,27147,2532,15336,1896,23552,2145,37413,2988,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,775821,12197,24127,2177,64813,4398,31737,2751,41228,2714,75657,4356,55571,4068,6955,1172,63601,3600,117803,5447,95315,5062,45270,3332,48986,3564,39560,2959,29807,2886,35391,2752,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2349673,18985,91836,4131,146091,5025,88620,4671,114100,5060,157858,6164,166613,6280,12704,1703,238139,8580,455802,9426,383246,9864,92931,4657,114898,4733,81979,5126,84057,4165,120799,4675,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,221812,6692,9485,1964,12990,1475,7553,1564,11480,1946,19027,2469,14463,2175,999,454,21669,2150,38695,3407,27765,2282,12200,1738,12921,2057,11828,1883,6967,1273,13770,1647,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,748675,16790,24065,2784,47349,4075,24136,3219,38020,3371,53901,4075,55919,4563,3592,912,60043,4290,174377,7977,118355,6322,28845,3099,41165,3769,19836,2473,22149,3262,36923,3279,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,141634,5025,3724,1043,11218,1458,4904,1134,5094,1246,8824,1416,6755,1091,361,263,16604,2003,25490,2840,31536,2702,4228,1076,6092,1282,3865,1113,4127,1237,8812,1694,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1013898,16000,30210,3509,69773,5411,31692,3309,42986,3181,52398,3802,71569,4533,4793,1394,94768,5706,236970,7577,165765,7609,36707,3183,50945,3803,34731,3380,39238,3885,51353,4060,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4247679,40612,189288,9862,258647,9919,161003,7633,150666,7268,242235,9254,390619,13547,38024,3762,367882,11177,991872,17221,612360,14870,146502,7481,187507,7423,128196,7512,148778,8798,234100,10494,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,478566,10409,20918,2354,27199,2645,12704,1672,21594,2389,36561,2833,33675,3030,3710,971,43316,3245,92501,5411,72997,3905,19905,1857,16677,1790,19871,2209,19197,2345,37741,3223,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153890,4385,4030,1005,13804,1368,5141,1026,10961,1508,13911,1330,8341,1244,797,325,10483,1370,18853,2014,23261,2156,13412,1832,12615,1271,8820,1070,3119,696,6342,830,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1903494,17292,102056,5563,101979,5691,70446,5298,94561,4480,206970,7986,171428,7777,15805,2433,137339,5460,361490,10087,198090,8072,101023,4784,116804,5361,61573,4159,59994,5332,103936,6039,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1461004,18455,71472,4673,108215,5797,53764,4139,75432,4590,131922,5788,135841,6181,12617,2002,120378,6152,238241,8117,165837,6520,77052,4479,82990,3956,62413,3919,52902,3763,71928,4186,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,239041,8110,6317,1295,15446,1898,7650,1243,12806,1801,12218,1893,14268,1952,1854,724,32894,2708,43935,3420,48493,2821,7146,1560,9779,1592,4716,952,6686,1262,14833,1637,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1014313,13141,33764,2702,76903,3361,31612,2786,39733,3102,67353,3885,64049,3805,3586,989,113206,4856,196188,6747,174661,5839,37381,2476,45819,3066,35566,2753,40956,2867,53536,3310,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,92848,4693,2092,603,9578,1564,4682,1129,2937,807,5110,1189,5992,1109,460,304,9011,1195,12712,1799,21982,2023,3153,894,3708,962,3008,997,2307,773,6116,1158,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,569551,11345,14745,1765,25444,2706,25891,2472,22143,2754,26985,2430,29992,2605,2188,741,54380,3565,176597,7116,112304,5915,5896,1199,13678,1918,8966,1412,14906,2121,35436,2963,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
