GEO_ID,C14006_001E,C14006_001M,C14006_002E,C14006_002M,C14006_003E,C14006_003M,C14006_004E,C14006_004M,C14006_005E,C14006_005M,C14006_006E,C14006_006M,C14006_007E,C14006_007M,C14006_008E,C14006_008M,C14006_009E,C14006_009M,C14006_010E,C14006_010M,C14006_011E,C14006_011M,C14006_012E,C14006_012M,C14006_013E,C14006_013M,C14006_014E,C14006_014M,C14006_015E,C14006_015M,C14006_016E,C14006_016M,C14006_017E,C14006_017M,NAME,C14006_001EA,C14006_001MA,C14006_002EA,C14006_002MA,C14006_003MA,C14006_003EA,C14006_004MA,C14006_004EA,C14006_005EA,C14006_005MA,C14006_006EA,C14006_006MA,C14006_007EA,C14006_007MA,C14006_008MA,C14006_008EA,C14006_009MA,C14006_009EA,C14006_010MA,C14006_010EA,C14006_011EA,C14006_011MA,C14006_012EA,C14006_012MA,C14006_013EA,C14006_013MA,C14006_014MA,C14006_014EA,C14006_015MA,C14006_015EA,C14006_016EA,C14006_016MA,C14006_017EA,C14006_017MA,state
0400000US01,4515873,5683,837059,23808,313634,12912,36251,3842,73247,4819,67510,4868,54021,3965,82605,6259,523425,14189,3678814,22583,879857,15147,94461,5421,171715,6343,195230,6843,202717,6541,215734,9094,2798957,16669,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,673597,2134,68545,5462,26474,3932,2363,669,5773,1215,6169,1766,6741,1633,5428,1086,42071,2815,605052,5820,165124,5016,16656,1649,34536,2143,34984,2225,35516,2318,43432,3583,439928,5367,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6080315,6804,1124002,34452,431084,18070,41395,4764,101665,7166,87712,6542,89049,6398,111263,7856,692918,22288,4956313,35427,1264302,23339,119823,7493,261307,8663,264175,9913,270151,9120,348846,13834,3692011,24124,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2744454,4086,516943,16645,186365,8835,24142,2822,41667,3868,41655,3733,33723,3089,45178,3779,330578,11193,2227511,17462,531104,10518,62354,5069,111691,5006,116331,5325,118052,3883,122676,5934,1696407,12174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35490975,15215,5761257,68501,2239306,37153,225200,9397,458777,13100,444886,13434,476951,12089,633492,17365,3521951,43609,29729718,69648,8042754,41886,860848,15340,1523351,22567,1569836,18596,1749670,15516,2339049,22389,21686964,52691,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4806314,6390,631460,19920,248550,10856,27918,2928,52122,4456,38643,3843,43527,4402,86340,5248,382910,12719,4174854,21740,1079243,14825,127683,6779,222618,7217,225230,7233,224757,6165,278955,9811,3095611,15988,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3363487,4225,357388,16146,128534,8910,14919,2083,26871,3117,25270,3436,27101,3020,34373,3908,228854,10266,3006099,15913,755951,10596,86741,4104,154368,5563,158417,5457,180293,5041,176132,6295,2250148,11297,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,852624,1988,98361,7954,37557,4722,4806,1195,7671,1446,6545,1818,7184,1700,11351,2031,60804,5023,754263,7892,187124,6393,22533,2040,36169,2572,39435,2841,39265,2685,49722,3831,567139,6558,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,563692,1801,103499,7503,40156,4608,6009,1480,5187,1280,6642,1426,7935,1928,14383,2546,63343,4790,460193,7458,95472,5172,13023,1646,14096,1893,14666,1977,16463,1534,37224,3635,364721,5800,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18041986,9664,3003435,50286,1049559,27499,130151,8594,222279,9706,205851,10047,200811,9926,290467,12216,1953876,32438,15038551,50425,3488745,33870,378918,12186,645215,14071,690798,16040,734978,14815,1038836,23737,11549806,37959,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9162366,10276,1712760,38902,682557,23243,87429,5587,141160,7698,143636,9078,127577,8747,182755,8704,1030203,24799,7449606,40666,1998868,27109,241320,9214,402754,11939,421144,13129,425352,12194,508298,14161,5450738,28943,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1288451,2869,152750,11310,52722,4992,6604,1428,12858,2477,10288,2084,8771,1446,14201,2218,100028,8338,1135701,11337,271755,7101,28702,2377,51651,2772,53356,3279,59803,3224,78243,4190,863946,8562,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1483483,3403,238755,12641,99563,8152,9576,1733,19514,3032,15579,2679,17102,2425,37792,4050,139192,8422,1244728,12677,336064,7785,36575,3213,77038,3495,71093,4703,76395,3183,74963,5088,908664,9886,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12096255,7842,1763445,32375,707917,17265,85545,5610,147206,6629,135418,6479,138006,6252,201742,9283,1055528,21594,10332810,32844,2674502,23085,319947,8096,532038,10048,541946,10713,595408,9542,685163,15046,7658308,23477,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6077741,7138,945927,24871,384500,13535,44118,3664,81792,5313,72860,4760,63731,4821,121999,6345,561427,16941,5131814,24622,1271497,15890,147058,6116,262473,7540,283497,8655,292352,6647,286117,8659,3860317,18014,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2849176,3964,355333,11302,150693,6931,16578,2620,30180,2988,22270,2133,20548,2228,61117,4263,204640,7175,2493843,11668,602523,8357,78313,3674,124860,4202,130850,4723,141903,3779,126597,5342,1891320,10434,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2671666,3826,354687,12050,147718,7835,17704,1822,29996,3095,25008,2385,21619,1895,53391,4119,206969,7755,2316979,12804,615869,11369,73018,3611,124462,4731,134317,4378,134463,4114,149609,6692,1701110,10630,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4078297,5204,759418,22510,275034,12547,34146,3418,65021,5073,53348,4245,53562,3822,68957,5733,484384,13883,3318879,23676,798098,12920,87720,5261,159698,5753,167744,5870,180236,5604,202700,6619,2520781,16344,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4270736,5692,849877,20205,316195,11590,41449,3665,76666,4804,66838,4221,56585,4073,74657,5710,533682,13889,3420859,20994,857087,15158,106532,6158,172456,5740,184557,6046,183665,6368,209877,8979,2563772,14691,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1254729,2883,173617,8023,54839,4352,6289,1394,11199,1666,10347,1713,10431,1417,16573,2549,118778,6819,1081112,8478,226853,5537,22818,2172,49392,2911,49750,2692,55303,2303,49590,3225,854259,6767,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5476900,6070,539959,18100,193464,11110,23526,3157,41127,4329,34479,3826,33802,3504,60530,5211,346495,12232,4936941,19176,1310983,15977,146475,6396,242743,5829,253978,7491,278050,5928,389737,11720,3625958,17294,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
