GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001MA,B13012_001EA,B13012_002MA,B13012_002EA,B13012_003EA,B13012_003MA,B13012_004MA,B13012_004EA,B13012_005MA,B13012_005EA,B13012_006MA,B13012_006EA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009EA,B13012_009MA,B13012_010MA,B13012_010EA,B13012_011MA,B13012_011EA,B13012_012EA,B13012_012MA,B13012_013EA,B13012_013MA,B13012_014EA,B13012_014MA,B13012_015MA,B13012_015EA,state
0400000US01,1142969,4602,70551,4957,42216,4264,25816,3109,16400,2406,28335,2821,16773,2464,11562,1911,1072418,6627,499981,10967,359268,9996,140713,6652,572437,10851,381767,10181,190670,7050,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173387,2064,12883,2123,8310,1798,5304,1716,3006,614,4573,1154,3164,1003,1409,526,160504,2805,78198,3229,58908,3046,19290,1965,82306,3861,61711,3680,20595,2084,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1487032,5813,84405,6417,51206,4784,29177,3879,22029,2882,33199,3959,19396,2948,13803,2347,1402627,8386,620618,13195,428444,11954,192174,7661,782009,15541,531103,14404,250906,10575,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,672896,3846,36396,3754,23419,2865,13852,2304,9567,1672,12977,2093,7281,1615,5696,1325,636500,5094,317619,7356,226946,8107,90673,5005,318881,6868,212682,6753,106199,4498,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9285585,12716,516816,12257,342825,10101,199500,7645,143325,7217,173991,7235,99253,5265,74738,4801,8768769,19046,3921857,29551,2742878,26314,1178979,16707,4846912,32620,3260344,31739,1586568,19648,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1227996,4836,75132,5021,53281,4296,30072,3260,23209,2834,21851,2701,14328,2249,7523,1501,1152864,6924,554098,9544,415762,8506,138336,6451,598766,11354,460203,10366,138563,5553,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,843155,3894,39675,3145,24603,2180,17621,1798,6982,1241,15072,2318,10362,1756,4710,1334,803480,4815,361401,6657,285493,6912,75908,3937,442079,7030,330841,6410,111238,5672,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,215646,1843,10066,1528,5960,1148,4035,1082,1925,595,4106,1098,2984,937,1122,591,205580,2189,84419,3248,64100,3397,20319,1993,121161,3286,86340,3586,34821,2992,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,186202,999,7070,1539,3479,967,2669,740,810,460,3591,1117,1932,802,1659,848,179132,1886,37180,2551,31005,2399,6175,1213,141952,2853,102594,3339,39358,2650,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4311322,8915,205914,9832,124030,7260,78292,5702,45738,4095,81884,6652,55326,5406,26558,3412,4105408,12231,1763546,21910,1331786,20082,431760,12571,2341862,20592,1650645,20669,691217,17075,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2456043,8117,135650,6764,83469,5349,51101,4520,32368,3564,52181,4188,34300,3594,17881,2590,2320393,10902,1047340,15307,756301,15019,291039,10890,1273053,15306,862907,14445,410146,11584,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311647,2183,22942,2229,16138,1993,9156,1395,6982,1394,6804,1428,3648,991,3156,1014,288705,3426,140345,4555,103643,4411,36702,2697,148360,4373,105894,4309,42466,2766,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,356639,3134,27347,3126,19208,2718,9056,1709,10152,1715,8139,1806,4691,1318,3448,1065,329292,4511,175081,5255,125331,5184,49750,4025,154211,5950,108045,5442,46166,4351,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3102228,6684,160897,7179,103054,4992,63982,3781,39072,3347,57843,4559,37178,3285,20665,2417,2941331,9459,1290992,12307,965764,11715,325228,8536,1650339,13630,1199836,14761,450503,10487,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1520546,5349,87739,4357,53479,3667,36018,3049,17461,2393,34260,2729,24672,2198,9588,1603,1432807,7110,659786,9665,500989,9524,158797,6236,773021,9790,527517,9465,245504,7034,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,688480,3008,37589,2975,25774,2355,18565,2156,7209,982,11815,1794,8238,1566,3577,892,650891,4045,316078,6512,263714,6167,52364,2807,334813,6532,252019,5895,82794,4161,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,654708,3639,43443,3262,30204,2924,19768,2207,10436,1595,13239,1794,9432,1546,3807,942,611265,4900,298673,7348,232218,6642,66455,3089,312592,6668,235912,7073,76680,3990,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1014829,5065,56107,3790,34866,2964,22845,2753,12021,1451,21241,2757,13659,2037,7582,1618,958722,5923,472253,9253,343087,8226,129166,5065,486469,9216,333100,8648,153369,6219,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1102057,4640,65155,4247,33519,3361,19289,2244,14230,2449,31636,3852,19683,2932,11953,2064,1036902,5859,437510,8502,314615,8317,122895,5275,599392,9238,406158,8601,193234,7445,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,293782,2172,13843,1731,9266,1403,6955,1302,2311,633,4577,1001,2721,868,1856,589,279939,2590,126944,4496,101114,4362,25830,2190,152995,4592,114085,4690,38910,2171,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1438504,5368,78263,4697,48130,3750,32039,3545,16091,2142,30133,3127,22229,2829,7904,1556,1360241,6520,577635,9086,463419,8894,114216,4690,782606,10452,594054,9616,188552,7275,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623210,4861,79231,4542,53199,3882,37524,3024,15675,2503,26032,2811,17310,2525,8722,1456,1543979,6649,656884,10316,526177,10331,130707,5099,887095,9434,649784,10531,237311,7931,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2277953,5121,121938,5414,77020,4547,48860,3272,28160,2978,44918,3340,29263,3038,15655,2109,2156015,6953,949981,8666,720260,9130,229721,5719,1206034,9897,851916,11013,354118,9216,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1246426,4578,74480,4071,51647,3299,36475,2708,15172,1569,22833,2471,14957,1928,7876,1282,1171946,6024,564185,8448,471845,7642,92340,3850,607761,8917,477565,8583,130196,5170,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,709496,3712,36554,3049,19038,2110,12601,1706,6437,1409,17516,2277,11308,1885,6208,1270,672942,4544,281409,8641,205860,7687,75549,4901,391533,8309,245115,8697,146418,4930,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1398635,5404,77863,4772,49257,3587,31234,2475,18023,2276,28606,3227,19122,2737,9484,1523,1320772,7252,622683,10580,484297,9616,138386,5533,698089,10901,506595,10596,191494,5550,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,219516,2444,12519,1573,9570,1331,5130,925,4440,1032,2949,860,2072,752,877,324,206997,2787,97985,3879,77744,3886,20241,1972,109012,4186,81555,4474,27457,2480,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,421250,2210,25777,2129,19268,1895,13286,1575,5982,1029,6509,962,4024,770,2485,761,395473,3055,193403,4818,158414,4172,34989,2806,202070,4768,157646,5228,44424,3080,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
