GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001MA,B13012_001EA,B13012_002MA,B13012_002EA,B13012_003EA,B13012_003MA,B13012_004MA,B13012_004EA,B13012_005MA,B13012_005EA,B13012_006MA,B13012_006EA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009EA,B13012_009MA,B13012_010MA,B13012_010EA,B13012_011MA,B13012_011EA,B13012_012EA,B13012_012MA,B13012_013EA,B13012_013MA,B13012_014EA,B13012_014MA,B13012_015MA,B13012_015EA,state
0400000US32,649080,3792,35270,3347,23149,2712,14747,2133,8402,1762,12121,1895,7018,1317,5103,1381,613810,4946,283410,8251,202229,7662,81181,5922,330400,8678,238574,8532,91826,5352,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,306658,2205,14182,2156,11403,1967,8560,1410,2843,1009,2779,837,2070,740,709,381,292476,3028,139697,3651,110847,3918,28850,2793,152779,3311,112190,3971,40589,2641,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2103141,5011,108730,5371,77926,4689,50636,4101,27290,2680,30804,2726,19365,1959,11439,1864,1994411,7152,926073,11103,690302,10049,235771,6752,1068338,11213,765779,12424,302559,7821,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,469443,2786,29673,3343,15584,2533,7750,1898,7834,1657,14089,2385,8723,1785,5366,1294,439770,4203,188839,5756,130242,5872,58597,3713,250931,5986,173532,5753,77399,4408,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4802793,7641,246846,8024,161149,6974,103110,5042,58039,4185,85697,5435,50264,4269,35433,3729,4555947,10673,1880933,14415,1382534,15332,498399,10345,2675014,15943,1843246,18048,831768,13062,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2328827,7721,132973,7229,84969,6054,51825,4611,33144,3669,48004,4748,30285,3616,17719,2770,2195854,9811,1040558,14146,780683,13716,259875,8837,1155296,16005,810012,15969,345284,11445,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,155713,1826,10400,1586,7269,1329,5628,1315,1641,504,3131,827,2371,733,760,358,145313,2389,69371,3074,57372,2880,11999,1514,75942,3905,59499,3471,16443,1668,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2646385,5998,142662,5667,86503,4383,56786,3764,29717,2830,56159,3778,38395,3252,17764,2350,2503723,8399,1121299,12629,860446,11701,260853,7749,1382424,13482,1005371,13701,377053,8924,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,872755,3433,53587,2799,32385,2219,17819,1671,14566,1864,21202,2271,13244,1838,7958,1506,819168,4376,417082,6651,297337,6742,119745,4382,402086,6423,271799,6161,130287,5104,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,894930,3850,49012,4085,33756,3460,20146,2583,13610,2033,15256,2214,9164,1585,6092,1555,845918,6122,400688,8208,293946,7093,106742,5302,445230,8287,314372,7579,130858,5912,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2927689,5928,147445,5495,88024,4517,57512,3712,30512,2642,59421,3462,38994,3116,20427,2358,2780244,8155,1230264,12636,953721,12150,276543,7113,1549980,14536,1083867,16069,466113,10694,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,253797,2009,13199,1918,7355,1282,5412,1058,1943,749,5844,1266,4169,1063,1675,753,240598,2416,98873,4277,79671,4030,19202,2265,141725,4147,107242,4668,34483,3053,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1099939,5391,68865,4393,38662,3353,24383,2802,14279,2283,30203,3436,21013,2898,9190,1831,1031074,6250,481340,9892,354053,10591,127287,7235,549734,11619,379393,9364,170341,7476,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183894,2068,11258,1892,7048,1492,4829,1243,2219,738,4210,1061,3204,929,1006,505,172636,2453,82273,3153,68409,2891,13864,1900,90363,3253,68228,3425,22135,2028,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1521746,6678,85321,4926,53208,3754,35249,3343,17959,2406,32113,3516,21324,3122,10789,1863,1436425,7956,682035,10431,497980,10950,184055,8071,754390,12183,521159,10925,233231,8258,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6270820,13495,382305,12538,246835,9763,128709,7132,118126,5948,135470,7421,76293,5636,59177,4494,5888515,17153,2880673,23112,1982662,23639,898011,18227,3007842,27966,2066829,28057,941013,16555,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,684148,3494,51272,3509,43713,3064,21077,2391,22636,2209,7559,1447,5058,1205,2501,918,632876,4807,343194,6574,230298,6647,112896,4702,289682,6698,208615,6075,81067,5126,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143889,1461,6255,1016,4488,924,3544,854,944,439,1767,482,1160,386,607,346,137634,1462,63699,2394,53243,2511,10456,1451,73935,2403,53950,2428,19985,1723,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1986436,6616,110103,5731,75512,4947,48340,4116,27172,3088,34591,3114,23487,2740,11104,1556,1876333,8306,902093,11218,681415,9638,220678,8010,974240,12793,695952,12118,278288,8448,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1621758,5925,92005,4887,66614,3953,37923,3582,28691,2879,25391,2548,13707,1869,11684,2132,1529753,6674,743679,10056,535407,10254,208272,6728,786074,10734,563218,9362,222856,7259,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,409949,3410,18238,2223,11787,1744,7554,1419,4233,957,6451,1321,2626,681,3825,1184,391711,4243,187573,4753,130847,4890,56726,3365,204138,5571,127210,4743,76928,4323,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1314957,4409,69252,3704,47677,3156,35067,2688,12610,1679,21575,2084,15290,1973,6285,1233,1245705,5703,582678,8874,477632,7791,105046,5278,663027,9991,504800,9260,158227,5884,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,127184,1580,7011,1344,4798,1000,2379,696,2419,641,2213,792,1075,459,1138,625,120173,1994,59637,2965,45336,2747,14301,1734,60536,3018,44745,2893,15791,1988,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,901943,3770,39087,2924,18352,1954,10612,1513,7740,1207,20735,2199,9533,1563,11202,1698,862856,4744,307491,7637,196346,6661,111145,5217,555365,8412,292554,8430,262811,6488,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
