GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001EA,B21001I_001MA,B21001I_002EA,B21001I_002MA,B21001I_003MA,B21001I_003EA,B21001I_004MA,B21001I_004EA,B21001I_005EA,B21001I_005MA,B21001I_006EA,B21001I_006MA,B21001I_007EA,B21001I_007MA,B21001I_008EA,B21001I_008MA,B21001I_009MA,B21001I_009EA,B21001I_010MA,B21001I_010EA,B21001I_011EA,B21001I_011MA,B21001I_012EA,B21001I_012MA,B21001I_013EA,B21001I_013MA,B21001I_014MA,B21001I_014EA,B21001I_015MA,B21001I_015EA,B21001I_016EA,B21001I_016MA,B21001I_017EA,B21001I_017MA,B21001I_018EA,B21001I_018MA,B21001I_019EA,B21001I_019MA,B21001I_020MA,B21001I_020EA,B21001I_021MA,B21001I_021EA,B21001I_022EA,B21001I_022MA,B21001I_023EA,B21001I_023MA,B21001I_024EA,B21001I_024MA,B21001I_025MA,B21001I_025EA,B21001I_026MA,B21001I_026EA,B21001I_027MA,B21001I_027EA,B21001I_028EA,B21001I_028MA,B21001I_029EA,B21001I_029MA,B21001I_030EA,B21001I_030MA,B21001I_031MA,B21001I_031EA,B21001I_032MA,B21001I_032EA,B21001I_033EA,B21001I_033MA,state
0400000US01,117541,2291,66481,3032,36835,2617,706,438,36129,2605,23477,2173,2289,926,21188,2286,3547,1124,981,446,2566,1000,1803,693,320,292,1483,621,819,446,362,301,457,319,51060,2776,25664,2053,273,275,25391,2048,18568,2535,309,304,18259,2521,2699,878,131,228,2568,856,2342,916,24,43,2318,906,1787,747,0,190,1787,747,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24906,820,11744,966,5796,814,645,423,5151,867,4287,757,410,295,3877,792,1107,474,135,102,972,462,425,275,277,238,148,149,129,142,98,123,31,60,13162,469,5895,804,443,350,5452,809,5011,758,281,443,4730,798,1511,389,0,149,1511,389,383,137,0,149,383,137,362,155,0,149,362,155,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1241100,698,620333,716,281785,1684,11155,4104,270630,4334,233244,1651,15040,2176,218204,2634,59244,879,11148,1933,48096,1795,28947,938,9245,1349,19702,1565,17113,833,6440,1148,10673,1037,620767,504,262892,1024,2055,1299,260837,1694,235209,976,1911,767,233298,1126,63945,559,1330,610,62615,812,35333,980,287,237,35046,1020,23388,880,141,157,23247,879,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,113287,1599,61870,1637,31940,2091,881,739,31059,2133,23810,2049,231,231,23579,2043,3896,877,439,298,3457,854,1028,562,499,373,529,426,1196,639,608,564,588,342,51417,1312,26785,1624,125,129,26660,1616,18897,1236,122,133,18775,1235,4143,851,107,174,4036,847,714,351,64,109,650,332,878,404,0,192,878,404,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9547002,2820,4795073,3056,2134469,2892,46264,4122,2088205,5073,1863905,1532,76518,4847,1787387,4936,458503,1040,50850,3441,407653,3412,206454,1083,38038,2949,168416,2922,131742,862,38893,2067,92849,2316,4751929,1556,1972324,2203,10077,2081,1962247,2980,1822113,1995,7764,1579,1814349,2592,500171,989,1982,1137,498189,1547,257987,1102,787,309,257200,1194,199334,884,734,349,198600,926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,685882,1573,348707,1737,154320,2363,3915,1163,150405,2753,134064,1700,10314,1495,123750,2010,34430,901,9663,1222,24767,1505,16841,881,7043,1092,9798,1170,9052,707,3327,666,5725,874,337175,893,143455,1419,943,891,142512,1656,126808,1430,1967,1112,124841,1908,35231,859,466,267,34765,860,18692,676,243,173,18449,685,12989,624,255,324,12734,727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,331279,404,163323,627,75255,1141,1763,829,73492,1233,63764,957,3185,997,60579,1288,14634,362,1670,733,12964,806,6538,466,916,370,5622,606,3132,437,737,433,2395,514,167956,518,70122,807,270,272,69852,880,66906,662,148,121,66758,681,16747,447,42,72,16705,454,8834,369,0,198,8834,369,5347,242,38,67,5309,239,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,48116,70,25153,278,12751,618,119,194,12632,651,9512,618,113,160,9399,610,1768,307,257,206,1511,353,429,254,0,192,429,254,693,398,178,247,515,308,22963,289,11605,408,194,315,11411,521,7955,398,0,192,7955,398,1581,281,21,39,1560,274,498,262,0,192,498,262,1324,421,137,223,1187,519,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,45155,162,23279,162,11662,162,93,80,11569,182,8652,3,252,242,8400,243,1800,2,36,54,1764,54,743,328,122,135,621,284,422,329,64,70,358,308,21876,3,10637,4,24,39,10613,39,7228,2,66,107,7162,107,2137,2,0,200,2137,2,1153,-555555555,63,101,1090,101,721,-555555555,0,200,721,4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,*****,null,null,null,null,null,11
0400000US12,3228576,1811,1576948,3445,585793,3951,14337,2265,571456,4850,625385,3099,36249,3648,589136,4983,176524,1958,20083,2633,156441,3374,110006,1899,14033,1884,95973,2220,79240,1703,9416,1643,69824,2019,1651628,2831,536857,3571,2516,882,534341,3574,637085,3097,4135,1139,632950,3092,210486,2112,875,509,209611,2164,140819,1540,487,447,140332,1568,126381,1722,66,121,126315,1731,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
