GEO_ID,C05003D_001E,C05003D_001M,C05003D_002E,C05003D_002M,C05003D_003E,C05003D_003M,C05003D_004E,C05003D_004M,C05003D_005E,C05003D_005M,C05003D_006E,C05003D_006M,C05003D_007E,C05003D_007M,C05003D_008E,C05003D_008M,C05003D_009E,C05003D_009M,C05003D_010E,C05003D_010M,C05003D_011E,C05003D_011M,C05003D_012E,C05003D_012M,C05003D_013E,C05003D_013M,C05003D_014E,C05003D_014M,C05003D_015E,C05003D_015M,NAME,C05003D_001MA,C05003D_001EA,C05003D_002EA,C05003D_002MA,C05003D_003EA,C05003D_003MA,C05003D_004EA,C05003D_004MA,C05003D_005EA,C05003D_005MA,C05003D_006EA,C05003D_006MA,C05003D_007EA,C05003D_007MA,C05003D_008MA,C05003D_008EA,C05003D_009EA,C05003D_009MA,C05003D_010EA,C05003D_010MA,C05003D_011EA,C05003D_011MA,C05003D_012EA,C05003D_012MA,C05003D_013EA,C05003D_013MA,C05003D_014EA,C05003D_014MA,C05003D_015EA,C05003D_015MA,state
0400000US13,322841,7505,153403,4492,37758,2457,29147,2739,8611,1588,115645,3143,20148,2968,95497,3497,169438,4966,39613,2539,28863,2868,10750,2258,129825,3618,17726,2351,112099,4452,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,523824,9782,244741,5644,40748,2950,35424,2940,5324,1245,203993,4080,132957,4592,71036,4124,279083,5657,39072,3049,33302,2987,5770,1562,240011,4134,134066,4640,105945,5313,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20913,2460,9385,1585,1702,735,1226,599,476,350,7683,1142,1956,766,5727,1017,11528,1544,2887,909,1811,792,1076,534,8641,1158,2340,845,6301,1208,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,599115,6487,286623,3777,65807,2191,53168,2559,12639,2096,220816,3125,40656,3533,180160,3942,312492,4150,66887,2627,51150,3099,15737,1904,245605,2942,37883,2625,207722,4038,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102695,4396,49934,2683,12201,1583,7767,1217,4434,1228,37733,1746,5653,1299,32080,2026,52761,3122,12199,1688,6485,1462,5714,1426,40562,2162,4461,1006,36101,2091,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56040,2355,26866,1566,5919,1081,4089,995,1830,613,20947,1045,2593,873,18354,1087,29174,1699,7048,986,4868,1022,2180,869,22126,1221,3170,1037,18956,1274,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,67235,3040,31765,1892,7900,1256,6094,1237,1806,513,23865,1421,2707,748,21158,1466,35470,1886,8680,1120,6576,1072,2104,667,26790,1228,3149,939,23641,1342,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50424,2713,23045,1644,7073,1042,4709,1101,2364,989,15972,1337,1301,521,14671,1274,27379,1821,7560,1279,4171,1194,3389,1094,19819,1465,2353,814,17466,1471,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,72484,2804,34102,1914,7999,1225,6277,1175,1722,586,26103,1425,5178,1232,20925,1852,38382,2231,8974,1441,7683,1520,1291,491,29408,1710,5269,1141,24139,1696,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13498,1852,5751,1089,1191,614,948,572,243,193,4560,897,986,456,3574,879,7747,1124,2212,676,1551,633,661,361,5535,727,964,416,4571,701,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,329770,4691,158942,2981,38622,1882,28286,2097,10336,1528,120320,2024,23573,2321,96747,3318,170828,2642,34920,1710,26203,1857,8717,1395,135908,1623,18407,2524,117501,2626,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,365968,4987,174460,3059,41275,1897,34101,2019,7174,1166,133185,2027,23036,2425,110149,3261,191508,2953,41370,1692,32949,2253,8421,1588,150138,2121,29060,2187,121078,2787,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,242232,5033,118300,3054,30347,1970,22973,2053,7374,1359,87953,2155,13067,1815,74886,2462,123932,3029,29979,1845,20894,1740,9085,1593,93953,2202,10713,1747,83240,2331,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,216270,3768,105120,2286,33065,1934,25747,2194,7318,1425,72055,1796,18703,2291,53352,2598,111150,2609,32281,1825,24888,2010,7393,1066,78869,1622,14747,1520,64122,2218,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27077,3206,14365,2147,5282,1420,4496,1397,786,683,9083,1451,1769,710,7314,1368,12712,1752,2259,827,2038,813,221,255,10453,1262,1335,407,9118,1151,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96187,3149,47086,2142,11064,1523,8613,1397,2451,759,36022,1607,7559,1390,28463,1896,49101,2265,10263,1147,7462,1130,2801,982,38838,1634,5087,1000,33751,1530,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5714,1173,1583,783,231,239,88,136,143,168,1352,669,598,479,754,407,4131,848,629,349,126,206,503,308,3502,790,490,476,3012,811,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34517,1779,16656,989,4780,614,3288,816,1492,602,11876,713,801,385,11075,796,17861,1184,3630,782,2172,684,1458,542,14231,917,2000,679,12231,905,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,194695,6015,90172,3813,20421,2146,16782,2259,3639,1445,69751,2876,18874,3080,50877,3200,104523,3663,16517,2542,14270,2516,2247,952,88006,2343,18164,3205,69842,3158,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29002,2149,13711,1463,3816,918,2606,864,1210,598,9895,915,985,496,8910,937,15291,1306,3423,813,2650,753,773,426,11868,835,1317,498,10551,793,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,747620,6615,365462,3616,90616,2396,72295,2781,18321,1891,274846,2441,38200,2645,236646,3410,382158,3959,86992,2360,68674,3018,18318,1985,295166,2591,37053,3122,258113,3632,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25637,1939,11292,1244,2943,648,1728,643,1215,492,8349,1088,2522,816,5827,907,14345,1352,2061,705,1618,708,443,378,12284,1112,2258,753,10026,1050,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1447760,9725,698729,5878,151365,3007,117787,3781,33578,3234,547364,4367,85551,4529,461813,5625,749031,5942,137989,3299,106929,3464,31060,2440,611042,3850,93180,4788,517862,5459,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,211328,5649,101171,3964,25208,2636,20499,2772,4709,1494,75963,2459,15397,2280,60566,2886,110157,3540,27941,2283,20619,2531,7322,1699,82216,2792,13680,2113,68536,3068,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7070,1051,3346,697,553,311,489,278,64,83,2793,600,336,250,2457,553,3724,681,777,503,44,74,733,492,2947,489,589,320,2358,455,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,194814,5015,91417,3088,21642,2135,16634,2119,5008,1459,69775,1676,12279,1815,57496,2210,103397,3358,23621,2191,15829,1882,7792,1609,79776,2131,11167,1445,68609,2435,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,65513,3141,30429,2186,6960,1171,5078,1116,1882,660,23469,1503,4757,994,18712,1360,35084,1586,6824,1019,5243,956,1581,536,28260,1285,3390,945,24870,1343,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,152909,4397,69531,3004,17219,1776,14668,1814,2551,732,52312,2117,13798,1952,38514,2117,83378,2554,17580,1482,13637,1598,3943,1010,65798,1880,14356,1835,51442,2324,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,358168,4389,171365,2814,40520,1774,31557,1936,8963,1595,130845,1980,24093,2719,106752,2949,186803,2816,40741,2103,29535,2142,11206,1738,146062,1684,23021,2376,123041,2795,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33235,1460,15740,1273,3953,702,3588,765,365,301,11787,866,3226,917,8561,1102,17495,868,3708,601,2312,653,1396,635,13787,745,2753,745,11034,1003,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63356,2782,28772,2235,6124,1220,4520,1046,1604,869,22648,2211,4124,1699,18524,2017,34584,1911,7661,1589,5186,1551,2475,1332,26923,1452,3241,1011,23682,1512,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7855,869,3403,699,779,428,341,321,438,345,2624,604,504,395,2120,396,4452,759,1447,623,966,681,481,315,3005,572,374,418,2631,487,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,92286,4046,42333,2438,11055,1468,8059,1367,2996,709,31278,1983,4527,1014,26751,1898,49953,2441,11796,1578,8005,1512,3791,1057,38157,1614,3884,1040,34273,1848,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,999118,10194,484252,6593,124694,4348,99883,4972,24811,3046,359558,4604,60231,4398,299327,6197,514866,5562,120723,3886,94485,4339,26238,3394,394143,3595,53397,3545,340746,4815,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,56679,3028,26292,1911,6137,1382,4845,1167,1292,742,20155,1172,6438,1193,13717,1284,30387,1762,7049,1015,4539,1105,2510,764,23338,1180,7092,1274,16246,1523,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7733,983,2683,679,537,251,317,203,220,159,2146,605,519,396,1627,516,5050,697,1112,405,452,314,660,307,3938,537,577,395,3361,450,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,455242,7971,212686,5011,52058,2859,40624,3085,11434,1905,160628,3333,27969,3730,132659,3750,242556,4259,53859,2183,41848,2425,12011,1937,188697,3295,26941,3241,161756,3965,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,501712,7684,231518,4544,54909,3018,44769,3302,10140,1854,176609,3406,42315,3971,134294,4666,270194,4652,51222,2667,40232,2746,10990,1717,218972,3292,42733,2855,176239,3950,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11492,1378,5234,862,1740,764,1589,766,151,141,3494,860,603,307,2891,740,6258,941,818,449,458,398,360,205,5440,761,1572,678,3868,704,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130617,3336,61970,2192,18434,1759,14738,1643,3696,1040,43536,1121,9659,1375,33877,1746,68647,2121,21731,1428,16829,1680,4902,1096,46916,1544,9744,1446,37172,1701,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4833,1100,2132,700,470,342,406,331,64,93,1662,574,397,249,1265,533,2701,806,437,245,279,222,158,141,2264,765,599,463,1665,624,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9489,2369,2875,1114,796,545,796,545,0,210,2079,884,901,504,1178,638,6614,1636,1433,699,1404,689,29,49,5181,1302,3608,1056,1573,637,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
